,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
72,0.95394903,0.9441663,"('unambitious', 'ambitious')",0.82448703,0.8370057,-0.42418426,-0.45770425,0.4514173,0.4411559,0.0102614
10,0.91068363,1.0156446,"('unsympathetic', 'sympathetic')",0.1806983,0.35094872,0.0044186898,-0.033531398,0.3652669,0.4443539,-0.079087
65,0.90184337,1.0858476,"('insecure', 'secure')",1.6188363,1.618935,0.24268341,0.5058726,0.921121,1.0702184,-0.1490974
39,0.88320786,0.5666117,"('exploitative', 'cooperative')",1.4732326,1.1893175,0.29091573,0.08923313,0.8824521,0.6150541,0.267398
56,0.84818745,1.5807108,"('impractical', 'practical')",1.4171857,2.1091392,-0.3244311,0.13499688,0.6469807,1.2749489,-0.6279682
87,-0.83527493,-0.21363936,"('unsuccessful', 'successful')",0.1888963,0.45368907,0.5745505,0.7867378,-0.0239427,0.3422625,-0.3662052
85,-0.8165402,-1.1028126,"('insignificant', 'prestigious')",-1.1823381,-1.5144016,-0.49176055,-0.7655041,-0.8302129,-1.1275728,0.2973599
76,0.81278807,1.0702122,"('anxious', 'daring')",1.0191685,1.2064735,0.03007871,0.22226258,0.6206784,0.8329828,-0.2123044
70,0.8126194,1.4118663,"('lethargic', 'energetic')",0.4858441,0.95208937,0.37123233,0.58440036,0.5565653,0.9827854,-0.4262201
50,-0.7987092,-0.7686697,"('clumsy', 'skillful')",-0.5402701,-0.48367438,-0.010035522,-0.06348866,-0.4496716,-0.438611,-0.0110606
1,-0.7946391,-1.0210165,"('unfriendly', 'friendly')",-0.7031089,-0.64685273,1.4122334,1.2404702,-0.0285049,-0.1424663,0.1139614
26,0.7919708,0.6966417,"('hardhearted', 'benevolent')",1.8694773,1.9006964,1.6724097,1.476561,1.4446192,1.3579664,0.0866528
80,0.78231144,1.2039181,"('dominated', 'dominating')",0.48496437,0.6715469,-0.42944735,-0.18849467,0.2792762,0.5623234,-0.2830472
54,-0.7310142,-0.69268405,"('incapable', 'capable')",-0.43249255,-0.3818534,0.54610276,0.57303596,-0.2058013,-0.1671672,-0.0386341
33,0.72461414,0.31503582,"('wrong', 'right')",0.21067053,0.02793035,-0.9103921,-1.0635929,0.0082975,-0.2402089,0.2485064
52,-0.69123936,-1.3569314,"('irrational', 'rational')",-0.9369583,-1.3780507,-0.14375627,-0.5477751,-0.5906513,-1.0942523,0.503601
7,0.6788888,0.88501734,"('insensitive', 'sensitive')",1.1854973,1.3746884,0.87617075,0.90054506,0.9135189,1.053417,-0.1398981
71,0.6477231,0.77494705,"('diffident', 'self-confident')",0.42871505,0.522,0.31301117,0.3153587,0.4631498,0.5374352,-0.0742854
43,0.6258411,0.88206565,"('irresponsible', 'responsible')",0.95236504,1.3248901,0.36753365,0.5918565,0.6485799,0.9329375,-0.2843576
86,-0.5965995,-0.34603935,"('uninfluential', 'influential')",-0.42310742,-0.26062387,-0.36071023,-0.2852242,-0.4601391,-0.2972958,-0.1628433
42,0.5841282,0.66347784,"('unreliable', 'reliable')",1.0116514,1.3221163,-3.0067585,-2.9145372,-0.4703263,-0.3096477,-0.1606786
81,0.5621247,0.8879492,"('submissive', 'aggressive')",1.1945202,1.6462885,-0.35080826,-0.040999293,0.4686122,0.8310795,-0.3624673
75,-0.55815417,-0.25555676,"('meek', 'impulsive')",-0.9522354,-0.7725688,-1.0164356,-0.857087,-0.8422751,-0.6284042,-0.2138709
53,-0.55038434,-0.71859217,"('uncreative', 'creative')",-0.9739606,-0.90874606,0.437791,0.40038314,-0.3621846,-0.408985,0.0468004
24,0.53305143,0.4808573,"('dishonest', 'honest')",0.64106977,0.7095072,0.5645116,0.41333404,0.5795442,0.5345662,0.044978
60,0.52523243,0.8773498,"('inefficient', 'efficient')",1.3587441,1.6664453,0.17552565,0.47212234,0.6865007,1.0053058,-0.3188051
88,-0.5123527,-0.44272357,"('low', 'eminent')",-1.1508043,-1.0436556,-0.17270343,-0.12867244,-0.6119535,-0.5383505,-0.073603
32,0.5121457,0.5612885,"('unkind', 'kind')",1.0694463,1.2908465,1.040223,1.0588185,0.8739384,0.9703178,-0.0963794
61,-0.50323004,-0.51666653,"('illogical', 'logical')",0.39490762,0.5002441,0.5487994,0.59741944,0.1468257,0.1936657,-0.04684
3,0.49757558,0.36819628,"('repellent', 'pleasant')",0.7741582,0.6682667,1.1301733,1.0173159,0.8006357,0.684593,0.1160427
0,-0.48749268,-0.108673014,"('unsociable', 'sociable')",-0.06734836,0.23846123,-0.07748948,0.038843546,-0.2107768,0.0562106,-0.2669874
55,0.48236382,0.81955975,"('incompetent', 'clever')",0.120202,0.28544557,0.5065429,0.49482203,0.3697029,0.5332758,-0.1635729
21,0.48018312,0.49475357,"('immoral', 'moral')",1.5319003,1.5874282,-0.23976362,-0.21670218,0.5907733,0.6218265,-0.0310532
46,0.45320663,0.9213812,"('uncompetitive', 'competitive')",0.53023297,0.75505936,-0.82952493,-0.5984947,0.0513049,0.3593152,-0.3080103
17,-0.43531728,-0.3565725,"('nasty', 'nice')",0.30861735,0.48592383,-0.64963067,-0.547069,-0.2587769,-0.1392392,-0.1195377
57,-0.40835127,-0.009259859,"('unimaginative', 'imaginative')",0.4456956,0.8009212,-3.1854694,-2.9829257,-1.0493751,-0.7304215,-0.3189536
38,-0.37870136,0.058996335,"('untruthful', 'truthful')",0.08024727,0.49958274,-0.41149786,-0.14301209,-0.2366507,0.1385223,-0.375173
27,0.3760736,-0.08772827,"('hardhearted', 'softhearted')",0.5524787,0.36880428,1.2540492,0.75817597,0.7275338,0.3464173,0.3811165
8,-0.36814132,-0.47735405,"('unaffectionate', 'affectionate')",-0.84537405,-0.8383573,0.49550098,0.1600519,-0.2393381,-0.3852198,0.1458817
44,0.3466786,0.35367376,"('prejudiced', 'unprejudiced')",0.038565334,0.019968564,-1.2473347,-1.2754855,-0.2873636,-0.3006144,0.0132508
51,-0.33779413,-0.2817769,"('uneducated', 'educated')",-0.14681357,-0.18565567,0.38089967,0.3685031,-0.0345693,-0.0329765,-0.0015928
84,0.32954144,0.3952674,"('inferior', 'superior')",0.26498285,0.039988272,0.62862027,0.6539209,0.4077148,0.3630588,0.044656
62,0.2992702,1.0667579,"('incompetent', 'brilliant')",0.6505344,1.16251,0.38046688,0.77165526,0.4434238,1.0003078,-0.556884
37,0.29564708,0.4063829,"('fake', 'genuine')",0.12104205,0.13366821,0.11883113,-0.041372687,0.1785068,0.1662261,0.0122807
20,-0.2920826,-0.34629405,"('rough', 'thoughtful')",0.617819,0.42120767,0.77182853,0.56095004,0.365855,0.2119546,0.1539004
67,0.28836143,0.29279634,"('doubtful', 'determined')",0.2001493,0.4030116,-0.50109273,-0.29706353,-0.004194,0.1329148,-0.1371088
74,0.2605333,0.57911384,"('undedicated', 'dedicated')",0.2562678,0.51544565,-0.37589976,-0.28152817,0.0469671,0.2710104,-0.2240433
29,-0.2311988,-0.21319568,"('unfair', 'fair')",-0.2817073,-0.2798465,-0.3334778,-0.45820862,-0.282128,-0.3170836,0.0349556
73,0.23101594,0.12603016,"('helpless', 'self-reliant')",0.17446294,0.08557741,-3.6306994,-3.7007098,-1.0750735,-1.1630341,0.0879606
34,-0.22735426,-0.18333118,"('mean', 'honorable')",0.7191498,0.8134015,5.8411055,5.9398327,2.110967,2.1899676,-0.0790006
13,-0.21907237,0.1546089,"('impolite', 'polite')",0.84497863,1.2364157,-0.4186331,-0.20135432,0.069091,0.3965568,-0.3274658
63,0.2188413,0.6205672,"('unperceptive', 'insightful')",0.6875279,1.0409399,0.6384224,0.7676597,0.5149306,0.8097223,-0.2947917
15,-0.21552029,-0.093119636,"('boring', 'funny')",-0.11639003,0.081587836,-0.33145285,-0.24827051,-0.2211211,-0.0866008,-0.1345203
2,0.20973109,0.49307093,"('unlikable', 'likable')",1.798286,1.9797695,0.62398773,0.70779955,0.8773349,1.0602132,-0.1828783
28,0.20782891,0.25967634,"('disloyal', 'loyal')",0.16828015,0.3253102,1.224576,1.2596174,0.5335617,0.614868,-0.0813063
66,0.19996935,0.0928017,"('inactive', 'active')",-0.55631036,-0.5085959,0.5672382,0.3951049,0.0702991,-0.0068964,0.0771955
30,0.18849264,0.40879846,"('intolerant', 'tolerant')",1.5210248,1.7420038,0.6826137,0.87980586,0.797377,1.0102026,-0.2128256
59,0.18632385,-0.13530187,"('foolish', 'wise')",0.013464285,-0.06778572,-0.031176213,-0.091213405,0.056204,-0.0981003,0.1543043
23,0.18359564,0.36592373,"('insincere', 'sincere')",1.6653185,1.9892037,6.5757537,6.7133584,2.8082225,3.0228284,-0.2146059
79,-0.1815038,-0.120889,"('wavering', 'unwavering')",-0.62487155,-0.6604952,-0.68638104,-0.5842952,-0.4975855,-0.4552265,-0.042359
22,0.16659452,0.49463642,"('untrustworthy', 'trustworthy')",0.6295685,0.93298644,-0.79729646,-0.8667989,-0.0003778,0.1869413,-0.1873191
45,-0.13788955,0.67616534,"('incompetent', 'competent')",0.21665822,0.66903615,-0.0872765,0.1250234,-0.0028359,0.490075,-0.4929109
58,0.13598295,0.35903198,"('undiscriminating', 'discriminating')",-0.13073577,-0.09673461,-0.04770653,0.026728502,-0.0141531,0.096342,-0.1104951
64,-0.13273703,-0.28955778,"('shy', 'confident')",0.92115813,1.0236291,-6.62646,-6.494832,-1.946013,-1.9202536,-0.0257594
9,0.12392118,-0.063134745,"('unaffectionate', 'caring')",0.09502739,0.2000123,1.2195821,0.97611797,0.4795102,0.3709985,0.1085117
41,-0.119056225,-0.07223971,"('unforgiving', 'forgiving')",1.0489453,1.2140784,-0.07430583,-0.32063043,0.2851944,0.2737361,0.0114583
11,0.08913068,0.50101304,"('unhelpful', 'helpful')",0.7120373,1.3136939,2.0924575,2.4303937,0.9645418,1.4150335,-0.4504917
25,-0.07954069,-0.37076482,"('egoistic', 'altruistic')",-0.21823783,-0.50341356,1.4851136,1.1850976,0.3957784,0.1036397,0.2921387
83,0.037643388,0.20660046,"('powerless', 'powerful')",0.6640744,0.77490616,-0.9878876,-0.87073755,-0.0953899,0.036923,-0.1323129
82,0.036725286,0.49406224,"('poor', 'rich')",-0.32605,0.01519952,6.5220976,6.806781,2.0775909,2.4386808,-0.3610899
68,0.030260589,0.10531201,"('dependent', 'independent')",-1.5910873,-1.8286959,-1.1052797,-1.1740743,-0.8887022,-0.9658194,0.0771172
48,-0.013523132,0.022792254,"('unintelligent', 'intelligent')",0.21931027,0.18786532,0.69306064,0.5734137,0.2996159,0.2613571,0.0382588
47,0.013082021,0.26726264,"('stupid', 'smart')",0.231066,0.5226629,5.628079,5.688167,1.9574091,2.1593642,-0.2019551
