,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
0,-2.9150634,-2.9258432,"('unsociable', 'sociable')",0.24349453,0.3616762,-0.050318435,-0.011195781,-0.9072958,-0.8584543,-0.0488415
86,-2.886576,-3.010368,"('uninfluential', 'influential')",0.34373719,0.42754892,-0.029897504,-0.09122267,-0.8575788,-0.8913473,0.0337685
55,-2.7518363,-2.669166,"('incompetent', 'clever')",0.44252595,0.68597895,0.556777,0.74600136,-0.5841778,-0.4123953,-0.1717825
60,-2.606818,-2.3403466,"('inefficient', 'efficient')",0.25483403,0.7059232,0.061226964,0.38267496,-0.7635857,-0.4172495,-0.3463362
10,-2.5895274,-2.5002298,"('unsympathetic', 'sympathetic')",-0.3113395,-0.12158616,0.13836642,0.13868505,-0.9208335,-0.8277103,-0.0931232
45,-2.4090414,-2.3003533,"('incompetent', 'competent')",0.38091633,0.3423355,0.24443704,0.14640738,-0.5945627,-0.6038702,0.0093075
69,2.3275218,2.4434514,"('lazy', 'industrious')",0.8277819,0.7488659,-0.8613402,-0.85772526,0.7646545,0.7781973,-0.0135428
9,-2.2209158,-2.1423435,"('unaffectionate', 'caring')",0.95827913,0.93480223,1.1722789,0.88275194,-0.0301193,-0.1082631,0.0781438
14,-2.0769289,-1.9508601,"('antisocial', 'social')",0.99171203,1.1923803,0.23254387,0.36453307,-0.2842243,-0.1313156,-0.1529087
13,-2.072881,-1.77831,"('impolite', 'polite')",0.15631479,0.5376215,-0.28902185,-0.1542038,-0.735196,-0.4649641,-0.2702319
62,-2.0175545,-1.8255812,"('incompetent', 'brilliant')",0.9391393,1.246803,0.43590933,0.62313205,-0.2141686,0.0147846,-0.2289532
35,1.9419307,1.9043968,"('corrupt', 'incorrupt')",-1.2352929,-1.4843795,-1.1812073,-1.3983591,-0.1581899,-0.3261139,0.167924
46,-1.9066777,-1.9839995,"('uncompetitive', 'competitive')",0.42749274,0.5576982,-0.61268085,-0.49448746,-0.6972886,-0.6402629,-0.0570257
43,-1.9054568,-1.8015102,"('irresponsible', 'responsible')",0.15669842,0.45630145,0.3672394,0.35101068,-0.4605063,-0.3313994,-0.1291069
1,-1.8124082,-1.858736,"('unfriendly', 'friendly')",1.8390964,1.626978,1.0411003,0.80102175,0.3559295,0.1897546,0.1661749
8,-1.7379508,-1.6988525,"('unaffectionate', 'affectionate')",0.5356657,0.40009674,0.42973348,0.07127723,-0.2575172,-0.4091595,0.1516423
11,-1.712258,-1.6677634,"('unhelpful', 'helpful')",0.615044,0.8736875,1.6175926,1.7256562,0.1734595,0.3105268,-0.1370673
30,-1.5597043,-1.3005042,"('intolerant', 'tolerant')",0.014831334,0.25435227,0.5379794,0.5922567,-0.3356312,-0.1512984,-0.1843328
12,-1.5482275,-1.5155529,"('unsupportive', 'supportive')",1.0199264,0.9201137,-1.7599108,-1.79572,-0.7627373,-0.797053,0.0343157
41,-1.5319126,-1.4478064,"('unforgiving', 'forgiving')",0.5402441,0.42851907,-0.098310046,-0.30387035,-0.3633262,-0.4410526,0.0777264
63,-1.5289166,-1.5480512,"('unperceptive', 'insightful')",1.1047374,1.0599213,0.5337081,0.51446694,0.0365096,0.008779,0.0277306
