,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
53,-0.8732163,-1.1058285,"('uncreative', 'creative')",1.0699592,0.9705749,0.91286135,0.70965064,0.3698681,0.1914657,0.1784024
81,0.8599852,0.819787,"('submissive', 'aggressive')",1.4135901,1.0488011,-0.45618257,-0.7868281,0.6057976,0.3605866,0.245211
34,-0.8205338,-0.72062844,"('mean', 'honorable')",0.32012564,0.14941916,5.752744,4.9582543,1.7507787,1.4623483,0.2884304
18,0.79710543,0.98675823,"('disagreeable', 'welcoming')",0.4208691,0.6500495,-0.68467474,-0.62725586,0.1777666,0.3365173,-0.1587507
77,-0.777168,-0.97537595,"('unmotivated', 'motivated')",1.4824859,1.23825,-1.0438049,-1.1641263,-0.112829,-0.3004174,0.1875884
51,0.7448418,0.80851126,"('uneducated', 'educated')",0.32527047,-0.05694153,0.08772803,-0.4578242,0.3859468,0.0979152,0.2880316
64,0.7442867,0.9098627,"('shy', 'confident')",0.65992576,0.561073,-6.696524,-5.7656937,-1.7641039,-1.4315859,-0.332518
4,-0.7280258,-0.6420049,"('disliked', 'liked')",-0.2578188,-0.2617158,-7.046793,-5.6818995,-2.6775459,-2.1952068,-0.4823391
52,-0.7138266,-0.36323088,"('irrational', 'rational')",-0.10346359,0.27690306,-0.5371598,-0.114338845,-0.4514833,-0.0668889,-0.3845944
1,-0.7047469,-0.9753897,"('unfriendly', 'friendly')",0.2517435,0.29805946,1.7798808,1.821984,0.4422925,0.3815513,0.0607412
28,0.6463514,0.37459922,"('disloyal', 'loyal')",0.06070887,-0.26369664,1.4011407,0.7360371,0.7027337,0.2823132,0.4204205
72,0.6396902,0.6875359,"('unambitious', 'ambitious')",0.9528103,0.99253565,0.03495899,-0.37787575,0.5424865,0.4340653,0.1084212
5,-0.6331758,-0.3497822,"('distant', 'outgoing')",0.8260327,1.1301789,-0.53354377,-0.038841166,-0.1135623,0.2471852,-0.3607475
84,0.6242458,0.60258865,"('inferior', 'superior')",0.54058653,0.39377123,0.31905353,0.48453593,0.4946286,0.4936319,0.0009967
25,-0.60255265,-0.5517738,"('egoistic', 'altruistic')",-0.077787355,0.098850965,1.0053468,1.2513634,0.1083356,0.2661469,-0.1578113
45,-0.5919487,-0.76252043,"('incompetent', 'competent')",0.031968262,-0.35911068,0.69036186,0.21198335,0.0434605,-0.3032159,0.3466764
56,0.587929,0.8262693,"('impractical', 'practical')",1.1738017,0.8230472,0.115597144,-0.053171057,0.6257759,0.5320485,0.0937274
67,0.5832346,0.64826447,"('doubtful', 'determined')",-0.08623624,-0.10412733,-0.99012077,-0.9393794,-0.1643741,-0.1317474,-0.0326267
60,0.58170116,0.46016774,"('inefficient', 'efficient')",0.8165768,0.3048539,0.67768455,-0.0249175,0.6919875,0.2467014,0.4452861
80,0.5803502,0.43938527,"('dominated', 'dominating')",-0.049609743,-0.35517225,-0.40026608,-0.80628073,0.0434915,-0.2406892,0.2841807
0,-0.57618487,-0.6785438,"('unsociable', 'sociable')",0.41050646,0.05735147,-0.2858092,-0.746816,-0.1504959,-0.4560028,0.3055069
74,0.5632692,0.53403306,"('undedicated', 'dedicated')",1.1613628,0.90944916,0.34352276,0.31079143,0.6893849,0.5847579,0.104627
27,0.5551364,0.36903125,"('hardhearted', 'softhearted')",0.46144804,0.3732896,1.1063837,0.776685,0.7076561,0.5063353,0.2013208
65,0.53036094,0.69100404,"('insecure', 'secure')",0.27734917,0.035507552,0.7495077,0.48905915,0.5190726,0.4051902,0.1138824
66,0.52108675,0.64029443,"('inactive', 'active')",1.7231477,1.9264014,0.96506345,1.2551081,1.069766,1.2739346,-0.2041686
88,0.49992955,0.54225844,"('low', 'eminent')",-0.37188014,-0.27685013,-0.19341503,-0.12115323,-0.0217885,0.048085,-0.0698735
85,-0.49735314,-0.2740471,"('insignificant', 'prestigious')",1.0593063,1.5401915,-0.3984668,0.25173688,0.0544954,0.5059604,-0.451465
35,-0.4824185,-0.17165133,"('corrupt', 'incorrupt')",-0.9896524,-0.4727557,-0.7936763,-0.12463753,-0.7552491,-0.2563482,-0.4989009
10,0.46480265,0.25060526,"('unsympathetic', 'sympathetic')",0.056948565,-0.4091075,0.5012572,-0.06226953,0.3410028,-0.0735906,0.4145934
20,0.46156934,0.31842047,"('rough', 'thoughtful')",0.98215115,0.9804977,1.4575497,1.3437277,0.9670901,0.8808819,0.0862082
17,-0.46024853,0.059997056,"('nasty', 'nice')",0.08051486,0.2421838,-0.6839442,-0.42816415,-0.3545593,-0.0419944,-0.3125649
6,-0.45859802,-0.14580467,"('distant', 'open')",0.3793449,0.7481718,0.21160439,0.73893833,0.0441171,0.4471018,-0.4029847
3,-0.455591,-0.47015065,"('repellent', 'pleasant')",0.2513861,0.09331582,0.6122322,0.45056233,0.1360091,0.0245758,0.1114333
11,0.45134223,0.36416832,"('unhelpful', 'helpful')",0.5860522,0.112769425,1.7628199,1.0380789,0.9334048,0.5050056,0.4283992
26,0.44951314,0.24525592,"('hardhearted', 'benevolent')",1.5456264,1.8219101,1.8511062,2.2844105,1.2820819,1.4505256,-0.1684437
63,0.4294528,0.13251886,"('unperceptive', 'insightful')",1.0342877,0.54688776,1.1736721,0.41343865,0.8791375,0.3642818,0.5148557
21,0.4054052,0.49051934,"('immoral', 'moral')",0.33864707,0.08034338,-0.6337657,-0.9756097,0.0367622,-0.1349157,0.1716779
41,-0.39235628,-0.16352941,"('unforgiving', 'forgiving')",0.5052998,0.5081981,-0.021749582,0.015557975,0.030398,0.1200756,-0.0896776
32,-0.3811052,-0.2710284,"('unkind', 'kind')",0.25721034,0.085926786,1.0101933,0.79156464,0.2954328,0.2021543,0.0932785
50,0.34381258,0.15411304,"('clumsy', 'skillful')",0.94881755,0.8784442,0.04268291,-0.3083501,0.4451044,0.2414024,0.203702
9,0.3356097,0.35303557,"('unaffectionate', 'caring')",0.81441075,0.78723496,1.1652706,0.8403133,0.7717636,0.6601946,0.111569
75,-0.3302743,-0.1729591,"('meek', 'impulsive')",0.28224453,0.5807465,-1.142286,-0.806854,-0.3967719,-0.1330222,-0.2637497
7,0.32997403,0.23520301,"('insensitive', 'sensitive')",0.5998697,0.23638834,0.7337522,0.14111175,0.554532,0.2042344,0.3502976
71,0.32590705,0.41112137,"('diffident', 'self-confident')",1.2185425,1.4120997,0.4224429,0.24335042,0.6556308,0.6888572,-0.0332264
79,0.30432138,0.6075792,"('wavering', 'unwavering')",0.18128961,0.5797296,-0.35164693,-0.080127314,0.0446547,0.3690605,-0.3244058
13,-0.30317673,-0.08277907,"('impolite', 'polite')",0.1970396,-0.14107653,-0.09089813,-0.577468,-0.0656784,-0.2671079,0.2014295
8,-0.29698837,-0.3944249,"('unaffectionate', 'affectionate')",-0.30490598,-0.18663667,0.81385237,0.6101168,0.0706527,0.0096851,0.0609676
2,0.28973073,0.6269297,"('unlikable', 'likable')",2.2972345,2.5934584,0.6424769,0.91153896,1.0764807,1.377309,-0.3008283
69,-0.27687594,-0.030920545,"('lazy', 'industrious')",1.4044065,1.6823983,-0.88185704,-0.18755506,0.0818912,0.4879742,-0.406083
59,-0.2609606,0.031186936,"('foolish', 'wise')",0.5414625,0.8364749,0.1494767,0.45953068,0.1433262,0.4423975,-0.2990713
15,0.19318347,0.21717131,"('boring', 'funny')",0.02716799,0.24834533,0.009877969,0.26574618,0.0767431,0.2437543,-0.1670112
33,0.1402486,0.19780639,"('wrong', 'right')",1.1094656,1.2502726,-0.63090545,-0.28130054,0.2062696,0.3889261,-0.1826565
61,0.13837464,0.20710433,"('illogical', 'logical')",1.1399999,1.0346968,0.60151,0.33556256,0.6266282,0.5257879,0.1008403
30,0.1335685,0.15772279,"('intolerant', 'tolerant')",0.74315244,0.60374045,0.89440244,0.8896644,0.5903745,0.5503759,0.0399986
58,0.12098557,-0.23831204,"('undiscriminating', 'discriminating')",1.3490877,1.0815277,0.542971,0.36093646,0.6710148,0.401384,0.2696308
38,0.11349198,0.15982383,"('untruthful', 'truthful')",0.63719606,0.5866023,0.2384947,0.18664114,0.3297276,0.3110224,0.0187052
22,-0.11079943,-0.51843476,"('untrustworthy', 'trustworthy')",-0.5251691,-0.77551425,-0.4343715,-0.7388085,-0.35678,-0.6775858,0.3208058
55,0.10453303,-0.2413597,"('incompetent', 'clever')",0.33701843,-0.11888333,1.0466032,0.47343236,0.4960515,0.0377298,0.4583217
54,-0.10330673,-0.010002554,"('incapable', 'capable')",1.2913942,1.478445,0.992162,0.9679457,0.7267498,0.8121293,-0.0853795
83,0.094396144,-0.03414123,"('powerless', 'powerful')",1.6198212,1.6041453,-0.7821802,-1.1275141,0.310679,0.1474967,0.1631823
62,0.084966294,0.072058246,"('incompetent', 'brilliant')",1.0983843,0.82750225,0.582545,-0.027356658,0.5886319,0.2907346,0.2978973
57,-0.07991296,-0.37206265,"('unimaginative', 'imaginative')",1.1936,0.7637687,-2.0991995,-1.6908054,-0.3285042,-0.4330331,0.1045289
19,-0.07281253,0.1295287,"('inhospitable', 'hospitable')",-0.46086523,-0.37045765,-0.7601816,-0.69700384,-0.4312865,-0.3126443,-0.1186422
14,-0.059920464,0.12922177,"('antisocial', 'social')",1.2230799,1.2454938,-0.22067504,-0.4348777,0.3141615,0.3132793,0.0008822
44,-0.058804378,0.13315497,"('prejudiced', 'unprejudiced')",-0.39479482,-0.14137393,-1.4096136,-0.9874766,-0.6210709,-0.3318985,-0.2891724
68,0.052350778,0.07896646,"('dependent', 'independent')",-1.5303429,-1.725053,-0.81905675,-0.945318,-0.765683,-0.8638015,0.0981185
23,-0.05215681,0.077861115,"('insincere', 'sincere')",0.6758771,0.5283963,6.1892614,4.9727125,2.2709939,1.8596567,0.4113372
86,0.043534264,-0.36111757,"('uninfluential', 'influential')",-0.20029001,-0.70042515,0.122744426,-0.5429659,-0.0113371,-0.5348362,0.5234991
37,-0.04150492,-0.38632798,"('fake', 'genuine')",-1.3389963,-1.7378376,0.34412897,-0.051159658,-0.3454574,-0.7251084,0.379651
87,0.033460032,0.3402746,"('unsuccessful', 'successful')",1.661069,1.6101973,1.0649341,1.1031693,0.9198211,1.0178804,-0.0980593
46,0.01126408,-0.38144267,"('uncompetitive', 'competitive')",1.0042791,0.38512802,-0.3132191,-0.6191185,0.2341081,-0.2051444,0.4392525
