,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
16,-2.031821,-1.896974,"('unpopular', 'popular')",0.2052645,0.32459277,0.080644384,0.35175806,-0.5819707,-0.4068744,-0.1750963
36,-1.586082,-1.3489428,"('hostile', 'amicable')",-0.50428486,-0.0232616,0.24036361,0.8681834,-0.6166677,-0.168007,-0.4486607
73,1.5206438,1.5679927,"('helpless', 'self-reliant')",1.0680549,1.0875005,-3.4786947,-2.9695861,-0.2966653,-0.1046976,-0.1919677
39,1.4725224,1.722797,"('exploitative', 'cooperative')",0.5225022,0.5017896,0.22687751,0.29382607,0.740634,0.8394709,-0.0988369
31,-1.3969512,-1.1862808,"('evil', 'good')",-0.7376601,-0.3318589,-0.96156013,-0.40576884,-1.0320571,-0.6413029,-0.3907542
42,1.2671854,1.1476158,"('unreliable', 'reliable')",1.4837846,1.2713754,-2.5881734,-2.5230834,0.0542655,-0.0346975,0.088963
24,1.1400229,1.1531593,"('dishonest', 'honest')",-0.52727515,-0.52037317,0.47603232,0.24353293,0.3629267,0.2921064,0.0708203
47,-1.0886028,-1.0358766,"('stupid', 'smart')",0.5485206,0.6465826,6.2921867,5.4661,1.9173683,1.6922687,0.2250996
29,-1.0846794,-0.9461966,"('unfair', 'fair')",-0.14431569,-0.14708215,-0.43268624,-0.37543195,-0.5538938,-0.4895702,-0.0643236
78,-1.0572422,-1.4342602,"('nonresilient', 'resilient')",1.0329022,0.6131511,0.5369596,0.17596433,0.1708732,-0.2150483,0.3859215
70,1.0490135,0.71135813,"('lethargic', 'energetic')",0.8734158,0.4144105,0.7796312,0.19394849,0.9006868,0.4399057,0.4607811
43,1.014293,0.9209115,"('irresponsible', 'responsible')",1.0714221,0.76687497,0.96605694,0.789879,1.0172574,0.8258885,0.1913689
76,1.0023661,1.0328407,"('anxious', 'daring')",1.3000281,1.1501037,0.59637785,0.5919282,0.9662573,0.9249575,0.0412998
48,0.9396406,0.5302183,"('unintelligent', 'intelligent')",0.09209989,-0.34621307,0.5564471,0.1068545,0.5293958,0.0969532,0.4324426
40,0.93032354,0.6015848,"('stingy', 'generous')",1.0411526,0.81917644,-1.9351755,-1.9109535,0.0121002,-0.1633974,0.1754976
49,-0.9243381,-0.8457445,"('unable', 'able')",-0.3231461,-0.43207973,0.044523433,-0.17471796,-0.4009869,-0.4841807,0.0831938
82,-0.92009467,-0.9963245,"('poor', 'rich')",0.13465886,-0.077635996,6.6095643,5.5929284,1.9413762,1.5063227,0.4350535
12,0.89238125,0.73211604,"('unsupportive', 'supportive')",1.7101363,1.4419628,-1.8780113,-1.9378911,0.2415021,0.0787293,0.1627728
