,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
10,-2.6766014,-2.6301064,"('unsympathetic', 'sympathetic')",-2.0057747,-2.1630244,-1.8373507,-2.119461,-1.6718782,-1.7141055,-0.29092222,-0.3603569,-1.6965054,-1.797411,0.1009056
0,-2.4292548,-2.220968,"('unsociable', 'sociable')",-0.7060517,-0.8128954,-0.21709464,-0.24921925,-0.5464175,-0.5559806,0.014128011,-0.081688434,-0.7769381,-0.7841504,0.0072123
35,2.3321345,2.2390864,"('corrupt', 'incorrupt')",1.5412116,1.7333871,0.8573486,1.0620949,0.9738157,0.9389487,-0.123074315,-0.03131309,1.1162872,1.1884409,-0.0721537
60,-2.2972102,-2.1082897,"('inefficient', 'efficient')",-1.6765672,-1.8397843,-0.6007442,-0.77272177,-1.8329792,-1.9049934,-0.43829614,-0.52717316,-1.3691594,-1.4305924,0.061433
48,-2.187399,-2.1306849,"('unintelligent', 'intelligent')",-1.4267035,-1.5019833,-1.4851007,-1.6729689,-2.0147038,-2.0791807,-0.52663624,-0.5557505,-1.5281086,-1.5881136,0.060005
65,-2.1315484,-1.9153124,"('insecure', 'secure')",-2.1629376,-2.3268647,-0.20157364,-0.33802524,-1.9681363,-2.0522606,-0.203118,-0.18892792,-1.3334628,-1.3642781,0.0308153
69,2.1085434,1.9135934,"('lazy', 'industrious')",1.6213572,1.6831052,1.4312422,1.4884887,1.9295477,1.9714383,-0.32767498,-0.53223765,1.3526031,1.3048777,0.0477254
57,-2.0583792,-2.248798,"('unimaginative', 'imaginative')",-1.186715,-1.3523817,-1.690789,-1.8512561,-0.9139271,-1.1136614,-3.2614415,-3.5375905,-1.8222504,-2.0207375,0.1984871
86,-2.03315,-1.967965,"('uninfluential', 'influential')",-0.12697928,-0.22234356,-1.0987366,-1.2892786,-0.91398156,-1.0075324,-0.44030946,-0.58021843,-0.9226314,-1.0134676,0.0908362
45,-1.8956101,-2.04455,"('incompetent', 'competent')",-2.1900532,-2.3627245,-0.39958417,-0.64747614,-1.8578125,-1.8222789,-0.77865905,-0.9091755,-1.4243438,-1.557241,0.1328972
14,-1.8857285,-1.5406395,"('antisocial', 'social')",-1.1779304,-1.2126579,0.528074,0.4509901,-0.5849445,-0.55077374,-0.20718464,-0.2726975,-0.6655427,-0.6251556,-0.0403871
55,-1.8456893,-1.7152765,"('incompetent', 'clever')",-2.3144212,-2.4591644,-0.34426865,-0.5760951,-2.8523633,-2.8565848,-0.19365722,-0.28468505,-1.5100801,-1.5783611,0.068281
41,-1.8410987,-1.7825749,"('unforgiving', 'forgiving')",-1.6163068,-1.5799769,-0.4999029,-0.58504397,-1.4778832,-1.5261586,0.03546264,-0.03657647,-1.0799458,-1.102066,0.0221202
46,-1.8118886,-1.931055,"('uncompetitive', 'competitive')",-1.1708676,-1.3320857,-0.97326046,-1.1467178,-1.4554784,-1.4774427,-0.6922406,-0.81667763,-1.2207472,-1.3407958,0.1200486
79,1.6517218,1.4872998,"('wavering', 'unwavering')",1.1404496,1.235676,0.43462586,0.5877901,1.0488681,1.1418085,-0.2366001,-0.1603635,0.8078131,0.8584421,-0.050629
82,-1.628012,-1.4408146,"('poor', 'rich')",-1.3239735,-1.2858071,0.19550964,0.31363967,-1.8333209,-1.7343568,5.810271,6.2764606,0.2440948,0.4258244,-0.1817296
43,-1.6176248,-1.5391713,"('irresponsible', 'responsible')",-0.88846767,-1.0831921,-1.1223723,-1.1773,-1.4525281,-1.5763946,-0.23816608,-0.23322317,-1.0638317,-1.1218562,0.0580245
61,-1.6003804,-1.5790646,"('illogical', 'logical')",0.6093257,0.50962245,0.37215543,0.319835,-0.016902506,-0.17819244,-0.22372812,-0.25806296,-0.171906,-0.2371725,0.0652665
85,1.5877613,1.3692422,"('insignificant', 'prestigious')",2.2041175,2.36095,0.5467598,0.6276151,2.8979368,2.9450433,0.09517049,0.1372966,1.4663491,1.4880295,-0.0216804
73,1.5506189,1.6878554,"('helpless', 'self-reliant')",2.0853,2.2790246,0.6374059,0.866972,1.4112957,1.6248227,-3.439473,-3.5193934,0.4490296,0.5878562,-0.1388266
1,-1.5139024,-1.4623157,"('unfriendly', 'friendly')",1.3498574,1.4089774,-0.26053217,-0.21799001,0.73129684,0.6166274,1.5380981,1.637778,0.3689636,0.3966154,-0.0276518
21,-1.485203,-1.2939837,"('immoral', 'moral')",-0.44836664,-0.55306524,-0.29070243,-0.3288918,-0.73792446,-0.7632581,-0.68518233,-0.6181774,-0.7294757,-0.7114753,-0.0180004
3,-1.4786247,-1.4468992,"('repellent', 'pleasant')",-1.052836,-1.2317501,-0.64959955,-0.74109626,-0.6841904,-0.60136336,0.41677648,0.38649267,-0.6896948,-0.7269233,0.0372285
