,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-1.7248684,-1.766123,"('inhospitable', 'hospitable')",-0.0870348,-0.04452992,-0.9059516,-0.9053265,-0.0006251
82,-1.6125656,-1.617224,"('poor', 'rich')",6.150656,6.2804127,2.2690454,2.3315945,-0.0625491
60,1.6022773,1.7799032,"('inefficient', 'efficient')",0.14863606,0.2728102,0.8754567,1.0263567,-0.1509
36,-1.4716265,-1.4719409,"('hostile', 'amicable')",0.22271255,0.16140546,-0.624457,-0.6552677,0.0308107
31,-1.440446,-1.4486217,"('evil', 'good')",-0.948385,-1.0374106,-1.1944156,-1.2430162,0.0486006
62,1.2980951,1.4832177,"('incompetent', 'brilliant')",0.34074923,0.4210327,0.8194222,0.9521252,-0.132703
48,1.2674433,1.2662075,"('unintelligent', 'intelligent')",0.9453063,0.8873788,1.1063747,1.0767932,0.0295815
39,1.2479371,1.3876594,"('exploitative', 'cooperative')",-0.16734226,-0.056347277,0.5402974,0.6656561,-0.1253587
8,-1.2053354,-1.2661244,"('unaffectionate', 'affectionate')",0.7424611,0.796857,-0.2314371,-0.2346337,0.0031966
6,-1.1808445,-1.2620107,"('distant', 'open')",0.2813875,0.18481888,-0.4497285,-0.5385959,0.0888674
56,1.1607492,1.2505704,"('impractical', 'practical')",-0.17567164,-0.13436338,0.4925388,0.5581035,-0.0655647
73,1.1284963,1.1111199,"('helpless', 'self-reliant')",-2.9366658,-3.0776844,-0.9040847,-0.9832823,0.0791976
79,-1.0909051,-1.081545,"('wavering', 'unwavering')",-0.112300076,-0.233107,-0.6016026,-0.657326,0.0557234
71,1.0741006,1.0387892,"('diffident', 'self-confident')",0.53707856,0.45019436,0.8055896,0.7444918,0.0610978
53,-1.0197787,-0.846063,"('uncreative', 'creative')",1.1487207,1.1503944,0.064471,0.1521657,-0.0876947
10,-0.96337503,-0.79139096,"('unsympathetic', 'sympathetic')",-0.56400394,-0.34175783,-0.7636895,-0.5665744,-0.1971151
1,-0.9295257,-0.8675897,"('unfriendly', 'friendly')",1.7632797,1.796209,0.416877,0.4643096,-0.0474326
80,0.927619,1.0834562,"('dominated', 'dominating')",-1.3214716,-1.3066179,-0.1969263,-0.1115808,-0.0853455
30,0.89746004,1.0744187,"('intolerant', 'tolerant')",1.2376851,1.2748048,1.0675726,1.1746118,-0.1070392
66,-0.8927101,-0.78470325,"('inactive', 'active')",0.7666875,0.82370424,-0.0630113,0.0195005,-0.0825118
69,0.8552409,0.54365367,"('lazy', 'industrious')",-0.06722996,-0.4302857,0.3940055,0.056684,0.3373215
63,0.81241846,0.87008905,"('unperceptive', 'insightful')",1.1107619,1.0713379,0.9615902,0.9707135,-0.0091233
5,-0.8122947,-0.87507504,"('distant', 'outgoing')",-0.22340366,-0.36868176,-0.5178492,-0.6218784,0.1040292
11,0.78443986,0.8349047,"('unhelpful', 'helpful')",1.5095683,1.6584631,1.1470041,1.2466838,-0.0996797
76,0.74812907,0.9692763,"('anxious', 'daring')",0.34480065,0.46131793,0.5464649,0.7152971,-0.1688322
35,-0.73618376,-0.93857235,"('corrupt', 'incorrupt')",-0.19172075,-0.34072444,-0.4639522,-0.6396484,0.1756962
84,0.7208683,0.7121617,"('inferior', 'superior')",0.9505171,0.7602711,0.8356927,0.7362164,0.0994763
67,0.7188505,0.7792685,"('doubtful', 'determined')",-0.5730148,-0.56829214,0.0729178,0.1054882,-0.0325704
22,-0.7143054,-0.5170399,"('untrustworthy', 'trustworthy')",-1.1035544,-0.9546339,-0.9089299,-0.7358369,-0.173093
45,-0.68984383,-0.5849788,"('incompetent', 'competent')",-0.20468664,-0.1928861,-0.4472652,-0.3889325,-0.0583327
18,-0.6878153,-0.73944396,"('disagreeable', 'welcoming')",-0.33531454,-0.4196474,-0.5115649,-0.5795457,0.0679808
86,-0.6807544,-0.4901343,"('uninfluential', 'influential')",-0.22621441,-0.13418807,-0.4534844,-0.3121612,-0.1413232
49,0.64651406,0.41806436,"('unable', 'able')",-0.118971616,-0.28711206,0.2637712,0.0654761,0.1982951
3,-0.60850614,-0.6074518,"('repellent', 'pleasant')",-0.15605155,-0.036755115,-0.3822789,-0.3221034,-0.0601755
20,0.57420367,0.54701906,"('rough', 'thoughtful')",1.0403575,1.118943,0.8072805,0.832981,-0.0257005
77,0.5663861,0.64714116,"('unmotivated', 'motivated')",-0.84187603,-0.9338442,-0.137745,-0.1433515,0.0056065
21,0.54544353,0.63844943,"('immoral', 'moral')",-0.6402594,-0.6966593,-0.0474079,-0.0291049,-0.018303
44,0.5428031,0.4355351,"('prejudiced', 'unprejudiced')",-1.3824961,-1.3493046,-0.4198465,-0.4568847,0.0370382
24,-0.5406888,-0.45748493,"('dishonest', 'honest')",0.5877683,0.7099042,0.0235398,0.1262096,-0.1026698
87,0.52924305,0.7210376,"('unsuccessful', 'successful')",0.76328546,0.7316907,0.6462643,0.7263641,-0.0800998
13,0.51966554,0.73433185,"('impolite', 'polite')",-0.45089293,-0.29270607,0.0343863,0.2208129,-0.1864266
70,0.51680267,0.65578955,"('lethargic', 'energetic')",0.67215514,0.85590374,0.5944789,0.7558466,-0.1613677
78,0.49427152,0.35471994,"('nonresilient', 'resilient')",0.3904605,0.1792705,0.442366,0.2669952,0.1753708
81,0.49179298,0.65755594,"('submissive', 'aggressive')",-0.54195607,-0.43268967,-0.0250815,0.1124331,-0.1375146
50,0.4782815,0.48649678,"('clumsy', 'skillful')",0.31852847,0.21572492,0.398405,0.3511108,0.0472942
57,-0.4432755,-0.25905934,"('unimaginative', 'imaginative')",-2.6241536,-2.613567,-1.5337145,-1.4363133,-0.0974012
41,-0.43667105,-0.49237955,"('unforgiving', 'forgiving')",-0.10691944,-0.1439167,-0.2717952,-0.3181481,0.0463529
52,-0.43351364,-0.40512562,"('irrational', 'rational')",-0.003698837,-0.06977943,-0.2186062,-0.2374525,0.0188463
12,0.41819772,0.43145415,"('unsupportive', 'supportive')",-1.7470738,-1.7942923,-0.664438,-0.6814191,0.0169811
59,0.40422425,0.3043453,"('foolish', 'wise')",0.33156472,0.21015534,0.3678945,0.2572503,0.1106442
16,-0.39043668,-0.3986502,"('unpopular', 'popular')",0.71512234,0.48013046,0.1623428,0.0407401,0.1216027
40,-0.38981754,-0.3518821,"('stingy', 'generous')",-1.3719965,-1.5570985,-0.8809071,-0.9544903,0.0735832
29,-0.3811818,-0.4112473,"('unfair', 'fair')",-0.7543411,-0.69279855,-0.5677615,-0.5520229,-0.0157386
0,-0.36875844,-0.08560875,"('unsociable', 'sociable')",-0.4139674,-0.24607046,-0.3913629,-0.1658396,-0.2255233
7,0.36743245,0.42483214,"('insensitive', 'sensitive')",0.7240579,0.7028233,0.5457452,0.5638277,-0.0180825
34,0.36601314,0.31240326,"('mean', 'honorable')",5.952631,5.937038,3.159322,3.1247206,0.0346014
15,0.34609997,0.47290027,"('boring', 'funny')",0.40301776,0.3979457,0.3745589,0.435423,-0.0608641
51,-0.344208,-0.12600923,"('uneducated', 'educated')",0.490636,0.623967,0.073214,0.2489789,-0.1757649
27,0.34014463,0.24789497,"('hardhearted', 'softhearted')",1.5040846,1.5570544,0.9221146,0.9024747,0.0196399
28,-0.33432344,-0.35253704,"('disloyal', 'loyal')",0.7095539,0.6555345,0.1876152,0.1514987,0.0361165
43,0.31768766,0.3184823,"('irresponsible', 'responsible')",0.24450105,0.43196484,0.2810944,0.3752236,-0.0941292
68,-0.31014088,-0.4177551,"('dependent', 'independent')",-0.5959211,-0.742875,-0.453031,-0.5803151,0.1272841
55,0.30686352,0.46298894,"('incompetent', 'clever')",0.017447416,0.106334314,0.1621555,0.2846616,-0.1225061
47,0.306265,0.45319283,"('stupid', 'smart')",5.462027,5.593287,2.884146,3.0232399,-0.1390939
4,-0.30615434,-0.38237748,"('disliked', 'liked')",-6.122778,-6.5301933,-3.2144661,-3.4562855,0.2418194
83,0.29217744,0.43218485,"('powerless', 'powerful')",-0.99174136,-0.9519773,-0.349782,-0.2598962,-0.0898858
61,0.2897767,0.451499,"('illogical', 'logical')",0.086897224,0.11443601,0.188337,0.2829675,-0.0946305
26,-0.26834476,-0.09731871,"('hardhearted', 'benevolent')",1.5035973,1.6114388,0.6176262,0.7570601,-0.1394339
72,0.26812392,0.4823698,"('unambitious', 'ambitious')",-1.0362315,-0.8896134,-0.3840538,-0.2036218,-0.180432
58,-0.22955418,-0.028002374,"('undiscriminating', 'discriminating')",0.023425847,-0.058654435,-0.1030642,-0.0433284,-0.0597358
38,0.21534893,0.16741414,"('untruthful', 'truthful')",-0.21759155,-0.30541292,-0.0011213,-0.0689994,0.0678781
23,0.20609662,0.31550318,"('insincere', 'sincere')",5.553665,5.6954765,2.8798809,3.0054898,-0.1256089
54,-0.20404784,-0.15433516,"('incapable', 'capable')",1.1016543,1.1669427,0.4488032,0.5063038,-0.0575006
85,-0.20246299,-0.14832136,"('insignificant', 'prestigious')",0.5666916,0.40121993,0.1821143,0.1264493,0.055665
88,-0.19653793,-0.034091644,"('low', 'eminent')",0.29888874,0.24773055,0.0511754,0.1068195,-0.0556441
74,-0.18040694,-0.038064703,"('undedicated', 'dedicated')",-0.20683523,-0.020906724,-0.1936211,-0.0294857,-0.1641354
33,0.17783582,0.15406261,"('wrong', 'right')",-0.44655323,-0.61050695,-0.1343587,-0.2282222,0.0938635
37,-0.17732736,-0.2280679,"('fake', 'genuine')",0.38620102,0.44648004,0.1044368,0.1092061,-0.0047693
9,-0.16343436,-0.18605404,"('unaffectionate', 'caring')",1.1864355,1.1688238,0.5115005,0.4913849,0.0201156
65,-0.1410371,0.039166056,"('insecure', 'secure')",-0.5485371,-0.3318438,-0.3447871,-0.1463389,-0.1984482
64,0.114717424,0.25765195,"('shy', 'confident')",-6.621777,-6.684825,-3.2535298,-3.2135866,-0.0399432
75,-0.10784225,-0.15682332,"('meek', 'impulsive')",-0.39957118,-0.42268825,-0.2537067,-0.2897558,0.0360491
32,-0.06421146,0.0023432598,"('unkind', 'kind')",0.8077878,0.89636827,0.3717881,0.4493558,-0.0775677
