,juniper_male,juniper_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.2948906,-1.1612498,"('unsympathetic', 'sympathetic')",-0.7651107,-0.781486,-0.16643308,-0.2895547,-0.7421448,-0.7440968,0.001952
25,1.2249612,1.1831425,"('egoistic', 'altruistic')",0.78804666,0.78908855,1.4921947,1.568227,1.1684008,1.1801527,-0.0117519
84,1.1960597,1.0911387,"('inferior', 'superior')",-0.64868534,-0.7175907,1.051534,0.9649334,0.5329695,0.4461605,0.086809
17,-1.1950463,-1.1283203,"('nasty', 'nice')",-1.2093325,-1.0346161,-0.7736999,-0.655893,-1.0593596,-0.9396098,-0.1197498
26,1.1866839,1.475623,"('hardhearted', 'benevolent')",0.049017508,0.12170845,1.4936538,1.4817984,0.9097851,1.0263766,-0.1165915
82,-1.1399113,-0.96919817,"('poor', 'rich')",0.3044913,0.23837583,5.873139,5.8209743,1.6792396,1.6967173,-0.0174777
80,-1.1340914,-1.2006521,"('dominated', 'dominating')",0.021762557,-0.12537207,-0.9261528,-1.1239262,-0.6794939,-0.8166501,0.1371562
70,-1.1122396,-1.284222,"('lethargic', 'energetic')",-1.010491,-1.1914113,0.63096184,0.33044952,-0.4972563,-0.7150612,0.2178049
5,1.1058108,1.2296836,"('distant', 'outgoing')",-0.24461961,-0.13268164,-0.6024978,-0.37012804,0.0862311,0.2422913,-0.1560602
57,-1.1045896,-1.0053095,"('unimaginative', 'imaginative')",-1.1165098,-1.1023363,-2.3794148,-2.2739148,-1.5335048,-1.4605201,-0.0729847
75,-1.0666667,-1.2071147,"('meek', 'impulsive')",-0.6299756,-0.61475414,-0.2234803,-0.16503339,-0.6400409,-0.6623007,0.0222598
3,-1.0357698,-0.9424973,"('repellent', 'pleasant')",-0.12309447,-0.14637633,0.2769336,0.1911087,-0.2939769,-0.299255,0.0052781
12,1.0341783,1.0616868,"('unsupportive', 'supportive')",0.58748555,0.6629431,-1.553603,-1.5810959,0.0226869,0.0478446,-0.0251577
45,-0.9980446,-0.9611441,"('incompetent', 'competent')",-1.2586299,-1.3438181,-0.40305224,-0.5279542,-0.8865756,-0.9443054,0.0577298
72,-0.9894726,-1.1150798,"('unambitious', 'ambitious')",-1.8478615,-1.9864843,-1.0936495,-1.2164975,-1.3103278,-1.4393538,0.129026
46,-0.9388619,-0.91209614,"('uncompetitive', 'competitive')",1.0214838,0.9636946,-0.30837283,-0.35462683,-0.0752503,-0.1010095,0.0257592
64,-0.9380276,-0.8348946,"('shy', 'confident')",-0.511227,-0.5167893,-6.300711,-6.2327247,-2.5833219,-2.5281363,-0.0551856
47,-0.9191006,-0.90815544,"('stupid', 'smart')",0.48850495,0.53048944,5.3338227,5.3366165,1.634409,1.6529835,-0.0185745
79,0.9007187,0.716691,"('wavering', 'unwavering')",-0.6727198,-0.5723251,0.16901013,0.14650458,0.1323363,0.0969568,0.0353795
14,-0.8532236,-0.69188696,"('antisocial', 'social')",-0.6072388,-0.68284607,-0.8300737,-0.80590683,-0.7635121,-0.7268799,-0.0366322
54,0.8409244,0.7368698,"('incapable', 'capable')",-0.31579185,-0.15524131,1.0910633,1.2479786,0.5387319,0.609869,-0.0711371
31,0.825233,0.8556095,"('evil', 'good')",-0.2534442,-0.16256708,-1.1235911,-0.931467,-0.1839341,-0.0794749,-0.1044592
20,0.7874032,0.7135451,"('rough', 'thoughtful')",-0.33804062,-0.32846144,1.255411,1.2053131,0.5682579,0.5301323,0.0381256
63,0.78280306,0.6734043,"('unperceptive', 'insightful')",0.6826841,0.53126764,1.0225221,0.91146976,0.8293365,0.7053805,0.123956
15,0.7824187,0.74444324,"('boring', 'funny')",-1.4680251,-1.558755,0.037684202,0.2240431,-0.2159741,-0.1967562,-0.0192179
13,-0.78197104,-0.64606136,"('impolite', 'polite')",-0.6646105,-0.6730901,-0.3556317,-0.2273061,-0.6007378,-0.5154858,-0.085252
21,-0.77855694,-0.8595464,"('immoral', 'moral')",-0.62773955,-0.6989442,-1.0196387,-0.9440182,-0.8086451,-0.8341696,0.0255245
4,-0.7026838,-0.4841821,"('disliked', 'liked')",-1.4722327,-1.4321586,-6.184723,-6.088018,-2.7865464,-2.6681194,-0.118427
19,0.6958823,0.67700595,"('inhospitable', 'hospitable')",-0.6522666,-0.56569463,-0.347624,-0.23223975,-0.1013361,-0.0403095,-0.0610266
68,-0.65957963,-0.7662886,"('dependent', 'independent')",-0.63510364,-0.6921739,-0.46870446,-0.4354824,-0.5877959,-0.631315,0.0435191
29,0.64471793,0.6077994,"('unfair', 'fair')",-0.6339413,-0.670983,-0.83961153,-0.7839443,-0.2762783,-0.282376,0.0060977
62,-0.6412249,-0.75277245,"('incompetent', 'brilliant')",-0.047299996,-0.2014089,-0.2836323,-0.32046798,-0.3240524,-0.4248831,0.1008307
23,0.6369092,0.7436936,"('insincere', 'sincere')",0.2647714,0.11258136,5.1716485,5.196976,2.024443,2.0177504,0.0066926
35,0.62967527,0.4883681,"('corrupt', 'incorrupt')",-0.6505265,-0.5186468,0.024175188,0.14372462,0.001108,0.0378153,-0.0367073
58,0.61733234,0.7758961,"('undiscriminating', 'discriminating')",0.32121477,0.33375046,0.015968926,-0.04113283,0.318172,0.3561713,-0.0379993
49,-0.5523769,-0.616339,"('unable', 'able')",-0.8130569,-0.86635894,-0.44267622,-0.32470393,-0.6027033,-0.6024673,-0.000236
55,-0.5493983,-0.64999044,"('incompetent', 'clever')",-0.52286375,-0.6762615,0.28622273,0.14026591,-0.2620131,-0.3953287,0.1333156
28,0.5490901,0.7187201,"('disloyal', 'loyal')",-0.6894443,-0.59289145,0.85052633,0.9407238,0.236724,0.3555175,-0.1187935
0,-0.52973145,-0.3711298,"('unsociable', 'sociable')",-0.40851063,-0.49238804,-0.5999799,-0.4773725,-0.5127407,-0.4469635,-0.0657772
34,0.51308686,0.40173805,"('mean', 'honorable')",0.16830504,0.08618254,6.1030464,6.116657,2.2614794,2.2015258,0.0599536
73,0.5073154,0.48575246,"('helpless', 'self-reliant')",-0.30720425,-0.23405635,-3.3813803,-3.3110092,-1.0604231,-1.019771,-0.0406521
83,0.4857271,0.32695034,"('powerless', 'powerful')",0.36217546,0.329498,-0.70607185,-0.7561034,0.0472769,-0.0332183,0.0804952
27,0.4756599,0.30308917,"('hardhearted', 'softhearted')",-0.06799224,-0.14462599,1.1319853,1.0896208,0.5132176,0.416028,0.0971896
50,0.44996116,0.46232015,"('clumsy', 'skillful')",0.16213682,0.27035153,0.06178096,-0.0116776675,0.2246263,0.2403313,-0.015705
42,-0.44844693,-0.5410515,"('unreliable', 'reliable')",-0.94547963,-1.0221864,-2.9797277,-3.1041536,-1.4578848,-1.5557973,0.0979125
60,-0.4319123,-0.48044723,"('inefficient', 'efficient')",0.83174133,0.5946583,-0.093959495,-0.11932135,0.1019565,-0.0017034,0.1036599
8,0.4307695,0.44356143,"('unaffectionate', 'affectionate')",-0.07963868,0.038628995,0.47300944,0.5982126,0.2747134,0.3601344,-0.085421
11,0.42232728,0.36030343,"('unhelpful', 'helpful')",0.923192,0.90748435,2.069327,2.067612,1.1382821,1.1117999,0.0264822
43,-0.4186574,-0.5360987,"('irresponsible', 'responsible')",-1.0282086,-1.1860461,0.115086146,0.09857655,-0.4439266,-0.5411894,0.0972628
2,0.37436014,0.3417355,"('unlikable', 'likable')",0.70589954,0.7026061,0.4771582,0.6180251,0.5191393,0.5541222,-0.0349829
37,0.32893854,0.2373597,"('fake', 'genuine')",-0.41564512,-0.48422825,0.21125922,0.14649272,0.0415175,-0.0334586,0.0749761
40,0.31857842,0.552276,"('stingy', 'generous')",0.08173618,0.09826754,-1.2232842,-1.250609,-0.2743232,-0.2000218,-0.0743014
51,-0.2886526,-0.15962784,"('uneducated', 'educated')",-0.77053,-0.8213808,0.6775075,0.67747205,-0.127225,-0.1011789,-0.0260461
65,-0.2842833,-0.3709961,"('insecure', 'secure')",0.50857216,0.4122309,-0.35382912,-0.37626985,-0.0431801,-0.1116783,0.0684982
78,0.25271502,0.2567507,"('nonresilient', 'resilient')",1.4456084,1.4371275,0.65000904,0.6893734,0.7827775,0.7944172,-0.0116397
22,-0.2515203,-0.30220345,"('untrustworthy', 'trustworthy')",-0.12239604,-0.17910716,-0.8384995,-0.713062,-0.4041386,-0.3981242,-0.0060144
67,-0.23717257,-0.29854274,"('doubtful', 'determined')",-0.76580745,-0.76664376,-0.9368108,-0.9376283,-0.6465969,-0.6676049,0.021008
38,0.23613876,0.18522225,"('untruthful', 'truthful')",-0.018113486,0.052916583,-0.030317727,0.10458259,0.0625692,0.1142405,-0.0516713
56,-0.21686272,-0.17397508,"('impractical', 'practical')",-0.46678734,-0.71152073,-0.4379454,-0.543477,-0.3738652,-0.4763242,0.102459
18,0.20426871,0.50037336,"('disagreeable', 'welcoming')",-0.089686826,-0.02795089,-0.5136289,-0.33227354,-0.1330157,0.0467163,-0.179732
87,-0.19407004,-0.33638862,"('unsuccessful', 'successful')",0.85022837,0.9040761,0.7508735,0.70082045,0.4690106,0.422836,0.0461746
30,0.14112641,0.23909122,"('intolerant', 'tolerant')",0.4596163,0.37452048,0.5020384,0.64289737,0.3675937,0.4188364,-0.0512427
48,-0.1325297,-0.16998798,"('unintelligent', 'intelligent')",-0.71163225,-0.8578132,0.2265324,0.32884264,-0.2058765,-0.2329862,0.0271097
41,-0.10374163,0.15974444,"('unforgiving', 'forgiving')",-0.87174714,-0.88652885,0.082310155,0.19111566,-0.2977262,-0.1785562,-0.11917
7,0.09120168,0.18867937,"('insensitive', 'sensitive')",-0.77946377,-0.79798263,0.47644854,0.40154737,-0.0706045,-0.069252,-0.0013525
86,-0.067996375,-0.01895827,"('uninfluential', 'influential')",-0.28118542,-0.34226453,0.047903158,0.01521045,-0.1004262,-0.1153375,0.0149113
77,0.064776435,-0.06213809,"('unmotivated', 'motivated')",-0.0019319803,0.011407293,-1.2315407,-1.1986284,-0.3895654,-0.4164531,0.0268877
16,-0.02966417,0.062046535,"('unpopular', 'popular')",0.30760333,0.45952877,0.679158,0.77466375,0.3190324,0.4320797,-0.1130473
66,0.020513773,-0.09396127,"('inactive', 'active')",-0.23826392,-0.18331796,1.3420295,1.3634953,0.3747598,0.362072,0.0126878
32,0.01858984,0.28234237,"('unkind', 'kind')",-0.0070100576,0.040307477,0.6431266,0.6576139,0.2182355,0.3267546,-0.1085191
88,0.015971478,0.108840644,"('low', 'eminent')",-0.51502323,-0.5763154,-0.11083281,-0.25768954,-0.2032949,-0.2417214,0.0384265
24,0.014196426,-0.011894017,"('dishonest', 'honest')",-1.5809675,-1.6016594,0.5534115,0.6017968,-0.3377866,-0.3372522,-0.0005344
