,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
71,2.761271,3.0447505,"('diffident', 'self-confident')",2.4326758,2.5841622,0.81515,0.94614375,2.0030324,2.1916855,-0.1886531
12,2.3757126,2.241698,"('unsupportive', 'supportive')",0.8851824,0.96111125,-1.7416892,-1.3243496,0.5064019,0.6261532,-0.1197513
85,2.2038958,2.8087177,"('insignificant', 'prestigious')",0.55600303,0.9224739,1.0601645,1.2139115,1.2733545,1.6483677,-0.3750132
1,2.1801357,2.5623229,"('unfriendly', 'friendly')",1.0969936,1.2724686,1.64209,1.7184945,1.6397397,1.8510954,-0.2113557
26,2.0597353,2.4532976,"('hardhearted', 'benevolent')",0.8511871,0.92379844,1.663241,1.7250344,1.5247211,1.7007101,-0.175989
87,1.9174837,1.9001528,"('unsuccessful', 'successful')",2.1398885,1.9004177,0.7221028,0.93903995,1.5931582,1.5798702,0.013288
33,1.752014,1.746051,"('wrong', 'right')",1.1899197,1.3254787,-0.25188226,-0.2580503,0.8966838,0.9378265,-0.0411427
3,-1.6789074,-1.7995487,"('repellent', 'pleasant')",-0.69985986,-0.8309207,-0.028217927,-0.13386391,-0.8023284,-0.9214444,0.119116
53,1.630375,1.870285,"('uncreative', 'creative')",1.08862,1.2839566,1.017008,1.2038664,1.2453343,1.4527027,-0.2073684
75,-1.5247625,-1.2286509,"('meek', 'impulsive')",-1.1803359,-0.995913,-0.22257681,-0.2650333,-0.9758917,-0.8298658,-0.1460259
9,1.5134386,1.6675228,"('unaffectionate', 'caring')",1.0738654,1.3072077,1.0050647,1.1872668,1.1974563,1.3873324,-0.1898761
84,1.4714109,1.4183577,"('inferior', 'superior')",0.32859945,0.28065318,0.9532804,0.9408305,0.9177636,0.8799471,0.0378165
57,-1.4223424,-1.506082,"('unimaginative', 'imaginative')",-0.96660876,-1.0594943,-2.825173,-2.6264627,-1.7380414,-1.7306797,-0.0073617
81,-1.317479,-1.8055446,"('submissive', 'aggressive')",0.024270482,-0.5939597,-1.2624643,-1.2423682,-0.8518909,-1.2139575,0.3620666
2,1.3053539,1.2910204,"('unlikable', 'likable')",1.0008754,0.96406335,0.74946654,0.8481872,1.0185652,1.0344237,-0.0158585
19,1.296214,1.6125729,"('inhospitable', 'hospitable')",0.17359017,0.29027712,0.22590083,0.40572074,0.565235,0.7695236,-0.2042886
73,1.2853138,1.6499712,"('helpless', 'self-reliant')",0.7879496,0.9562317,-3.206138,-3.1139908,-0.3776248,-0.1692626,-0.2083622
78,1.2249352,1.0484679,"('nonresilient', 'resilient')",1.2832323,1.2566729,0.6966043,0.80692154,1.0682573,1.0373541,0.0309032
56,1.1722317,0.8575753,"('impractical', 'practical')",1.242502,1.0886798,-0.49172187,-0.22634822,0.6410039,0.5733023,0.0677016
66,1.1117907,1.256089,"('inactive', 'active')",0.07142755,0.009119816,1.6124682,1.5437468,0.9318955,0.9363186,-0.0044231
54,1.1003052,1.0461153,"('incapable', 'capable')",1.6087077,1.4286864,1.2682055,1.3001083,1.3257395,1.2583033,0.0674362
5,1.0755243,1.6646873,"('distant', 'outgoing')",0.3027396,0.54813844,0.092234075,0.28231952,0.490166,0.8317151,-0.3415491
35,-1.0262537,-0.48599,"('corrupt', 'incorrupt')",-1.6056424,-1.2736504,0.13339488,0.0709338,-0.8328337,-0.5629022,-0.2699315
68,-1.0004729,-1.0482842,"('dependent', 'independent')",-0.6698157,-0.8815702,-0.42969084,-0.38961342,-0.6999931,-0.7731559,0.0731628
37,0.9806332,0.5422637,"('fake', 'genuine')",-0.10985161,-0.13522975,0.44671813,0.39262158,0.4391666,0.2665518,0.1726148
