,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.4340386,-2.083672,"('unsympathetic', 'sympathetic')",-1.1479551,-0.7914385,-0.3848996,-0.2102404,-1.3222977,-1.0284503,-0.2938474
45,-2.3217926,-2.146216,"('incompetent', 'competent')",-1.292266,-1.2292016,-0.7048253,-0.69040716,-1.439628,-1.3552748,-0.0843532
69,2.1355438,1.930237,"('lazy', 'industrious')",1.2965804,1.2757809,0.14753976,-0.13257882,1.1932213,1.0244797,0.1687416
24,-1.9245198,-1.7611043,"('dishonest', 'honest')",-2.2377372,-2.4097633,0.42527154,0.4903563,-1.2456619,-1.2268372,-0.0188247
55,-1.8920882,-1.3488215,"('incompetent', 'clever')",-0.23224013,0.064941704,-0.2139228,-0.06297915,-0.779417,-0.448953,-0.330464
82,-1.8911165,-1.7002053,"('poor', 'rich')",-0.36568314,-0.1717157,5.315816,5.37837,1.0196721,1.1688162,-0.1491441
3,-1.8144941,-1.7943343,"('repellent', 'pleasant')",0.060598034,-0.01037688,-0.11554516,-0.11279532,-0.6231471,-0.6391689,0.0160218
5,1.6951004,1.0598449,"('distant', 'outgoing')",-0.023132011,-0.53069204,0.034598377,-0.4844884,0.5688556,0.0148881,0.5539675
81,-1.6781847,-0.8705245,"('submissive', 'aggressive')",0.24842207,0.8465553,-0.5686854,0.108674735,-0.6661494,0.0282352,-0.6943846
86,-1.6702646,-1.558741,"('uninfluential', 'influential')",-0.40044588,-0.55824506,-0.24400601,-0.4542911,-0.7715721,-0.8570924,0.0855203
84,1.553384,1.3586856,"('inferior', 'superior')",0.6545447,0.6548318,1.0311415,0.97544324,1.0796901,0.9963202,0.0833699
14,-1.5437573,-1.0338866,"('antisocial', 'social')",0.09628601,0.64962244,-1.1090086,-0.5158844,-0.85216,-0.3000495,-0.5521105
76,-1.5048559,-1.0480996,"('anxious', 'daring')",0.22816607,0.5495025,0.053539068,0.57705086,-0.4077169,0.0261512,-0.4338681
28,-1.4354918,-1.2325925,"('disloyal', 'loyal')",-0.6726733,-0.64467627,0.5736932,0.6915596,-0.5114906,-0.3952364,-0.1162542
33,1.4170504,1.0751463,"('wrong', 'right')",0.7436791,0.24177593,-0.32796854,-0.6929257,0.6109203,0.2079988,0.4029215
70,-1.4156506,-1.1610235,"('lethargic', 'energetic')",-0.60847473,-0.3389729,0.20564201,0.615625,-0.6061611,-0.2947905,-0.3113706
36,1.4077122,0.7308692,"('hostile', 'amicable')",-0.52366996,-0.9773571,0.46466684,-0.18889794,0.4495697,-0.1451286,0.5946983
85,1.3898883,0.9125228,"('insignificant', 'prestigious')",0.7908822,0.3626048,0.7023908,0.22891971,0.9610537,0.5013491,0.4597046
32,-1.3887281,-1.0104992,"('unkind', 'kind')",-0.7419913,-0.34034353,0.73749346,0.9741653,-0.4644086,-0.1255591,-0.3388495
62,-1.3804773,-0.89233464,"('incompetent', 'brilliant')",0.44121188,0.6112479,-0.29033205,0.08182671,-0.4098658,-0.06642,-0.3434458
52,1.3754563,0.9558515,"('irrational', 'rational')",-0.026961282,-0.5540128,0.13334599,-0.4578408,0.493947,-0.0186674,0.5126144
6,1.3746924,0.64356637,"('distant', 'open')",-0.4046863,-1.0434324,0.60112214,-0.029582556,0.5237094,-0.1431495,0.6668589
65,-1.3426409,-1.004189,"('insecure', 'secure')",-0.6914139,-0.4020603,-0.67464626,-0.50290567,-0.9029004,-0.636385,-0.2665154
