,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
71,1.3380765,1.2327026,"('diffident', 'self-confident')",0.9220443,0.80469346,0.53987277,0.4319421,0.9333312,0.8231126,0.1102186
73,1.3324257,1.2709596,"('helpless', 'self-reliant')",0.5944013,0.36866418,-3.1933286,-3.4140499,-0.4221672,-0.5914754,0.1693082
51,-1.3096186,-0.9609531,"('uneducated', 'educated')",-0.10147676,0.16505076,0.5069745,0.6419942,-0.3013736,-0.0513027,-0.2500709
35,1.2050701,0.9720415,"('corrupt', 'incorrupt')",-0.096480876,-0.39644486,-0.04242831,-0.39688498,0.355387,0.0595706,0.2958164
0,-1.16903,-0.9566084,"('unsociable', 'sociable')",-0.78260636,-0.42472944,-0.3103733,-0.1482532,-0.7540032,-0.5098637,-0.2441395
21,-1.1018354,-0.68782175,"('immoral', 'moral')",0.28291568,0.53225195,-0.9755445,-0.68015635,-0.5981547,-0.2785754,-0.3195793
72,-1.0086145,-1.0488479,"('unambitious', 'ambitious')",-1.4284922,-1.4493076,-1.6021113,-1.8260154,-1.346406,-1.4413904,0.0949844
41,-1.0061978,-1.0042478,"('unforgiving', 'forgiving')",-0.85379505,-0.7903786,0.38460243,0.3994853,-0.4917968,-0.465047,-0.0267498
60,-1.0022218,-0.5186059,"('inefficient', 'efficient')",0.43403035,0.7464989,-0.14655113,0.28156283,-0.2382475,0.1698186,-0.4080661
59,0.9120553,0.88463956,"('foolish', 'wise')",0.31390905,0.04519224,0.23710524,0.08410066,0.4876899,0.3379775,0.1497124
53,0.8883488,0.39750153,"('uncreative', 'creative')",1.1633302,0.6759462,1.2163099,0.77819103,1.0893297,0.6172129,0.4721168
43,-0.88147306,-0.66032815,"('irresponsible', 'responsible')",-1.0918972,-1.0347582,0.050793797,0.31372368,-0.6408588,-0.4604542,-0.1804046
15,0.8795167,0.6906369,"('boring', 'funny')",-0.36224398,-0.4034281,0.5882315,0.41810432,0.3685014,0.2351044,0.133397
38,-0.8531065,-0.75945795,"('untruthful', 'truthful')",-0.73747706,-0.68537533,0.13098401,0.12798664,-0.4865332,-0.4389489,-0.0475843
46,-0.82629555,-0.5361441,"('uncompetitive', 'competitive')",0.8539357,1.2640688,-0.5537712,-0.22999409,-0.175377,0.1659769,-0.3413539
80,-0.8205605,-0.31323713,"('dominated', 'dominating')",0.31978634,0.82501256,-1.1005431,-0.5388275,-0.5337724,-0.0090173,-0.5247551
50,0.820484,0.85379744,"('clumsy', 'skillful')",0.6621605,0.8489141,0.07568933,-0.12462313,0.5194446,0.5260295,-0.0065849
39,0.81126803,0.91229355,"('exploitative', 'cooperative')",0.9521109,0.82662004,0.08083072,0.08524617,0.6147365,0.6080532,0.0066833
54,0.7772677,0.6658215,"('incapable', 'capable')",0.4802013,0.19318089,0.9478944,0.9416625,0.7351211,0.6002216,0.1348995
23,-0.7636211,-0.5974973,"('insincere', 'sincere')",-0.6274262,-0.58748627,4.7551565,5.026296,1.1213698,1.2804375,-0.1590677
34,0.68873847,0.67392004,"('mean', 'honorable')",-0.40082848,-0.3003617,5.6989393,5.8615007,1.9956164,2.0783531,-0.0827367
22,-0.6836543,-0.58672786,"('untrustworthy', 'trustworthy')",-0.37012815,-0.3442365,-1.1233125,-1.2709186,-0.7256983,-0.7339609,0.0082626
83,0.64781475,0.9833011,"('powerless', 'powerful')",0.42228618,0.6210191,-0.9181913,-0.71245104,0.0506365,0.2972897,-0.2466532
61,0.64379174,0.757974,"('illogical', 'logical')",0.46421194,0.47962463,0.10128105,0.28366303,0.4030949,0.5070872,-0.1039923
20,0.6369061,0.7459165,"('rough', 'thoughtful')",0.9774629,1.0746228,0.9248294,0.647654,0.8463995,0.8227311,0.0236684
48,-0.59586537,-0.34198186,"('unintelligent', 'intelligent')",0.39842385,0.47124314,0.8091092,0.66787696,0.2038892,0.2657127,-0.0618235
12,0.58591723,0.6246386,"('unsupportive', 'supportive')",0.4730749,0.42915928,-1.4990073,-1.6930212,-0.1466717,-0.2130744,0.0664027
56,-0.5792316,-0.19075729,"('impractical', 'practical')",-0.7427491,-0.34459668,-0.55013996,-0.15576732,-0.6240402,-0.2303738,-0.3936664
49,0.5782534,0.8910137,"('unable', 'able')",0.7334737,0.9938175,-0.06147728,-0.05575557,0.4167499,0.6096919,-0.192942
40,-0.57679826,-0.80780876,"('stingy', 'generous')",-0.007801282,-0.22257972,-1.3458982,-1.7834471,-0.6434992,-0.9379452,0.294446
26,0.5635363,0.13305798,"('hardhearted', 'benevolent')",0.048742533,-0.09541544,1.455768,1.3103637,0.6893489,0.4493354,0.2400135
31,0.53728414,-0.033306837,"('evil', 'good')",-0.36530823,-0.77126735,-0.8295368,-1.4758208,-0.219187,-0.7601317,0.5409447
67,0.49853015,0.66420364,"('doubtful', 'determined')",0.47301382,0.518304,-0.6606214,-0.3457455,0.1036409,0.2789207,-0.1752798
57,-0.4862075,-0.42972347,"('unimaginative', 'imaginative')",0.27140686,0.425739,-2.1674519,-2.3331141,-0.7940842,-0.7790329,-0.0150513
4,0.4770702,0.34162912,"('disliked', 'liked')",-0.354354,-0.27669224,-5.3879848,-5.4385633,-1.7550894,-1.7912089,0.0361195
74,-0.45262265,-0.26228353,"('undedicated', 'dedicated')",-0.39783,-0.25665686,-0.05511249,-0.15853804,-0.301855,-0.2258261,-0.0760289
78,0.44326338,0.29023764,"('nonresilient', 'resilient')",1.7242788,1.7771031,0.6161126,0.33282584,0.9278849,0.8000555,0.1278294
19,0.43578956,0.059953645,"('inhospitable', 'hospitable')",-0.019843705,-0.46374613,0.053175814,-0.2398788,0.1563739,-0.2145571,0.370931
1,0.43170276,-0.31622666,"('unfriendly', 'friendly')",-0.20787649,-0.92908525,1.6474782,0.86804324,0.6237682,-0.1257562,0.7495244
68,0.41458836,0.4413924,"('dependent', 'independent')",0.3203239,0.29163346,-0.2556147,-0.4244215,0.1597659,0.1028681,0.0568978
42,-0.38065797,-0.26448005,"('unreliable', 'reliable')",-1.189455,-1.006662,-3.0261848,-2.9401007,-1.5320992,-1.4037476,-0.1283516
64,-0.37958518,-0.019440029,"('shy', 'confident')",-0.2560539,0.021965347,-5.78531,-5.6802616,-2.1403163,-1.8925788,-0.2477375
13,-0.34113923,-0.09222462,"('impolite', 'polite')",-0.11689898,0.0051967204,-0.14646202,0.32055295,-0.2015001,0.0778417,-0.2793418
47,0.3070395,0.49651295,"('stupid', 'smart')",0.87990034,1.1204323,5.154757,5.5275474,2.1138989,2.3814975,-0.2675986
27,0.3029053,0.040086593,"('hardhearted', 'softhearted')",0.23936401,-0.10035194,1.5420921,1.1055653,0.6947871,0.3484333,0.3463538
8,-0.29261908,-0.58662724,"('unaffectionate', 'affectionate')",-0.8406628,-1.2299712,0.34778935,-0.24344032,-0.2618308,-0.6866796,0.4248488
37,-0.2913038,-0.10659078,"('fake', 'genuine')",-0.23059385,-0.21212082,0.10987795,0.07522997,-0.1373399,-0.0811605,-0.0561794
87,0.28209877,0.5202284,"('unsuccessful', 'successful')",0.9291338,1.1590799,0.5378111,0.5763067,0.5830146,0.7518717,-0.1688571
9,-0.2614914,-0.43548596,"('unaffectionate', 'caring')",-0.17188586,-0.5422326,1.0987813,0.5894472,0.2218014,-0.1294238,0.3512252
7,-0.25387764,-0.024647329,"('insensitive', 'sensitive')",0.07394166,0.22318095,0.55783105,0.53981566,0.125965,0.2461164,-0.1201514
58,0.24989119,0.068774536,"('undiscriminating', 'discriminating')",0.60927594,0.43428546,-0.091577485,-0.1894337,0.2558632,0.1045421,0.1513211
16,0.24655265,0.20920804,"('unpopular', 'popular')",0.21507162,0.14606419,0.6004337,0.6011218,0.3540193,0.318798,0.0352213
44,-0.19885223,0.1442435,"('prejudiced', 'unprejudiced')",-0.15424173,-0.14734545,-1.2817523,-0.976024,-0.5449488,-0.3263753,-0.2185735
77,0.15804386,0.25712234,"('unmotivated', 'motivated')",1.1507765,0.98808855,-0.818985,-0.8940249,0.1632785,0.117062,0.0462165
29,-0.15567026,-0.28076836,"('unfair', 'fair')",-0.8130764,-0.9260848,-0.651519,-1.0979968,-0.5400886,-0.7682834,0.2281948
66,0.14772059,0.11102714,"('inactive', 'active')",-0.19013342,-0.28792757,1.3408605,1.0476233,0.4328159,0.2902409,0.142575
88,-0.14270702,0.11241046,"('low', 'eminent')",-0.019761417,0.31405857,0.0007694438,0.30606088,-0.0538997,0.2441766,-0.2980763
11,-0.12961648,0.37923345,"('unhelpful', 'helpful')",0.98004466,1.2363677,1.7926555,2.3246686,0.8810279,1.3134233,-0.4323954
75,-0.12950835,-0.14141583,"('meek', 'impulsive')",0.023504212,-0.04829188,-0.23181365,-0.40566146,-0.1126059,-0.1984564,0.0858505
30,-0.12804508,0.2332215,"('intolerant', 'tolerant')",1.26896,1.4322444,0.9658373,1.1967638,0.7022507,0.9540766,-0.2518259
25,-0.09741965,-0.3362454,"('egoistic', 'altruistic')",0.22687379,-0.022033893,1.3245099,0.9576785,0.4846547,0.1997997,0.284855
18,0.08398087,-0.043217614,"('disagreeable', 'welcoming')",0.36807662,0.33715904,-0.3115356,-0.30939817,0.0468406,-0.0051522,0.0519928
63,-0.08222714,-0.012455942,"('unperceptive', 'insightful')",0.67096275,0.79579175,0.889473,0.96481705,0.4927362,0.5827176,-0.0899814
17,0.059271883,0.20392993,"('nasty', 'nice')",-0.24949008,-0.1847832,-0.43927062,-0.279509,-0.2098296,-0.0867874,-0.1230422
79,0.03169794,-0.29863343,"('wavering', 'unwavering')",-1.2410458,-1.4323306,-0.17312254,-0.49176103,-0.4608235,-0.7409084,0.2800849
2,0.03094726,0.2580965,"('unlikable', 'likable')",0.17308272,0.24119687,0.5217176,0.68681526,0.2419159,0.3953695,-0.1534536
