,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
44,-0.6215241,-0.721551,"('prejudiced', 'unprejudiced')",-0.059703216,-0.43809584,0.26947612,0.24859424,-0.44105372,-0.52539843,-1.6231003,-1.7981597,-0.495181,-0.6469222,0.1517412
52,0.61745346,0.13633546,"('irrational', 'rational')",0.12558982,0.016846787,0.7550995,0.5837343,-1.7460493,-1.5289749,0.14590994,-0.3325668,-0.0203993,-0.224925,0.2045257
47,0.5995699,0.61480284,"('stupid', 'smart')",0.78070045,0.98174524,-0.013371095,0.045897912,1.1211507,1.1480113,5.265672,5.4594703,1.5507444,1.6499855,-0.0992411
7,0.5893867,0.8973915,"('insensitive', 'sensitive')",-0.07940984,0.07599647,-0.41084945,-0.32538998,0.17166147,0.12049207,1.0014963,1.299163,0.254457,0.4135306,-0.1590736
59,0.5685659,0.22586262,"('foolish', 'wise')",0.5538971,0.4533715,0.35381415,0.18262325,-0.9167049,-0.6724992,0.67667055,0.41132647,0.2472486,0.1201369,0.1271117
83,0.5636242,0.561877,"('powerless', 'powerful')",-0.08406025,-0.21454433,0.026973605,0.18785927,-0.33011666,-0.24121334,-1.464562,-1.3967456,-0.2576282,-0.2205534,-0.0370748
72,0.5627853,0.4540233,"('unambitious', 'ambitious')",-0.60902953,-0.7623067,0.03052736,-0.1617074,1.0754784,1.0651296,-0.8345922,-0.8332568,0.0450339,-0.0476236,0.0926575
62,-0.54595613,0.029574145,"('incompetent', 'brilliant')",-0.9572261,-0.432855,-1.0031157,-0.5641687,0.03675008,0.44571692,-0.38904265,0.11125192,-0.5717181,-0.0820961,-0.489622
16,-0.5022039,-0.5997866,"('unpopular', 'popular')",0.06508342,-0.041208215,-0.7617711,-0.86109245,-0.50937974,-0.4790509,0.567249,0.5541028,-0.2282044,-0.2854071,0.0572027
61,0.44929323,0.7444451,"('illogical', 'logical')",0.13967413,0.35560304,0.027264073,0.22487307,-0.5574197,-0.43518326,0.25557232,0.26805958,0.0628768,0.2315595,-0.1686827
78,-0.4415906,-0.4669125,"('nonresilient', 'resilient')",-0.59565157,-0.59229356,-0.0059835073,-0.046737902,0.36118641,0.30528495,0.17731191,0.18009333,-0.1009455,-0.1241131,0.0231676
36,0.37227792,-0.144711,"('hostile', 'amicable')",-0.39462376,-0.4663258,0.524019,0.29331866,-1.584678,-1.4592547,0.62798935,0.025224388,-0.0910031,-0.3503497,0.2593466
31,0.36357597,0.008039869,"('evil', 'good')",-0.2683719,-0.2194729,-0.13559644,-0.41578746,-1.3811934,-1.1682365,-0.4047701,-0.7261651,-0.3652712,-0.5043244,0.1390532
21,-0.34073472,0.14448011,"('immoral', 'moral')",-0.09938428,0.052169897,-0.5341509,-0.29514256,0.4057848,0.32282883,-1.1653388,-0.75936085,-0.3467648,-0.1070049,-0.2397599
27,0.3334943,0.05541792,"('hardhearted', 'softhearted')",-0.4167488,-0.74846655,0.051631227,-0.05783557,-0.376153,-0.4981766,1.9966295,1.4857868,0.3177706,0.0473452,0.2704254
50,-0.32489645,-0.46352562,"('clumsy', 'skillful')",1.6900804,1.4245263,1.6270046,1.4158703,0.035443425,0.13288899,0.51626945,0.21978302,0.7087802,0.5459086,0.1628716
48,-0.31559506,-0.2024407,"('unintelligent', 'intelligent')",-0.46431887,-0.5221439,-0.42647454,-0.41977978,0.014709925,-0.31042033,0.6249272,0.5944369,-0.1133503,-0.1720695,0.0587192
28,-0.31134957,0.04522132,"('disloyal', 'loyal')",-0.09380155,-0.07656708,-0.47180343,-0.5705524,-0.43697178,-0.5731137,0.85435146,0.7328907,-0.091915,-0.0884242,-0.0034908
34,-0.31052294,-0.44082582,"('mean', 'honorable')",0.124761395,0.19556099,0.6016198,0.6537485,0.85086757,0.9127096,6.2028756,6.258369,1.4939203,1.5159124,-0.0219921
49,0.3037813,0.31756955,"('unable', 'able')",-0.85323215,-0.5810109,0.12164194,0.121519595,-0.7503809,-0.78067636,-0.1735868,-0.008986987,-0.2703553,-0.186317,-0.0840383
64,-0.30344012,-0.05402208,"('shy', 'confident')",0.21059677,0.07158193,0.021628782,0.18047027,0.15522054,0.11772449,-6.774903,-6.425869,-1.3381794,-1.2220229,-0.1161565
23,-0.2884857,-0.07078878,"('insincere', 'sincere')",-0.53677547,-0.35725406,0.5481081,0.787487,1.1351798,1.2193849,5.577689,5.755568,1.2871431,1.4668795,-0.1797364
30,0.27274305,0.644572,"('intolerant', 'tolerant')",0.06631096,0.4742141,-0.099489816,0.12628725,0.5727148,0.66767186,0.73010725,1.1749709,0.3084773,0.6175432,-0.3090659
45,0.27106413,0.7908545,"('incompetent', 'competent')",0.7682359,1.2214327,0.18723357,0.49992666,0.90527,1.2319026,-0.43840796,-0.09357889,0.3386791,0.7301075,-0.3914284
41,-0.26022276,0.09941191,"('unforgiving', 'forgiving')",-0.20603366,0.06740607,-0.44337672,-0.25071117,0.5081484,0.680548,0.10011175,0.27269697,-0.0602746,0.1738704,-0.234145
38,-0.2520308,-0.20347196,"('untruthful', 'truthful')",0.2297439,0.4525574,1.0572804,1.0703547,0.35545596,0.76105314,0.30632177,0.4492053,0.3393543,0.5059397,-0.1665854
58,-0.2412036,-0.082963854,"('undiscriminating', 'discriminating')",0.13047884,0.3457047,0.269239,0.33678335,0.49486297,0.59992385,0.20568322,0.23509496,0.1718121,0.2869086,-0.1150965
13,-0.23283416,0.22292125,"('impolite', 'polite')",-0.15963858,0.16624063,-0.11923366,0.2526002,0.9704749,0.8301644,-0.389898,-0.030734602,0.0137741,0.2882384,-0.2744643
19,0.22730018,-0.028758269,"('inhospitable', 'hospitable')",-0.009778861,0.29397583,0.6810875,0.7441079,-1.2431589,-0.9891874,0.63654757,0.49871245,0.0583995,0.1037701,-0.0453706
43,0.20070109,0.36931357,"('irresponsible', 'responsible')",-0.27578843,-0.24334113,-0.08234922,0.004756419,0.12964028,0.12205423,0.25015655,0.5259595,0.0444721,0.1557485,-0.1112764
0,-0.19788657,0.15647201,"('unsociable', 'sociable')",0.16446242,0.19198963,-0.08415609,0.12018466,1.2634611,1.16372,-0.8403576,-0.5207358,0.0611046,0.2223261,-0.1612215
18,0.19290948,0.12942089,"('disagreeable', 'welcoming')",0.8378985,0.78571177,0.19875687,0.03753472,-0.76235276,-0.8313935,-0.17817509,-0.17667417,0.0578074,-0.0110801,0.0688875
67,-0.18794367,-0.028419986,"('doubtful', 'determined')",-0.00042055547,0.18933076,0.9837697,1.2599909,0.795051,1.03119,-0.5711492,-0.2578507,0.2038615,0.4388482,-0.2349867
17,0.17798528,0.23423485,"('nasty', 'nice')",-0.55339044,-0.35659894,0.56267804,0.8440229,0.49741226,0.7335318,-0.28140953,-0.26244164,0.0806551,0.2385498,-0.1578947
35,0.14791599,-0.24568604,"('corrupt', 'incorrupt')",0.20171589,0.13971172,0.7853641,0.67579716,-1.439558,-1.2826409,0.2716136,-0.17981341,-0.0065897,-0.1785263,0.1719366
40,0.13936564,0.15818495,"('stingy', 'generous')",-0.21195492,-0.33333358,0.49355417,0.44949427,-0.21704587,-0.20528276,-1.0646344,-1.0280033,-0.1721431,-0.1917881,0.019645
65,-0.10420088,0.46162763,"('insecure', 'secure')",-0.083998,0.04485231,-1.5180423,-1.1923501,0.59333503,0.41897967,-0.6887588,-0.32062262,-0.360333,-0.1175026,-0.2428304
4,0.095781654,0.08050387,"('disliked', 'liked')",0.09621251,0.32567257,1.0600318,1.0125407,-0.75961053,-0.36843628,-5.9538736,-5.6541286,-1.0922916,-0.9207695,-0.1715221
66,-0.08396608,-0.2764608,"('inactive', 'active')",0.19355227,0.1951465,-0.54651624,-0.53212893,-1.046287,-0.9277629,0.8987166,0.6917991,-0.1169001,-0.1698814,0.0529813
55,0.08204508,0.7627738,"('incompetent', 'clever')",0.43626696,0.5245637,-2.1966178,-1.9258637,0.42608324,0.31480917,-0.45326436,-0.11334912,-0.3410974,-0.0874132,-0.2536842
33,-0.08023597,-0.16074209,"('wrong', 'right')",0.63832724,0.70129544,1.0447019,1.1741061,-0.4841382,-0.29147533,-0.09099685,-0.4467165,0.2055316,0.1952935,0.0102381
60,-0.063203,0.4753153,"('inefficient', 'efficient')",0.30812687,0.4802484,-0.4665289,-0.1880497,2.2383137,2.1294518,-0.40982226,0.07896659,0.3213773,0.5951865,-0.2738092
86,-0.05326241,0.18451601,"('uninfluential', 'influential')",-0.5306714,-0.39515862,-0.7665013,-0.6351769,0.3185001,0.37827337,-0.15231593,0.11877157,-0.2368502,-0.0697549,-0.1670953
53,-0.044360913,-0.24162118,"('uncreative', 'creative')",-0.90000397,-0.7175532,-0.6918588,-0.9490363,-0.4198481,-0.5100992,1.1508772,0.99624383,-0.181039,-0.2844132,0.1033742
57,0.019813336,0.4504472,"('unimaginative', 'imaginative')",-1.2783448,-1.0948844,-0.9579176,-0.79591084,0.2111516,0.30654845,-2.5885386,-2.404839,-0.9187672,-0.7077277,-0.2110395
