,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
67,0.32438523,0.39734185,"('doubtful', 'determined')",1.0351887,1.1353445,0.32937625,0.65878487,-0.8030412,-0.61573035,0.2214772,0.3939352,-0.172458
87,-0.29801586,-0.41975552,"('unsuccessful', 'successful')",0.45316458,0.13331081,0.43570912,0.24819359,0.41841537,0.26018235,0.2523183,0.0554828,0.1968355
7,-0.29471165,-0.3734214,"('insensitive', 'sensitive')",1.1046858,1.0520835,-0.19392328,-0.2664226,0.37859544,0.069905244,0.2486616,0.1205362,0.1281254
52,0.27546299,0.24172351,"('irrational', 'rational')",-1.4019698,-1.5782051,-0.6326208,-0.87273383,1.1674799,1.1625831,-0.1479119,-0.2616581,0.1137462
23,-0.2544446,-0.42153537,"('insincere', 'sincere')",0.98555183,1.0555427,-0.381637,-0.30248222,5.065132,4.947407,1.3536506,1.319733,0.0339176
74,0.2453249,0.34210172,"('undedicated', 'dedicated')",0.26707274,0.3245693,0.6929181,0.572762,-0.75048524,-0.8074025,0.1137076,0.1080076,0.0057
38,0.2335934,0.23952526,"('untruthful', 'truthful')",0.8742369,0.8980243,0.054622576,0.20126517,-0.2218878,-0.1883868,0.2351412,0.287607,-0.0524658
53,0.22879043,0.2843895,"('uncreative', 'creative')",-0.071867935,-0.17539929,0.38734758,0.36490345,1.3241116,1.1871121,0.4670954,0.4152514,0.051844
8,0.21475103,0.26426128,"('unaffectionate', 'affectionate')",-0.93112135,-1.0640287,-0.15204543,-0.24846892,1.9248481,1.885602,0.2641081,0.2093414,0.0547667
4,-0.17455463,-0.05545523,"('disliked', 'liked')",-0.6650132,-0.77068055,0.97190964,0.69670004,-6.738638,-6.810728,-1.651574,-1.7350409,0.0834669
61,0.17216292,0.049988724,"('illogical', 'logical')",0.6208504,0.4544538,-0.42780742,-0.59342045,-0.1135291,-0.1797165,0.0629192,-0.0671736,0.1300928
27,-0.15500937,-0.28231895,"('hardhearted', 'softhearted')",-0.09740606,-0.24638811,0.5815331,0.4275578,1.2809519,1.1376883,0.4025174,0.2591348,0.1433826
63,-0.12292072,-0.26309058,"('unperceptive', 'insightful')",1.4741697,1.3036493,0.8540186,0.74160147,0.5160696,0.36917135,0.6803343,0.5378329,0.1425014
41,-0.09279904,-0.123473465,"('unforgiving', 'forgiving')",0.5569055,0.56824,0.5633154,0.41080713,-0.65310663,-0.5878931,0.0935788,0.0669201,0.0266587
81,-0.081464946,-0.16031334,"('submissive', 'aggressive')",1.6447264,1.7823112,-0.16894075,-0.06023656,-1.6378294,-1.7336867,-0.0608772,-0.0429814,-0.0178958
24,0.07957922,0.082217045,"('dishonest', 'honest')",-0.66029966,-0.5447958,-0.022205595,0.00505978,0.33824706,0.3410832,-0.0661697,-0.0291089,-0.0370608
77,-0.050049227,-0.05682373,"('unmotivated', 'motivated')",-0.080220714,-0.07669428,-0.8628416,-0.8145586,-1.8224318,-1.7178031,-0.7038859,-0.6664699,-0.037416
86,-0.01976084,-0.009308107,"('uninfluential', 'influential')",-0.2418606,-0.30622303,0.31953245,0.15211432,-0.19569889,-0.11554688,-0.034447,-0.0697409,0.0352939
47,0.00061955675,-0.05181074,"('stupid', 'smart')",0.5208346,0.59590733,0.58779305,0.7195296,5.7382812,5.822748,1.7118821,1.7715936,-0.0597115
