,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
59,-0.537778,-0.4242146,"('foolish', 'wise')",0.43488947,0.40093184,-0.0514443,-0.0116414,-0.0398029
9,-0.53731215,-0.65845966,"('unaffectionate', 'caring')",1.1733106,1.2137241,0.3179992,0.2776322,0.040367
32,0.48686594,0.22490466,"('unkind', 'kind')",1.1627828,0.96168756,0.8248243,0.5932961,0.2315282
38,0.46579248,0.50164205,"('untruthful', 'truthful')",0.06001232,0.06560255,0.2629024,0.2836223,-0.0207199
45,0.4536513,0.5333528,"('incompetent', 'competent')",-0.26388565,-0.07493011,0.0948828,0.2292113,-0.1343285
74,0.43915573,0.5170551,"('undedicated', 'dedicated')",0.10289693,0.15522666,0.2710263,0.3361409,-0.0651146
12,0.42200768,0.46507227,"('unsupportive', 'supportive')",-1.5854851,-1.3689566,-0.5817387,-0.4519421,-0.1297966
86,-0.4149793,-0.6023632,"('uninfluential', 'influential')",-0.10212352,-0.103934884,-0.2585514,-0.3531491,0.0945977
13,0.4081127,0.18586855,"('impolite', 'polite')",-0.5034118,-0.66121644,-0.0476496,-0.2376739,0.1900243
34,0.4053721,0.42611134,"('mean', 'honorable')",6.213724,5.9857745,3.3095481,3.2059429,0.1036052
33,-0.40190268,-0.30306295,"('wrong', 'right')",-0.44789124,-0.42761695,-0.424897,-0.3653399,-0.0595571
39,0.3997102,0.3244833,"('exploitative', 'cooperative')",0.23963378,0.16189662,0.319672,0.24319,0.076482
63,0.3921215,0.3362777,"('unperceptive', 'insightful')",1.0311066,1.1879696,0.711614,0.7621236,-0.0505096
57,-0.370243,-0.46968305,"('unimaginative', 'imaginative')",-2.607269,-2.61487,-1.4887561,-1.5422766,0.0535205
40,0.33294293,0.2528136,"('stingy', 'generous')",-1.323784,-1.1133842,-0.4954205,-0.4302853,-0.0651352
0,0.33031076,0.08299875,"('unsociable', 'sociable')",-0.5523242,-0.5082495,-0.1110067,-0.2126254,0.1016187
68,0.32342708,0.43864882,"('dependent', 'independent')",-0.19320315,-0.05769979,0.065112,0.1904745,-0.1253625
58,-0.31628805,-0.2358233,"('undiscriminating', 'discriminating')",0.14629634,0.2751381,-0.0849959,0.0196574,-0.1046533
61,0.3121258,0.30566922,"('illogical', 'logical')",0.29425552,0.31069097,0.3031906,0.3081801,-0.0049895
18,-0.29427984,-0.36964592,"('disagreeable', 'welcoming')",-0.041859448,0.03658846,-0.1680696,-0.1665287,-0.0015409
73,0.28854164,0.64652807,"('helpless', 'self-reliant')",-2.7803466,-2.5042071,-1.2459025,-0.9288396,-0.3170629
64,0.27008006,0.18403101,"('shy', 'confident')",-6.5019016,-6.305865,-3.1159108,-3.0609169,-0.0549939
47,0.26845357,0.22463143,"('stupid', 'smart')",5.6435843,5.3469553,2.9560189,2.7857933,0.1702256
82,-0.22384442,-0.31283963,"('poor', 'rich')",6.3890567,6.1055975,3.0826061,2.896379,0.1862271
27,0.21615542,0.2808481,"('hardhearted', 'softhearted')",1.7884984,1.8572671,1.002327,1.0690576,-0.0667306
17,-0.21045406,-0.15784752,"('nasty', 'nice')",-0.3485338,-0.29770792,-0.2794939,-0.2277777,-0.0517162
77,-0.1907154,-0.32008493,"('unmotivated', 'motivated')",-1.109633,-1.0529782,-0.6501742,-0.6865315,0.0363573
78,0.18605784,0.03238178,"('nonresilient', 'resilient')",0.24657676,0.46915793,0.2163173,0.2507699,-0.0344526
44,0.15446094,0.06362644,"('prejudiced', 'unprejudiced')",-1.4599671,-1.7032384,-0.6527531,-0.819806,0.1670529
50,-0.14697322,-0.13692893,"('clumsy', 'skillful')",0.27599934,0.27183652,0.0645131,0.0674538,-0.0029407
26,0.0725647,-0.066057995,"('hardhearted', 'benevolent')",1.4468616,1.2582694,0.7597132,0.5961057,0.1636075
29,0.06476849,0.0751885,"('unfair', 'fair')",-0.23332947,-0.27521765,-0.0842805,-0.1000146,0.0157341
28,-0.05601085,-0.20292428,"('disloyal', 'loyal')",0.88429815,0.8856249,0.4141437,0.3413503,0.0727934
87,-0.027086645,0.115531825,"('unsuccessful', 'successful')",0.7961153,1.0074166,0.3845143,0.5614742,-0.1769599
83,0.013666373,-0.09095095,"('powerless', 'powerful')",-0.7867061,-0.65101415,-0.3865198,-0.3709826,-0.0155372
54,0.0077585895,-0.059076082,"('incapable', 'capable')",1.4609767,1.3442702,0.7343677,0.6425971,0.0917706
24,0.00612815,0.16970363,"('dishonest', 'honest')",1.0808986,1.1172777,0.5435134,0.6434907,-0.0999773
