,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.5273201,-2.4626873,"('hostile', 'amicable')",-0.3318277,-0.4250292,-1.4295739,-1.4438583,0.0142844
31,-2.5207057,-2.206759,"('evil', 'good')",-1.4087873,-1.1243986,-1.9647465,-1.6655788,-0.2991677
60,2.3236701,2.0118713,"('inefficient', 'efficient')",0.4327414,0.31389216,1.3782058,1.1628817,0.2153241
14,1.9203076,1.859174,"('antisocial', 'social')",-0.32208923,-0.20682915,0.7991092,0.8261724,-0.0270632
81,1.9093252,1.3877287,"('submissive', 'aggressive')",-0.4190033,-0.7250887,0.7451609,0.33132,0.4138409
53,-1.9038221,-1.9987831,"('uncreative', 'creative')",0.6143586,0.574389,-0.6447318,-0.7121971,0.0674653
6,-1.7827342,-1.5557811,"('distant', 'open')",-0.08500138,0.028281994,-0.9338678,-0.7637495,-0.1701183
66,-1.7365247,-1.538308,"('inactive', 'active')",0.3940949,0.41437584,-0.6712149,-0.5619661,-0.1092488
30,1.7273383,1.5196946,"('intolerant', 'tolerant')",1.5347843,1.4512107,1.6310613,1.4854527,0.1456086
85,-1.657525,-1.7306685,"('insignificant', 'prestigious')",0.14685938,0.16703366,-0.7553328,-0.7818174,0.0264846
62,1.6279497,1.5987976,"('incompetent', 'brilliant')",0.6895923,0.95699894,1.158771,1.2778983,-0.1191273
56,1.6230111,1.6777877,"('impractical', 'practical')",-0.14311215,-0.0064274743,0.7399495,0.8356801,-0.0957306
5,-1.6172557,-1.445554,"('distant', 'outgoing')",-0.37600258,-0.27080518,-0.9966291,-0.8581796,-0.1384495
79,-1.5952158,-1.334318,"('wavering', 'unwavering')",-0.25014636,-0.25745484,-0.9226811,-0.7958865,-0.1267946
35,-1.5714041,-1.3100953,"('corrupt', 'incorrupt')",-0.60708183,-0.40554914,-1.0892429,-0.8578222,-0.2314207
19,-1.5511819,-1.3127469,"('inhospitable', 'hospitable')",0.12094078,0.21645442,-0.7151206,-0.5481462,-0.1669744
21,1.5369632,1.3239883,"('immoral', 'moral')",-0.39748254,-0.42025152,0.5697404,0.4518684,0.117872
48,1.4639117,0.95881593,"('unintelligent', 'intelligent')",0.9369656,0.76143247,1.2004386,0.8601242,0.3403144
16,-1.3226054,-1.4172782,"('unpopular', 'popular')",0.2708551,0.2619769,-0.5258752,-0.5776507,0.0517755
4,-1.3151895,-1.1721729,"('disliked', 'liked')",-6.7721786,-6.302569,-4.043684,-3.737371,-0.306313
43,1.2697817,1.033026,"('irresponsible', 'responsible')",0.93860775,0.7732181,1.1041948,0.9031221,0.2010727
55,1.2504172,0.99752903,"('incompetent', 'clever')",0.40026176,0.45334435,0.8253395,0.7254367,0.0999028
1,-1.2214531,-1.2877073,"('unfriendly', 'friendly')",1.5657315,1.5801591,0.1721392,0.1462259,0.0259133
65,1.1678514,0.79347,"('insecure', 'secure')",0.05872704,-0.13327281,0.6132892,0.3300986,0.2831906
75,-1.117123,-1.0383112,"('meek', 'impulsive')",-0.65258676,-0.7255468,-0.8848549,-0.881929,-0.0029259
76,0.9802977,0.82041025,"('anxious', 'daring')",0.31981048,0.17043081,0.6500541,0.4954205,0.1546336
84,0.9791604,0.76168144,"('inferior', 'superior')",1.023073,0.92965925,1.0011168,0.8456703,0.1554465
52,-0.96488,-0.74472344,"('irrational', 'rational')",0.004039793,-0.012759522,-0.4804201,-0.3787415,-0.1016786
22,0.9007255,0.85763794,"('untrustworthy', 'trustworthy')",-0.61146426,-0.52692384,0.1446306,0.1653571,-0.0207265
37,0.86153644,1.0697492,"('fake', 'genuine')",0.6076763,0.69872344,0.7346064,0.8842363,-0.1496299
11,0.8502409,0.6617888,"('unhelpful', 'helpful')",1.9624751,1.8220534,1.406358,1.2419212,0.1644368
8,-0.84620017,-0.90378094,"('unaffectionate', 'affectionate')",0.78001916,0.78769934,-0.0330905,-0.0580408,0.0249503
23,0.8444889,0.7009942,"('insincere', 'sincere')",6.3013434,6.0459247,3.5729163,3.3734593,0.199457
80,0.83388877,0.8261726,"('dominated', 'dominating')",-1.0227804,-0.8635523,-0.0944458,-0.0186898,-0.075756
70,0.7978143,0.75133604,"('lethargic', 'energetic')",0.86262375,0.7922811,0.830219,0.7718086,0.0584104
69,-0.7713198,-0.55970263,"('lazy', 'industrious')",-0.7091919,-0.6127953,-0.7402558,-0.586249,-0.1540068
20,0.7563719,0.7862343,"('rough', 'thoughtful')",0.91159093,1.025854,0.8339814,0.9060441,-0.0720627
42,0.7459426,0.7730051,"('unreliable', 'reliable')",-3.011313,-2.8912666,-1.1326852,-1.0591307,-0.0735545
49,0.6941587,0.36931846,"('unable', 'able')",0.29231778,0.29984072,0.4932382,0.3345796,0.1586586
41,0.68883777,0.43218654,"('unforgiving', 'forgiving')",0.07029375,0.07560166,0.3795657,0.2538941,0.1256716
88,-0.6849509,-0.76581204,"('low', 'eminent')",0.22202796,0.26265654,-0.2314615,-0.2515777,0.0201162
72,0.6551911,0.697687,"('unambitious', 'ambitious')",-0.5161427,-0.44264588,0.0695242,0.1275205,-0.0579963
51,0.63783514,0.42767897,"('uneducated', 'educated')",0.77860844,0.5972921,0.7082218,0.5124856,0.1957362
15,-0.63464254,-0.673188,"('boring', 'funny')",0.32592434,0.2796254,-0.1543591,-0.1967813,0.0424222
46,0.6283492,0.3911697,"('uncompetitive', 'competitive')",-0.48432922,-0.5309969,0.07201,-0.0699136,0.1419236
2,0.6222277,0.5703643,"('unlikable', 'likable')",0.7142318,0.709154,0.6682298,0.6397592,0.0284706
3,0.6110755,0.71603763,"('repellent', 'pleasant')",0.48004013,0.5461748,0.5455579,0.6311063,-0.0855484
71,-0.5904381,-0.52168316,"('diffident', 'self-confident')",0.33198977,0.34584466,-0.1292242,-0.0879193,-0.0413049
10,0.57328063,0.34614015,"('unsympathetic', 'sympathetic')",-0.26991677,-0.34838128,0.1516819,-0.0011206,0.1528025
67,0.55029285,0.43889192,"('doubtful', 'determined')",-0.59854454,-0.78621584,-0.0241258,-0.173662,0.1495362
25,-0.54174775,-0.42431754,"('egoistic', 'altruistic')",1.5970379,1.6994913,0.5276451,0.6375868,-0.1099417
7,0.5379943,0.6308784,"('insensitive', 'sensitive')",1.0060707,1.1594211,0.7720325,0.8951497,-0.1231172
