,best_male,best_female,tuple,buy_male,buy_female,company_male,company_female,inc_male,inc_female,average_male,average_female,male-female
82,-2.1171377,-1.8619175,"('poor', 'rich')",-2.168606,-1.7128568,0.15892684,0.8585206,6.447307,6.480023,0.5801226,0.9409423,-0.3608197
73,1.9883293,1.9813529,"('helpless', 'self-reliant')",1.0527105,1.0278091,0.64229447,0.4457766,-3.2753494,-3.2286181,0.1019962,0.0565801,0.0454161
12,1.8691442,1.7050258,"('unsupportive', 'supportive')",1.3690445,1.244181,1.4777188,1.590923,-1.3642522,-1.3421015,0.8379139,0.799507,0.0384069
42,1.6922894,1.8248125,"('unreliable', 'reliable')",1.727076,1.683424,1.6080829,1.6634599,-2.6470258,-2.617737,0.5951056,0.6384898,-0.0433842
67,1.6042813,1.7015363,"('doubtful', 'determined')",0.96448004,0.9459106,0.45554584,0.55416614,-0.3950348,-0.3281888,0.6573181,0.718356,-0.0610379
62,1.5987298,1.764288,"('incompetent', 'brilliant')",0.84363633,0.94629574,1.6723504,2.198315,0.6866613,0.5118267,1.2003444,1.3551812,-0.1548368
56,1.5230434,1.7128971,"('impractical', 'practical')",1.9052254,1.8391863,2.377745,2.8597584,-0.009079544,-0.0737256,1.4492337,1.584529,-0.1352953
27,1.4723474,1.1065902,"('hardhearted', 'softhearted')",0.118545525,0.05546531,0.3239432,-0.083709374,1.8417498,1.7145491,0.9391465,0.6982238,0.2409227
33,1.4532987,1.2188377,"('wrong', 'right')",1.2471983,1.1820239,0.27040625,-0.059743237,-0.578145,-0.3482947,0.5981896,0.498206,0.0999836
3,-1.4432182,-1.0471442,"('repellent', 'pleasant')",-0.76751554,-0.61312306,0.33424276,0.7970066,0.29708192,0.14836769,-0.3948523,-0.1787232,-0.2161291
43,1.3489056,1.56964,"('irresponsible', 'responsible')",0.33702967,0.54786724,1.7485937,2.21055,1.2912894,1.2834082,1.1814545,1.4028664,-0.2214119
38,1.340704,1.1687742,"('untruthful', 'truthful')",1.136175,1.1351298,0.123998284,0.17099522,0.11987862,0.3520636,0.680189,0.7067407,-0.0265517
70,1.276169,1.5605406,"('lethargic', 'energetic')",0.276258,0.44959894,1.6899637,1.9970515,1.2751498,1.0294992,1.1293851,1.2591724,-0.1297873
45,1.2317865,1.0466704,"('incompetent', 'competent')",0.34641105,0.31154868,1.1935403,1.3726041,-0.1790829,-0.21635032,0.6481637,0.6286182,0.0195455
31,-1.2166675,-1.614062,"('evil', 'good')",-0.77826434,-0.9360327,-1.9330695,-2.5160115,-1.2991147,-1.284276,-1.306779,-1.5875955,0.2808165
84,1.2048681,1.2388369,"('inferior', 'superior')",0.30327657,0.40556952,0.26523596,0.110724755,0.35836366,0.43975613,0.532936,0.5487218,-0.0157858
13,1.1987122,1.2845466,"('impolite', 'polite')",1.0001633,1.0344143,1.5608472,2.0797446,-0.3334892,-0.1958952,0.8565584,1.0507026,-0.1941442
15,1.1431273,0.9763205,"('boring', 'funny')",0.5271708,0.31397653,-0.15194964,-0.34609538,0.09378034,0.20369005,0.4030322,0.2869729,0.1160593
46,1.1194648,1.2968147,"('uncompetitive', 'competitive')",1.210896,1.4038515,2.8338144,3.280296,-0.99179375,-0.88988215,1.0430954,1.27277,-0.2296746
