,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
81,-1.3073133,-0.36396956,"('submissive', 'aggressive')",-0.05899142,0.8592239,-0.7394703,-0.4046021,-0.701925,0.0302174,-0.7321424
65,-1.23145,-0.44886926,"('insecure', 'secure')",-0.6169186,-0.026509043,-0.7892184,-0.47281486,-0.8791957,-0.3160644,-0.5631313
40,1.1671455,0.4200192,"('stingy', 'generous')",0.36799926,-0.08223629,-1.1869533,-1.6239651,0.1160638,-0.4287274,0.5447912
86,-1.1210848,-0.8624807,"('uninfluential', 'influential')",-0.69170463,-0.5523137,-0.51888096,-0.7149435,-0.7772234,-0.7099126,-0.0673108
58,1.1032834,0.8641088,"('undiscriminating', 'discriminating')",0.57352084,0.24371934,0.38751498,0.17869627,0.6881065,0.4288415,0.259265
12,1.0970087,1.1483468,"('unsupportive', 'supportive')",0.2511625,0.25503203,-1.247075,-1.2564117,0.0336988,0.0489891,-0.0152903
53,1.072605,0.6571762,"('uncreative', 'creative')",-0.55390793,-0.88340294,0.83899003,0.5648113,0.4525624,0.1128615,0.3397009
63,-1.0684987,-0.96179026,"('unperceptive', 'insightful')",-0.12440386,0.2179217,0.9561502,1.0582855,-0.0789175,0.1048056,-0.1837231
11,-1.0626211,-0.35699868,"('unhelpful', 'helpful')",-0.53707814,0.16178228,1.6949568,2.0057268,0.0317525,0.6035035,-0.571751
36,1.058272,-0.37668985,"('hostile', 'amicable')",0.8914273,-0.48950326,0.2722943,-0.32496282,0.7406646,-0.397052,1.1377166
44,-1.0079876,-0.712837,"('prejudiced', 'unprejudiced')",-0.29736152,0.0097412225,-1.2932363,-0.8811984,-0.8661951,-0.528098,-0.3380971
70,-0.997281,0.18803686,"('lethargic', 'energetic')",-0.3077732,0.40814447,0.21270719,0.75829774,-0.3641157,0.451493,-0.8156087
84,0.9958266,0.7548233,"('inferior', 'superior')",0.75859094,0.5752087,0.9224742,0.82714343,0.8922973,0.7190585,0.1732388
2,0.9816995,1.0672024,"('unlikable', 'likable')",0.55088836,0.6786174,0.7936016,0.801824,0.7753965,0.8492146,-0.0738181
21,-0.94393456,-0.27961248,"('immoral', 'moral')",-0.5265554,-0.016156733,-1.2754872,-1.2066056,-0.9153257,-0.5007916,-0.4145341
62,-0.91011894,0.15943356,"('incompetent', 'brilliant')",-0.884279,-0.15570457,0.067883976,0.55574733,-0.5755047,0.1864921,-0.7619968
47,-0.88969636,-0.39245862,"('stupid', 'smart')",-0.9886312,-0.38313913,4.4364133,4.7861514,0.8526952,1.3368513,-0.4841561
60,-0.88196063,0.5286302,"('inefficient', 'efficient')",-0.5727263,0.543702,-0.42463103,0.22603214,-0.6264393,0.4327881,-1.0592274
18,-0.85375905,-1.2968763,"('disagreeable', 'welcoming')",-0.07503715,-0.024336156,-0.8118085,-0.9051304,-0.5802015,-0.7421142,0.1619127
25,0.82178783,-0.14084145,"('egoistic', 'altruistic')",0.30189878,-0.22484839,1.291998,1.0677825,0.8052282,0.2340309,0.5711973
8,0.75854963,-0.044309646,"('unaffectionate', 'affectionate')",-0.40152103,-0.99872065,0.53058517,0.24805176,0.2958713,-0.2649928,0.5608641
46,-0.7029375,0.45167723,"('uncompetitive', 'competitive')",-0.23536901,0.27740937,-0.07328962,0.09586749,-0.3371987,0.2749847,-0.6121834
49,-0.69044805,-0.41759944,"('unable', 'able')",-0.78990746,-0.68011737,-0.5912081,-0.3602253,-0.6905212,-0.4859807,-0.2045405
3,-0.6874417,0.10586853,"('repellent', 'pleasant')",-0.71780777,-0.68163985,-0.051954806,-0.025816124,-0.4857348,-0.2005292,-0.2852056
42,-0.6756784,-0.53987646,"('unreliable', 'reliable')",-0.008986827,0.31739965,-2.7859573,-2.5360518,-1.1568742,-0.9195095,-0.2373647
83,0.62727094,0.42618597,"('powerless', 'powerful')",-0.26576537,-0.3193717,-0.7816859,-0.73121065,-0.1400601,-0.2081321,0.068072
17,0.515025,0.47527412,"('nasty', 'nice')",-0.50723,-0.48060322,-0.6938154,-0.78692615,-0.2286735,-0.2640851,0.0354116
37,0.4950598,0.8137071,"('fake', 'genuine')",-0.41965267,-0.531042,0.20646062,0.16232531,0.0939559,0.1483302,-0.0543743
5,0.46470028,-0.27014405,"('distant', 'outgoing')",0.3729614,-0.119226575,-0.199986,-0.2744497,0.2125586,-0.2212734,0.433832
23,-0.440945,0.16135088,"('insincere', 'sincere')",-0.97654444,-0.45654994,4.94835,5.129463,1.1769535,1.6114214,-0.4344679
6,0.43684214,-0.61240757,"('distant', 'open')",0.10294352,-0.553731,0.25036013,0.03129393,0.2633819,-0.3782816,0.6416635
31,0.41275185,-0.71379024,"('evil', 'good')",0.31934613,-0.34688774,-1.1059525,-1.6548381,-0.1246182,-0.905172,0.7805538
87,-0.41083872,-0.20827729,"('unsuccessful', 'successful')",0.78616595,0.75109154,1.3096713,1.0614288,0.5616662,0.5347477,0.0269185
50,-0.40976214,-0.67556673,"('clumsy', 'skillful')",1.1875517,0.6990977,1.1048881,0.9037178,0.6275592,0.3090829,0.3184763
24,-0.39584813,-0.11481199,"('dishonest', 'honest')",-0.36301288,0.10420609,0.26790854,0.34525868,-0.1636508,0.1115509,-0.2752017
16,-0.395356,-0.78755,"('unpopular', 'popular')",-0.63936734,-1.020409,0.5395659,0.2536478,-0.1650525,-0.5181037,0.3530512
56,-0.39495635,0.6095951,"('impractical', 'practical')",-0.1846631,0.7865019,-0.4152879,-0.009930875,-0.3316358,0.4620554,-0.7936912
4,0.37039927,-0.59571785,"('disliked', 'liked')",0.3236923,-0.23925501,-5.201657,-5.571592,-1.5025218,-2.1355216,0.6329998
20,-0.32023355,-0.14651686,"('rough', 'thoughtful')",-0.29487216,-0.15686977,1.0340532,0.91971153,0.1396492,0.2054416,-0.0657924
57,-0.30924568,-0.1874499,"('unimaginative', 'imaginative')",-0.7737321,-0.76644194,-2.0964906,-2.1119692,-1.0598228,-1.0219537,-0.0378691
61,-0.3023829,-0.19961941,"('illogical', 'logical')",-0.37606075,-0.25807968,0.008162493,-0.09540695,-0.2234271,-0.1843687,-0.0390584
32,-0.2821948,-0.09653087,"('unkind', 'kind')",-1.0399816,-0.79690623,0.614197,0.55294293,-0.2359931,-0.1134981,-0.122495
7,0.2790177,0.41769183,"('insensitive', 'sensitive')",-0.6001081,-0.12657982,0.4690913,0.48637393,0.0493336,0.259162,-0.2098284
38,0.2779851,0.12753704,"('untruthful', 'truthful')",0.31560642,0.28552517,0.2639855,0.4247078,0.285859,0.2792567,0.0066023
39,0.27559862,0.76463586,"('exploitative', 'cooperative')",0.4492341,0.87020963,-0.19636704,-0.19977662,0.1761552,0.4783563,-0.3022011
15,0.27412862,-0.08626555,"('boring', 'funny')",0.3670981,0.16476126,0.032062165,-0.060383048,0.2244296,0.0060376,0.218392
72,-0.26919857,0.07009304,"('unambitious', 'ambitious')",-0.654656,-0.3813812,-1.1592696,-0.89220315,-0.6943747,-0.4011638,-0.2932109
28,0.2608117,-0.17341386,"('disloyal', 'loyal')",-0.030251171,-0.05422253,0.6501773,0.51496005,0.2935793,0.0957746,0.1978047
66,-0.25588465,-0.5546944,"('inactive', 'active')",1.290776,0.848466,1.321315,1.0009755,0.7854021,0.4315824,0.3538197
64,0.2405546,0.20670809,"('shy', 'confident')",0.36746132,0.54482704,-5.3508806,-5.350647,-1.5809549,-1.5330373,-0.0479176
88,-0.22467045,-0.49797118,"('low', 'eminent')",0.18593663,-0.05175277,0.52674246,0.36903876,0.1626695,-0.0602284,0.2228979
77,-0.21333134,0.06255461,"('unmotivated', 'motivated')",-0.7920318,-0.6049499,-1.1327286,-0.99865943,-0.7126973,-0.5136849,-0.1990124
54,-0.19614096,-0.30319732,"('incapable', 'capable')",0.30482593,0.10155301,1.1689159,1.1354874,0.425867,0.311281,0.114586
59,0.18435612,-0.4835064,"('foolish', 'wise')",0.17314741,-0.21427934,0.60294855,0.27576765,0.3201507,-0.1406727,0.4608234
43,-0.18175435,0.5792736,"('irresponsible', 'responsible')",-0.629088,0.21706311,0.1987009,0.6360661,-0.2040471,0.4774676,-0.6815147
34,-0.17821445,0.18992689,"('mean', 'honorable')",0.10300495,0.34382665,5.2780643,5.575838,1.7342849,2.0365305,-0.3022456
10,-0.16828157,0.62321055,"('unsympathetic', 'sympathetic')",-1.1264777,-0.7913325,-0.3901705,-0.23032215,-0.5616433,-0.1328147,-0.4288286
41,0.16450606,-0.38280037,"('unforgiving', 'forgiving')",-0.27303442,-0.35654908,-0.34880376,-0.669228,-0.152444,-0.4695258,0.3170818
30,0.13824172,1.063496,"('intolerant', 'tolerant')",-0.3709522,0.044842094,0.69259006,0.7588889,0.1532932,0.622409,-0.4691158
52,0.103501335,-1.2335778,"('irrational', 'rational')",-0.10481805,-0.9414405,0.24201049,-0.34147915,0.0802313,-0.8388325,0.9190638
35,-0.09755474,-1.3157707,"('corrupt', 'incorrupt')",0.69354934,-0.101378754,-0.21760735,-0.572019,0.1261291,-0.6630562,0.7891853
19,-0.087214455,-0.19653496,"('inhospitable', 'hospitable')",0.315233,0.0581896,-0.14716896,-0.23698065,0.0269499,-0.1251087,0.1520586
0,-0.086386986,0.10845436,"('unsociable', 'sociable')",-0.89417005,-0.730721,-0.7887777,-0.84659225,-0.5897783,-0.4896197,-0.1001586
48,0.07177639,0.14674173,"('unintelligent', 'intelligent')",-0.5775129,-0.36146936,0.11127817,0.029047664,-0.1314861,-0.0618933,-0.0695928
67,-0.04833614,0.17865792,"('doubtful', 'determined')",0.4746479,0.77541375,-0.7626758,-0.6921697,-0.1121214,0.0873006,-0.199422
79,0.032334488,-0.63664234,"('wavering', 'unwavering')",0.8363102,0.29066682,0.42354536,0.23259935,0.43073,-0.0377921,0.4685221
75,0.023504212,-0.15770894,"('meek', 'impulsive')",0.8546568,0.6681607,-0.15451063,-0.090674266,0.2412168,0.1399258,0.101291
78,0.01891622,-0.1464009,"('nonresilient', 'resilient')",-0.029168237,-0.051920086,0.8011639,0.8028042,0.2636373,0.2014944,0.0621429
13,0.016915575,1.009083,"('impolite', 'polite')",-0.61447567,0.3171578,-0.8185027,-0.5824707,-0.4720209,0.2479234,-0.7199443
27,0.010552638,-0.03464193,"('hardhearted', 'softhearted')",-0.30994377,-0.41418675,0.9996569,0.95752954,0.2334219,0.1695669,0.063855
