,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
30,-0.31863648,-0.08955404,"('intolerant', 'tolerant')",1.600881,1.6234553,1.0505148,1.0837067,0.7775865,0.872536,-0.0949495
83,-0.29409766,-0.42425874,"('powerless', 'powerful')",0.116255276,0.042712077,-0.9137968,-0.98769784,-0.3638797,-0.4564149,0.0925352
25,-0.25647703,-0.26650086,"('egoistic', 'altruistic')",0.6921662,0.6775613,1.9018329,1.930518,0.779174,0.7805262,-0.0013522
52,0.2485556,0.16878997,"('irrational', 'rational')",-0.12750722,-0.28277826,0.6671901,0.7684769,0.2627462,0.2181629,0.0445833
17,-0.24565032,-0.12929282,"('nasty', 'nice')",-0.555554,-0.48507982,-0.28986925,-0.20099357,-0.3636912,-0.2717887,-0.0919025
44,0.17472321,0.3408246,"('prejudiced', 'unprejudiced')",-0.52451044,-0.37320602,-1.1373584,-1.0998845,-0.4957152,-0.377422,-0.1182932
67,0.16130693,0.20741574,"('doubtful', 'determined')",-0.06145596,-0.03823438,-0.6632373,-0.7399385,-0.1877954,-0.1902524,0.002457
71,0.14953814,0.06663348,"('diffident', 'self-confident')",0.7825,0.69408417,0.48513728,0.38296402,0.4723918,0.3812272,0.0911646
54,0.14844084,0.1577716,"('incapable', 'capable')",0.21631363,0.20801038,1.1817659,1.1592187,0.5155068,0.5083335,0.0071733
37,-0.13962007,-0.17700003,"('fake', 'genuine')",-0.20262027,-0.2960903,0.26504067,0.19186893,-0.0257332,-0.0937405,0.0680073
42,0.12817721,-0.13333507,"('unreliable', 'reliable')",-1.3319486,-1.4120351,-3.254389,-3.3269815,-1.4860535,-1.6241172,0.1380637
64,-0.12193794,0.016611509,"('shy', 'confident')",-0.88195926,-0.7438483,-6.867263,-6.908237,-2.62372,-2.5451579,-0.0785621
16,0.09516599,-0.044281326,"('unpopular', 'popular')",-0.353716,-0.36391985,0.6077879,0.74191004,0.1164126,0.1112363,0.0051763
18,-0.016993962,-0.04348176,"('disagreeable', 'welcoming')",0.23725532,0.16112573,-0.17748609,-0.080525786,0.0142584,0.0123727,0.0018857
