,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.4351768,-2.3298402,"('unfriendly', 'friendly')",1.432349,1.4235592,-0.5014139,-0.4531405,-0.0482734
53,-2.0353706,-2.019796,"('uncreative', 'creative')",0.75404775,0.8602561,-0.6406614,-0.5797699,-0.0608915
9,-1.8601991,-1.8447119,"('unaffectionate', 'caring')",1.2226595,0.99604195,-0.3187698,-0.424335,0.1055652
31,-1.7640713,-1.4444667,"('evil', 'good')",-1.2382317,-1.1646783,-1.5011516,-1.3045726,-0.196579
6,-1.644986,-1.7264423,"('distant', 'open')",0.3203892,0.2612388,-0.6622984,-0.7326018,0.0703034
8,-1.6395015,-1.5965519,"('unaffectionate', 'affectionate')",0.53984356,0.5186383,-0.5498289,-0.5389568,-0.0108721
19,-1.6003217,-1.63142,"('inhospitable', 'hospitable')",-0.041138023,-0.025154904,-0.8207299,-0.8282875,0.0075576
36,-1.5351063,-1.7786771,"('hostile', 'amicable')",-0.064995915,-0.1637692,-0.8000511,-0.9712232,0.1711721
66,-1.4018737,-1.3869411,"('inactive', 'active')",0.32321084,0.49071807,-0.5393314,-0.4481115,-0.0912199
86,-1.3095171,-1.5881653,"('uninfluential', 'influential')",-0.20307657,-0.2700916,-0.7562969,-0.9291284,0.1728315
54,-1.2678369,-1.2993209,"('incapable', 'capable')",1.5420601,1.3939681,0.1371116,0.0473236,0.089788
57,-1.2508757,-1.148933,"('unimaginative', 'imaginative')",-2.512439,-2.3446312,-1.8816574,-1.7467821,-0.1348753
5,-1.2423,-1.2466494,"('distant', 'outgoing')",-0.14227843,-0.22011599,-0.6922892,-0.7333827,0.0410935
25,-1.1983769,-0.982363,"('egoistic', 'altruistic')",1.077333,1.2151306,-0.060522,0.1163838,-0.1769058
60,1.1598617,1.0047101,"('inefficient', 'efficient')",0.7350821,0.3838768,0.9474719,0.6942934,0.2531785
71,-1.1310596,-0.878236,"('diffident', 'self-confident')",0.550943,0.6240459,-0.2900583,-0.127095,-0.1629633
52,-1.0929837,-0.75282836,"('irrational', 'rational')",-0.12920162,-0.012408594,-0.6110927,-0.3826185,-0.2284742
44,1.0490742,1.0810107,"('prejudiced', 'unprejudiced')",-1.2281951,-1.1680593,-0.0895604,-0.0435243,-0.0460361
33,-1.0470778,-0.85001105,"('wrong', 'right')",-0.68151015,-0.6287188,-0.8642939,-0.7393649,-0.124929
10,-1.0235112,-1.2753074,"('unsympathetic', 'sympathetic')",-0.22554654,-0.41729608,-0.6245289,-0.8463017,0.2217728
56,0.98012537,0.6782732,"('impractical', 'practical')",0.29842746,0.21166222,0.6392764,0.4449677,0.1943087
28,-0.97377217,-1.0893372,"('disloyal', 'loyal')",1.0027736,0.757509,0.0145007,-0.1659141,0.1804148
16,-0.94840735,-0.9150496,"('unpopular', 'popular')",0.34366536,0.44917735,-0.302371,-0.2329361,-0.0694349
0,-0.93806696,-1.1846741,"('unsociable', 'sociable')",-0.4732124,-0.5393518,-0.7056397,-0.862013,0.1563733
81,0.93637496,0.77498645,"('submissive', 'aggressive')",-0.14874113,-0.41367212,0.3938169,0.1806572,0.2131597
61,-0.9241953,-0.8277578,"('illogical', 'logical')",-0.09051793,0.004843598,-0.5073566,-0.4114571,-0.0958995
38,-0.8989046,-0.7249831,"('untruthful', 'truthful')",0.14016673,-0.07697856,-0.379369,-0.4009808,0.0216118
76,0.889887,0.69506526,"('anxious', 'daring')",0.28712243,0.3765466,0.5885047,0.5358059,0.0526988
13,-0.8816541,-0.57273996,"('impolite', 'polite')",-0.2132591,-0.31334546,-0.5474566,-0.4430427,-0.1044139
80,0.8420256,0.8742996,"('dominated', 'dominating')",-1.5590105,-1.3716499,-0.3584925,-0.2486751,-0.1098174
12,-0.8142224,-0.79976016,"('unsupportive', 'supportive')",-1.7545183,-1.7177689,-1.2843703,-1.2587645,-0.0256058
42,0.80624646,0.5424694,"('unreliable', 'reliable')",-2.7873695,-2.684507,-0.9905615,-1.0710187,0.0804572
24,-0.794219,-0.65913457,"('dishonest', 'honest')",0.8627759,0.6880515,0.0342785,0.0144585,0.01982
79,-0.7834798,-0.9747512,"('wavering', 'unwavering')",0.18015769,-0.0036794879,-0.3016611,-0.4892153,0.1875542
20,0.76828504,0.56641346,"('rough', 'thoughtful')",1.0242748,1.0635211,0.8962799,0.8149673,0.0813126
48,0.7414712,0.4390187,"('unintelligent', 'intelligent')",1.1484971,0.9504142,0.9449841,0.6947165,0.2502676
85,-0.74068457,-0.90294164,"('insignificant', 'prestigious')",0.10392032,0.21361881,-0.3183821,-0.3446614,0.0262793
58,-0.732607,-0.9467747,"('undiscriminating', 'discriminating')",-0.18324229,-0.07437084,-0.4579247,-0.5105728,0.0526481
67,0.71699244,0.8079657,"('doubtful', 'determined')",-0.35150087,-0.3789604,0.1827458,0.2145026,-0.0317568
7,-0.7067794,-0.6008018,"('insensitive', 'sensitive')",0.5037737,0.5172706,-0.1015029,-0.0417656,-0.0597373
84,0.6436329,0.66922235,"('inferior', 'superior')",1.2587855,1.3276567,0.9512092,0.9984396,-0.0472304
18,-0.62621975,-0.6333421,"('disagreeable', 'welcoming')",-0.18777803,-0.34547323,-0.4069989,-0.4894077,0.0824088
62,0.58856255,0.60530496,"('incompetent', 'brilliant')",0.52044445,0.46378884,0.5545035,0.5345469,0.0199566
46,-0.5803209,-0.3489488,"('uncompetitive', 'competitive')",-0.68296355,-0.423725,-0.6316422,-0.3863369,-0.2453053
3,-0.5762871,-0.34759974,"('repellent', 'pleasant')",-0.22492483,-0.22655715,-0.400606,-0.2870784,-0.1135276
73,0.5748334,0.7981023,"('helpless', 'self-reliant')",-3.092744,-2.872426,-1.2589554,-1.0371618,-0.2217936
72,-0.56914365,-0.5303338,"('unambitious', 'ambitious')",-0.68894106,-1.0085105,-0.6290424,-0.7694222,0.1403798
4,-0.5216413,-0.52308804,"('disliked', 'liked')",-6.398293,-5.9999413,-3.4599671,-3.2615147,-0.1984524
27,-0.51758826,-0.61549556,"('hardhearted', 'softhearted')",1.3125806,1.4320931,0.3974962,0.4082988,-0.0108026
65,0.5063294,0.24181429,"('insecure', 'secure')",-0.06389511,-0.28583783,0.2212172,-0.0220118,0.243229
21,0.5055195,0.37422693,"('immoral', 'moral')",-0.6011671,-0.6956693,-0.0478238,-0.1607212,0.1128974
45,-0.45862865,-0.47533238,"('incompetent', 'competent')",-0.18302256,0.015032446,-0.3208256,-0.23015,-0.0906756
17,-0.44999105,-0.5233426,"('nasty', 'nice')",-0.42323205,-0.70363164,-0.4366115,-0.6134871,0.1768756
68,0.4335644,0.17650858,"('dependent', 'independent')",-0.2710287,-0.27864307,0.0812678,-0.0510672,0.132335
64,0.42785847,0.70868635,"('shy', 'confident')",-6.3733163,-6.0961914,-2.972729,-2.6937525,-0.2789765
63,-0.4233027,-0.45464015,"('unperceptive', 'insightful')",1.089146,1.182762,0.3329217,0.3640609,-0.0311392
87,-0.41790667,-0.23130146,"('unsuccessful', 'successful')",0.36397776,0.5032026,-0.0269645,0.1359506,-0.1629151
39,0.4114117,0.5644279,"('exploitative', 'cooperative')",0.19758049,0.06316987,0.3044961,0.3137989,-0.0093028
50,0.4082134,0.28474075,"('clumsy', 'skillful')",0.34719872,0.36541697,0.3777061,0.3250788,0.0526273
26,-0.40684444,-0.4624768,"('hardhearted', 'benevolent')",1.4339206,1.5121171,0.5135381,0.5248202,-0.0112821
78,-0.37840122,-0.619418,"('nonresilient', 'resilient')",0.19868606,0.23729356,-0.0898576,-0.1910622,0.1012046
49,0.35303605,0.20177844,"('unable', 'able')",0.4480059,0.2998904,0.400521,0.2508344,0.1496866
30,0.3407685,0.49865663,"('intolerant', 'tolerant')",1.5689236,1.3162156,0.954846,0.9074361,0.0474099
23,-0.31996575,-0.47858062,"('insincere', 'sincere')",6.08573,5.5594106,2.8828821,2.540415,0.3424671
15,-0.31873286,-0.22890623,"('boring', 'funny')",0.55510134,0.55190784,0.1181842,0.1615008,-0.0433166
34,-0.3023677,-0.111042336,"('mean', 'honorable')",6.5020924,6.3367305,3.0998623,3.112844,-0.0129817
88,-0.29850283,-0.31087792,"('low', 'eminent')",0.33563554,0.20559047,0.0185664,-0.0526437,0.0712101
55,0.28693515,0.13498315,"('incompetent', 'clever')",-0.025727138,0.061808374,0.130604,0.0983958,0.0322082
77,-0.2726127,-0.11030464,"('unmotivated', 'motivated')",-0.9735871,-0.95165086,-0.6230999,-0.5309777,-0.0921222
74,-0.25372553,-0.3723145,"('undedicated', 'dedicated')",0.009499241,0.029880062,-0.1221131,-0.1712172,0.0491041
35,-0.23689522,-0.46864974,"('corrupt', 'incorrupt')",-0.37805572,-0.38020864,-0.3074755,-0.4244292,0.1169537
41,-0.2356925,-0.52133644,"('unforgiving', 'forgiving')",0.21894939,0.07535492,-0.0083716,-0.2229908,0.2146192
43,-0.23401788,-0.19500974,"('irresponsible', 'responsible')",0.5878727,0.46563286,0.1769274,0.1353116,0.0416158
59,0.23064509,-0.08531597,"('foolish', 'wise')",0.6301188,0.37965435,0.430382,0.1471692,0.2832128
14,0.22682062,0.2617848,"('antisocial', 'social')",-0.67751133,-0.85485625,-0.2253454,-0.2965357,0.0711903
11,-0.18314119,-0.21256307,"('unhelpful', 'helpful')",2.261581,1.8532733,1.0392199,0.8203551,0.2188648
37,0.18195173,0.27877548,"('fake', 'genuine')",0.48525777,0.51066875,0.3336048,0.3947221,-0.0611173
2,-0.17176907,-0.07510385,"('unlikable', 'likable')",0.40960687,0.5226378,0.1189189,0.223767,-0.1048481
32,-0.15195769,-0.2918665,"('unkind', 'kind')",1.1063288,0.9711845,0.4771856,0.339659,0.1375266
47,0.14374645,0.002922964,"('stupid', 'smart')",5.8605275,5.6198373,3.0021369,2.8113801,0.1907568
40,0.12839068,0.076540604,"('stingy', 'generous')",-1.6768457,-1.4643046,-0.7742275,-0.693882,-0.0803455
51,0.11103806,-0.19099715,"('uneducated', 'educated')",0.5584498,0.44738492,0.3347439,0.1281939,0.20655
29,-0.09779182,-0.28068957,"('unfair', 'fair')",-0.4848723,-0.41572306,-0.2913321,-0.3482063,0.0568742
69,-0.09336202,0.07786803,"('lazy', 'industrious')",-0.36109236,-0.2832826,-0.2272272,-0.1027073,-0.1245199
83,0.062245168,0.17816146,"('powerless', 'powerful')",-0.87671673,-0.82816404,-0.4072358,-0.3250013,-0.0822345
70,0.038020797,0.07868922,"('lethargic', 'energetic')",0.77390206,0.8041739,0.4059614,0.4414316,-0.0354702
22,0.03323721,0.018120944,"('untrustworthy', 'trustworthy')",-0.9098558,-0.88048613,-0.4383093,-0.4311826,-0.0071267
82,-0.021752793,-0.2686027,"('poor', 'rich')",6.522461,6.3176136,3.2503541,3.0245054,0.2258487
75,0.02052586,0.36572304,"('meek', 'impulsive')",-0.4999294,-0.33796793,-0.2397018,0.0138776,-0.2535794
