,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
53,-2.546455,-2.314875,"('uncreative', 'creative')",-0.31995082,-0.07421874,0.66170764,0.8063146,-0.7348994,-0.527593,-0.2073064
1,-2.2882862,-1.6574148,"('unfriendly', 'friendly')",0.59387314,0.7919027,1.9750714,2.1279526,0.0935528,0.4208135,-0.3272607
8,-2.1921852,-1.7860547,"('unaffectionate', 'affectionate')",-0.6365988,-0.42820066,0.8120042,0.929821,-0.67226,-0.4281448,-0.2441152
82,-1.8533232,-1.7797915,"('poor', 'rich')",-0.49087122,-0.41722253,5.6144156,5.8078938,1.0900737,1.2036266,-0.1135529
31,-1.8496103,-1.2127218,"('evil', 'good')",-1.46669,-0.99877006,-0.93494695,-0.7487523,-1.4170825,-0.9867481,-0.4303344
86,-1.7768755,-2.136379,"('uninfluential', 'influential')",1.1009079,1.0695019,-0.39800414,-0.48265797,-0.3579906,-0.5165117,0.1585211
16,-1.7117083,-1.1325537,"('unpopular', 'popular')",-2.0181859,-1.66437,0.20581347,0.40069258,-1.1746936,-0.7987437,-0.3759499
68,-1.5877767,-1.2506387,"('dependent', 'independent')",-0.017487701,0.25456157,-0.85536325,-0.69644123,-0.8202092,-0.5641728,-0.2560364
67,1.4949563,1.6241897,"('doubtful', 'determined')",-0.22896276,-0.13002703,-0.41438147,-0.23966509,0.2838707,0.4181658,-0.1342951
9,-1.419976,-1.1094952,"('unaffectionate', 'caring')",0.45282182,0.5108825,1.2897774,1.2684962,0.1075411,0.2232945,-0.1157534
6,-1.3782072,-0.7244224,"('distant', 'open')",-1.1654592,-0.61029005,0.4668733,0.69474053,-0.6922644,-0.213324,-0.4789404
61,-1.3758736,-1.0100904,"('illogical', 'logical')",0.96982884,1.0642438,-0.033884708,0.045087725,-0.1466431,0.0330804,-0.1797235
48,-1.365362,-1.5155149,"('unintelligent', 'intelligent')",0.7179597,0.62541187,0.29477227,0.27473837,-0.1175434,-0.2051215,0.0875781
39,1.3506495,1.5981778,"('exploitative', 'cooperative')",2.2963378,2.1795878,0.11421906,0.1765062,1.2537355,1.3180907,-0.0643552
56,1.3357751,1.2177271,"('impractical', 'practical')",2.292682,2.2275486,-0.37935218,-0.301583,1.083035,1.0478976,0.0351374
18,-1.3015139,-0.8621767,"('disagreeable', 'welcoming')",-0.29213205,-0.047051195,-0.7161397,-0.3997835,-0.7699285,-0.4363372,-0.3335913
27,-1.1862602,-0.9652321,"('hardhearted', 'softhearted')",0.47671646,0.32768455,1.6774613,1.490695,0.3226392,0.2843825,0.0382567
73,1.171268,1.622631,"('helpless', 'self-reliant')",1.083591,1.2637498,-2.9676108,-2.9309964,-0.237584,-0.0148719,-0.2227121
41,-1.0929716,-0.61798215,"('unforgiving', 'forgiving')",0.6768428,0.77773863,0.037741784,0.022764798,-0.126129,0.0608404,-0.1869694
22,-1.0578771,-1.003107,"('untrustworthy', 'trustworthy')",-0.18431918,-0.4241658,-1.3468299,-1.1820936,-0.8630087,-0.8697888,0.0067801
45,-1.045171,-1.1523293,"('incompetent', 'competent')",1.4041735,1.01408,-0.23900221,-0.34071895,0.0400001,-0.1596561,0.1996562
78,-1.0402958,-1.3742882,"('nonresilient', 'resilient')",-0.12862645,-0.23557502,0.15097767,0.009373868,-0.3393149,-0.5334965,0.1941816
55,-1.0232664,-1.3618575,"('incompetent', 'clever')",1.0509315,0.74229133,-0.2447456,-0.28034577,-0.0723602,-0.2999707,0.2276105
85,-0.99009717,-0.35123733,"('insignificant', 'prestigious')",-1.6551937,-1.1016008,0.59531736,0.732825,-0.6833245,-0.2400044,-0.4433201
29,-0.97079307,-0.66102487,"('unfair', 'fair')",-0.7683115,-0.49491695,-0.7540205,-0.6496612,-0.8310417,-0.6018677,-0.229174
24,-0.9198019,-0.62426704,"('dishonest', 'honest')",0.22911502,0.08928731,0.5252735,0.7558058,-0.0551378,0.0736087,-0.1287465
11,-0.90864205,-0.8523611,"('unhelpful', 'helpful')",0.57287985,0.46035817,1.949974,1.8711443,0.5380706,0.4930471,0.0450235
36,-0.90764487,-0.19445793,"('hostile', 'amicable')",-0.98362046,-0.48417825,0.4950368,0.6798731,-0.4654095,0.0004123,-0.4658218
25,-0.8984229,-0.522082,"('egoistic', 'altruistic')",-0.36963558,-0.13742502,1.3560828,1.6049812,0.0293414,0.3151581,-0.2858167
54,-0.8719586,-0.6013793,"('incapable', 'capable')",-0.45243788,-0.30998555,0.85843307,1.0876116,-0.1553211,0.0587489,-0.21407
10,-0.86498606,-1.3627181,"('unsympathetic', 'sympathetic')",0.33341736,-0.08767165,-0.13976842,-0.29111052,-0.223779,-0.5805001,0.3567211
57,-0.86235636,-1.3548754,"('unimaginative', 'imaginative')",0.11772642,-0.13820092,-2.2344067,-2.5624263,-0.9930122,-1.3518343,0.3588221
80,0.85273325,0.1320353,"('dominated', 'dominating')",0.8196821,0.3273772,-1.3881874,-1.7074385,0.0947427,-0.4160086,0.5107513
5,-0.8018993,-0.31085435,"('distant', 'outgoing')",-1.0801308,-0.59362423,-0.32600898,-0.10539168,-0.736013,-0.3366234,-0.3993896
75,-0.75828815,-0.37671366,"('meek', 'impulsive')",-1.830295,-1.6563073,-0.52727526,-0.41928673,-1.0386194,-0.8174359,-0.2211835
15,-0.74540794,-0.39879668,"('boring', 'funny')",-0.17983975,-0.06482285,0.239476,0.24790181,-0.2285906,-0.0719059,-0.1566847
52,-0.73674005,-0.1703656,"('irrational', 'rational')",-1.0679346,-0.45507404,-0.14397982,0.014930755,-0.6495515,-0.203503,-0.4460485
21,-0.70847327,-0.69543386,"('immoral', 'moral')",0.23517847,0.079705596,-1.182345,-1.031416,-0.55188,-0.5490481,-0.0028319
42,0.6443615,0.7276364,"('unreliable', 'reliable')",0.11577032,-0.11035239,-2.716834,-2.7995813,-0.6522341,-0.7274324,0.0751983
28,-0.6385152,-0.68073565,"('disloyal', 'loyal')",0.077779874,0.22045979,0.83569413,0.8428384,0.0916529,0.1275208,-0.0358679
38,-0.6359436,-0.34495318,"('untruthful', 'truthful')",0.44460383,0.41026768,-0.09559226,0.17137644,-0.095644,0.078897,-0.174541
84,0.6355586,0.807285,"('inferior', 'superior')",0.4390157,0.7172944,0.87880576,0.92619175,0.6511267,0.8169237,-0.165797
83,0.628114,0.66429067,"('powerless', 'powerful')",-0.1392648,-0.028291501,-0.9690837,-0.9321761,-0.1600782,-0.0987257,-0.0613525
