,hp_male,hp_female,tuple,inc_male,inc_female,average_male,average_female,male-female
66,-1.8687909,-1.6574404,"('inactive', 'active')",0.30515856,0.303017,-0.7818161,-0.6772117,-0.1046044
84,1.7871286,1.7078193,"('inferior', 'superior')",1.124384,1.0809951,1.4557563,1.3944073,0.061349
39,1.5341922,1.8107054,"('exploitative', 'cooperative')",0.12229105,0.15049645,0.8282416,0.980601,-0.1523594
23,1.4891994,1.0880581,"('insincere', 'sincere')",5.9555187,6.2034664,3.7223592,3.6457622,0.076597
18,-1.4867915,-1.4971783,"('disagreeable', 'welcoming')",-0.6301314,-0.7179467,-1.0584614,-1.1075625,0.0491011
60,1.4784405,1.114765,"('inefficient', 'efficient')",1.1341945,1.1349068,1.3063176,1.124836,0.1814816
42,-1.4422531,-1.4638264,"('unreliable', 'reliable')",-3.3444157,-3.159935,-2.3933344,-2.3118806,-0.0814538
40,-1.4278953,-1.2524847,"('stingy', 'generous')",-1.6512827,-1.5580518,-1.5395889,-1.4052682,-0.1343207
61,1.322373,1.4475154,"('illogical', 'logical')",0.4591281,0.4125543,0.8907506,0.9300348,-0.0392842
44,-1.3034229,-0.9872817,"('prejudiced', 'unprejudiced')",-1.511229,-1.3856295,-1.407326,-1.1864556,-0.2208704
34,1.287365,1.1350584,"('mean', 'honorable')",6.5365057,6.674336,3.9119353,3.9046972,0.0072381
31,-1.2744917,-0.913907,"('evil', 'good')",-1.5082855,-1.7186862,-1.3913887,-1.3162966,-0.0750921
71,1.2540812,1.417481,"('diffident', 'self-confident')",0.6530736,0.52100474,0.9535774,0.9692428,-0.0156654
56,1.2074093,0.9419162,"('impractical', 'practical')",0.2731153,0.49840647,0.7402623,0.7201613,0.020101
49,1.1835704,0.8641474,"('unable', 'able')",0.081832245,0.011432484,0.6327013,0.4377899,0.1949114
70,-1.13195,-1.1469012,"('lethargic', 'energetic')",1.1032513,1.4022,-0.0143493,0.1276494,-0.1419987
53,1.1307867,0.7862685,"('uncreative', 'creative')",0.44422284,0.37739885,0.7875047,0.5818337,0.205671
72,1.0342189,0.94728374,"('unambitious', 'ambitious')",-1.12603,-1.0512837,-0.0459055,-0.052,0.0060945
86,1.0104561,0.8527569,"('uninfluential', 'influential')",0.40830514,0.17422743,0.7093806,0.5134922,0.1958884
57,-0.9691941,-1.2396975,"('unimaginative', 'imaginative')",-2.609273,-2.6201646,-1.7892336,-1.929931,0.1406974
4,-0.849991,-1.0206107,"('disliked', 'liked')",-5.8675375,-6.181821,-3.3587642,-3.6012158,0.2424516
83,0.84678173,1.0248322,"('powerless', 'powerful')",-0.25310788,-0.27280512,0.2968369,0.3760136,-0.0791767
36,-0.83848125,-0.9395686,"('hostile', 'amicable')",-0.54834884,-0.8741098,-0.693415,-0.9068392,0.2134242
54,0.83775973,0.6576646,"('incapable', 'capable')",0.9654102,0.9782967,0.901585,0.8179806,0.0836044
79,-0.8193014,-0.85182816,"('wavering', 'unwavering')",-0.24866325,-0.254156,-0.5339823,-0.5529921,0.0190098
9,0.7860716,0.6400359,"('unaffectionate', 'caring')",0.87349176,0.7632761,0.8297817,0.701656,0.1281257
62,0.7841425,0.94992507,"('incompetent', 'brilliant')",0.8889181,1.2237614,0.8365303,1.0868433,-0.250313
81,-0.7432079,-0.84124047,"('submissive', 'aggressive')",-0.6209191,-0.39355576,-0.6820635,-0.6173981,-0.0646654
77,0.7354104,0.48368934,"('unmotivated', 'motivated')",-0.16612777,-0.26843423,0.2846413,0.1076276,0.1770137
8,-0.73372185,-0.78461003,"('unaffectionate', 'affectionate')",-0.03493479,-0.056814276,-0.3843283,-0.4207121,0.0363838
88,-0.7063644,-0.5159706,"('low', 'eminent')",0.22027116,0.19297259,-0.2430466,-0.161499,-0.0815476
87,0.6931223,0.6073405,"('unsuccessful', 'successful')",1.3065838,1.2190049,0.999853,0.9131727,0.0866803
11,0.6899797,0.6206386,"('unhelpful', 'helpful')",2.4684882,2.6818156,1.5792339,1.6512271,-0.0719932
27,-0.6767901,-0.65425813,"('hardhearted', 'softhearted')",0.5412407,0.5772661,-0.0677747,-0.038496,-0.0292787
1,0.66875595,0.5534013,"('unfriendly', 'friendly')",0.9690001,0.7352715,0.8188781,0.6443364,0.1745417
2,0.66535836,0.45670795,"('unlikable', 'likable')",0.32067245,0.16855134,0.4930154,0.3126296,0.1803858
28,-0.630923,-0.9079673,"('disloyal', 'loyal')",1.1291972,1.0057678,0.2491371,0.0489002,0.2002369
78,0.6058593,0.51402026,"('nonresilient', 'resilient')",1.0173889,0.90999544,0.8116241,0.7120079,0.0996162
63,0.5949627,0.5045155,"('unperceptive', 'insightful')",1.626054,1.6482353,1.1105084,1.0763755,0.0341329
10,-0.5830978,-0.677596,"('unsympathetic', 'sympathetic')",-0.114022285,0.15842274,-0.34856,-0.2595866,-0.0889734
30,0.5823308,0.43112212,"('intolerant', 'tolerant')",0.92960435,0.96642345,0.7559676,0.6987728,0.0571948
80,-0.57621974,-0.50174934,"('dominated', 'dominating')",-0.94059885,-0.68169844,-0.7584093,-0.5917239,-0.1666854
45,-0.555926,-0.7394731,"('incompetent', 'competent')",-0.22129004,-0.19013952,-0.388608,-0.4648063,0.0761983
26,0.5361272,0.5414043,"('hardhearted', 'benevolent')",0.91178787,0.75855327,0.7239575,0.6499788,0.0739787
16,-0.5245289,-0.70721054,"('unpopular', 'popular')",1.0500607,0.7670036,0.2627659,0.0298965,0.2328694
32,0.5189961,0.37837422,"('unkind', 'kind')",0.9257643,0.95721656,0.7223802,0.6677954,0.0545848
68,-0.500566,-0.57876873,"('dependent', 'independent')",0.30236754,0.2063469,-0.0990992,-0.1862109,0.0871117
21,0.49940532,0.33718145,"('immoral', 'moral')",-0.118536346,-0.20434353,0.1904345,0.066419,0.1240155
64,-0.46509507,-0.51812905,"('shy', 'confident')",-6.049026,-6.097354,-3.2570605,-3.3077414,0.0506809
12,0.45924118,0.3290675,"('unsupportive', 'supportive')",-1.4787182,-1.4336848,-0.5097385,-0.5523087,0.0425702
59,0.45294237,0.5887796,"('foolish', 'wise')",0.10124728,0.15227315,0.2770948,0.3705264,-0.0934316
35,-0.4489389,-0.45566124,"('corrupt', 'incorrupt')",-0.67775106,-0.8376619,-0.563345,-0.6466616,0.0833166
13,-0.43803424,-0.6230099,"('impolite', 'polite')",0.14897686,0.20360178,-0.1445287,-0.2097041,0.0651754
6,-0.43370304,0.15041065,"('distant', 'open')",-0.6467144,-0.6758078,-0.5402087,-0.2626986,-0.2775101
82,0.43196902,0.09938849,"('poor', 'rich')",6.1631317,6.279042,3.2975504,3.1892152,0.1083352
7,-0.42693612,-0.63261926,"('insensitive', 'sensitive')",0.603372,0.7673592,0.0882179,0.06737,0.0208479
33,0.4099633,0.49846336,"('wrong', 'right')",-0.68061364,-0.8395469,-0.1353252,-0.1705418,0.0352166
48,0.38795996,0.21727814,"('unintelligent', 'intelligent')",1.0310906,0.98440623,0.7095253,0.6008422,0.1086831
46,0.37947208,0.099855706,"('uncompetitive', 'competitive')",0.5956047,0.5969827,0.4875384,0.3484192,0.1391192
14,-0.37659034,-0.45511594,"('antisocial', 'social')",-0.54870063,-0.5888275,-0.4626455,-0.5219717,0.0593262
74,0.35800514,0.25761133,"('undedicated', 'dedicated')",0.09275889,-0.030682284,0.225382,0.1134645,0.1119175
20,0.35263762,0.4480213,"('rough', 'thoughtful')",1.358789,1.3660078,0.8557133,0.9070145,-0.0513012
15,-0.31798315,-0.26687136,"('boring', 'funny')",-0.18600768,-0.24514054,-0.2519954,-0.2560059,0.0040105
3,0.2798871,0.19383913,"('repellent', 'pleasant')",0.58733,0.58945626,0.4336085,0.3916477,0.0419608
5,-0.26340386,0.12949005,"('distant', 'outgoing')",-0.91583127,-0.9497828,-0.5896176,-0.4101464,-0.1794712
17,-0.2308757,-0.093891494,"('nasty', 'nice')",-0.61439574,-0.592813,-0.4226357,-0.3433523,-0.0792834
22,0.22883672,0.19061047,"('untrustworthy', 'trustworthy')",-0.8516339,-0.7871851,-0.3113986,-0.2982873,-0.0131113
50,-0.21667805,-0.67829245,"('clumsy', 'skillful')",0.49284798,0.37095004,0.138085,-0.1536712,0.2917562
55,-0.21050042,-0.36744606,"('incompetent', 'clever')",0.56665224,0.7409956,0.1780759,0.1867748,-0.0086989
38,-0.20442313,-0.16382363,"('untruthful', 'truthful')",0.46739718,0.49427205,0.131487,0.1652242,-0.0337372
19,-0.1903428,-0.16306101,"('inhospitable', 'hospitable')",-0.24885932,-0.37936482,-0.2196011,-0.2712129,0.0516118
73,0.1708662,0.2834899,"('helpless', 'self-reliant')",-3.0865335,-3.0982692,-1.4578336,-1.4073896,-0.050444
52,-0.16864747,0.2072884,"('irrational', 'rational')",-0.9520416,-1.0632243,-0.5603446,-0.427968,-0.1323766
41,-0.16645762,-0.5745551,"('unforgiving', 'forgiving')",-0.06634015,-0.30194664,-0.1163989,-0.4382509,0.321852
69,0.16337182,0.24142604,"('lazy', 'industrious')",-0.5857733,-0.80879384,-0.2112007,-0.2836839,0.0724832
24,0.13482293,0.21720049,"('dishonest', 'honest')",0.5760699,0.75870323,0.3554464,0.4879519,-0.1325055
47,0.13151333,0.2907757,"('stupid', 'smart')",4.772951,5.075615,2.4522321,2.6831954,-0.2309633
51,-0.12402341,-0.3650297,"('uneducated', 'educated')",1.7085124,1.5173279,0.7922445,0.5761491,0.2160954
67,0.12173809,0.13228211,"('doubtful', 'determined')",-0.34814715,-0.3799514,-0.1132045,-0.1238346,0.0106301
65,-0.11574285,-0.24411169,"('insecure', 'secure')",-0.3958713,-0.09581075,-0.2558071,-0.1699612,-0.0858459
25,0.10793079,0.18835013,"('egoistic', 'altruistic')",0.8518966,0.8203829,0.4799137,0.5043665,-0.0244528
85,0.09272174,0.30352968,"('insignificant', 'prestigious')",0.3224846,0.07523815,0.2076032,0.1893839,0.0182193
37,0.0708751,-0.036259722,"('fake', 'genuine')",0.43334883,0.5380942,0.252112,0.2509173,0.0011947
75,0.06860459,-0.08707406,"('meek', 'impulsive')",-0.28822652,-0.40437734,-0.109811,-0.2457257,0.1359147
58,-0.056845542,-0.19307935,"('undiscriminating', 'discriminating')",0.15455791,0.08030631,0.0488562,-0.0563865,0.1052427
76,0.033433795,-0.054087095,"('anxious', 'daring')",0.24152571,0.53838223,0.1374798,0.2421476,-0.1046678
0,-0.032070193,-0.29092443,"('unsociable', 'sociable')",-0.0367547,-0.1502169,-0.0344124,-0.2205707,0.1861583
29,-0.009368315,-0.21866757,"('unfair', 'fair')",-0.7037241,-0.72688454,-0.3565462,-0.4727761,0.1162299
43,-0.0043776035,-0.09924017,"('irresponsible', 'responsible')",0.47820535,0.72334343,0.2369139,0.3120516,-0.0751377
