,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
8,1.0817939,0.9999164,"('unaffectionate', 'affectionate')",0.9935155,0.92622226,0.815133,0.7572711,0.9634808,0.8944699,0.0690109
31,1.052787,0.8346799,"('evil', 'good')",0.37323302,0.1958953,-0.64342856,-0.85485476,0.2608638,0.0585735,0.2022903
29,-1.0361974,-0.97907114,"('unfair', 'fair')",-0.7605404,-0.75154215,-0.77188754,-0.7728403,-0.8562085,-0.8344845,-0.021724
18,0.99392873,1.2047477,"('disagreeable', 'welcoming')",0.091573425,0.077888295,-0.7421432,-0.58907044,0.114453,0.2311885,-0.1167355
3,-0.98154896,-1.0233595,"('repellent', 'pleasant')",-1.5388117,-1.5899074,0.46523687,0.33244395,-0.6850413,-0.7602743,0.075233
47,-0.9133717,-0.6414245,"('stupid', 'smart')",0.07743101,0.17076392,4.776461,5.1250463,1.3135068,1.5514619,-0.2379551
7,-0.8894675,-0.86852384,"('insensitive', 'sensitive')",-0.4086824,-0.36150104,0.1511667,-0.02040707,-0.3823277,-0.4168106,0.0344829
68,-0.8851377,-0.8008171,"('dependent', 'independent')",-1.3592608,-1.3267398,-1.5363305,-1.4972426,-1.260243,-1.2082664,-0.0519766
38,-0.8350061,-0.87155885,"('untruthful', 'truthful')",0.08501848,0.06575407,-0.00255475,0.09526606,-0.2508475,-0.2368462,-0.0140013
77,-0.82870704,-0.82882434,"('unmotivated', 'motivated')",0.1065181,0.2080903,-1.3010987,-1.3347893,-0.6744293,-0.6518411,-0.0225882
27,0.80552953,0.71514946,"('hardhearted', 'softhearted')",-0.5961416,-0.7304823,1.103614,0.82361037,0.4376673,0.2694258,0.1682415
15,0.77361345,0.7576275,"('boring', 'funny')",-0.38237596,-0.33853874,0.2682287,0.3428464,0.2198221,0.2539784,-0.0341563
82,-0.77167493,-0.5437045,"('poor', 'rich')",-0.8913328,-0.7870747,5.888658,6.2160134,1.4085501,1.6284115,-0.2198614
17,-0.7267123,-0.848554,"('nasty', 'nice')",-0.69209176,-0.7179023,-0.597714,-0.6891269,-0.6721727,-0.7518611,0.0796884
83,-0.6716816,-0.5214788,"('powerless', 'powerful')",-0.32945198,-0.16912414,-1.7278837,-1.336898,-0.9096724,-0.6758336,-0.2338388
23,-0.5870534,-0.3965662,"('insincere', 'sincere')",-0.18893442,-0.102745,5.382946,5.5995526,1.5356528,1.7000806,-0.1644278
88,0.5798486,0.61602277,"('low', 'eminent')",-0.10610586,-0.12856118,-0.20788775,-0.17836201,0.0886183,0.1030332,-0.0144149
54,0.5614582,0.6783384,"('incapable', 'capable')",-0.27872622,-0.16817719,0.8168448,1.0290974,0.3665256,0.5130862,-0.1465606
12,0.54648685,0.69111514,"('unsupportive', 'supportive')",0.8503436,0.8150294,-1.7651198,-1.8545564,-0.1227631,-0.1161373,-0.0066258
73,0.5451217,0.66158783,"('helpless', 'self-reliant')",0.19275628,0.19927256,-3.5995924,-3.4539454,-0.9539048,-0.8643617,-0.0895431
48,-0.5362531,-0.4696313,"('unintelligent', 'intelligent')",0.24942169,0.26818728,-0.4933992,-0.4762127,-0.2600769,-0.2258856,-0.0341913
25,0.53593254,0.51413995,"('egoistic', 'altruistic')",0.89854383,0.84141636,1.2011206,1.3217171,0.8785323,0.8924244,-0.0138921
32,-0.50102013,-0.40611184,"('unkind', 'kind')",0.54648286,0.474941,0.9477751,0.9398866,0.3310793,0.3362386,-0.0051593
57,-0.49934667,-0.55814064,"('unimaginative', 'imaginative')",-0.21160936,-0.3549759,-2.9376926,-3.2791002,-1.2162162,-1.3974056,0.1811894
49,-0.4817023,-0.27069122,"('unable', 'able')",-1.1263692,-0.9271509,-0.91449803,-0.6472443,-0.8408566,-0.6150288,-0.2258278
72,0.47559807,0.65470344,"('unambitious', 'ambitious')",0.4415954,0.5613451,-0.5841094,-0.35145152,0.111028,0.288199,-0.177171
84,0.4741077,0.47680554,"('inferior', 'superior')",0.9280012,0.96719825,0.85321355,0.734577,0.7517742,0.7261936,0.0255806
4,0.4194995,0.28830877,"('disliked', 'liked')",-0.26557562,-0.34064594,-6.767553,-6.992508,-2.204543,-2.3482817,0.1437387
58,0.34239316,0.20531586,"('undiscriminating', 'discriminating')",0.73321426,0.5568799,0.53685653,0.22536837,0.537488,0.329188,0.2083
86,0.33482668,0.33162463,"('uninfluential', 'influential')",0.38594055,0.2685538,-0.20634969,-0.45679176,0.1714725,0.0477956,0.1236769
2,0.3180223,0.68833405,"('unlikable', 'likable')",0.5188247,0.67450434,0.835312,1.1915183,0.5573863,0.8514522,-0.2940659
28,-0.3108018,-0.43836156,"('disloyal', 'loyal')",0.79076004,0.6248725,1.3058388,1.0972712,0.5952657,0.4279274,0.1673383
24,-0.25043917,-0.121353924,"('dishonest', 'honest')",-0.59581584,-0.5722105,0.3727683,0.460639,-0.1578289,-0.0776418,-0.0801871
34,-0.22501402,-0.1528606,"('mean', 'honorable')",-0.44715828,-0.3315307,4.8494596,5.171584,1.392429,1.5623976,-0.1699686
79,0.22437033,-0.011050637,"('wavering', 'unwavering')",-0.0951378,-0.19159773,-0.24592212,-0.28343055,-0.0388965,-0.1620263,0.1231298
61,-0.2198331,-0.26000378,"('illogical', 'logical')",-0.36014062,-0.42119983,0.02528572,-0.14263274,-0.184896,-0.2746121,0.0897161
78,-0.21101472,-0.3514211,"('nonresilient', 'resilient')",1.2749362,1.1711824,0.6313007,0.47301498,0.565074,0.4309254,0.1341486
75,-0.16941708,-0.15017457,"('meek', 'impulsive')",-0.8387589,-0.7275571,-0.49179843,-0.3347914,-0.4999915,-0.4041744,-0.0958171
50,0.15097314,0.061178338,"('clumsy', 'skillful')",-0.69073933,-0.79027396,0.39931116,0.40906525,-0.0468183,-0.1066768,0.0598585
16,-0.14715877,-0.12324312,"('unpopular', 'popular')",-0.28064108,-0.20325272,0.52715284,0.57805896,0.0331177,0.0838544,-0.0507367
20,0.14592692,0.09012791,"('rough', 'thoughtful')",0.49010405,0.59363025,0.77141625,0.827644,0.4691491,0.5038007,-0.0346516
67,-0.11793826,0.1725496,"('doubtful', 'determined')",0.29187223,0.5166275,-0.28471565,0.0031457543,-0.0369272,0.2307743,-0.2677015
37,-0.113531016,-0.17026295,"('fake', 'genuine')",-0.4446681,-0.4695063,0.363655,0.26631668,-0.064848,-0.1244842,0.0596362
41,-0.0762543,-0.07180326,"('unforgiving', 'forgiving')",0.94581103,0.819605,0.57030493,0.4286217,0.4799539,0.3921411,0.0878128
19,0.043518014,0.18851057,"('inhospitable', 'hospitable')",-0.656441,-0.5604373,-0.08311376,-0.015742177,-0.2320122,-0.129223,-0.1027892
87,0.04147969,0.16715476,"('unsuccessful', 'successful')",0.2303135,0.26439866,0.8966604,0.786911,0.3894845,0.4061548,-0.0166703
