,sealed_male,sealed_female,tuple,air_male,air_female,corp_male,corp_female,average_male,average_female,male-female
4,-1.9364568,-1.9678906,"('disliked', 'liked')",-0.38519177,0.13500492,-7.166885,-6.8826895,-3.1628443,-2.9051917,-0.2576526
22,1.8290734,1.834084,"('untrustworthy', 'trustworthy')",0.66357267,0.2537071,0.41359234,0.35279003,0.9687462,0.8135271,0.1552191
45,1.827884,2.0404854,"('incompetent', 'competent')",-0.021752048,-0.023937073,0.70586467,0.79056215,0.8373322,0.9357035,-0.0983713
0,1.8017745,1.7021575,"('unsociable', 'sociable')",-0.29002604,-0.75348294,0.81295264,0.5004911,0.7749004,0.4830552,0.2918452
76,1.7479954,1.8258096,"('anxious', 'daring')",0.19556464,0.046770334,0.5921516,0.47358516,0.8452372,0.7820551,0.0631821
39,1.7200226,2.0840642,"('exploitative', 'cooperative')",0.7173618,0.7816237,0.58330667,0.6247718,1.006897,1.1634866,-0.1565896
1,-1.628569,-2.2368422,"('unfriendly', 'friendly')",-0.8932128,-1.1081408,1.0495316,0.57608783,-0.4907501,-0.922965,0.4322149
32,1.6193856,1.4813079,"('unkind', 'kind')",-0.38695776,-0.4351608,1.7523043,1.1716707,0.9949107,0.7392726,0.2556381
63,1.5992204,1.6559478,"('unperceptive', 'insightful')",0.29545674,0.2373713,1.2773294,1.3379729,1.0573355,1.0770973,-0.0197618
25,-1.5487678,-1.6724999,"('egoistic', 'altruistic')",-0.06057238,0.10172552,0.8876899,0.46784422,-0.2405501,-0.3676434,0.1270933
54,-1.3747952,-1.6484423,"('incapable', 'capable')",-0.98243356,-1.1976435,0.56687033,0.42795384,-0.5967861,-0.8060439,0.2092578
57,1.3601674,0.91236424,"('unimaginative', 'imaginative')",0.3545304,0.02825227,-2.214664,-2.5868278,-0.1666554,-0.5487371,0.3820817
53,-1.3562865,-1.4312159,"('uncreative', 'creative')",-1.1707534,-0.91821146,0.09800397,-0.17080551,-0.8096787,-0.8400776,0.0303989
86,1.3158168,1.0771134,"('uninfluential', 'influential')",-0.00883994,-0.39073953,0.61017144,0.037983097,0.6390494,0.2414523,0.3975971
17,-1.1850157,-1.1634842,"('nasty', 'nice')",-0.5782977,-0.3995557,-0.7100635,-0.74406224,-0.8244589,-0.7690341,-0.0554248
59,-1.1815836,-1.1286334,"('foolish', 'wise')",-0.017880213,0.15878087,-0.6949997,-0.23571546,-0.6314878,-0.401856,-0.2296318
47,1.166822,1.2743213,"('stupid', 'smart')",1.4371351,1.0825357,5.6716585,5.4339437,2.7585386,2.5969337,0.1616049
3,1.1652511,1.6051741,"('repellent', 'pleasant')",-0.21726534,-0.17725432,1.4393965,1.3082408,0.7957941,0.9120535,-0.1162594
61,1.137685,1.087135,"('illogical', 'logical')",0.14010885,-0.034650736,0.78097624,0.60075104,0.6862566,0.5510784,0.1351782
42,1.0983593,1.1348938,"('unreliable', 'reliable')",-0.13167982,-0.13315408,-2.529864,-2.454557,-0.5210615,-0.4842724,-0.0367891
44,-1.0773548,-1.1738855,"('prejudiced', 'unprejudiced')",-0.41516137,-0.2866562,-1.5410887,-1.5821931,-1.0112016,-1.014245,0.0030434
68,1.0521861,1.525757,"('dependent', 'independent')",0.08106696,0.21576376,-0.48446986,-0.06158727,0.2162611,0.5599778,-0.3437167
24,1.0363567,1.1707925,"('dishonest', 'honest')",0.2097573,0.050797954,1.2381033,1.3134722,0.8280724,0.8450209,-0.0169485
64,1.0237774,0.63585204,"('shy', 'confident')",0.026585214,-0.0032518888,-5.619809,-5.576493,-1.5231489,-1.6479642,0.1248153
9,-0.98763925,-1.0195845,"('unaffectionate', 'caring')",-1.2664559,-1.4008578,1.1178364,1.0016828,-0.3787529,-0.4729199,0.094167
26,-0.97609127,-1.6771579,"('hardhearted', 'benevolent')",0.50398165,0.34518746,1.5599211,1.1395932,0.3626038,-0.0641257,0.4267295
50,-0.90746063,-0.756677,"('clumsy', 'skillful')",-0.9782921,-0.8959556,-0.2313124,-0.07575409,-0.7056883,-0.5761289,-0.1295594
73,-0.88496464,-0.7903454,"('helpless', 'self-reliant')",0.50321066,0.6421257,-3.6792138,-3.1585028,-1.353656,-1.1022408,-0.2514152
15,-0.8064989,-0.94052035,"('boring', 'funny')",0.27526852,0.40358844,-0.21618016,-0.48759922,-0.2491368,-0.3415104,0.0923736
67,0.7986108,0.92135,"('doubtful', 'determined')",-0.3003029,-0.13878122,-0.63968056,-0.76836115,-0.0471242,0.0047359,-0.0518601
77,0.78136206,1.014238,"('unmotivated', 'motivated')",0.0030790642,0.2284291,-0.832817,-0.6705482,-0.0161253,0.1907063,-0.2068316
38,0.63952744,0.82920337,"('untruthful', 'truthful')",-0.47464728,-0.5427617,-0.11866932,0.22045186,0.0154036,0.1689645,-0.1535609
41,0.6336235,0.7234025,"('unforgiving', 'forgiving')",-0.4840634,-0.51491505,0.21089363,-0.024344672,0.1201512,0.0613809,0.0587703
74,0.60213447,0.72335714,"('undedicated', 'dedicated')",-0.15005909,-0.15599376,-0.16307327,-0.29723904,0.096334,0.0900414,0.0062926
87,0.584663,0.7998336,"('unsuccessful', 'successful')",-0.18176734,-0.33143955,0.72493,0.92143774,0.3759419,0.4632773,-0.0873354
37,-0.58078367,-0.2925598,"('fake', 'genuine')",-0.90096116,-1.0033027,0.13351828,0.15991522,-0.4494088,-0.3786491,-0.0707597
72,0.56126994,0.8290592,"('unambitious', 'ambitious')",-0.08565132,0.08851291,0.16268635,0.23511153,0.2127683,0.3842279,-0.1714596
33,-0.5401183,-0.77500665,"('wrong', 'right')",0.7358013,0.64443594,-0.8798567,-0.90991116,-0.2280579,-0.3468273,0.1187694
40,0.5296326,0.81517094,"('stingy', 'generous')",-0.30624545,-0.046496816,-1.929564,-1.6803344,-0.5687256,-0.3038868,-0.2648388
27,-0.5031041,-0.5116755,"('hardhearted', 'softhearted')",-0.9507985,-0.9389258,1.0885998,0.852313,-0.1217676,-0.1994295,0.0776619
82,0.45632032,0.7221257,"('poor', 'rich')",0.14603838,0.027398046,6.311861,6.495435,2.30474,2.4149863,-0.1102463
88,-0.39929324,-0.59477246,"('low', 'eminent')",-0.80376446,-0.9979079,-0.4289047,-0.50432444,-0.5439875,-0.6990016,0.1550141
34,0.38172397,0.6985183,"('mean', 'honorable')",0.29480416,0.30338863,5.376402,5.516861,2.0176433,2.1729226,-0.1552793
28,0.37396747,0.75849926,"('disloyal', 'loyal')",-0.5514747,-0.15508653,1.1413752,1.365472,0.3212893,0.6562949,-0.3350056
29,0.36080742,0.50561845,"('unfair', 'fair')",0.025370525,0.11198294,-0.31751052,-0.5459395,0.0228891,0.0238873,-0.0009982
84,0.35514247,0.59686714,"('inferior', 'superior')",0.116221204,0.44782093,0.15926413,0.36991537,0.2102093,0.4715345,-0.2613252
18,-0.29372564,-0.46050698,"('disagreeable', 'welcoming')",-0.15884642,-0.17266439,-0.36921388,-0.3937197,-0.2739286,-0.342297,0.0683684
2,0.27447885,0.1437681,"('unlikable', 'likable')",0.049328685,-0.061119415,0.52637804,0.34535646,0.2833952,0.1426684,0.1407268
58,0.17467608,-0.05557362,"('undiscriminating', 'discriminating')",0.2543913,0.100341626,0.13343847,-0.12222719,0.1875019,-0.0258197,0.2133216
83,-0.09608844,-0.21626307,"('powerless', 'powerful')",0.15213333,0.3475416,-1.0134336,-0.8915325,-0.3191296,-0.253418,-0.0657116
20,0.054054793,0.6243829,"('rough', 'thoughtful')",-0.33656916,-0.21579719,0.43602425,0.67480475,0.05117,0.3611302,-0.3099602
49,0.05043784,0.38060647,"('unable', 'able')",-0.54408514,-0.26632947,-0.03858675,0.32806748,-0.1774114,0.1474482,-0.3248596
71,0.009837227,-0.047656205,"('diffident', 'self-confident')",0.91657215,1.1127887,0.16514976,0.2897847,0.3638531,0.4516391,-0.087786
78,-0.008144775,0.022076402,"('nonresilient', 'resilient')",-0.10766048,-0.0015275404,0.28236094,0.56128407,0.0555186,0.1939443,-0.1384257
