,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
68,-1.891618,-1.5340333,"('dependent', 'independent')",-0.10640454,-0.14684236,-0.91513103,-0.91689414,-0.9710512,-0.8659232,-0.105128
71,1.8885579,1.433952,"('diffident', 'self-confident')",1.193904,0.86451626,0.821632,0.41600633,1.3013646,0.9048248,0.3965398
29,-1.8757709,-1.8780724,"('unfair', 'fair')",-1.7219694,-1.6271299,-0.9284466,-0.9018567,-1.508729,-1.4690197,-0.0397093
74,1.8541212,1.899445,"('undedicated', 'dedicated')",0.7029472,0.68652356,0.36818784,0.24239512,0.9750854,0.9427879,0.0322975
73,1.6732577,1.4033638,"('helpless', 'self-reliant')",0.8755834,0.8103235,-2.4724,-2.8067415,0.0254803,-0.1976847,0.223165
9,1.2461376,0.89170164,"('unaffectionate', 'caring')",-0.508565,-0.7038796,0.95934296,0.5561733,0.5656385,0.2479985,0.31764
30,1.2432799,1.3546907,"('intolerant', 'tolerant')",0.2641192,0.099984415,0.8866196,0.85537124,0.7980062,0.7700154,0.0279908
51,-1.2217313,-1.0791382,"('uneducated', 'educated')",0.35886574,0.337305,-0.08384759,-0.26944852,-0.315571,-0.3370939,0.0215229
82,-1.2182523,-1.151907,"('poor', 'rich')",-0.16330472,-0.31412122,6.1638184,5.9557285,1.5940871,1.4965668,0.0975203
2,1.2112203,1.0882581,"('unlikable', 'likable')",0.6369343,0.48155084,0.82171905,0.65725756,0.8899579,0.7423555,0.1476024
22,-1.180618,-1.1140047,"('untrustworthy', 'trustworthy')",-0.61155236,-0.58591664,-1.488642,-1.5004363,-1.0936041,-1.0667859,-0.0268182
52,-1.1786146,-1.2761959,"('irrational', 'rational')",-1.230513,-0.97225434,0.056743525,0.08316622,-0.784128,-0.7217614,-0.0623666
26,1.1402252,0.66486996,"('hardhearted', 'benevolent')",0.24483351,0.3238989,1.5666873,1.434069,0.9839153,0.8076127,0.1763026
84,1.0508003,1.180255,"('inferior', 'superior')",0.73666835,0.72484165,0.8313316,0.75080484,0.8729334,0.8853006,-0.0123672
12,1.0386497,1.1505873,"('unsupportive', 'supportive')",0.21945749,0.1554679,-1.6850647,-1.7987168,-0.1423192,-0.1642205,0.0219013
35,-1.030049,-1.7227058,"('corrupt', 'incorrupt')",-0.10718525,-0.15827556,-0.09031264,-0.27070493,-0.4091823,-0.7172288,0.3080465
39,1.0151206,0.91851616,"('exploitative', 'cooperative')",1.0956715,0.80568254,-0.23060343,-0.17951462,0.6267296,0.5148947,0.1118349
44,-0.96648073,-0.86036545,"('prejudiced', 'unprejudiced')",-0.033863,-0.07746337,-1.0228174,-0.90022945,-0.674387,-0.6126861,-0.0617009
13,0.94677985,1.4229386,"('impolite', 'polite')",0.32172838,0.11943891,-0.64941835,-0.6786701,0.2063633,0.2879025,-0.0815392
45,-0.92976,-0.8549812,"('incompetent', 'competent')",-0.24743049,-0.36822623,-0.13415566,-0.45682052,-0.4371154,-0.5600093,0.1228939
33,0.8990509,0.9222002,"('wrong', 'right')",0.35268843,0.43945894,-0.5533396,-0.6541221,0.2327999,0.2358457,-0.0030458
86,-0.8732687,-0.67163897,"('uninfluential', 'influential')",-0.47503006,-0.2994402,-0.6051168,-0.6086199,-0.6511385,-0.5265663,-0.1245722
31,-0.8682143,-1.3178966,"('evil', 'good')",-0.80957466,-0.48820427,-1.0380244,-1.081427,-0.9052711,-0.9625093,0.0572382
18,-0.85463077,-1.0325831,"('disagreeable', 'welcoming')",0.18232301,0.17242657,-0.51945406,-0.55215955,-0.3972539,-0.470772,0.0735181
1,0.8543753,0.43964556,"('unfriendly', 'friendly')",-1.174633,-1.1427888,1.6787031,1.3311374,0.4528151,0.2093314,0.2434837
63,-0.83709466,-0.8517811,"('unperceptive', 'insightful')",0.29507503,0.11212281,0.76524323,0.52485317,0.0744079,-0.0716017,0.1460096
80,-0.81869143,-0.7738442,"('dominated', 'dominating')",0.059696253,-0.15150116,-1.0038878,-1.238903,-0.5876276,-0.7214162,0.1337886
7,0.76795244,0.78753906,"('insensitive', 'sensitive')",0.1256895,-0.2212973,0.70767266,0.3850772,0.5337715,0.3171063,0.2166652
53,0.73882,0.5786271,"('uncreative', 'creative')",-1.082597,-1.0281358,0.73061794,0.712427,0.128947,0.0876395,0.0413075
23,0.72426504,0.78034115,"('insincere', 'sincere')",-0.058375847,-0.5319343,5.3985515,5.0177026,2.0214802,1.7553698,0.2661104
10,0.7199532,1.0974386,"('unsympathetic', 'sympathetic')",-0.533082,-0.7146425,-0.3782568,-0.50590575,-0.0637952,-0.0410366,-0.0227586
6,-0.7187879,-1.0470243,"('distant', 'open')",-1.0354576,-0.607679,0.3817025,0.36969125,-0.4575143,-0.4283373,-0.029177
42,-0.69722515,-0.55480784,"('unreliable', 'reliable')",0.1270328,0.2373913,-2.6233354,-2.721963,-1.0645092,-1.0131265,-0.0513827
66,-0.66197485,-0.85267544,"('inactive', 'active')",1.0764997,0.88773525,1.2013453,0.98423517,0.5386234,0.339765,0.1988584
79,-0.60112894,-0.83416164,"('wavering', 'unwavering')",-0.019076955,0.16702195,0.2679938,0.10613774,-0.117404,-0.1870007,0.0695967
55,-0.59918606,-0.063307256,"('incompetent', 'clever')",-0.33971182,-0.38169605,-0.18025501,-0.19987525,-0.373051,-0.2149595,-0.1580915
0,0.58686024,0.7829511,"('unsociable', 'sociable')",-0.24240746,-0.45910615,-0.6669686,-0.8509142,-0.1075053,-0.1756897,0.0681844
58,0.5819031,0.54144317,"('undiscriminating', 'discriminating')",0.37078613,0.15507282,0.19998476,-0.054080367,0.3842247,0.2141452,0.1700795
85,0.5818007,0.076843575,"('insignificant', 'prestigious')",-1.0475073,-0.8464408,0.70437944,0.40304366,0.0795576,-0.1221845,0.2017421
37,0.5789207,0.6687989,"('fake', 'genuine')",-0.65726835,-0.8326795,0.37150425,0.0068161935,0.0977189,-0.0523548,0.1500737
50,-0.5673428,-0.7136276,"('clumsy', 'skillful')",0.7836459,0.68013656,0.9409001,0.6188437,0.3857344,0.1951176,0.1906168
43,0.53584075,0.8567415,"('irresponsible', 'responsible')",0.20779416,0.14556177,0.37408066,0.3437207,0.3725719,0.4486746,-0.0761027
14,-0.5267244,-0.5311281,"('antisocial', 'social')",0.21125196,-0.11165129,-0.9004999,-1.0542161,-0.4053241,-0.5656652,0.1603411
40,0.5148739,0.21302542,"('stingy', 'generous')",-0.06746703,-0.084057346,-1.4089595,-1.6712554,-0.3205175,-0.5140957,0.1935782
16,-0.49871635,-0.5299343,"('unpopular', 'popular')",-0.8063126,-0.6960833,0.72854507,0.85737354,-0.1921613,-0.1228814,-0.0692799
47,-0.49405324,-0.44292605,"('stupid', 'smart')",-0.41733754,-0.475703,5.274756,5.121512,1.4544551,1.4009609,0.0534942
17,0.4910318,0.35125995,"('nasty', 'nice')",-0.71405,-0.6969393,-0.79967356,-0.9207902,-0.3408972,-0.4221565,0.0812593
56,0.47689286,0.7443729,"('impractical', 'practical')",0.8014944,0.65477186,-0.31773895,-0.41451716,0.3202161,0.3282092,-0.0079931
60,0.46311134,1.0964869,"('inefficient', 'efficient')",0.52927023,0.389128,-0.23365632,-0.1504977,0.2529084,0.4450391,-0.1921307
59,-0.4527662,-0.7979032,"('foolish', 'wise')",-0.50258297,-0.24896437,0.55786353,0.42789978,-0.1324952,-0.2063226,0.0738274
4,-0.44561577,-1.1113895,"('disliked', 'liked')",-0.44791958,-0.32884645,-5.925521,-6.1319985,-2.2730188,-2.5240782,0.2510594
57,-0.40214476,-0.2917052,"('unimaginative', 'imaginative')",-0.92428935,-0.8617844,-2.4419973,-2.652869,-1.2561438,-1.2687862,0.0126424
46,0.38862348,0.9260884,"('uncompetitive', 'competitive')",0.45397437,0.33823824,-0.47222877,-0.5154345,0.1234564,0.2496307,-0.1261743
76,-0.3741012,0.23577218,"('anxious', 'daring')",0.2527822,0.31564724,0.17808947,0.40762293,0.0189235,0.3196808,-0.3007573
21,-0.34986997,0.18513098,"('immoral', 'moral')",0.16080503,0.098443344,-1.1523911,-1.1039853,-0.447152,-0.2734703,-0.1736817
67,0.34919968,0.55081236,"('doubtful', 'determined')",0.89049286,0.8677612,-0.6445679,-0.51911074,0.1983749,0.299821,-0.1014461
77,0.3409477,0.86140513,"('unmotivated', 'motivated')",-0.52071744,-0.55865866,-1.3929503,-1.1886814,-0.52424,-0.2953116,-0.2289284
81,-0.34069145,0.023428388,"('submissive', 'aggressive')",1.246264,1.0675448,-0.63128495,-0.6051231,0.0914292,0.1619501,-0.0705209
69,0.34003204,0.03523553,"('lazy', 'industrious')",1.2596775,1.280669,-0.08697496,-0.04928171,0.5042448,0.4222076,0.0820372
5,-0.33587682,-0.9012414,"('distant', 'outgoing')",-0.47853425,-0.35696572,-0.12123436,-0.22384314,-0.3118818,-0.4940167,0.1821349
54,-0.31728515,-0.3905306,"('incapable', 'capable')",-0.049905263,-0.097829774,1.1480275,0.96607935,0.260279,0.1592397,0.1010393
65,-0.3136628,0.041593835,"('insecure', 'secure')",0.2702874,0.24111372,-0.6268406,-0.5431771,-0.2234053,-0.0868232,-0.1365821
19,-0.31021833,-0.5332517,"('inhospitable', 'hospitable')",-0.18352672,-0.2169137,-0.22462296,-0.2858409,-0.239456,-0.3453354,0.1058794
48,0.29656106,0.40095958,"('unintelligent', 'intelligent')",-0.06928108,-0.18066847,0.048768684,-0.009979457,0.0920162,0.0701039,0.0219123
70,0.24886921,0.32371774,"('lethargic', 'energetic')",0.6325381,0.35560176,0.5614269,0.4234976,0.4809447,0.3676057,0.113339
25,-0.24761583,-0.08306116,"('egoistic', 'altruistic')",-0.381058,-0.22269538,1.1593971,1.3423386,0.1769078,0.3455273,-0.1686195
87,0.24324358,0.1482544,"('unsuccessful', 'successful')",1.3797904,1.0158409,1.3831701,0.8991883,1.002068,0.6877611,0.3143069
75,-0.23063399,-0.529034,"('meek', 'impulsive')",0.4264046,0.49253026,-0.24800125,-0.30945075,-0.0174102,-0.1153182,0.097908
49,-0.22679114,-0.7298167,"('unable', 'able')",-0.40184575,-0.72458893,-0.28268448,-0.63226205,-0.3037738,-0.6955558,0.391782
83,0.20129807,0.3115335,"('powerless', 'powerful')",-0.39610672,-0.34212112,-0.89507264,-0.987778,-0.3632938,-0.3394552,-0.0238386
28,0.20092337,0.04461792,"('disloyal', 'loyal')",-0.12802792,-0.19237912,0.7226884,0.35214698,0.2651946,0.0681286,0.197066
36,-0.20081002,-0.7024348,"('hostile', 'amicable')",-0.6930674,-0.5938398,0.22174364,0.1713431,-0.2240446,-0.3749772,0.1509326
20,0.19163656,0.10128312,"('rough', 'thoughtful')",0.06976105,-0.16939306,1.2783741,1.0364206,0.5132572,0.3227702,0.190487
24,-0.18076153,-0.1844334,"('dishonest', 'honest')",-0.18965313,-0.30670962,0.27773649,0.21264172,-0.0308927,-0.0928338,0.0619411
78,0.17766699,0.041265763,"('nonresilient', 'resilient')",0.24342857,-0.016793646,0.6788806,0.48452652,0.3666587,0.1696662,0.1969925
41,-0.17714204,-0.45345584,"('unforgiving', 'forgiving')",-0.40441585,-0.30542254,-0.37620342,-0.3993879,-0.3192538,-0.3860888,0.066835
32,0.1641879,0.13607824,"('unkind', 'kind')",-0.7640842,-0.85412973,0.55395633,0.418055,-0.0153133,-0.0999988,0.0846855
11,-0.15363145,-0.019392699,"('unhelpful', 'helpful')",0.3792267,0.020105243,1.7160697,1.5222397,0.6472216,0.5076507,0.1395709
3,0.14669856,0.47168106,"('repellent', 'pleasant')",-0.44104344,-0.52820474,0.18914922,0.28404394,-0.0350652,0.0758401,-0.1109053
62,0.1443649,0.28953636,"('incompetent', 'brilliant')",0.032658946,-0.34555334,0.33697546,-0.026492354,0.1713331,-0.0275031,0.1988362
27,0.13064767,-0.1522707,"('hardhearted', 'softhearted')",-0.04128095,-0.4029837,1.38569,1.0509442,0.4916855,0.1652299,0.3264556
64,0.12133727,0.1734474,"('shy', 'confident')",0.5090206,0.58137214,-6.364797,-6.037149,-1.9114798,-1.7607765,-0.1507033
61,-0.08542329,-0.13292086,"('illogical', 'logical')",-0.15398107,-0.37495676,0.018605035,-0.13832808,-0.0735998,-0.2154019,0.1418021
72,0.082902014,0.18675701,"('unambitious', 'ambitious')",-0.34474987,-0.2892641,-0.84592223,-0.9993338,-0.3692567,-0.3672803,-0.0019764
88,0.07119255,-0.29115865,"('low', 'eminent')",0.22308666,-0.0105455015,0.46731764,0.13807403,0.2538656,-0.0545434,0.308409
34,-0.06896163,-0.10084852,"('mean', 'honorable')",0.3972521,0.06668144,5.6680202,5.5162773,1.9987702,1.82737,0.1714002
8,0.04927399,-0.38800246,"('unaffectionate', 'affectionate')",-1.1092123,-1.0446228,0.61906415,0.27131197,-0.1469581,-0.3871044,0.2401463
38,-0.029969087,-0.008402899,"('untruthful', 'truthful')",-0.057690296,0.03130518,-0.10716353,0.009545118,-0.064941,0.0108158,-0.0757568
15,-0.013606682,-0.30611616,"('boring', 'funny')",-0.019759325,-0.09310468,0.09587744,-0.065159574,0.0208371,-0.1547935,0.1756306
