,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
6,-1.641048,-1.2566204,"('distant', 'open')",-0.72895956,-0.6132275,-1.5356705,-1.073218,-1.3018927,-0.981022,-0.3208707
8,-1.4926939,-1.4336885,"('unaffectionate', 'affectionate')",-0.8101962,-0.7237181,-0.46411437,-0.23321205,-0.9223348,-0.7968729,-0.1254619
81,1.3780888,0.9491884,"('submissive', 'aggressive')",0.73607856,0.59038305,0.748219,0.45758516,0.9541288,0.6657189,0.2884099
1,-1.3536341,-1.2779617,"('unfriendly', 'friendly')",0.17052087,0.16375357,0.717483,0.7387535,-0.1552101,-0.1251516,-0.0300585
85,-1.2933029,-1.1945595,"('insignificant', 'prestigious')",-1.3096097,-1.3239533,-2.1016154,-2.009789,-1.568176,-1.5094339,-0.0587421
18,-1.2931794,-1.2876861,"('disagreeable', 'welcoming')",-0.95805496,-0.8783502,-0.92592174,-0.79550624,-1.059052,-0.9871809,-0.0718711
36,-1.224567,-0.79351324,"('hostile', 'amicable')",-1.1901548,-1.0502098,-1.7243149,-1.4387969,-1.379679,-1.0941733,-0.2855057
30,1.2001009,0.97231483,"('intolerant', 'tolerant')",0.81908536,0.71139836,1.0108532,0.9057065,1.0100131,0.8631399,0.1468732
5,-1.1636602,-0.89236695,"('distant', 'outgoing')",-0.9185219,-0.85381985,-1.4412727,-1.0935097,-1.1744849,-0.9465655,-0.2279194
16,-1.1609126,-1.2659311,"('unpopular', 'popular')",-1.2410946,-1.1852237,-0.32654,-0.18943545,-0.9095157,-0.8801967,-0.029319
31,-1.1541678,-0.7785892,"('evil', 'good')",-2.0295694,-1.8046396,-2.3648043,-2.08938,-1.8495138,-1.5575363,-0.2919775
35,-1.1078479,-0.92167795,"('corrupt', 'incorrupt')",-2.1184268,-1.9829643,-1.9424782,-1.7438438,-1.7229176,-1.5494954,-0.1734222
53,-1.1042433,-1.1992388,"('uncreative', 'creative')",-0.58282995,-0.58250326,0.48335022,0.35854918,-0.401241,-0.4743977,0.0731567
82,-1.0996304,-1.1856142,"('poor', 'rich')",-0.763365,-0.59950525,7.360426,7.492484,1.8324769,1.9024549,-0.069978
2,1.0995779,0.9935559,"('unlikable', 'likable')",0.6965302,0.63923836,0.59812737,0.75278765,0.7980785,0.795194,0.0028845
80,1.0899937,0.8172531,"('dominated', 'dominating')",1.4211104,1.4048069,0.40900707,0.19842677,0.9733704,0.8068289,0.1665415
62,1.0664335,0.7613442,"('incompetent', 'brilliant')",1.1456058,1.1502384,1.2638105,1.2381672,1.1586167,1.0499166,0.1087001
19,-1.0427424,-0.98271096,"('inhospitable', 'hospitable')",-0.570068,-0.6333229,-0.99211735,-0.9027683,-0.8683093,-0.8396007,-0.0287086
60,1.0379708,0.85036075,"('inefficient', 'efficient')",3.061634,3.0921087,1.2822645,1.3475499,1.7939564,1.7633398,0.0306166
46,0.933023,0.66458654,"('uncompetitive', 'competitive')",1.2939816,1.256745,0.59744096,0.30704704,0.9414818,0.7427928,0.198689
79,-0.9179393,-0.94438773,"('wavering', 'unwavering')",-1.2877548,-1.3180057,-1.0801148,-1.0657406,-1.0952697,-1.109378,0.0141083
67,0.912164,0.8089211,"('doubtful', 'determined')",1.4338562,1.3464882,0.057469912,0.024113916,0.8011634,0.7265077,0.0746557
9,-0.9016116,-0.8102032,"('unaffectionate', 'caring')",0.33332315,0.47781146,0.56904256,0.8415532,0.0002514,0.1697205,-0.1694691
88,-0.8917601,-1.0942305,"('low', 'eminent')",-1.1813765,-1.2277058,-0.38098997,-0.38949382,-0.8180422,-0.90381,0.0857678
21,0.8877393,0.5969988,"('immoral', 'moral')",0.9621484,0.8696564,0.65587735,0.58623564,0.835255,0.6842969,0.1509581
14,0.8604208,0.6017497,"('antisocial', 'social')",1.9905077,1.9915363,0.6731627,0.4946808,1.1746971,1.0293223,0.1453748
73,0.83616424,0.95836,"('helpless', 'self-reliant')",-0.45375213,-0.4582132,-4.051136,-3.9107606,-1.2229079,-1.1368713,-0.0860366
68,-0.806235,-0.8022136,"('dependent', 'independent')",-1.4205269,-1.3632367,-0.9539334,-0.7197078,-1.0602318,-0.9617194,-0.0985124
39,0.75011027,0.42121187,"('exploitative', 'cooperative')",1.489998,1.3626754,0.23267534,0.2563868,0.8242612,0.6800914,0.1441698
42,0.7124561,0.64016616,"('unreliable', 'reliable')",1.1214571,0.98351866,-2.275001,-2.3514137,-0.1470293,-0.2425763,0.095547
76,0.70981634,0.56795436,"('anxious', 'daring')",0.8252609,0.72117907,0.87528557,0.70454866,0.8034542,0.6645607,0.1388935
56,0.63802695,0.2120358,"('impractical', 'practical')",2.2795472,2.076814,0.6342349,0.4104961,1.1839364,0.8997819,0.2841545
