,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.2455847,-2.2475092,"('poor', 'rich')",-0.022539645,0.14676087,6.2519507,6.4138465,1.3279421,1.4376993,-0.1097572
85,2.107366,1.7991297,"('insignificant', 'prestigious')",0.3258614,0.07429102,-0.52110165,-0.49515462,0.6373753,0.459422,0.1779533
9,2.0536153,2.0064511,"('unaffectionate', 'caring')",0.32940546,0.40750554,0.7366132,0.97262174,1.0398781,1.1288594,-0.0889813
0,-1.7161517,-1.8815026,"('unsociable', 'sociable')",0.5670893,0.5825555,-0.2459358,-0.37534082,-0.4649994,-0.558096,0.0930966
71,1.6867747,1.4561521,"('diffident', 'self-confident')",1.5586644,1.5011021,0.3584746,0.41272512,1.2013046,1.1233265,0.0779781
26,1.6231595,1.616259,"('hardhearted', 'benevolent')",0.842115,0.71292645,1.4648031,1.458257,1.3100259,1.2624808,0.0475451
74,1.5556183,1.6426544,"('undedicated', 'dedicated')",-0.10136313,0.028946262,-0.24868579,-0.15051576,0.4018564,0.5070283,-0.1051719
33,1.4327362,1.1365225,"('wrong', 'right')",1.1832159,1.0507845,-0.96204054,-0.8940474,0.5513038,0.4310865,0.1202173
16,-1.2560914,-1.5007572,"('unpopular', 'popular')",0.08149393,-0.029154003,0.23783945,0.1351022,-0.3122526,-0.4649364,0.1526838
18,1.2558095,0.757576,"('disagreeable', 'welcoming')",-0.063789815,-0.39900118,-0.67771375,-0.78614295,0.1714353,-0.1425227,0.313958
14,-1.2409965,-1.2369759,"('antisocial', 'social')",0.68870276,0.78846014,-0.068160206,-0.17131919,-0.206818,-0.2066117,-0.0002063
73,1.2244372,1.427925,"('helpless', 'self-reliant')",0.4046385,0.5963645,-3.6209977,-3.1981988,-0.663974,-0.3913031,-0.2726709
45,-1.2132723,-1.0492725,"('incompetent', 'competent')",-0.026976086,0.24929254,-0.20916484,-0.118877985,-0.4831378,-0.306286,-0.1768518
72,1.1835809,1.1636026,"('unambitious', 'ambitious')",0.7224866,0.6709332,-0.5695277,-0.45205662,0.4455132,0.4608264,-0.0153132
25,1.1339202,1.0555235,"('egoistic', 'altruistic')",1.4068776,1.3567362,1.1057804,1.4184637,1.215526,1.2769078,-0.0613818
55,-1.1335889,-1.1486079,"('incompetent', 'clever')",1.0063704,0.97499514,0.48756874,0.3759237,0.1201168,0.067437,0.0526798
51,-1.1076757,-1.3226856,"('uneducated', 'educated')",0.21529168,0.23070917,1.0410612,0.8437683,0.0495591,-0.082736,0.1322951
46,-1.103622,-1.1819986,"('uncompetitive', 'competitive')",0.86882085,0.79690284,-0.46441022,-0.64707476,-0.2330705,-0.3440568,0.1109863
47,-1.055644,-1.0235745,"('stupid', 'smart')",0.92118543,0.9489903,5.3419714,5.397187,1.7358376,1.7742011,-0.0383635
39,1.0546271,1.0472645,"('exploitative', 'cooperative')",-0.5194208,-0.55002314,-0.033033237,-0.04658624,0.167391,0.1502184,0.0171726
40,0.979595,0.7691892,"('stingy', 'generous')",0.37139404,0.2984031,-2.0999665,-2.1547875,-0.2496591,-0.3623984,0.1127393
65,-0.9743529,-1.0624347,"('insecure', 'secure')",0.39996803,0.19938776,0.18513754,0.13169661,-0.1297491,-0.2437834,0.1140343
44,-0.95944226,-0.9429548,"('prejudiced', 'unprejudiced')",-0.888778,-0.9397416,-1.1579962,-1.294245,-1.0020722,-1.0589805,0.0569083
10,-0.95755875,-0.87145007,"('unsympathetic', 'sympathetic')",-0.3656401,-0.36092466,-0.42789984,-0.5413911,-0.5836995,-0.5912553,0.0075558
1,0.9394449,0.95783466,"('unfriendly', 'friendly')",0.9419962,1.0469558,0.8669072,1.1749215,0.9161161,1.059904,-0.1437879
22,-0.90446615,-0.95797735,"('untrustworthy', 'trustworthy')",-0.25914317,-0.2338041,-1.0054296,-0.9542507,-0.7230129,-0.7153441,-0.0076688
70,-0.9040841,-0.91769373,"('lethargic', 'energetic')",-0.014971399,0.044941925,0.5168706,0.5848803,-0.1340616,-0.0959572,-0.0381044
34,-0.8899543,-1.031841,"('mean', 'honorable')",0.34791172,0.3849768,5.1028976,5.2498236,1.520285,1.5343197,-0.0140347
53,0.88328207,0.80899096,"('uncreative', 'creative')",0.75318384,0.6753307,0.3061086,0.40349615,0.6475248,0.6292726,0.0182522
12,0.87885666,0.85307646,"('unsupportive', 'supportive')",1.1798248,1.2281455,-1.6104093,-1.62878,0.1494241,0.150814,-0.0013899
58,-0.81918246,-0.95815444,"('undiscriminating', 'discriminating')",0.5487187,0.5074068,-0.11197013,-0.06731667,-0.127478,-0.1726881,0.0452101
84,0.8188113,0.8244691,"('inferior', 'superior')",0.63373184,0.6915751,0.53928673,0.72233146,0.6639433,0.7461252,-0.0821819
81,-0.80234915,-0.7145713,"('submissive', 'aggressive')",1.1386048,1.0908384,0.04632625,-0.119227335,0.1275273,0.0856799,0.0418474
49,-0.78949416,-0.85855573,"('unable', 'able')",-0.2996173,-0.29775846,-0.56316435,-0.44535515,-0.5507586,-0.5338898,-0.0168688
8,0.7874181,0.64484614,"('unaffectionate', 'affectionate')",-0.5293486,-0.5621532,-0.05832902,0.16122173,0.0665802,0.0813049,-0.0147247
11,-0.78401864,-0.64491415,"('unhelpful', 'helpful')",0.45858333,0.5918102,1.9999131,2.0486584,0.5581593,0.6651848,-0.1070255
69,0.76187205,0.4994678,"('lazy', 'industrious')",0.8300271,0.83687,-1.0456657,-0.8831708,0.1820778,0.1510557,0.0310221
56,-0.7420434,-0.5876669,"('impractical', 'practical')",0.607249,0.9198296,-0.36567664,-0.072087,-0.1668237,0.0866919,-0.2535156
2,0.7397194,0.47449014,"('unlikable', 'likable')",1.9728609,1.8572074,0.9135664,0.90371186,1.2087155,1.0784698,0.1302457
17,-0.7321925,-0.45796907,"('nasty', 'nice')",-1.5486544,-1.3892763,-0.7299648,-0.5844543,-1.0036039,-0.8105666,-0.1930373
57,-0.7003749,-0.53383887,"('unimaginative', 'imaginative')",0.24927878,0.2925113,-2.94958,-2.8224235,-1.1335587,-1.0212503,-0.1123084
13,-0.6943996,-0.74632365,"('impolite', 'polite')",0.20903271,0.20728843,-0.6935651,-0.82216895,-0.3929773,-0.4537347,0.0607574
59,0.6666794,0.49428216,"('foolish', 'wise')",0.7977772,0.61806595,-0.09377761,0.040825512,0.456893,0.3843912,0.0725018
78,-0.6651957,-0.8298622,"('nonresilient', 'resilient')",0.9536927,0.8991428,0.26251474,0.25684646,0.1836706,0.108709,0.0749616
27,0.6450193,0.6005934,"('hardhearted', 'softhearted')",-0.118412346,-0.13818091,0.6545672,0.6381064,0.3937247,0.3668396,0.0268851
3,-0.6348923,-0.5552453,"('repellent', 'pleasant')",-0.032000586,-0.055145644,0.985872,1.0001961,0.1063264,0.1299351,-0.0236087
54,0.6254007,0.34764636,"('incapable', 'capable')",0.05491843,-0.026764298,0.6553849,0.69897497,0.4452347,0.3399523,0.1052824
