,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
17,-0.90054584,-0.7465024,"('nasty', 'nice')",-0.5260788,-0.41373345,-0.3824955,-0.3942846,-0.6030401,-0.5181735,-0.0848666
83,0.8458755,0.688804,"('powerless', 'powerful')",0.6646657,0.67453057,-1.1577706,-1.0847412,0.1175902,0.0928644,0.0247258
55,-0.8436624,-0.51963943,"('incompetent', 'clever')",-0.7876444,-0.4821078,0.5420121,0.7274979,-0.3630982,-0.0914165,-0.2716817
10,-0.8314568,-0.76821023,"('unsympathetic', 'sympathetic')",-0.61012876,-0.5519186,0.17334548,0.29085708,-0.4227467,-0.3430906,-0.0796561
64,-0.81719774,-0.96823174,"('shy', 'confident')",-0.7329522,-0.52346253,-5.56972,-5.550837,-2.3732899,-2.3475103,-0.0257796
9,0.80726546,0.76435125,"('unaffectionate', 'caring')",0.7802731,0.790845,0.73477566,0.78693354,0.7741048,0.7807099,-0.0066051
54,0.8011805,0.81692773,"('incapable', 'capable')",1.0486768,1.1210644,0.90166676,1.018843,0.9171747,0.9856118,-0.0684371
69,0.784973,0.5565184,"('lazy', 'industrious')",0.9420744,0.6472925,-1.1547118,-1.4314005,0.1907785,-0.0758632,0.2666417
38,0.7841446,1.2447572,"('untruthful', 'truthful')",0.6316335,0.9879839,0.45538175,0.89532715,0.62372,1.0426894,-0.4189694
63,0.7160649,0.9682272,"('unperceptive', 'insightful')",0.47933897,0.8182536,0.48611644,0.94113797,0.5605067,0.9092062,-0.3486995
7,-0.7071359,-0.5772714,"('insensitive', 'sensitive')",-0.34370345,-0.11697954,0.11798981,0.21807304,-0.3109499,-0.158726,-0.1522239
1,0.69944596,0.5381777,"('unfriendly', 'friendly')",0.57835716,0.36581528,1.1964883,1.1371461,0.8247638,0.6803797,0.1443841
32,0.69166017,0.84858716,"('unkind', 'kind')",0.6446995,0.83460367,1.1935956,1.3368907,0.8433185,1.0066938,-0.1633753
44,-0.6849118,-0.40218142,"('prejudiced', 'unprejudiced')",-0.5877046,-0.380286,-1.4213886,-1.2909105,-0.8980017,-0.6911259,-0.2068758
21,-0.68409353,-0.49195683,"('immoral', 'moral')",0.027790122,0.30280715,-0.21099482,0.073883586,-0.2890994,-0.038422,-0.2506774
27,-0.6739386,-0.79778075,"('hardhearted', 'softhearted')",0.10989484,-0.075777724,0.7050628,0.33437493,0.0470063,-0.1797278,0.2267341
70,-0.6191072,-0.116002545,"('lethargic', 'energetic')",-0.93491066,-0.62340057,0.4890776,0.7564518,-0.3549801,0.0056829,-0.360663
39,0.5949826,0.8458601,"('exploitative', 'cooperative')",1.0366732,1.1052351,0.44221097,0.42668682,0.6912889,0.792594,-0.1013051
87,0.51950645,0.51760495,"('unsuccessful', 'successful')",0.85199726,0.92789567,0.43039942,0.6399432,0.6006344,0.6951479,-0.0945135
42,0.50203305,0.7039635,"('unreliable', 'reliable')",0.13767351,0.1915852,-2.7508605,-2.5820022,-0.7037179,-0.5621512,-0.1415667
36,-0.49658453,-0.7026963,"('hostile', 'amicable')",-0.5334898,-0.89172506,-0.83951044,-1.1790963,-0.6231949,-0.9245059,0.301311
59,0.48947868,0.5451108,"('foolish', 'wise')",0.70708424,0.7424743,-0.4535975,-0.43295655,0.2476551,0.2848762,-0.0372211
37,0.4578346,0.29238257,"('fake', 'genuine')",-0.34207842,-0.52315336,0.089723915,0.0063467156,0.0684934,-0.074808,0.1433014
6,0.45198858,0.41846487,"('distant', 'open')",0.22283027,0.1451534,-0.97541827,-1.0658749,-0.1001998,-0.1674189,0.0672191
26,0.44699806,0.15016043,"('hardhearted', 'benevolent')",1.0700796,0.6509701,1.3200169,0.8246145,0.9456982,0.541915,0.4037832
0,-0.44586024,-0.4719209,"('unsociable', 'sociable')",0.6723741,0.74317664,0.16729829,0.3056628,0.1312707,0.1923062,-0.0610355
67,0.4416445,0.31493273,"('doubtful', 'determined')",0.45484245,0.5863838,-0.100522354,-0.15541682,0.2653215,0.2486332,0.0166883
80,0.43294397,0.37306112,"('dominated', 'dominating')",0.07370867,0.05263435,0.033965386,-0.03325564,0.180206,0.1308133,0.0493927
88,0.42391428,0.39721537,"('low', 'eminent')",-0.29628614,-0.31356555,-0.44194272,-0.10234934,-0.1047715,-0.0062332,-0.0985383
61,0.4174537,0.33408174,"('illogical', 'logical')",0.086266175,0.1658895,0.3060618,0.22976539,0.2699272,0.2432455,0.0266817
53,0.4170783,0.50515705,"('uncreative', 'creative')",-0.17351374,-0.326148,0.13657065,0.2601275,0.1267117,0.1463789,-0.0196672
35,-0.3926982,-0.33303025,"('corrupt', 'incorrupt')",-0.7990276,-0.97452813,-1.2096994,-1.3936417,-0.8004751,-0.9004,0.0999249
76,-0.37677908,-0.02406086,"('anxious', 'daring')",-0.5651045,-0.44983533,0.14351776,0.5081821,-0.2661219,0.0114286,-0.2775505
12,0.37661785,0.6295763,"('unsupportive', 'supportive')",0.536831,0.7955041,-1.8326627,-1.5702621,-0.3064046,-0.0483939,-0.2580107
29,0.34200355,0.16835308,"('unfair', 'fair')",-0.04177455,-0.05247151,-0.5324085,-0.76577044,-0.0773932,-0.2166296,0.1392364
52,0.33468035,-0.27412012,"('irrational', 'rational')",0.4203773,0.011174783,-0.86801445,-1.2287136,-0.0376523,-0.4972196,0.4595673
34,-0.32992724,-0.31769857,"('mean', 'honorable')",0.07880114,0.14879617,5.2163005,5.319994,1.6550581,1.7170305,-0.0619724
60,-0.3255563,0.17182493,"('inefficient', 'efficient')",0.43341947,0.99017996,0.6828206,1.1823344,0.2635612,0.7814465,-0.5178853
24,-0.31978646,-0.22141838,"('dishonest', 'honest')",-0.31000978,-0.1662632,1.051017,1.209559,0.1404069,0.2739591,-0.1335522
20,-0.31739324,-0.18584906,"('rough', 'thoughtful')",0.044718117,-0.006132543,0.18659088,0.04491183,-0.0286947,-0.0490233,0.0203286
79,0.2994656,0.17755826,"('wavering', 'unwavering')",-0.05936324,-0.07058092,-0.98225117,-0.73338646,-0.2473829,-0.208803,-0.0385799
43,-0.27109534,0.12660845,"('irresponsible', 'responsible')",-0.3191715,-0.036162127,0.7764993,1.0935957,0.0620775,0.3946807,-0.3326032
47,-0.25966737,0.047933437,"('stupid', 'smart')",0.4583111,0.60766184,5.243587,5.37667,1.8140769,2.0107551,-0.1966782
75,-0.24113628,0.0065138806,"('meek', 'impulsive')",-0.2261421,-0.1217625,-0.7991021,-0.5400922,-0.4221268,-0.2184469,-0.2036799
25,-0.22334541,-0.3992193,"('egoistic', 'altruistic')",-0.22033139,-0.46593797,0.7630339,0.5981258,0.1064524,-0.0890105,0.1954629
66,-0.19746414,-0.6624417,"('inactive', 'active')",-0.5105982,-0.8589299,0.39796686,-0.11571774,-0.1033651,-0.5456965,0.4423314
15,0.1834737,0.3395554,"('boring', 'funny')",0.81350696,0.87959087,0.25398147,0.43075836,0.4169874,0.5499682,-0.1329808
86,-0.17060935,-0.47205198,"('uninfluential', 'influential')",-0.32383054,-0.4455411,-0.13141428,-0.100759014,-0.2086181,-0.3394507,0.1308326
8,0.16914737,-0.058559705,"('unaffectionate', 'affectionate')",0.004551694,-0.19343767,-0.14899977,-0.20215985,0.0082331,-0.1513857,0.1596188
46,-0.1689986,0.1027559,"('uncompetitive', 'competitive')",-0.11483329,0.104954824,-0.559978,-0.20224825,-0.28127,0.0018208,-0.2830908
41,-0.1686978,-0.05098432,"('unforgiving', 'forgiving')",0.8203999,0.8099412,0.44659534,0.40271813,0.3660991,0.387225,-0.0211259
2,-0.16650032,0.10244126,"('unlikable', 'likable')",-0.121521756,0.03696896,0.9169905,1.0676765,0.2096562,0.4023623,-0.1927061
48,-0.15169448,-0.3119074,"('unintelligent', 'intelligent')",0.3760157,0.30117586,0.27481216,0.28536105,0.1663778,0.0915432,0.0748346
4,0.14760889,0.32047182,"('disliked', 'liked')",0.07348743,0.29648474,-7.158178,-6.988146,-2.3123604,-2.1237297,-0.1886307
78,-0.14497074,-0.16505793,"('nonresilient', 'resilient')",0.28593197,0.3554399,0.03563359,0.19172311,0.0588649,0.1273684,-0.0685035
68,-0.14349662,-0.14829063,"('dependent', 'independent')",-1.0785073,-0.9220068,-1.1097382,-1.0012928,-0.7772474,-0.6905301,-0.0867173
72,0.13882408,0.28205743,"('unambitious', 'ambitious')",-0.16899903,-0.006734727,-0.59746516,-0.4199605,-0.2092134,-0.0482126,-0.1610008
51,-0.1374249,-0.15580317,"('uneducated', 'educated')",-0.6544,-0.6738925,1.122632,1.1011834,0.110269,0.0904959,0.0197731
30,0.12955269,0.34959918,"('intolerant', 'tolerant')",0.01864016,0.22541042,0.66093457,1.0044718,0.2697091,0.5264938,-0.2567847
62,-0.12508774,0.8195272,"('incompetent', 'brilliant')",-0.420611,0.368373,0.087614566,0.87166286,-0.1526947,0.6865211,-0.8392158
50,0.08283189,0.051183023,"('clumsy', 'skillful')",0.16488312,0.06956739,-0.2770406,-0.20781103,-0.0097752,-0.0290202,0.019245
11,-0.05955914,0.4179704,"('unhelpful', 'helpful')",0.50368094,0.8878532,2.7734299,3.2508252,1.0725172,1.5188829,-0.4463657
19,0.048221633,0.062454805,"('inhospitable', 'hospitable')",-0.64117706,-0.65032697,-0.5217974,-0.28648984,-0.3715843,-0.291454,-0.0801303
31,0.04471712,-0.25831127,"('evil', 'good')",-0.1162307,-0.42420843,-1.5120395,-1.7184495,-0.527851,-0.800323,0.272472
23,-0.043134734,0.34676042,"('insincere', 'sincere')",0.52346116,0.8729251,6.1628747,6.4499736,2.2144003,2.556553,-0.3421527
49,0.03537473,0.54971707,"('unable', 'able')",0.4381423,0.8280956,-0.6252401,-0.18956593,-0.0505744,0.3960822,-0.4466566
16,0.012712209,0.14800951,"('unpopular', 'popular')",0.04150133,0.14689706,0.1346479,0.2490741,0.0629538,0.1813269,-0.1183731
