,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
65,-0.8532134,-1.0228143,"('insecure', 'secure')",-0.9339197,-1.0518224,-0.5972499,-0.655192,-0.06921244,-0.0913336,-0.6133989,-0.7052906,0.0918917
61,0.78016007,0.6364696,"('illogical', 'logical')",-0.8112925,-0.8824603,0.3184362,0.3048788,0.39305586,0.2949222,0.1700899,0.0884526,0.0816373
52,0.76229095,0.9012578,"('irrational', 'rational')",0.22801647,0.33824217,0.28759906,0.27977008,-0.70588726,-0.7513424,0.1430048,0.1919819,-0.0489771
27,0.7574451,0.8011385,"('hardhearted', 'softhearted')",0.13098438,0.19856596,-0.09643421,-0.10813236,1.3447982,1.4534849,0.5341983,0.5862643,-0.052066
84,-0.7515804,-0.7647553,"('inferior', 'superior')",-1.8369489,-1.7585299,-0.43319932,-0.4524924,0.5220863,0.5379079,-0.6249106,-0.6094674,-0.0154432
79,-0.74631345,-0.6113873,"('wavering', 'unwavering')",0.009384546,0.15344936,0.9279664,0.9154096,0.08906477,0.04769483,0.0700256,0.1262916,-0.056266
8,0.729896,0.85206836,"('unaffectionate', 'affectionate')",-0.39099634,-0.19920573,-0.5704726,-0.5394281,0.2414336,0.51194555,0.0024652,0.156345,-0.1538798
32,-0.72755843,-0.7601043,"('unkind', 'kind')",0.15111423,0.14840661,0.1939071,0.25435683,1.4344606,1.5628967,0.2629809,0.301389,-0.0384081
33,0.72721475,0.7948014,"('wrong', 'right')",0.6312431,0.63965344,1.5722784,1.5799913,-0.80092573,-0.7907269,0.5324526,0.5559298,-0.0234772
13,0.7010851,0.50416666,"('impolite', 'polite')",0.85150576,0.62738883,-0.06225475,-0.10560288,0.41925204,0.25048178,0.477397,0.3191086,0.1582884
49,-0.67698234,-0.70807976,"('unable', 'able')",-1.2980065,-1.2196722,-0.4036314,-0.40696603,-0.11222926,-0.05931004,-0.6227124,-0.598507,-0.0242054
2,0.6649824,0.60830873,"('unlikable', 'likable')",0.56360924,0.603732,1.4687259,1.5012455,0.69562346,0.770692,0.8482352,0.8709946,-0.0227594
82,-0.61438036,-0.6324838,"('poor', 'rich')",-0.89049757,-1.0001957,-1.3108426,-1.3068687,6.455759,6.5457544,0.9100096,0.9015516,0.008458
64,-0.60000134,-0.66753995,"('shy', 'confident')",-0.52222013,-0.5722522,-0.8414414,-0.83018315,-6.3190517,-6.423724,-2.0706787,-2.123425,0.0527463
39,0.5997281,0.54141146,"('exploitative', 'cooperative')",0.8855388,0.913133,0.6005914,0.5969877,-0.055387184,0.025984935,0.5076178,0.5193793,-0.0117615
83,-0.56686276,-0.55846965,"('powerless', 'powerful')",-0.013217859,0.04597678,0.7174865,0.72541326,-0.58401924,-0.56705594,-0.1116533,-0.0885339,-0.0231194
81,-0.56319845,-0.5069822,"('submissive', 'aggressive')",0.17250364,0.01052979,-1.2919339,-1.3036047,-0.23475653,-0.2206246,-0.4793463,-0.5051705,0.0258242
78,-0.4971194,-0.514868,"('nonresilient', 'resilient')",-0.20384999,-0.22243378,0.9415327,0.9679454,1.1042416,1.0114444,0.3362012,0.310522,0.0256792
38,0.4968648,0.40645197,"('untruthful', 'truthful')",0.96042454,0.9001574,0.044299126,0.015975658,0.30087423,0.2353788,0.4506157,0.389491,0.0611247
5,0.48914212,0.6406678,"('distant', 'outgoing')",0.37460488,0.58965445,1.1993088,1.2111154,-0.3548182,-0.3195539,0.4270594,0.530471,-0.1034116
48,-0.46879655,-0.56797546,"('unintelligent', 'intelligent')",-0.7728192,-0.95592445,-1.3990399,-1.4956152,0.7369183,0.6588956,-0.4759343,-0.5901549,0.1142206
63,0.4267811,0.3559629,"('unperceptive', 'insightful')",0.87587863,0.8297209,-0.11867716,-0.099161245,1.8824584,1.8978972,0.7666103,0.746105,0.0205053
29,0.417701,0.4211627,"('unfair', 'fair')",0.114608675,0.21714142,-0.15599771,-0.07860719,-0.6126254,-0.60823816,-0.0590784,-0.0121353,-0.0469431
46,-0.416137,-0.6288155,"('uncompetitive', 'competitive')",0.46289086,0.29225945,-0.65465623,-0.6748572,-0.14123477,-0.21073428,-0.1872843,-0.3055369,0.1182526
67,-0.40984386,-0.4168564,"('doubtful', 'determined')",1.1345043,1.1681111,0.23008017,0.23370484,-0.508075,-0.59246683,0.1116664,0.0981232,0.0135432
3,-0.39411288,-0.40097725,"('repellent', 'pleasant')",-0.041527092,-0.04865284,-0.4838463,-0.47854096,0.1991776,0.21562184,-0.1800772,-0.1781373,-0.0019399
36,-0.37782383,-0.2865576,"('hostile', 'amicable')",-0.69846666,-0.5230955,1.9619628,1.9562114,-0.34784764,-0.47321296,0.1344562,0.1683363,-0.0338801
6,0.3623351,0.43875176,"('distant', 'open')",-0.06381753,0.08960208,0.9742027,0.9953991,0.21805358,0.27844563,0.3726934,0.4505496,-0.0778562
58,-0.35506365,-0.37339035,"('undiscriminating', 'discriminating')",-0.14213915,-0.109744996,0.62107426,0.58795476,-0.056836966,0.0023941658,0.0167586,0.0268034,-0.0100448
26,0.3519233,0.38401958,"('hardhearted', 'benevolent')",-0.63528025,-0.48936573,0.6008429,0.5891413,0.8756739,0.94765955,0.29829,0.3578637,-0.0595737
37,-0.35184148,-0.28941736,"('fake', 'genuine')",-0.09085131,-0.027154021,-1.0444015,-0.9988315,0.41395393,0.6672017,-0.2682851,-0.1620503,-0.1062348
10,-0.3235247,-0.39722446,"('unsympathetic', 'sympathetic')",-0.5093422,-0.59970313,-2.2949321,-2.3468008,0.39935556,0.4865789,-0.6821108,-0.7142874,0.0321766
21,-0.31454843,-0.44474396,"('immoral', 'moral')",0.122142926,0.0042086355,-0.7840448,-0.76965266,-0.35323247,-0.5050862,-0.3324207,-0.4288186,0.0963979
22,0.30971262,0.36031875,"('untrustworthy', 'trustworthy')",0.2505902,0.3423742,-1.2867626,-1.211509,-0.83768886,-0.6375959,-0.3910372,-0.286603,-0.1044342
57,0.29311278,0.29790267,"('unimaginative', 'imaginative')",-0.30235177,-0.26860493,-0.5728142,-0.58352417,-2.5695431,-2.4254632,-0.7878991,-0.7449224,-0.0429767
70,-0.29219106,-0.20682701,"('lethargic', 'energetic')",0.21553922,0.25976592,-1.2673838,-1.2716494,1.1987379,1.3643458,-0.0363244,0.0364088,-0.0727332
20,-0.2876284,-0.29459548,"('rough', 'thoughtful')",-1.1038438,-0.95296717,0.20251201,0.24424616,1.1501923,1.2366749,-0.009692,0.0583396,-0.0680316
24,0.28624117,0.13163906,"('dishonest', 'honest')",-0.006861761,-0.05066507,-1.6108754,-1.6489388,0.9305518,1.0455585,-0.100236,-0.1306016,0.0303656
43,-0.27545658,-0.35351267,"('irresponsible', 'responsible')",0.12559016,0.10513972,-1.5640382,-1.5569165,0.6571492,0.8249216,-0.2641889,-0.2450919,-0.019097
18,-0.26789054,-0.23277162,"('disagreeable', 'welcoming')",-0.13990226,0.03958367,-0.22500083,-0.2255391,-0.65834075,-0.6842249,-0.3227836,-0.275738,-0.0470456
28,0.2553842,0.11903268,"('disloyal', 'loyal')",-0.071564354,-0.16193311,-0.9539413,-1.0542679,0.87659353,0.8434584,0.026618,-0.0634275,0.0900455
47,0.25479272,0.36074147,"('stupid', 'smart')",-0.28026718,-0.16481209,0.10726767,0.154721,5.7747707,5.84001,1.464141,1.5476651,-0.0835241
19,-0.24739484,-0.175419,"('inhospitable', 'hospitable')",0.14916375,0.29815263,-0.45877892,-0.43112394,-0.37800005,-0.35418716,-0.2337525,-0.1656444,-0.0681081
59,-0.23922707,-0.079182655,"('foolish', 'wise')",-0.04773961,0.11346836,0.15934855,0.18315655,0.24031873,0.20320454,0.0281751,0.1051617,-0.0769866
74,0.23806264,0.1755749,"('undedicated', 'dedicated')",0.24877498,0.39761364,-0.12832518,-0.12194637,0.14748608,0.3432674,0.1264996,0.1986274,-0.0721278
76,-0.21929242,-0.3802578,"('anxious', 'daring')",0.7786489,0.61840993,0.21653536,0.11199273,0.8034331,0.8025722,0.3948312,0.2881793,0.1066519
23,-0.21140538,-0.24672478,"('insincere', 'sincere')",-0.1014251,-0.10643439,-0.17116538,-0.17286116,6.1309557,6.2108645,1.4117399,1.421211,-0.0094711
45,-0.20633778,-0.1893282,"('incompetent', 'competent')",-0.15091018,-0.09772563,-1.5746098,-1.5636299,-0.19954455,-0.13483995,-0.5328506,-0.4963809,-0.0364697
14,-0.20534536,-0.4261964,"('antisocial', 'social')",0.25456372,0.13429454,-0.73777384,-0.6968932,-0.72903407,-0.7913098,-0.3543974,-0.4450262,0.0906288
41,0.19957772,0.16425149,"('unforgiving', 'forgiving')",0.025113687,0.1570976,0.50635374,0.49947396,-0.23404837,-0.29990435,0.1242492,0.1302297,-0.0059805
69,-0.1954494,-0.041341923,"('lazy', 'industrious')",0.2981139,0.38514125,2.628324,2.619655,-0.783739,-0.89541084,0.4868124,0.5170109,-0.0301985
1,0.1809959,0.1337433,"('unfriendly', 'friendly')",-0.75611484,-0.73169786,0.3060577,0.33872977,1.6295636,1.7464257,0.3401256,0.3718002,-0.0316746
15,0.15357475,0.33673683,"('boring', 'funny')",-0.17175153,0.003227314,1.2410539,1.2598639,0.30257306,0.37368882,0.3813626,0.4933792,-0.1120166
4,-0.15220538,-0.12991184,"('disliked', 'liked')",0.090586096,0.2107177,0.50738144,0.54941016,-6.337384,-6.419384,-1.4729055,-1.447292,-0.0256135
85,-0.1451031,-0.0732212,"('insignificant', 'prestigious')",-1.2442791,-1.0482236,1.1313007,1.1815858,0.1168479,0.03656488,-0.0353084,0.0241765,-0.0594849
30,0.13512206,0.12969415,"('intolerant', 'tolerant')",0.05945813,0.085026994,-0.821235,-0.8404234,1.1423718,1.0803041,0.1289292,0.1136505,0.0152787
86,0.12797892,-0.07903833,"('uninfluential', 'influential')",-0.31837294,-0.47340703,-1.6203201,-1.6741515,0.18954149,0.12148345,-0.4052932,-0.5262783,0.1209851
11,-0.120760456,-0.17799488,"('unhelpful', 'helpful')",1.1382663,1.060498,-1.2363123,-1.2328461,2.469976,2.5450714,0.5627924,0.5486821,0.0141103
35,-0.11076337,-0.043654144,"('corrupt', 'incorrupt')",-0.40449706,-0.3218493,1.3714128,1.4054096,-0.59124696,-0.63229835,0.0662263,0.1019019,-0.0356756
17,0.10397817,0.10946304,"('nasty', 'nice')",-0.061505187,-0.059826232,0.9439087,0.97478485,-0.9065806,-0.9652443,0.0199503,0.0147943,0.005156
60,0.09717214,-0.17915505,"('inefficient', 'efficient')",0.48752818,0.27491826,-0.73819315,-0.7987534,0.5636085,0.44451746,0.1025289,-0.0646182,0.1671471
87,-0.09100182,-0.24537063,"('unsuccessful', 'successful')",0.2580145,0.07177893,0.9838287,0.98273164,0.83185303,0.8101418,0.4956736,0.4048204,0.0908532
51,-0.08753937,-0.12053685,"('uneducated', 'educated')",0.55744773,0.44611079,-1.5318284,-1.5321565,1.0408854,0.9308101,-0.0052586,-0.0689431,0.0636845
7,0.08681546,0.013718523,"('insensitive', 'sensitive')",-0.09175664,-0.079750456,-0.48247737,-0.46942338,0.9243792,1.0775659,0.1092402,0.1355276,-0.0262874
75,0.08424689,0.2562572,"('meek', 'impulsive')",0.47733805,0.60070336,0.5164141,0.5659816,-0.4356498,-0.33609983,0.1605873,0.2717106,-0.1111233
0,-0.06382987,-0.3464028,"('unsociable', 'sociable')",-0.52057827,-0.6979497,-0.48856187,-0.5251849,-0.22744368,-0.35393998,-0.3251034,-0.4808694,0.155766
42,-0.058899913,0.058070056,"('unreliable', 'reliable')",0.5373072,0.63333166,0.5292023,0.5473401,-2.5953975,-2.3272533,-0.396947,-0.2721279,-0.1248191
34,0.043524913,-0.046439976,"('mean', 'honorable')",0.06366514,0.029653355,0.52747715,0.4634001,6.422324,6.2769933,1.7642479,1.6809016,0.0833463
55,-0.029564414,-0.20367765,"('incompetent', 'clever')",-0.5754642,-0.6566184,-2.1920419,-2.1986113,0.16206916,0.15887375,-0.6587504,-0.7250084,0.066258
31,0.023996336,0.1553108,"('evil', 'good')",-0.39360893,-0.2384471,0.77078897,0.90741926,-1.5077142,-1.4812223,-0.2766345,-0.1642348,-0.1123997
56,0.021878384,0.0014264584,"('impractical', 'practical')",0.46197656,0.40991497,-0.1843908,-0.13228562,0.2785272,0.31795537,0.1444978,0.1492528,-0.004755
54,0.018429924,0.077999555,"('incapable', 'capable')",-0.1507309,-0.10207626,1.0590115,1.1502571,1.0210478,1.206391,0.4869396,0.5831429,-0.0962033
66,0.003036566,-0.011597641,"('inactive', 'active')",1.0144055,1.0204266,1.398467,1.4445958,1.077216,0.9404082,0.8732812,0.8484583,0.0248229
