,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
85,-0.35066468,-0.6266706,"('insignificant', 'prestigious')",0.37824798,0.12695184,-0.5434707,-0.6899708,-0.1719625,-0.3965632,0.2246007
40,0.34970286,0.22577997,"('stingy', 'generous')",0.3190279,0.036032163,-1.3912156,-1.7725842,-0.2408283,-0.5035907,0.2627624
50,-0.345043,-0.35854402,"('clumsy', 'skillful')",-0.02637224,0.0784942,-0.65364265,-0.49101514,-0.341686,-0.2570217,-0.0846643
0,-0.34395316,-0.38522983,"('unsociable', 'sociable')",-0.5019774,-0.51225054,-0.09238119,-0.15947197,-0.3127706,-0.3523175,0.0395469
34,-0.3374527,-0.29870456,"('mean', 'honorable')",-0.43045482,-0.36873543,4.160571,4.443582,1.1308878,1.258714,-0.1278262
87,0.33581936,0.13399506,"('unsuccessful', 'successful')",0.6468873,0.48306146,1.219065,1.1023426,0.7339239,0.573133,0.1607909
38,-0.3043533,-0.29154453,"('untruthful', 'truthful')",-0.2891467,-0.17605396,0.59699005,0.70985717,0.0011633,0.0807529,-0.0795896
45,0.2875515,0.23441812,"('incompetent', 'competent')",0.5298277,0.46259847,1.0841384,0.837769,0.6338392,0.5115952,0.122244
33,0.28095835,0.14501949,"('wrong', 'right')",0.54069805,0.44719213,-0.13029076,-0.2858237,0.2304552,0.1021293,0.1283259
5,-0.280523,-0.41530034,"('distant', 'outgoing')",0.3484944,0.4758993,-0.12702128,-0.22919434,-0.0196833,-0.0561985,0.0365152
26,-0.26616913,-0.48719606,"('hardhearted', 'benevolent')",2.401394,2.1423254,2.0512617,1.9442108,1.3954954,1.19978,0.1957154
12,0.25849697,0.25379843,"('unsupportive', 'supportive')",0.10226196,0.24358356,-1.0913107,-1.1593478,-0.2435173,-0.2206553,-0.022862
66,-0.2570176,-0.38410962,"('inactive', 'active')",0.203182,0.14100891,1.071763,1.0396096,0.3393091,0.2655029,0.0738062
16,-0.25300986,-0.36589092,"('unpopular', 'popular')",-0.10462305,-0.14788595,0.55459976,0.54041034,0.0656556,0.0088778,0.0567778
43,-0.23711133,-0.22584102,"('irresponsible', 'responsible')",-0.40963155,-0.13970034,0.6571039,0.7556866,0.0034537,0.1300484,-0.1265947
57,-0.23409477,-0.23286512,"('unimaginative', 'imaginative')",0.4451572,0.34243193,-0.08717193,-0.49338913,0.0412968,-0.1279408,0.1692376
23,-0.21584001,-0.29850045,"('insincere', 'sincere')",-0.8030882,-0.75911796,4.0346937,4.3736506,1.0052552,1.1053441,-0.1000889
41,0.20539436,0.18133767,"('unforgiving', 'forgiving')",-0.75151646,-0.8224013,0.38266444,0.22909957,-0.0544859,-0.1373214,0.0828355
80,0.20143126,0.1714882,"('dominated', 'dominating')",-0.5645342,-0.6659037,-0.24843064,-0.23122953,-0.2038445,-0.2418817,0.0380372
39,-0.19462149,-0.20126706,"('exploitative', 'cooperative')",-0.9068116,-0.8224443,0.08842914,0.15875167,-0.337668,-0.2883199,-0.0493481
64,0.18987943,0.13251998,"('shy', 'confident')",-0.24422973,-0.30288297,-4.324857,-4.6169367,-1.4597359,-1.5957665,0.1360306
74,-0.18892603,-0.26610076,"('undedicated', 'dedicated')",0.41621563,0.52530074,0.37407857,0.23794486,0.2004561,0.1657149,0.0347412
61,-0.18412298,-0.20127192,"('illogical', 'logical')",-1.282649,-1.1426344,0.06015666,0.05001247,-0.4688718,-0.4312979,-0.0375739
44,0.16418174,0.34547824,"('prejudiced', 'unprejudiced')",-0.54419047,-0.30706754,-1.458148,-1.3116469,-0.6127189,-0.4244121,-0.1883068
24,0.16244146,0.12778878,"('dishonest', 'honest')",-0.32516962,-0.21462668,0.1347182,0.37856394,-0.0093367,0.097242,-0.1065787
82,-0.1497589,-0.03264278,"('poor', 'rich')",-0.20040229,-0.12155534,4.547571,4.995958,1.3991367,1.6139199,-0.2147832
35,0.14804925,0.013449304,"('corrupt', 'incorrupt')",-0.016544994,-0.14866623,-0.72257155,-0.830663,-0.1970224,-0.32196,0.1249376
59,-0.12754446,-0.30132446,"('foolish', 'wise')",0.60607827,0.55416006,-0.12197293,-0.029719848,0.1188536,0.0743719,0.0444817
67,-0.11836083,-0.018625483,"('doubtful', 'determined')",0.11580281,0.27678016,-0.5666009,-0.35775408,-0.1897196,-0.0331998,-0.1565198
84,0.099806845,-0.056626923,"('inferior', 'superior')",-0.9064607,-0.9417475,0.27595204,0.24891698,-0.1769006,-0.2498191,0.0729185
69,0.08974053,-0.12707679,"('lazy', 'industrious')",1.8456019,1.7713093,0.1758326,-0.07172593,0.703725,0.5241688,0.1795562
11,-0.07624218,-0.037252184,"('unhelpful', 'helpful')",0.23504567,0.2208954,1.7668852,1.883386,0.6418962,0.6890097,-0.0471135
37,-0.07298349,-0.062255677,"('fake', 'genuine')",0.04346201,0.061729748,-0.090791404,-0.0056906343,-0.0401043,-0.0020722,-0.0380321
65,-0.059675843,-0.021946229,"('insecure', 'secure')",-1.780794,-1.8896279,0.5157463,0.71515447,-0.4415745,-0.3988066,-0.0427679
63,0.05818504,0.09460831,"('unperceptive', 'insightful')",-0.47210196,-0.45302418,0.90529925,1.0027446,0.1637941,0.2147762,-0.0509821
71,-0.055182807,-0.3093671,"('diffident', 'self-confident')",1.0087556,0.95825815,0.37290448,0.26782116,0.4421591,0.3055708,0.1365883
55,0.05123803,0.15201542,"('incompetent', 'clever')",-0.9844032,-0.96255034,0.52096325,0.52675605,-0.1374006,-0.094593,-0.0428076
81,-0.047555096,0.14592361,"('submissive', 'aggressive')",0.29324526,0.2221024,-0.20098342,-0.06667133,0.0149022,0.1004516,-0.0855494
7,0.046621334,0.04578142,"('insensitive', 'sensitive')",-0.1520832,-0.10515961,0.4923485,0.57640594,0.1289622,0.1723426,-0.0433804
60,-0.040635914,0.057140294,"('inefficient', 'efficient')",0.09100391,0.19427139,0.32246166,0.3440929,0.1242766,0.1985015,-0.0742249
79,-0.03641715,-0.17052306,"('wavering', 'unwavering')",0.027446926,-0.010312967,0.0110645145,-0.0478633,0.0006981,-0.0762331,0.0769312
58,-0.030355396,-0.11468455,"('undiscriminating', 'discriminating')",0.01631397,-0.0752313,0.6939711,0.39799085,0.2266432,0.0693583,0.1572849
31,0.026978904,-0.21321243,"('evil', 'good')",-0.19768809,-0.42071983,-0.63211507,-0.9824742,-0.2676081,-0.5388021,0.271194
17,0.026823668,0.14754823,"('nasty', 'nice')",-0.008384295,0.08596906,0.016120253,-0.015741004,0.0115199,0.0725921,-0.0610722
29,0.025852842,-0.11180857,"('unfair', 'fair')",-1.2264932,-1.015747,-0.8981325,-0.9914554,-0.699591,-0.706337,0.006746
14,-0.025674876,0.15569815,"('antisocial', 'social')",1.1561817,1.2164053,0.10435567,0.09012964,0.4116209,0.487411,-0.0757901
75,-0.019614423,0.023441589,"('meek', 'impulsive')",0.7068727,0.67254746,0.27711222,0.15549849,0.3214568,0.2838292,0.0376276
18,0.018103471,0.16556993,"('disagreeable', 'welcoming')",-0.12761107,-0.20912294,-1.247199,-1.1756846,-0.4522355,-0.4064125,-0.045823
47,-0.016042277,0.07090309,"('stupid', 'smart')",0.31281206,0.41258335,4.3747673,4.8085556,1.557179,1.7640141,-0.2068351
46,0.015088757,0.050789595,"('uncompetitive', 'competitive')",-0.33611122,-0.4043848,0.29808074,0.26857123,-0.0076472,-0.0283413,0.0206941
27,0.013091021,-0.005673878,"('hardhearted', 'softhearted')",0.4783432,0.5377789,0.121485025,0.16006255,0.2043064,0.2307225,-0.0264161
