,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.7127695,-2.8188317,"('unsympathetic', 'sympathetic')",-3.5451715,-3.823876,-0.3146425,-0.53111285,-2.1908612,-2.3912735,0.2004123
45,-2.0842867,-2.0827003,"('incompetent', 'competent')",-2.7200897,-2.8642812,-0.43345508,-0.45228565,-1.7459439,-1.7997557,0.0538118
43,-1.93401,-1.9837937,"('irresponsible', 'responsible')",-3.3078706,-3.382396,0.11105822,0.02077971,-1.7102741,-1.7818034,0.0715293
69,1.8727411,1.958081,"('lazy', 'industrious')",3.0045533,3.167301,-0.3150316,-0.06303696,1.5207543,1.6874483,-0.166694
57,-1.8111525,-1.9537826,"('unimaginative', 'imaginative')",-2.3582447,-2.3935745,-3.152276,-3.2840421,-2.4405578,-2.5437997,0.1032419
0,-1.6987469,-1.8235515,"('unsociable', 'sociable')",-2.166558,-2.49751,-0.43169355,-0.64703363,-1.4323328,-1.6560318,0.223699
70,-1.6399895,-1.6889333,"('lethargic', 'energetic')",-1.9997233,-2.0886216,-0.051116634,-0.19039597,-1.2302765,-1.3226504,0.0923739
33,1.6172254,1.6187205,"('wrong', 'right')",1.9617802,2.0761704,-0.5942226,-0.41626555,0.9949277,1.0928752,-0.0979475
30,-1.5775932,-1.4296837,"('intolerant', 'tolerant')",-1.9819362,-1.9138134,0.5369014,0.6998371,-1.0075426,-0.88122,-0.1263226
46,-1.5506686,-1.7259154,"('uncompetitive', 'competitive')",-2.781161,-3.0808258,-0.81312174,-1.0850459,-1.7149838,-1.963929,0.2489452
25,1.4261768,1.403362,"('egoistic', 'altruistic')",1.172114,1.2711322,0.8449729,1.0333018,1.1477546,1.235932,-0.0881774
13,-1.4190542,-1.567459,"('impolite', 'polite')",-2.6137028,-2.8256342,-0.51358366,-0.6282666,-1.5154468,-1.6737865,0.1583397
3,-1.4031332,-1.4329288,"('repellent', 'pleasant')",-1.5377133,-1.6138288,0.74740076,0.42212358,-0.7311486,-0.874878,0.1437294
