,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.8339069,-1.9287902,"('poor', 'rich')",0.28519547,0.19045216,6.8778768,6.607445,1.7763885,1.6230356,0.1533529
9,1.7881583,1.4772248,"('unaffectionate', 'caring')",0.2081595,0.12301121,0.52286667,0.07047868,0.8397282,0.5569049,0.2828233
74,1.6583004,1.5349277,"('undedicated', 'dedicated')",-0.12094293,0.02739053,-0.24139583,-0.012397952,0.4319872,0.5166401,-0.0846529
0,-1.4771248,-1.8005774,"('unsociable', 'sociable')",0.52748907,0.58749807,0.077285595,0.22253063,-0.2907834,-0.3301829,0.0393995
72,1.4070653,1.2479842,"('unambitious', 'ambitious')",0.68746907,0.5460052,-0.43452075,-0.55204785,0.5533379,0.4139805,0.1393574
16,-1.3483274,-1.1039925,"('unpopular', 'popular')",0.08984659,0.097576804,0.11280603,-0.011768565,-0.3818916,-0.3393947,-0.0424969
85,1.3176564,1.5305105,"('insignificant', 'prestigious')",-0.09241807,0.13923432,-1.6046789,-2.0001535,-0.1264802,-0.1101362,-0.016344
73,1.2986425,1.3877708,"('helpless', 'self-reliant')",0.472291,0.6345229,-3.6220758,-3.638204,-0.6170474,-0.5386368,-0.0784106
71,1.290313,1.231721,"('diffident', 'self-confident')",1.3700143,1.4101247,0.32630116,0.12769432,0.9955428,0.92318,0.0723628
26,1.189931,0.994448,"('hardhearted', 'benevolent')",0.54889095,0.65587765,0.7662891,0.87954557,0.8350371,0.8432904,-0.0082533
39,1.1541715,0.9690178,"('exploitative', 'cooperative')",-0.52206576,-0.60227627,-0.024489792,-0.21156839,0.2025386,0.0517244,0.1508142
24,1.1055164,0.7228979,"('dishonest', 'honest')",0.84759694,0.77791595,0.6143587,0.59938884,0.855824,0.7000675,0.1557565
40,1.1008943,0.59547853,"('stingy', 'generous')",0.3878887,0.3039758,-2.411882,-2.4999373,-0.3076996,-0.5334943,0.2257947
33,1.0968077,1.0434142,"('wrong', 'right')",1.1825211,1.1772641,-1.1646893,-1.4180365,0.3715465,0.2675473,0.1039992
12,1.0828196,0.7220175,"('unsupportive', 'supportive')",1.0257132,1.0263944,-1.6880492,-1.5397928,0.1401612,0.0695397,0.0706215
47,-1.0402348,-1.2461804,"('stupid', 'smart')",0.87034947,0.6951727,5.2844934,4.8679767,1.7048694,1.4389896,0.2658798
84,1.0309182,1.0461776,"('inferior', 'superior')",0.8632158,0.8349177,0.9615847,1.1040874,0.9519062,0.9950609,-0.0431547
44,-1.0232424,-0.68705875,"('prejudiced', 'unprejudiced')",-0.94503206,-0.93422574,-1.1637138,-1.1365846,-1.043996,-0.9192897,-0.1247063
18,0.96966785,0.74651885,"('disagreeable', 'welcoming')",-0.2713681,-0.2508554,-0.85478723,-1.294508,-0.0521625,-0.2662815,0.214119
25,0.8923663,0.6689774,"('egoistic', 'altruistic')",1.1542708,1.0927403,0.6505135,0.3942516,0.8990502,0.7186565,0.1803937
34,-0.88785684,-1.071727,"('mean', 'honorable')",0.42258734,0.46893322,5.474058,5.0600777,1.6695962,1.4857613,0.1838349
42,0.8653688,0.8872813,"('unreliable', 'reliable')",0.33156583,0.4589423,-1.8560156,-1.4410601,-0.2196937,-0.0316122,-0.1880815
14,-0.8618115,-1.1668987,"('antisocial', 'social')",0.6627771,0.6734904,-0.031596676,0.024785697,-0.076877,-0.1562075,0.0793305
58,-0.80952066,-1.0356041,"('undiscriminating', 'discriminating')",0.25815877,0.294997,-0.09590882,0.1237616,-0.2157569,-0.2056152,-0.0101417
51,-0.7836256,-0.9105263,"('uneducated', 'educated')",0.22687212,0.20114279,1.0786563,1.2776583,0.1739676,0.189425,-0.0154574
19,-0.7418614,-0.73996776,"('inhospitable', 'hospitable')",-1.6295424,-1.5860872,-0.89839584,-1.1024711,-1.0899332,-1.1428421,0.0529089
78,-0.72444826,-0.87576014,"('nonresilient', 'resilient')",0.8864967,0.66649646,0.8322458,0.7024615,0.3314314,0.1643993,0.1670321
45,-0.72255814,-1.2790724,"('incompetent', 'competent')",0.124699324,0.08929152,0.27995998,0.30144456,-0.1059663,-0.2961121,0.1901458
61,0.715504,0.5629098,"('illogical', 'logical')",0.61946696,0.41545045,0.37459007,0.34199408,0.5698537,0.4401181,0.1297356
22,-0.7062977,-0.83972764,"('untrustworthy', 'trustworthy')",-0.22767898,-0.28368136,-0.7377641,-0.64241564,-0.5572469,-0.5886082,0.0313613
