,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
50,0.66797215,0.8640597,"('clumsy', 'skillful')",0.5190951,0.51651055,0.5935336,0.6902851,-0.0967515
88,-0.6621336,-0.69682795,"('low', 'eminent')",0.20744257,0.35134572,-0.2273455,-0.1727411,-0.0546044
79,0.64824855,0.7919834,"('wavering', 'unwavering')",-0.013323847,0.35510692,0.3174624,0.5735452,-0.2560828
80,-0.6438035,-0.31647426,"('dominated', 'dominating')",-1.3174322,-1.1803621,-0.9806178,-0.7484182,-0.2321996
30,-0.6340715,-0.8638148,"('intolerant', 'tolerant')",1.2309935,1.0508586,0.298461,0.0935219,0.2049391
27,-0.63031065,-0.5087407,"('hardhearted', 'softhearted')",1.1225085,1.1736857,0.2460989,0.3324725,-0.0863736
76,-0.5950303,-0.2306829,"('anxious', 'daring')",0.3153783,0.5043731,-0.139826,0.1368451,-0.2766711
38,-0.5928001,-0.20234026,"('untruthful', 'truthful')",0.2063875,0.54441726,-0.1932063,0.1710385,-0.3642448
13,-0.58135825,-0.48399228,"('impolite', 'polite')",-0.3077598,-0.27085394,-0.444559,-0.3774231,-0.0671359
19,0.5790495,0.70068836,"('inhospitable', 'hospitable')",0.14731385,0.18992716,0.3631817,0.4453078,-0.0821261
20,-0.56991243,-0.34278592,"('rough', 'thoughtful')",1.5054659,1.2537045,0.4677767,0.4554593,0.0123174
2,0.56841743,0.55090404,"('unlikable', 'likable')",0.6622106,0.539611,0.615314,0.5452575,0.0700565
36,0.5380435,0.09429102,"('hostile', 'amicable')",0.05162815,-0.32567567,0.2948358,-0.1156923,0.4105281
33,0.5186297,0.38842806,"('wrong', 'right')",-0.6491124,-0.5919552,-0.0652413,-0.1017636,0.0365223
77,-0.49648207,-0.21441363,"('unmotivated', 'motivated')",-0.66811305,-0.7078258,-0.5822976,-0.4611197,-0.1211779
51,-0.4573815,-0.14573036,"('uneducated', 'educated')",0.78454214,0.6881553,0.1635803,0.2712125,-0.1076322
49,-0.44709572,-0.35878447,"('unable', 'able')",-0.018455938,0.17321825,-0.2327758,-0.0927831,-0.1399927
82,-0.43730617,0.08584922,"('poor', 'rich')",5.3871746,5.9078875,2.4749341,2.9968684,-0.5219343
24,-0.41528082,-0.41066405,"('dishonest', 'honest')",0.6953348,0.76748484,0.140027,0.1784104,-0.0383834
39,0.4131695,0.1318601,"('exploitative', 'cooperative')",0.11316042,-0.021576669,0.263165,0.0551417,0.2080233
68,-0.36877018,-0.35246807,"('dependent', 'independent')",-0.1704582,-0.20446675,-0.2696142,-0.2784674,0.0088532
87,0.31500152,0.3010061,"('unsuccessful', 'successful')",0.94126326,0.83915704,0.6281324,0.5700816,0.0580508
16,0.29782987,0.3112893,"('unpopular', 'popular')",0.42444155,0.3713465,0.3611357,0.3413179,0.0198178
26,0.2817407,-0.16215996,"('hardhearted', 'benevolent')",1.86402,1.3412786,1.0728804,0.5895593,0.4833211
66,0.27717218,0.22228567,"('inactive', 'active')",0.5578208,0.45533577,0.4174965,0.3388107,0.0786858
29,0.27708077,0.21348386,"('unfair', 'fair')",-0.48215306,-0.697444,-0.1025361,-0.2419801,0.139444
25,0.26753208,0.072245866,"('egoistic', 'altruistic')",1.3524665,1.2325928,0.8099993,0.6524193,0.15758
54,-0.26063198,0.14302158,"('incapable', 'capable')",1.0137112,1.3425716,0.3765396,0.7427966,-0.366257
9,-0.21873812,-0.22135216,"('unaffectionate', 'caring')",1.2500489,1.3827571,0.5156554,0.5807024,-0.065047
40,-0.21009547,-0.1900982,"('stingy', 'generous')",-1.3043787,-1.4096256,-0.7572371,-0.7998619,0.0426248
18,-0.18762934,-0.17295067,"('disagreeable', 'welcoming')",-0.5062343,-0.51704156,-0.3469318,-0.3449961,-0.0019357
67,0.15635338,0.12149338,"('doubtful', 'determined')",-0.49134618,-0.627052,-0.1674964,-0.2527793,0.0852829
84,0.15400885,0.018660873,"('inferior', 'superior')",1.2760197,1.2338489,0.7150143,0.6262549,0.0887594
71,0.1393538,0.27460125,"('diffident', 'self-confident')",0.4968205,0.5412594,0.3180872,0.4079303,-0.0898431
42,0.13347632,0.47203746,"('unreliable', 'reliable')",-2.684717,-2.5858548,-1.2756203,-1.0569086,-0.2187117
17,-0.13341889,-0.27689907,"('nasty', 'nice')",-0.40841046,-0.4042908,-0.2709147,-0.3405949,0.0696802
37,-0.11662686,0.04424701,"('fake', 'genuine')",0.6268722,0.6159146,0.2551227,0.3300808,-0.0749581
74,0.086877204,0.3213191,"('undedicated', 'dedicated')",0.29499638,0.0011049677,0.1909368,0.161212,0.0297248
15,0.07038046,-0.12345109,"('boring', 'funny')",0.1654905,0.14573637,0.1179355,0.0111426,0.1067929
8,-0.05578433,-0.31095797,"('unaffectionate', 'affectionate')",0.8753497,0.84183687,0.4097827,0.2654395,0.1443432
64,-0.046267793,-0.29320174,"('shy', 'confident')",-5.683877,-6.1683683,-2.8650725,-3.2307851,0.3657126
52,0.035198856,-0.688966,"('irrational', 'rational')",0.043095373,-0.17340912,0.0391471,-0.4311875,0.4703346
