,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.5868685,-2.1852407,"('unsympathetic', 'sympathetic')",0.12619154,0.02530089,-1.2303385,-1.0799699,-0.1503686
86,-2.0857348,-2.0292659,"('uninfluential', 'influential')",0.076768555,-0.31587803,-1.0044831,-1.1725719,0.1680888
46,-1.9084531,-1.4924449,"('uncompetitive', 'competitive')",-0.10238584,-0.37574235,-1.0054195,-0.9340936,-0.0713259
23,-1.9000691,-1.5542318,"('insincere', 'sincere')",5.265934,5.6445885,1.6829324,2.0451784,-0.362246
69,1.8758913,1.5361841,"('lazy', 'industrious')",-0.4742096,-0.5797738,0.7008408,0.4782051,0.2226357
0,-1.7970554,-1.8261588,"('unsociable', 'sociable')",-0.34736878,-0.7524399,-1.0722121,-1.2892994,0.2170873
57,-1.7483968,-1.6742448,"('unimaginative', 'imaginative')",-2.0842154,-2.435553,-1.916306,-2.054899,0.138593
63,-1.7480848,-1.2524298,"('unperceptive', 'insightful')",1.4384729,1.5422727,-0.154806,0.1449214,-0.2997274
43,-1.6765571,-1.323167,"('irresponsible', 'responsible')",0.70042497,0.607297,-0.488066,-0.357935,-0.130131
48,-1.6181656,-1.7555276,"('unintelligent', 'intelligent')",0.9824469,0.84841096,-0.3178594,-0.4535583,0.1356989
85,1.5175308,1.3012757,"('insignificant', 'prestigious')",0.47285497,0.54401684,0.9951929,0.9226463,0.0725466
11,-1.5149143,-1.233534,"('unhelpful', 'helpful')",2.1587443,2.2417083,0.321915,0.5040872,-0.1821722
21,-1.5110058,-1.2673464,"('immoral', 'moral')",-0.57852036,-0.709147,-1.0447631,-0.9882467,-0.0565164
35,1.4687148,1.1756437,"('corrupt', 'incorrupt')",-0.4290477,-0.43225428,0.5198336,0.3716947,0.1481389
1,-1.4580231,-1.4275922,"('unfriendly', 'friendly')",1.6256392,1.5257667,0.0838081,0.0490873,0.0347208
73,1.4467239,1.561904,"('helpless', 'self-reliant')",-2.431701,-2.433432,-0.4924885,-0.4357641,-0.0567244
14,-1.4410679,-1.5266832,"('antisocial', 'social')",-0.740598,-1.0818202,-1.0908329,-1.3042517,0.2134188
12,-1.3776428,-0.8570945,"('unsupportive', 'supportive')",-1.256423,-1.182795,-1.3170328,-1.0199448,-0.297088
65,-1.343396,-1.654693,"('insecure', 'secure')",-0.43300027,-0.5304498,-0.8881981,-1.0925714,0.2043733
81,-1.3219965,-1.1797382,"('submissive', 'aggressive')",-0.58069855,-0.36732307,-0.9513475,-0.7735306,-0.1778169
55,-1.3169134,-1.1181546,"('incompetent', 'clever')",0.33225414,0.03767908,-0.4923296,-0.5402378,0.0479082
70,-1.2478396,-0.65156335,"('lethargic', 'energetic')",0.7766584,0.9873423,-0.2355906,0.1678895,-0.4034801
58,-1.2061849,-0.9415623,"('undiscriminating', 'discriminating')",0.21150966,0.13508657,-0.4973376,-0.4032379,-0.0940997
72,-1.1894695,-1.0325078,"('unambitious', 'ambitious')",-0.8629427,-0.6537082,-1.026206,-0.843108,-0.183098
4,1.1299491,1.0776814,"('disliked', 'liked')",-5.766738,-5.998624,-2.3183944,-2.4604712,0.1420768
5,1.1190548,1.3202392,"('distant', 'outgoing')",-0.06680672,0.17441002,0.5261241,0.7473246,-0.2212005
62,-1.1098423,-0.5332618,"('incompetent', 'brilliant')",0.62336415,1.0375866,-0.2432391,0.2521624,-0.4954015
3,-1.0972587,-1.0657691,"('repellent', 'pleasant')",0.01229356,-0.22988594,-0.5424826,-0.6478275,0.1053449
47,-1.0898198,-0.8936405,"('stupid', 'smart')",4.4848366,4.8688016,1.6975083,1.9875805,-0.2900722
59,1.0745537,0.92184466,"('foolish', 'wise')",0.47648573,0.42326108,0.7755197,0.6725529,0.1029668
7,-1.030357,-0.77670443,"('insensitive', 'sensitive')",0.5568477,0.73769784,-0.2367547,-0.0195033,-0.2172514
44,1.0254666,0.9005792,"('prejudiced', 'unprejudiced')",-1.6217442,-1.5769359,-0.2981388,-0.3381783,0.0400395
75,0.91846526,1.1308978,"('meek', 'impulsive')",-0.33527794,-0.21497664,0.2915937,0.4579605,-0.1663668
34,-0.91662675,-0.82343364,"('mean', 'honorable')",5.704096,6.143563,2.3937345,2.6600647,-0.2663302
45,-0.8869629,-0.6297745,"('incompetent', 'competent')",-0.08187896,-0.26414448,-0.4844209,-0.4469595,-0.0374614
22,-0.886141,-0.76240385,"('untrustworthy', 'trustworthy')",-0.7323709,-0.9308115,-0.809256,-0.8466077,0.0373517
60,-0.885322,-0.59515727,"('inefficient', 'efficient')",0.54726785,0.5083782,-0.1690271,-0.0433895,-0.1256376
6,0.87099725,1.052534,"('distant', 'open')",0.093236536,0.31550103,0.4821169,0.6840175,-0.2019006
53,-0.8508749,-0.7137557,"('uncreative', 'creative')",0.8756832,0.7352377,0.0124041,0.010741,0.0016631
41,-0.84856266,-0.9850373,"('unforgiving', 'forgiving')",-0.14964037,-0.29445073,-0.4991015,-0.639744,0.1406425
83,-0.8428081,-0.95790535,"('powerless', 'powerful')",-0.71983886,-0.94797766,-0.7813235,-0.9529415,0.171618
78,-0.840224,-0.31534964,"('nonresilient', 'resilient')",0.75394464,0.9027878,-0.0431397,0.2937191,-0.3368588
32,-0.8282267,-0.77784896,"('unkind', 'kind')",0.8588654,0.7304139,0.0153193,-0.0237175,0.0390368
61,-0.8261733,-1.1327413,"('illogical', 'logical')",0.24588124,0.074656755,-0.290146,-0.5290423,0.2388963
56,-0.80886555,-0.329391,"('impractical', 'practical')",0.25005233,0.423401,-0.2794066,0.047005,-0.3264116
31,0.76253116,0.39861625,"('evil', 'good')",-1.1532582,-1.3077487,-0.1953635,-0.4545662,0.2592027
28,-0.7411419,-0.6548903,"('disloyal', 'loyal')",0.7581673,0.81775117,0.0085127,0.0814304,-0.0729177
