,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,1.6448313,1.813666,"('lazy', 'industrious')",-0.44574633,-0.43306637,0.5995425,0.6902998,-0.0907573
18,-1.5013072,-1.361037,"('disagreeable', 'welcoming')",-0.7406761,-0.52298564,-1.1209917,-0.9420114,-0.1789803
87,1.4467582,1.4974891,"('unsuccessful', 'successful')",0.95805615,0.93367153,1.2024071,1.2155803,-0.0131732
73,1.367742,1.5010182,"('helpless', 'self-reliant')",-2.9812896,-2.9863393,-0.8067738,-0.7426606,-0.0641132
39,1.2747455,1.5372757,"('exploitative', 'cooperative')",0.18047707,0.3256811,0.7276112,0.9314784,-0.2038672
51,-1.1521661,-1.1727257,"('uneducated', 'educated')",0.48820373,0.43022344,-0.3319812,-0.3712511,0.0392699
65,-1.1247306,-1.0459409,"('insecure', 'secure')",-1.0349782,-0.8765534,-1.0798544,-0.9612471,-0.1186073
72,-1.1048337,-1.0785425,"('unambitious', 'ambitious')",-1.1545731,-0.9664699,-1.1297034,-1.0225062,-0.1071972
33,1.0467213,1.2106332,"('wrong', 'right')",-0.5761534,-0.42944288,0.235284,0.3905951,-0.1553111
85,1.0438601,1.1871978,"('insignificant', 'prestigious')",0.95024806,1.0554093,0.9970541,1.1213036,-0.1242495
8,-1.0357711,-0.97451997,"('unaffectionate', 'affectionate')",0.73666745,0.86495215,-0.1495518,-0.0547839,-0.0947679
57,-1.0318896,-1.4946328,"('unimaginative', 'imaginative')",-2.4721107,-2.7111516,-1.7520001,-2.1028922,0.3508921
71,1.0178492,1.2552434,"('diffident', 'self-confident')",0.9137609,0.8415517,0.9658051,1.0483975,-0.0825924
55,-0.976406,-1.12172,"('incompetent', 'clever')",-0.07488873,-0.008143451,-0.5256473,-0.5649317,0.0392844
84,0.9341423,0.8414587,"('inferior', 'superior')",1.1197882,1.1513822,1.0269653,0.9964204,0.0305449
26,0.8975722,0.78618556,"('hardhearted', 'benevolent')",1.7381592,1.8418125,1.3178657,1.3139991,0.0038666
68,-0.85541975,-0.9333928,"('dependent', 'independent')",-0.35306734,-0.451604,-0.6042435,-0.6924984,0.0882549
82,-0.84048116,-0.735707,"('poor', 'rich')",5.5697346,5.805997,2.3646266,2.535145,-0.1705184
59,0.8177871,0.9153959,"('foolish', 'wise')",0.31490552,0.4666171,0.5663463,0.6910065,-0.1246602
10,-0.75510865,-0.8775718,"('unsympathetic', 'sympathetic')",-0.13530174,-0.20096427,-0.4452052,-0.539268,0.0940628
42,-0.7488495,-0.7430561,"('unreliable', 'reliable')",-3.2867997,-3.3523626,-2.0178246,-2.0477095,0.0298849
74,0.72913533,0.6993438,"('undedicated', 'dedicated')",0.30735442,0.28547117,0.5182449,0.4924075,0.0258374
19,-0.7001867,-0.60369337,"('inhospitable', 'hospitable')",0.028404389,-0.017133927,-0.3358912,-0.3104137,-0.0254775
17,-0.69401646,-0.7367278,"('nasty', 'nice')",-0.386585,-0.32644492,-0.5403007,-0.5315863,-0.0087144
76,-0.6707661,-0.62446105,"('anxious', 'daring')",0.08268894,0.3000725,-0.2940386,-0.1621943,-0.1318443
49,-0.64695406,-0.50627583,"('unable', 'able')",-0.30687392,-0.19329822,-0.476914,-0.349787,-0.127127
16,-0.63602644,-0.48661992,"('unpopular', 'popular')",0.35923547,0.38192406,-0.1383955,-0.0523479,-0.0860476
60,-0.629017,-0.44067585,"('inefficient', 'efficient')",-0.410335,-0.08255583,-0.519676,-0.2616158,-0.2580602
48,-0.58609366,-0.5159897,"('unintelligent', 'intelligent')",0.1941273,0.25786653,-0.1959832,-0.1290616,-0.0669216
63,0.57804894,0.4247688,"('unperceptive', 'insightful')",1.0897933,1.0014575,0.8339211,0.7131131,0.120808
77,-0.5711627,-0.54029673,"('unmotivated', 'motivated')",-1.0557564,-1.1261572,-0.8134596,-0.8332269,0.0197673
37,0.56773823,0.32259667,"('fake', 'genuine')",0.640542,0.5330715,0.6041401,0.4278341,0.176306
81,-0.5667857,-0.34304863,"('submissive', 'aggressive')",-1.1365833,-0.9615975,-0.8516845,-0.6523231,-0.1993614
1,0.5270566,0.48123786,"('unfriendly', 'friendly')",1.8702548,1.8150716,1.1986556,1.1481547,0.0505009
6,-0.50777876,-0.44148612,"('distant', 'open')",0.31830776,0.33801293,-0.0947355,-0.0517366,-0.0429989
0,-0.4988041,-0.54218674,"('unsociable', 'sociable')",-0.51925594,-0.44071484,-0.50903,-0.4914508,-0.0175792
14,-0.4944026,-0.42126873,"('antisocial', 'social')",-0.90067714,-0.7809439,-0.6975399,-0.6011063,-0.0964336
52,-0.47108334,-0.4359967,"('irrational', 'rational')",-0.18114512,-0.10499832,-0.3261142,-0.2704975,-0.0556167
