,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.116701,-2.1592827,"('unsympathetic', 'sympathetic')",2.323663,2.193133,-0.023006257,0.14609501,0.0613186,0.0599818,0.0013368
57,-1.966861,-1.9635226,"('unimaginative', 'imaginative')",0.9842648,0.77038175,-3.0153172,-3.0513532,-1.3326378,-1.4148313,0.0821935
28,-1.9221191,-2.1404774,"('disloyal', 'loyal')",0.661348,0.48519436,0.97499007,0.9773821,-0.0952604,-0.225967,0.1307066
0,-1.7097045,-2.1022904,"('unsociable', 'sociable')",1.9527897,1.556651,0.166578,0.010713771,0.1365544,-0.1783085,0.3148629
23,-1.7013627,-1.787463,"('insincere', 'sincere')",1.7139132,1.5734878,6.1302004,6.3282,2.0475836,2.0380748,0.0095088
53,-1.6879537,-1.6898823,"('uncreative', 'creative')",-1.1298177,-1.316497,0.11268017,0.038148887,-0.9016971,-0.9894101,0.087713
1,-1.6339281,-1.4883933,"('unfriendly', 'friendly')",-1.7224659,-1.9345868,0.8458711,0.6491268,-0.8368409,-0.9246178,0.0877769
43,-1.5511246,-1.4670575,"('irresponsible', 'responsible')",1.3340851,1.3536025,0.59548134,0.60688597,0.1261473,0.164477,-0.0383297
35,1.5336252,1.3838274,"('corrupt', 'incorrupt')",-2.7137897,-2.6728578,-1.0443763,-1.3223866,-0.7415136,-0.8704723,0.1289587
11,-1.4856985,-1.4521778,"('unhelpful', 'helpful')",0.5809049,0.5705518,1.9759535,2.2345865,0.3570533,0.4509869,-0.0939336
86,-1.4058807,-1.7178699,"('uninfluential', 'influential')",1.3491247,0.9424458,-0.08347195,-0.13054724,-0.0467427,-0.3019904,0.2552477
73,1.3687406,1.5681465,"('helpless', 'self-reliant')",-0.044835016,0.11586188,-3.1781707,-2.9588258,-0.6180884,-0.4249392,-0.1931492
45,-1.3469634,-1.1779639,"('incompetent', 'competent')",2.123512,2.1014,-0.16093045,-0.08534335,0.2052061,0.2793642,-0.0741581
48,-1.322317,-1.521455,"('unintelligent', 'intelligent')",1.057623,0.9274742,0.7695985,0.70349044,0.1683015,0.0365032,0.1317983
60,-1.3173928,-1.3353374,"('inefficient', 'efficient')",3.304393,3.135756,0.0535819,0.3043133,0.6801941,0.7015773,-0.0213832
69,1.3130364,0.9428139,"('lazy', 'industrious')",-1.1031746,-1.2619331,-1.2147597,-1.7525966,-0.3349659,-0.6905719,0.355606
13,-1.3032761,-1.2841123,"('impolite', 'polite')",2.1072958,1.9576626,-0.2805975,-0.33026573,0.1744741,0.1144282,0.0600459
59,1.2950337,1.323446,"('foolish', 'wise')",-0.45818612,-0.55583113,-0.17869867,-0.36667624,0.219383,0.1336462,0.0857368
7,-1.2787515,-1.3538479,"('insensitive', 'sensitive')",0.95239055,0.86255115,0.4172764,0.5004384,0.0303052,0.0030472,0.027258
72,-1.2369235,-1.1769786,"('unambitious', 'ambitious')",0.024006689,-0.031381257,-0.6446185,-0.38295132,-0.6191784,-0.5304371,-0.0887413
76,-1.2121454,-0.98995805,"('anxious', 'daring')",0.648986,0.7833198,-0.29695883,0.07813424,-0.2867061,-0.0428347,-0.2438714
14,-1.2107626,-1.5572764,"('antisocial', 'social')",2.5139425,2.2964134,-0.06395495,-0.29637778,0.413075,0.1475864,0.2654886
46,-1.1744126,-1.2952849,"('uncompetitive', 'competitive')",2.1537788,1.7925307,-0.3840419,-0.33773267,0.1984414,0.053171,0.1452704
32,-1.1662695,-1.2883346,"('unkind', 'kind')",0.47317877,0.2510128,0.8898361,0.7952136,0.0655818,-0.0807027,0.1462845
65,-1.110532,-1.3421041,"('insecure', 'secure')",1.2097194,0.96664596,-0.00030972436,0.16412304,0.0329592,-0.070445,0.1034042
41,-1.1012906,-0.8772071,"('unforgiving', 'forgiving')",0.25273725,0.2513171,0.21001667,-0.01238386,-0.2128455,-0.212758,-8.75e-05
30,-1.0674678,-0.99824935,"('intolerant', 'tolerant')",2.3597548,2.1415563,0.6938524,0.55043304,0.6620465,0.56458,0.0974665
56,-1.009874,-0.74387085,"('impractical', 'practical')",2.3019876,2.3276434,-0.7334486,-0.41592574,0.1862217,0.3892823,-0.2030606
55,-1.0042325,-1.1290318,"('incompetent', 'clever')",3.4721985,3.1943138,0.5946562,0.65952927,1.0208741,0.9082704,0.1126037
3,-1.0005387,-1.2530562,"('repellent', 'pleasant')",1.207754,1.0810783,0.8975843,0.95502746,0.3682665,0.2610165,0.10725
38,-0.99583167,-0.7727582,"('untruthful', 'truthful')",-0.1623037,0.013644589,-0.27327862,-0.20166948,-0.477138,-0.320261,-0.156877
24,-0.9935821,-0.86763906,"('dishonest', 'honest')",0.7452074,0.8664433,0.65438414,0.86039543,0.1353365,0.2863999,-0.1510634
61,-0.97934824,-1.0293342,"('illogical', 'logical')",0.56016904,0.5974328,0.5495864,0.53077245,0.0434691,0.032957,0.0105121
9,-0.9642993,-1.0947316,"('unaffectionate', 'caring')",-0.58549917,-0.7165548,1.305985,1.3730351,-0.0812712,-0.1460838,0.0648126
63,-0.9317167,-0.7973791,"('unperceptive', 'insightful')",0.27669385,0.18920146,0.69148475,0.7942365,0.012154,0.0620196,-0.0498656
88,-0.9310447,-0.94867456,"('low', 'eminent')",-0.187167,-0.3209888,-0.57373977,-0.4985598,-0.5639838,-0.5894077,0.0254239
81,-0.9075924,-1.1303474,"('submissive', 'aggressive')",2.5742517,2.307256,-0.777783,-0.55719066,0.2962921,0.2065727,0.0897194
49,-0.88302356,-0.9051842,"('unable', 'able')",0.016229428,-0.015617585,-0.09080228,0.06189154,-0.3191988,-0.2863034,-0.0328954
82,-0.8394081,-0.64877635,"('poor', 'rich')",0.20885205,0.3189868,5.9857874,6.120276,1.7850771,1.9301621,-0.145085
85,0.83774483,0.6840435,"('insignificant', 'prestigious')",-2.9364927,-3.229545,-0.89373004,-1.4601923,-0.9974926,-1.3352313,0.3377387
21,-0.8086468,-0.96738166,"('immoral', 'moral')",1.9605559,1.6995151,-0.20912589,-0.18015704,0.3142611,0.1839921,0.130269
62,-0.7892401,-0.5746044,"('incompetent', 'brilliant')",2.4430523,2.4488716,0.3062409,0.73122287,0.653351,0.8684967,-0.2151457
12,-0.7769084,-0.7381203,"('unsupportive', 'supportive')",0.91537654,1.0233617,-1.9018016,-1.8648081,-0.5877778,-0.5265222,-0.0612556
25,0.6490096,0.44495553,"('egoistic', 'altruistic')",-0.68340147,-0.6710439,0.92004794,0.7289082,0.2952187,0.1676066,0.1276121
22,-0.6425387,-0.5455675,"('untrustworthy', 'trustworthy')",0.39845827,0.27993843,-0.52748555,-0.37616873,-0.2571887,-0.2139326,-0.0432561
77,-0.63823193,-1.0058353,"('unmotivated', 'motivated')",0.3549977,0.022749424,-0.74288625,-0.7566053,-0.3420401,-0.5798971,0.237857
4,0.62415755,0.80134267,"('disliked', 'liked')",-1.4642688,-1.2946686,-7.2800817,-7.4325786,-2.7067312,-2.6419681,-0.0647631
54,-0.5827891,-0.734583,"('incapable', 'capable')",-0.2668941,-0.36270708,0.7177718,0.79377925,-0.0439705,-0.1011703,0.0571998
8,-0.5505582,-0.7740175,"('unaffectionate', 'affectionate')",-1.0184834,-1.1864879,0.75577646,0.6271375,-0.2710884,-0.444456,0.1733676
75,0.54723686,0.80858374,"('meek', 'impulsive')",-1.6590449,-1.5598571,-1.0968587,-1.0853845,-0.7362223,-0.6122193,-0.124003
33,0.5290112,0.4772019,"('wrong', 'right')",-0.5964837,-0.5980995,-0.6505375,-0.71977353,-0.2393367,-0.2802237,0.040887
17,-0.50631785,-0.49454612,"('nasty', 'nice')",0.056414034,-0.042658508,-0.6992404,-0.84092015,-0.3830481,-0.4593749,0.0763268
67,0.5014521,0.3745838,"('doubtful', 'determined')",1.0561694,0.7923689,-0.31983623,-0.42498034,0.4125951,0.2473241,0.165271
47,-0.49851233,-0.40333456,"('stupid', 'smart')",0.5826075,0.5951081,5.0611987,5.0901184,1.7150979,1.7606306,-0.0455327
26,-0.4964806,-0.52964085,"('hardhearted', 'benevolent')",0.8875802,0.7502191,1.4289341,1.0082493,0.6066779,0.4096092,0.1970687
31,0.4936426,0.74278533,"('evil', 'good')",-2.550641,-2.458175,-1.2906954,-1.5423205,-1.115898,-1.0859033,-0.0299947
70,-0.43586302,-0.2659089,"('lethargic', 'energetic')",2.1748645,2.2465513,0.31726018,0.58281946,0.6854206,0.8544873,-0.1690667
52,0.43231395,0.23764126,"('irrational', 'rational')",-1.9981617,-1.92847,-0.29216364,-0.46274716,-0.6193371,-0.7178586,0.0985215
44,0.3827162,0.2873296,"('prejudiced', 'unprejudiced')",-1.0034549,-0.99279374,-1.6623458,-1.6734035,-0.7610281,-0.7929559,0.0319278
39,-0.3825947,-0.6124568,"('exploitative', 'cooperative')",1.1997647,1.1212982,0.480945,0.45849028,0.432705,0.3224439,0.1102611
84,0.3595465,0.35627162,"('inferior', 'superior')",0.31968194,0.28228223,0.88415253,0.8844206,0.521127,0.5076582,0.0134688
80,0.3574506,0.3939382,"('dominated', 'dominating')",1.5189238,1.4399185,-0.35232067,0.054716848,0.5080179,0.6295245,-0.1215066
78,-0.35034359,-0.36897588,"('nonresilient', 'resilient')",0.13852948,0.055484813,0.8952899,0.86170286,0.2278253,0.1827373,0.045088
2,0.32821828,0.16328776,"('unlikable', 'likable')",0.5574166,0.46138513,0.24825692,0.10409121,0.3779639,0.2429214,0.1350425
18,-0.30348596,-0.46083742,"('disagreeable', 'welcoming')",-0.4758883,-0.6327397,-0.64821976,-0.8469844,-0.4758646,-0.6468538,0.1709892
36,0.29008687,0.22193637,"('hostile', 'amicable')",-2.789689,-2.8001053,-0.63818717,-1.0442019,-1.0459298,-1.2074569,0.1615271
68,-0.28745058,-0.23008674,"('dependent', 'independent')",0.95946634,0.7803943,-0.53763855,-0.61515605,0.0447924,-0.0216162,0.0664086
20,-0.24624985,-0.13310155,"('rough', 'thoughtful')",0.99069875,0.89080113,0.91115963,0.8540168,0.5518695,0.5372388,0.0146307
42,-0.24563119,-0.031590678,"('unreliable', 'reliable')",0.0016923491,0.23458242,-3.6606688,-3.3262162,-1.3015359,-1.0410748,-0.2604611
5,0.24477072,0.45395085,"('distant', 'outgoing')",-2.2591686,-2.143209,-0.8752888,-0.93258077,-0.9632289,-0.8739463,-0.0892826
19,0.24141383,0.33685532,"('inhospitable', 'hospitable')",-1.1521146,-1.1704016,-0.64008266,-0.58089596,-0.5169278,-0.4714808,-0.045447
