,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.0890732,-1.9723506,"('distant', 'open')",-0.4702443,-0.45543352,-1.2796588,-1.2138921,-0.0657667
36,-2.0828273,-2.0779033,"('hostile', 'amicable')",-0.6805995,-0.7918854,-1.3817134,-1.4348943,0.0531809
8,-1.8771023,-1.6244535,"('unaffectionate', 'affectionate')",0.18730482,0.344708,-0.8448987,-0.6398728,-0.2050259
5,-1.8048041,-1.6042787,"('distant', 'outgoing')",-0.8981269,-0.86160785,-1.3514655,-1.2329433,-0.1185222
53,-1.6079699,-1.460889,"('uncreative', 'creative')",1.0653095,0.9846113,-0.2713302,-0.2381389,-0.0331913
31,-1.6065028,-1.6950434,"('evil', 'good')",-1.6152451,-1.8567989,-1.6108739,-1.7759211,0.1650472
81,1.5803039,1.7423749,"('submissive', 'aggressive')",0.021187752,0.23576966,0.8007458,0.9890723,-0.1883265
1,-1.5111197,-1.3213995,"('unfriendly', 'friendly')",1.2204878,1.2096305,-0.1453159,-0.0558845,-0.0894314
60,1.4492793,1.4307414,"('inefficient', 'efficient')",0.90042734,1.091203,1.1748533,1.2609723,-0.086119
9,-1.3771658,-1.252869,"('unaffectionate', 'caring')",0.7484091,0.949407,-0.3143784,-0.151731,-0.1626474
85,-1.2837085,-1.0886644,"('insignificant', 'prestigious')",-0.27017355,-0.36232403,-0.776941,-0.7254942,-0.0514468
35,-1.2718619,-1.0946002,"('corrupt', 'incorrupt')",-1.1704115,-1.2412382,-1.2211367,-1.1679192,-0.0532175
66,-1.2587577,-1.5016236,"('inactive', 'active')",0.44164005,0.3564655,-0.4085588,-0.5725791,0.1640203
19,-1.254089,-0.94395494,"('inhospitable', 'hospitable')",-0.50382876,-0.3522941,-0.8789589,-0.6481245,-0.2308344
62,1.2479633,1.370889,"('incompetent', 'brilliant')",1.0068733,1.2715483,1.1274183,1.3212186,-0.1938003
76,1.1122372,1.2065926,"('anxious', 'daring')",0.56468266,0.69004226,0.83846,0.9483174,-0.1098574
79,-1.0593512,-0.9878949,"('wavering', 'unwavering')",-0.48507407,-0.413961,-0.7722126,-0.700928,-0.0712846
80,1.0548207,0.9347562,"('dominated', 'dominating')",-0.73609424,-0.841909,0.1593632,0.0464236,0.1129396
52,-0.99096143,-0.85529536,"('irrational', 'rational')",-0.49634397,-0.54199326,-0.7436527,-0.6986443,-0.0450084
30,0.9720231,1.0259298,"('intolerant', 'tolerant')",1.619859,1.7146353,1.2959411,1.3702825,-0.0743414
56,0.9653881,0.9051313,"('impractical', 'practical')",0.4297256,0.3764808,0.6975569,0.640806,0.0567509
86,-0.9378123,-1.1015444,"('uninfluential', 'influential')",0.40696606,0.23010787,-0.2654231,-0.4357182,0.1702951
67,0.9359629,0.9515224,"('doubtful', 'determined')",-0.2925827,-0.1251671,0.3216901,0.4131777,-0.0914876
87,0.9270242,0.69437,"('unsuccessful', 'successful')",0.78210217,0.7878959,0.8545632,0.741133,0.1134302
18,-0.884043,-0.78026795,"('disagreeable', 'welcoming')",-0.39494118,-0.53061885,-0.6394921,-0.6554434,0.0159513
65,0.8648732,0.5323273,"('insecure', 'secure')",0.12565401,-0.04919793,0.4952636,0.2415647,0.2536989
25,-0.8466112,-0.8134487,"('egoistic', 'altruistic')",1.0076116,1.0088832,0.0805002,0.0977173,-0.0172171
39,0.84028655,0.6484437,"('exploitative', 'cooperative')",-0.085953176,-0.07436463,0.3771667,0.2870395,0.0901272
57,-0.82551306,-0.88674676,"('unimaginative', 'imaginative')",-2.2370179,-2.3823438,-1.5312655,-1.6345453,0.1032798
51,0.7847765,0.7814004,"('uneducated', 'educated')",1.1858864,1.09677,0.9853314,0.9390852,0.0462462
29,-0.7770537,-0.81700486,"('unfair', 'fair')",-0.6140947,-0.82651246,-0.6955742,-0.8217586,0.1261844
21,0.74992895,0.8494883,"('immoral', 'moral')",-0.256805,-0.17997393,0.246562,0.3347572,-0.0881952
78,-0.72243273,-0.502948,"('nonresilient', 'resilient')",0.05141357,0.2343988,-0.3355096,-0.1342746,-0.201235
70,0.66278934,0.54715544,"('lethargic', 'energetic')",1.4419599,1.3946093,1.0523746,0.9708824,0.0814922
14,0.6352233,0.32891357,"('antisocial', 'social')",-0.16510373,-0.37682492,0.2350598,-0.0239557,0.2590155
71,-0.62846565,-0.55663013,"('diffident', 'self-confident')",0.35504052,0.2544376,-0.1367126,-0.1510963,0.0143837
44,0.5774794,0.44256052,"('prejudiced', 'unprejudiced')",-1.3560281,-1.3689843,-0.3892743,-0.4632119,0.0739376
58,-0.55673075,-0.7163331,"('undiscriminating', 'discriminating')",0.32426292,0.088348284,-0.1162339,-0.3139924,0.1977585
42,0.51813906,0.32532114,"('unreliable', 'reliable')",-2.7070458,-2.8770502,-1.0944533,-1.2758645,0.1814112
12,-0.50464106,-0.4769235,"('unsupportive', 'supportive')",-1.5972931,-1.6943232,-1.0509671,-1.0856234,0.0346563
20,0.48153946,0.5338674,"('rough', 'thoughtful')",1.3102334,1.2831208,0.8958864,0.9084941,-0.0126077
16,-0.47815362,-0.21279418,"('unpopular', 'popular')",0.4168235,0.4217225,-0.0306651,0.1044642,-0.1351293
73,0.446523,0.462286,"('helpless', 'self-reliant')",-3.4864173,-3.4047194,-1.5199472,-1.4712167,-0.0487305
75,-0.44635662,-0.14824189,"('meek', 'impulsive')",-0.553661,-0.32098106,-0.5000088,-0.2346115,-0.2653973
88,-0.429978,-0.031288948,"('low', 'eminent')",0.3161014,0.39247763,-0.0569383,0.1805943,-0.2375326
61,0.42991674,0.3288682,"('illogical', 'logical')",0.37196133,0.30696487,0.400939,0.3179165,0.0830225
54,-0.40874892,-0.19513202,"('incapable', 'capable')",1.0181407,1.3618412,0.3046959,0.5833546,-0.2786587
68,-0.37433216,-0.30829728,"('dependent', 'independent')",-0.3601821,-0.32791877,-0.3672571,-0.318108,-0.0491491
38,-0.37360367,-0.12414119,"('untruthful', 'truthful')",-0.05924329,0.22363491,-0.2164235,0.0497469,-0.2661704
27,-0.37225983,-0.37559906,"('hardhearted', 'softhearted')",1.2590808,1.2464427,0.4434105,0.4354218,0.0079887
3,0.36191973,0.12543671,"('repellent', 'pleasant')",0.5048553,0.39514196,0.4333875,0.2602893,0.1730982
45,0.35470065,0.03189355,"('incompetent', 'competent')",0.45060104,0.22200738,0.4026508,0.1269505,0.2757003
2,0.34558278,0.39882,"('unlikable', 'likable')",0.5347395,0.49896866,0.4401611,0.4488943,-0.0087332
64,0.34049174,0.09348953,"('shy', 'confident')",-6.317762,-6.5932593,-2.9886351,-3.2498848,0.2612497
28,-0.33187664,-0.28028393,"('disloyal', 'loyal')",1.124915,1.0311556,0.3965192,0.3754358,0.0210834
