,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
13,0.31612304,0.4098785,"('impolite', 'polite')",0.13507473,0.24089721,0.2255989,0.3253878,-0.0997889
4,-0.31527537,-0.22929871,"('disliked', 'liked')",-6.6017785,-6.8118834,-3.4585268,-3.520591,0.0620642
77,-0.30001417,-0.11172795,"('unmotivated', 'motivated')",-0.96546954,-0.7201297,-0.6327419,-0.4159288,-0.2168131
83,-0.2978351,-0.19318476,"('powerless', 'powerful')",-0.5213856,-0.5104757,-0.4096104,-0.3518302,-0.0577802
0,-0.28660873,-0.56806284,"('unsociable', 'sociable')",-0.05300071,-0.20574525,-0.1698047,-0.3869041,0.2170994
55,0.28125918,0.1591745,"('incompetent', 'clever')",0.8201006,0.7069548,0.5506799,0.4330646,0.1176153
26,-0.27507907,-0.4986665,"('hardhearted', 'benevolent')",1.4156572,1.1737714,0.570289,0.3375524,0.2327366
82,-0.25049856,-0.094148144,"('poor', 'rich')",6.767007,7.0447626,3.2582541,3.4753072,-0.2170531
15,-0.24923068,-0.08440207,"('boring', 'funny')",0.17105815,0.1689218,-0.0390863,0.0422599,-0.0813462
17,-0.24479249,-0.10952731,"('nasty', 'nice')",-0.8018254,-0.89215183,-0.5233089,-0.5008396,-0.0224693
23,-0.22218773,-0.16370176,"('insincere', 'sincere')",6.260319,6.4732733,3.0190659,3.1547859,-0.13572
41,-0.21852432,-0.05206802,"('unforgiving', 'forgiving')",0.41182503,0.15918916,0.0966504,0.0535606,0.0430898
47,0.21412268,0.34088963,"('stupid', 'smart')",5.655326,5.9219556,2.9347243,3.1314225,-0.1966982
48,0.20027605,0.3748592,"('unintelligent', 'intelligent')",1.105317,1.1923462,0.6527965,0.7836027,-0.1308062
74,0.19333717,0.033786595,"('undedicated', 'dedicated')",0.22943334,-0.09971065,0.2113853,-0.032962,0.2443473
10,0.19136135,0.15835623,"('unsympathetic', 'sympathetic')",0.30377898,0.41080454,0.2475702,0.2845804,-0.0370102
37,0.13919687,0.122817256,"('fake', 'genuine')",0.7496766,0.69540393,0.4444367,0.4091106,0.0353261
50,-0.13135424,-0.06901101,"('clumsy', 'skillful')",0.2537659,0.3438584,0.0612058,0.1374237,-0.0762179
49,-0.12929228,0.2631296,"('unable', 'able')",-0.15073885,0.082421646,-0.1400156,0.1727756,-0.3127912
84,0.12261607,0.2977764,"('inferior', 'superior')",0.739141,0.90788466,0.4308785,0.6028305,-0.171952
33,-0.1210981,-0.05508834,"('wrong', 'right')",-1.0527663,-0.9026461,-0.5869322,-0.4788672,-0.108065
69,-0.11899285,-0.48431444,"('lazy', 'industrious')",-0.8932398,-1.0064546,-0.5061163,-0.7453845,0.2392682
24,0.11793798,0.1306536,"('dishonest', 'honest')",1.0529538,1.155676,0.5854459,0.6431648,-0.0577189
7,0.11180034,-0.012897208,"('insensitive', 'sensitive')",1.067554,0.94012135,0.5896772,0.4636121,0.1260651
34,0.1088493,0.20699704,"('mean', 'honorable')",6.4019036,6.6622767,3.2553766,3.4346368,-0.1792602
63,-0.09508692,0.0010135295,"('unperceptive', 'insightful')",1.4202043,1.5227906,0.6625587,0.761902,-0.0993433
40,-0.093653545,-0.34428018,"('stingy', 'generous')",-1.2768675,-1.6119417,-0.6852605,-0.9781109,0.2928504
32,0.07220769,0.2591338,"('unkind', 'kind')",1.2388058,1.3062745,0.6555067,0.7827042,-0.1271975
11,0.0721597,0.27352586,"('unhelpful', 'helpful')",2.2616076,2.349358,1.1668837,1.311442,-0.1445583
43,-0.06353086,-0.10286516,"('irresponsible', 'responsible')",1.2174087,1.2185237,0.5769389,0.5578293,0.0191096
59,-0.049089693,0.06692842,"('foolish', 'wise')",-0.010093207,0.024944661,-0.0295914,0.0459365,-0.0755279
22,0.044657856,-0.04952118,"('untrustworthy', 'trustworthy')",-0.9096309,-0.9520278,-0.4324865,-0.5007745,0.068288
46,0.04436235,0.08540298,"('uncompetitive', 'competitive')",0.15618092,0.25853512,0.1002716,0.1719691,-0.0716975
72,-0.042335913,0.116156586,"('unambitious', 'ambitious')",-0.57232744,-0.27393264,-0.3073317,-0.078888,-0.2284437
