,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.9280007,2.6475894,"('lazy', 'industrious')",0.8257177,0.75367284,2.7106147,2.5007522,0.11385843,-0.06714983,1.6445478,1.4587163,0.1858315
85,2.5817764,2.2647648,"('insignificant', 'prestigious')",2.3564157,2.3051176,2.1953797,1.9944223,2.1217868,1.8032801,2.3138397,2.0918963,0.2219434
35,2.4607842,2.362698,"('corrupt', 'incorrupt')",0.37721828,0.2972381,1.4793482,1.1678915,0.8905766,0.62659645,1.3019817,1.113606,0.1883757
33,2.1494298,1.8573489,"('wrong', 'right')",0.6350234,0.5026368,0.80201405,0.628049,0.082779795,-0.14022139,0.9173118,0.7119533,0.2053585
46,-1.9975269,-1.7045022,"('uncompetitive', 'competitive')",-0.28528053,-0.020995475,-1.1830837,-0.85689193,-1.2415469,-1.0080173,-1.1768594,-0.8976017,-0.2792577
3,-1.9128269,-1.5690312,"('repellent', 'pleasant')",-0.8038014,-0.617248,0.09619484,0.3235518,-0.23064716,-0.112541914,-0.7127702,-0.4938174,-0.2189528
5,1.8242966,1.557639,"('distant', 'outgoing')",0.41141146,0.4120186,0.9260713,0.72660017,0.5495502,0.33391434,0.9278324,0.757543,0.1702894
6,1.8234011,1.528144,"('distant', 'open')",0.656236,0.57299715,0.6397992,0.35965675,1.2394458,0.9398062,1.0897205,0.8501511,0.2395694
72,-1.7111996,-1.7359134,"('unambitious', 'ambitious')",-0.91960883,-0.80183995,-0.6436387,-0.5522601,-0.9940187,-0.8628658,-1.0671164,-0.9882199,-0.0788965
59,1.6773311,1.495993,"('foolish', 'wise')",1.3012564,1.259525,0.17914253,0.050833467,0.9473216,0.7800544,1.0262629,0.8966014,0.1296615
36,1.6679718,1.3951983,"('hostile', 'amicable')",0.15032178,0.031230956,1.3722748,1.1989475,1.4381535,1.2124639,1.1571805,0.9594601,0.1977204
10,-1.639413,-1.4677457,"('unsympathetic', 'sympathetic')",-0.33741593,-0.27935225,-1.961316,-1.7492197,-0.8898484,-0.6999318,-1.2069983,-1.0490624,-0.1579359
70,-1.5816873,-1.4152869,"('lethargic', 'energetic')",0.26025048,0.35795346,-2.0614855,-1.8255116,0.13693935,0.29096717,-0.8114958,-0.6479694,-0.1635264
71,1.5524933,1.3030876,"('diffident', 'self-confident')",0.18590814,0.16724482,-0.11188947,-0.15799114,1.0575402,0.86591494,0.671013,0.544564,0.126449
66,1.5209125,1.3341738,"('inactive', 'active')",1.6951863,1.4706923,1.8186407,1.4635692,1.9194659,1.542174,1.7385514,1.4526523,0.2858991
2,1.5194168,1.6426059,"('unlikable', 'likable')",1.734499,1.8543284,1.8617318,1.9535153,1.1174474,1.2440994,1.5582737,1.6736374,-0.1153637
82,-1.4304992,-1.1242851,"('poor', 'rich')",-0.7117204,-0.46625638,-1.6692058,-1.3417372,5.7132854,6.026234,0.4754651,0.7734889,-0.2980238
15,1.4143106,1.309248,"('boring', 'funny')",0.54263383,0.61195105,0.033416256,-0.015797652,0.7191298,0.71926725,0.6773726,0.6561671,0.0212055
86,-1.2799118,-1.3475497,"('uninfluential', 'influential')",-0.04099559,-0.16633871,-1.6000917,-1.529421,0.32217982,0.33132342,-0.6497048,-0.6779965,0.0282917
11,-1.2732441,-1.2812356,"('unhelpful', 'helpful')",-0.9951627,-0.81923133,-1.3190018,-1.0825373,1.5913255,1.7608197,-0.4990208,-0.3555462,-0.1434746
54,1.2465789,1.0272999,"('incapable', 'capable')",0.9362314,0.9843058,0.22658332,0.22135642,1.7767495,1.7427814,1.0465357,0.9939359,0.0525998
19,1.2411298,1.1543012,"('inhospitable', 'hospitable')",-0.518838,-0.53372943,-0.24444033,-0.3151114,0.33107984,0.28736204,0.2022328,0.1482056,0.0540272
60,-1.2258992,-0.9860884,"('inefficient', 'efficient')",-0.3059916,0.03907182,-1.8061898,-1.3949558,-0.62194884,-0.2642134,-0.9900074,-0.6515464,-0.338461
45,-1.2060798,-1.0722542,"('incompetent', 'competent')",-0.56845504,-0.3200536,-2.5407045,-2.2329643,-0.78171384,-0.6654365,-1.2742383,-1.0726771,-0.2015612
13,-1.2056017,-0.8939693,"('impolite', 'polite')",-0.61776245,-0.36649835,-0.95220876,-0.61047757,-1.0906584,-0.8206606,-0.9665578,-0.6729015,-0.2936563
81,-1.193255,-0.9398435,"('submissive', 'aggressive')",0.11728743,0.2655052,-1.4903336,-1.2269455,-1.4836785,-1.1515367,-1.0124949,-0.7632051,-0.2492898
26,1.148439,0.9429568,"('hardhearted', 'benevolent')",2.4263759,2.274483,1.4445448,1.3685434,2.0861492,2.0570736,1.7763772,1.6607642,0.115613
22,-1.1188242,-1.0091588,"('untrustworthy', 'trustworthy')",-0.47235376,-0.46246782,-1.3209218,-1.1170145,-1.329447,-1.1991742,-1.0603867,-0.9469538,-0.1134329
31,1.1110111,0.93417966,"('evil', 'good')",0.14614296,-0.104633234,1.4654263,1.0329869,-0.2335406,-0.44133767,0.62226,0.3552989,0.2669611
73,1.1024233,1.0806507,"('helpless', 'self-reliant')",-0.30899385,-0.33305505,1.2221705,1.2674387,-2.9926996,-3.0320165,-0.2442749,-0.2542456,0.0099707
23,-1.0963584,-1.0428782,"('insincere', 'sincere')",-0.5299882,-0.30241954,-1.9568373,-1.6729842,5.553101,5.6978025,0.4924793,0.6698802,-0.1774009
25,1.0720841,0.8787862,"('egoistic', 'altruistic')",1.2329587,1.240247,1.3567616,1.1685084,2.1614733,2.0879493,1.4558194,1.3438728,0.1119466
