,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
55,-1.0571524,-1.0091562,"('incompetent', 'clever')",0.34816074,0.36095616,-1.5061542,-1.3192271,-0.31512624,-0.15790392,-0.632568,-0.5313328,-0.1012352
63,-1.0446612,-1.0443699,"('unperceptive', 'insightful')",0.7288629,0.9750471,-1.5113132,-1.3224605,1.182372,1.1388127,-0.1611849,-0.0632427,-0.0979422
57,-1.0212559,-1.1064215,"('unimaginative', 'imaginative')",-0.38272455,-0.36388606,-0.98737526,-0.8530125,-2.5997381,-2.6251645,-1.2477734,-1.2371211,-0.0106523
51,-1.011559,-0.97307485,"('uneducated', 'educated')",0.71258974,0.72904134,-1.1010665,-0.93007743,0.8770606,0.8575567,-0.1307438,-0.0791385,-0.0516053
21,-1.0086199,-0.75829315,"('immoral', 'moral')",0.2025597,0.35521397,-2.31742,-1.918228,-1.2243611,-0.95153147,-1.0869603,-0.8182096,-0.2687507
1,1.007422,0.59971434,"('unfriendly', 'friendly')",0.71253544,0.6075541,-0.015515689,-0.23666182,3.099505,2.8265152,1.2009866,0.9492805,0.2517061
52,0.95475614,0.7532581,"('irrational', 'rational')",0.49484032,0.44552997,0.122185476,-0.065640494,0.94812715,0.79765993,0.6299772,0.4827019,0.1472753
43,-0.90550774,-0.883907,"('irresponsible', 'responsible')",-0.32354784,-0.119099535,-1.3779256,-1.1251262,0.18682139,0.3234116,-0.60504,-0.4511803,-0.1538597
24,-0.8856214,-0.7299814,"('dishonest', 'honest')",-0.32466078,-0.27053627,-1.7560847,-1.6644032,0.85292107,0.84827715,-0.5283614,-0.4541609,-0.0742005
87,0.87308395,1.0199676,"('unsuccessful', 'successful')",1.8662488,2.0070674,1.1230375,1.3965375,1.20492,1.2334974,1.2668226,1.4142675,-0.1474449
84,0.8426677,0.6451498,"('inferior', 'superior')",1.1708825,1.1879222,0.61906826,0.58689797,0.9258238,0.83106786,0.8896105,0.8127595,0.076851
0,-0.84118927,-0.7936417,"('unsociable', 'sociable')",0.34357592,0.40335962,-0.7499993,-0.5088302,-0.47733605,-0.36378646,-0.4312372,-0.3157247,-0.1155125
65,-0.80843407,-0.6158312,"('insecure', 'secure')",0.24613339,0.33840054,-1.4521434,-1.2613455,-1.2856668,-1.018545,-0.8250277,-0.6393303,-0.1856974
62,-0.8051802,-0.69338655,"('incompetent', 'brilliant')",-0.55012584,-0.20220402,-1.3458499,-1.0280445,-0.13026339,0.03588552,-0.7078548,-0.4719374,-0.2359174
48,-0.781258,-0.9872849,"('unintelligent', 'intelligent')",0.14487317,-0.04452891,-2.189014,-2.1661243,0.5849114,0.460281,-0.5601219,-0.6844143,0.1242924
79,0.7644758,0.522381,"('wavering', 'unwavering')",0.013890023,-0.03228619,-0.40776372,-0.514151,0.95405173,0.6813744,0.3311635,0.1643296,0.1668339
14,-0.72690916,-0.539872,"('antisocial', 'social')",0.92097396,1.041178,-0.5378106,-0.2065514,-1.0890428,-0.82990223,-0.3581972,-0.1337869,-0.2244103
39,0.5974504,0.67420954,"('exploitative', 'cooperative')",0.34617075,0.5120015,0.86037624,0.97582114,-0.07967441,0.04946579,0.4310808,0.5528745,-0.1217937
7,-0.5884394,-0.56307507,"('insensitive', 'sensitive')",-0.3362634,-0.20999739,-1.5397258,-1.4089181,0.66969585,0.70263696,-0.4486831,-0.3698384,-0.0788447
74,0.55457646,0.42552558,"('undedicated', 'dedicated')",0.45898366,0.6281172,-0.2683799,-0.16476071,0.6449249,0.58230513,0.3475263,0.3677968,-0.0202705
68,-0.5473722,-0.3993625,"('dependent', 'independent')",-0.70605564,-0.8105337,-1.4823761,-1.5166557,-0.2072961,-0.35929877,-0.7357751,-0.7714627,0.0356876
42,0.5433212,0.4560938,"('unreliable', 'reliable')",0.9025998,0.84911317,-0.23436555,-0.2575247,-3.0050876,-3.048865,-0.4483831,-0.5002957,0.0519126
76,-0.52113557,-0.38891202,"('anxious', 'daring')",1.1238772,1.1779915,-0.6062275,-0.47724265,-0.50158155,-0.38741422,-0.1262669,-0.0188943,-0.1073726
4,0.48826188,0.36194876,"('disliked', 'liked')",-0.028841764,-0.108444735,-0.3712647,-0.3864616,-6.0140834,-6.233319,-1.481482,-1.5915691,0.1100871
38,-0.48597956,-0.5322072,"('untruthful', 'truthful')",-0.9414985,-0.73606265,-0.68724394,-0.54970443,0.29653668,0.28801262,-0.4545463,-0.3824904,-0.0720559
41,-0.48571545,-0.46604684,"('unforgiving', 'forgiving')",-0.120142445,-0.12549612,-0.38654172,-0.27702728,-0.032238647,-0.10428543,-0.2561596,-0.2432139,-0.0129457
50,0.4796331,0.34185997,"('clumsy', 'skillful')",1.3776355,1.4032379,0.34838325,0.26494056,0.7435669,0.7394824,0.7373047,0.6873802,0.0499245
67,0.4687207,0.48740476,"('doubtful', 'determined')",0.11358031,0.22473319,-0.053510435,-0.052304678,-0.46040034,-0.27268347,0.0170976,0.0967874,-0.0796898
56,-0.4424017,-0.28158402,"('impractical', 'practical')",-0.6928246,-0.29835483,-1.3013437,-0.8815041,-0.56189364,-0.2053828,-0.7496159,-0.4167064,-0.3329095
28,-0.4385368,-0.5414232,"('disloyal', 'loyal')",-0.015845219,-0.015522398,-1.2413386,-1.2976468,1.1490399,0.9720019,-0.1366702,-0.2206476,0.0839774
32,-0.4094484,-0.37524712,"('unkind', 'kind')",0.25714123,0.33848608,-1.333315,-1.1729504,0.9407275,1.0073164,-0.1362237,-0.0505988,-0.0856249
80,-0.3957261,-0.3321818,"('dominated', 'dominating')",-0.35155782,-0.29344112,-0.37433046,-0.35620192,-1.7299488,-1.666359,-0.7128908,-0.662046,-0.0508448
29,0.38778105,0.37346148,"('unfair', 'fair')",0.05914341,-0.029541679,-0.6531966,-0.7750883,-0.29148942,-0.50323284,-0.1244404,-0.2336003,0.1091599
88,-0.35501236,-0.27216733,"('low', 'eminent')",0.18797791,0.4004973,-1.3871888,-1.08656,0.6441977,0.7138858,-0.2275064,-0.0610861,-0.1664203
37,0.3496536,0.280438,"('fake', 'genuine')",0.15299799,-0.00057583116,-0.46532106,-0.66109455,0.36474282,0.2053687,0.1005183,-0.0439659,0.1444842
17,-0.29915133,-0.24551824,"('nasty', 'nice')",-0.012147769,0.023022596,-0.2533773,-0.19687846,-0.75151056,-0.78252435,-0.3290467,-0.3004746,-0.0285721
20,-0.29858902,-0.3189162,"('rough', 'thoughtful')",1.0327895,0.96933675,-0.29711977,-0.20088106,0.6556209,0.65517783,0.2731754,0.2761793,-0.0030039
78,-0.27242073,-0.492117,"('nonresilient', 'resilient')",0.38563588,0.3425507,0.5171102,0.46596372,0.7668142,0.6775253,0.3492849,0.2484807,0.1008042
8,0.26619056,-0.0048950724,"('unaffectionate', 'affectionate')",0.91603446,0.8534443,0.19140805,0.033147514,1.8031741,1.6117648,0.7942018,0.6233654,0.1708364
53,0.2608197,0.012440328,"('uncreative', 'creative')",0.68209976,0.64565384,0.4001476,0.2636852,1.5858346,1.4099791,0.7322254,0.5829396,0.1492858
9,0.23608346,0.015078787,"('unaffectionate', 'caring')",0.44716877,0.3870624,-0.017415948,-0.13235012,2.17945,2.0098574,0.7113216,0.5699121,0.1414095
47,-0.2349168,-0.009958777,"('stupid', 'smart')",0.4108956,0.5240732,-0.64384824,-0.52154016,4.878889,5.1075497,1.102755,1.275031,-0.172276
27,-0.2089107,-0.29105514,"('hardhearted', 'softhearted')",-0.22838596,-0.47457674,-0.5570393,-0.74808645,1.6260238,1.3449564,0.1579219,-0.0421905,0.2001124
44,-0.18732436,-0.09465659,"('prejudiced', 'unprejudiced')",-1.0169175,-0.99276567,-0.5513525,-0.50147456,-1.8201079,-1.8151015,-0.8939255,-0.8509996,-0.0429259
61,-0.14262569,0.011700576,"('illogical', 'logical')",0.2932921,0.4017486,-0.63389,-0.37738746,0.2839384,0.2659526,-0.0498213,0.0755036,-0.1253249
64,-0.12848276,-0.20559603,"('shy', 'confident')",-0.1677508,-0.1727736,-0.042650763,0.053437795,-6.814079,-6.8638344,-1.7882408,-1.7971915,0.0089507
16,0.12476905,0.087353736,"('unpopular', 'popular')",0.736288,0.64628476,0.5175516,0.49774373,0.92742056,0.8741378,0.5765073,0.52638,0.0501273
58,0.1241934,-0.19465905,"('undiscriminating', 'discriminating')",0.3747225,0.041917596,0.6094047,0.42574698,0.24604622,0.09286142,0.3385917,0.0914667,0.247125
77,0.103117414,0.042420983,"('unmotivated', 'motivated')",-0.061443362,0.07749492,0.0066428185,0.18291527,-0.99312574,-0.92444,-0.2362022,-0.1554022,-0.0808
30,-0.10278326,0.13941133,"('intolerant', 'tolerant')",0.006632179,0.13786408,-1.0412234,-0.7051399,0.7113913,1.0075634,-0.1064958,0.1449247,-0.2514205
18,0.083775416,-0.045613676,"('disagreeable', 'welcoming')",0.8388162,0.6519531,-0.5098975,-0.6178035,-0.00017976202,-0.12619266,0.1031286,-0.0344142,0.1375428
75,0.063661784,0.26143834,"('meek', 'impulsive')",-0.2816169,-0.14911309,0.7689821,0.8261213,-0.19622406,-0.13092506,0.0887007,0.2018804,-0.1131797
83,0.048133917,0.04093313,"('powerless', 'powerful')",0.69264996,0.8162213,0.13219629,0.17516506,-0.8477889,-0.80789024,0.0062978,0.0561073,-0.0498095
49,-0.045479484,0.03676569,"('unable', 'able')",0.2593485,0.33662373,-0.7533807,-0.52350175,-0.22683828,-0.26150602,-0.1915875,-0.1029046,-0.0886829
12,0.039832704,-0.23291306,"('unsupportive', 'supportive')",0.6419883,0.5932988,-0.9231491,-0.93250567,-1.3181254,-1.4684576,-0.3898634,-0.5101444,0.120281
40,0.01741147,-0.22705086,"('stingy', 'generous')",0.20783818,-0.09793632,-0.0041091014,-0.27303377,-1.06655,-1.3650985,-0.2113524,-0.4907798,0.2794274
34,0.011487059,0.06553328,"('mean', 'honorable')",0.48914862,0.65662926,0.093297936,0.23476957,6.10771,6.1882033,1.6754109,1.7862839,-0.110873
