,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
53,-1.5026608,-1.5186906,"('uncreative', 'creative')",0.37725455,0.26071733,-0.5627031,-0.6289866,0.0662835
86,-1.4102566,-1.623261,"('uninfluential', 'influential')",-0.24388857,-0.30669117,-0.8270726,-0.9649761,0.1379035
10,-1.2759323,-1.0475692,"('unsympathetic', 'sympathetic')",-0.23554589,0.09026482,-0.7557391,-0.4786522,-0.2770869
1,-1.2446996,-1.5911051,"('unfriendly', 'friendly')",1.2267046,0.6596225,-0.0089975,-0.4657413,0.4567438
19,-1.1973691,-1.1742753,"('inhospitable', 'hospitable')",-0.6760975,-0.82947,-0.9367333,-1.0018727,0.0651394
79,-1.1783628,-1.3089912,"('wavering', 'unwavering')",-0.8174987,-1.0659022,-0.9979308,-1.1874467,0.1895159
5,-1.1692104,-1.3375386,"('distant', 'outgoing')",-0.83154684,-1.2472961,-1.0003786,-1.2924173,0.2920387
2,1.1348895,1.4734603,"('unlikable', 'likable')",0.5061346,0.47918984,0.8205121,0.9763251,-0.155813
23,-1.0873934,-0.6734157,"('insincere', 'sincere')",5.9035583,6.186118,2.4080825,2.7563512,-0.3482687
38,-1.0671371,-0.8104276,"('untruthful', 'truthful')",-0.7649011,-0.75010204,-0.9160191,-0.7802649,-0.1357542
6,-1.0607543,-1.3839389,"('distant', 'open')",-0.56692743,-1.0851333,-0.8138409,-1.2345362,0.4206953
57,-1.0344034,-1.2486144,"('unimaginative', 'imaginative')",-3.066009,-3.0676844,-2.0502062,-2.1581495,0.1079433
82,-0.98176354,-0.45847663,"('poor', 'rich')",6.360485,6.759912,2.6893609,3.1507177,-0.4613568
39,0.95796263,0.78497374,"('exploitative', 'cooperative')",0.32471496,0.392675,0.6413388,0.5888244,0.0525144
13,-0.93342596,-0.37275234,"('impolite', 'polite')",-0.7995191,-0.3340245,-0.8664725,-0.3533884,-0.5130841
69,0.91692287,0.25211537,"('lazy', 'industrious')",-0.7837477,-1.4057148,0.0665876,-0.5767997,0.6433873
45,-0.90385705,-0.63889444,"('incompetent', 'competent')",-0.16609223,-0.069159575,-0.5349746,-0.354027,-0.1809476
28,-0.88656265,-0.93777263,"('disloyal', 'loyal')",0.82048315,0.80909395,-0.0330397,-0.0643393,0.0312996
9,-0.7610411,-0.8698601,"('unaffectionate', 'caring')",1.1347582,0.8853773,0.1868586,0.0077586,0.1791
26,0.69363177,0.33472395,"('hardhearted', 'benevolent')",1.7690893,1.165666,1.2313606,0.750195,0.4811656
11,-0.68208396,-0.29786265,"('unhelpful', 'helpful')",1.1711007,1.5795959,0.2445084,0.6408666,-0.3963582
35,-0.66948,-1.1945977,"('corrupt', 'incorrupt')",-0.4921036,-1.1634545,-0.5807918,-1.1790261,0.5982343
31,-0.6675625,-1.2668744,"('evil', 'good')",-0.81181586,-1.5729487,-0.7396892,-1.4199116,0.6802224
