,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
18,-0.1684646,-0.18392065,"('disagreeable', 'welcoming')",0.79677653,0.77724963,1.2332451,1.396042,0.25678286,0.4812345,0.32225165,0.5260552,-0.72539383,-0.62125033,0.2858663,0.3959017,-0.1100354
70,0.16133955,0.41703635,"('lethargic', 'energetic')",0.71527314,1.0640023,-0.8971175,-0.7198452,-0.083224714,0.046742074,-1.9771783,-2.0372221,0.4250986,0.581393,-0.2759682,-0.1079823,-0.1679859
29,-0.15762931,-0.10580388,"('unfair', 'fair')",-0.6709417,-0.5299159,-0.41897544,-0.50798243,-1.235588,-1.2779037,-0.89287126,-0.9966488,-0.372032,-0.5335403,-0.6246729,-0.6586325,0.0339596
67,0.14438406,0.3730056,"('doubtful', 'determined')",0.50183076,0.6923268,0.46197245,0.8005908,0.34210566,0.6563545,-0.78566563,-0.42301413,-0.8169152,-0.6587436,-0.0253813,0.2400866,-0.2654679
49,-0.13535133,0.13845341,"('unable', 'able')",-1.2526944,-0.90522456,-1.0630194,-0.73860556,-0.71611977,-0.40521532,0.15381037,0.37446755,-0.88467366,-0.7620132,-0.6496747,-0.3830229,-0.2666518
65,-0.13063721,0.03257013,"('insecure', 'secure')",0.19535096,0.57802457,-0.9338067,-0.5431149,-1.1553423,-0.78188485,-2.2334177,-2.1357791,-0.3094213,-0.024672624,-0.7612123,-0.4791428,-0.2820695
72,0.12657335,0.0077060945,"('unambitious', 'ambitious')",-0.27607992,-0.08599106,0.14037746,0.09067781,0.3042118,0.33570173,-0.143594,-0.13927141,-0.27108404,-0.4248856,-0.0199326,-0.0360104,0.0160778
77,-0.12260236,0.03815812,"('unmotivated', 'motivated')",-1.3343358,-1.0664175,-2.300858,-2.0280278,-0.99180275,-0.7074593,-1.1823823,-1.1122519,-1.728179,-1.6741357,-1.2766933,-1.091689,-0.1850043
55,0.11779352,0.22518773,"('incompetent', 'clever')",-0.10321764,0.265099,-1.2150204,-1.0352764,-0.47101638,-0.30878827,-2.1984024,-2.4246366,0.36663485,0.45909682,-0.5838714,-0.4698863,-0.1139851
19,-0.11473727,-0.09454602,"('inhospitable', 'hospitable')",-1.1764513,-0.99183494,-0.09927702,-0.07862575,0.30168208,0.3199696,1.4590597,1.663819,-0.5937463,-0.649972,-0.037245,0.028135,-0.06538
17,0.10362815,0.2758832,"('nasty', 'nice')",-0.6987825,-0.50756663,-0.14472759,-0.02657441,-0.7718297,-0.38313243,0.01367877,0.14557293,-1.1593583,-1.0206636,-0.4428985,-0.2527468,-0.1901517
57,-0.09258194,-0.112900056,"('unimaginative', 'imaginative')",-0.42648432,-0.31381828,-0.37064868,-0.47257915,0.18489632,0.15753826,-1.0689614,-1.2270513,-2.7076933,-2.576921,-0.7469122,-0.7576219,0.0107097
27,-0.086640775,-0.18515654,"('hardhearted', 'softhearted')",-0.1497854,-0.24743506,-0.42786938,-0.58612156,-0.52047914,-0.7448408,1.0547153,0.7833659,0.90164787,0.5517701,0.1285981,-0.071403,0.2000011
4,-0.075717516,-0.0722851,"('disliked', 'liked')",1.2940191,1.1880083,0.786771,0.5709911,-0.17932257,-0.29706845,0.36068472,0.20569226,-6.9829855,-6.781386,-0.7994251,-0.8643413,0.0649162
79,-0.07092034,-0.030657403,"('wavering', 'unwavering')",-0.15295437,-0.23351586,0.5790487,0.43104634,0.42309737,0.1446007,1.9501714,2.078623,-0.28976053,-0.35716593,0.406447,0.3388218,0.0676252
60,0.062208,0.38475308,"('inefficient', 'efficient')",-0.62465733,-0.24865513,-1.5750701,-1.2749437,-0.7587823,-0.43748277,-2.3812509,-2.3843677,-0.19461448,-0.080698416,-0.9120278,-0.6735658,-0.238462
80,0.05917794,0.3301979,"('dominated', 'dominating')",0.3266305,0.43397194,-0.3488124,-0.11455673,0.2319427,0.3794211,-1.8483813,-1.832896,-0.7849929,-0.6181236,-0.3940726,-0.2369976,-0.157075
0,0.04175594,0.14548174,"('unsociable', 'sociable')",-0.9001093,-0.53393614,-1.6344776,-1.3841414,-1.4570918,-1.1749711,-1.5477594,-1.63948,-0.4525782,-0.42349204,-0.99171,-0.8350898,-0.1566202
53,0.015170906,-0.10227341,"('uncreative', 'creative')",-0.7411621,-0.78567857,0.10948944,0.0054155644,0.4651603,0.4577802,1.454642,1.4364268,0.757843,0.54100406,0.3435239,0.2587791,0.0847448
