,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,male-female
34,1.9546319,1.8291008,"('mean', 'honorable')",0.76537454,0.77541244,-0.65989673,-0.50144947,0.30884856,0.4869956,0.84711725,0.73614514,5.491601,5.239712,1.4512793,1.4276527,0.0236266
71,1.8892075,1.8156924,"('diffident', 'self-confident')",-0.049530037,-0.17423375,0.4651706,0.4798561,0.79579204,0.8541864,2.1597502,2.2848477,0.22647038,0.18502912,0.9144768,0.907563,0.0069138
2,1.8391615,1.7904478,"('unlikable', 'likable')",1.0333651,1.2952952,0.79527926,1.1925765,1.8330405,2.292083,1.7064772,1.957469,0.4743565,0.73904693,1.28028,1.5444864,-0.2642064
83,1.7304075,1.9075539,"('powerless', 'powerful')",0.7361856,1.1357203,-0.13249308,-0.06879006,0.26174608,0.30300495,0.8744298,0.7492885,-0.69316924,-0.6487457,0.4628511,0.5630053,-0.1001542
68,-1.439818,-1.4043456,"('dependent', 'independent')",0.3074306,0.45583585,-0.84914833,-0.81352687,-0.70676696,-0.68478256,-1.9564662,-2.0351744,-1.3747342,-1.5366932,-1.0032504,-1.0031145,-0.0001359
9,1.439587,1.1701088,"('unaffectionate', 'caring')",-1.1835706,-1.3059626,-0.47984743,-0.4751956,-0.1342982,-0.19411287,3.6063924,3.5897164,1.4497656,1.1955132,0.7830048,0.6633446,0.1196602
56,1.3899522,1.657478,"('impractical', 'practical')",-0.32015663,0.30517024,-1.2618594,-0.76310617,-0.87254936,-0.35258797,-1.7703266,-1.6295143,-0.5707671,-0.21114205,-0.5676178,-0.165617,-0.4020008
63,1.305782,1.3240191,"('unperceptive', 'insightful')",0.29361007,0.54163826,-1.535677,-1.4071207,0.1446676,0.15526848,-0.17298469,-0.2679457,0.4320346,0.30063677,0.0779054,0.1077494,-0.029844
1,1.3002671,0.9054242,"('unfriendly', 'friendly')",-1.1998359,-1.5237523,-0.8552051,-1.2699392,-0.9655354,-1.1440783,2.8750422,2.64918,1.921007,1.4988055,0.5126233,0.18594,0.3266833
15,1.2030663,1.2597281,"('boring', 'funny')",0.57399213,0.6984084,0.84096843,0.78155065,0.21648613,0.26757824,1.3709122,1.5900569,-0.23682848,-0.092458755,0.6614328,0.7508106,-0.0893778
87,1.1471556,0.96960324,"('unsuccessful', 'successful')",0.02889993,0.05994652,0.04752195,0.14897744,0.21335527,0.363954,0.045731954,0.17674679,0.29009274,0.32528353,0.2954596,0.3407519,-0.0452923
66,1.1409018,0.910013,"('inactive', 'active')",0.8724349,0.4338462,1.319439,1.0553215,1.2960267,0.91186535,2.3157938,2.21236,0.41396737,0.07641108,1.2264272,0.9333029,0.2931243
41,1.130053,1.2205689,"('unforgiving', 'forgiving')",0.060484268,0.1440315,-0.37720054,-0.33789986,-0.39380524,-0.29099095,0.5695763,0.49076223,-0.5863009,-0.5660284,0.0671345,0.1100739,-0.0429394
61,1.0990252,1.0312101,"('illogical', 'logical')",-0.7870173,-0.63803196,-0.49690345,-0.3411774,-0.4002095,-0.19340369,1.1187375,1.1018933,0.466604,0.41050974,0.1667061,0.2285,-0.0617939
37,-1.057311,-1.1146898,"('fake', 'genuine')",-0.10290397,0.011965565,-2.007948,-1.9294716,-1.0206906,-0.91524404,-0.20288023,-0.27708066,0.4683153,0.3012206,-0.653903,-0.6538833,-1.97e-05
26,1.0435448,1.0035678,"('hardhearted', 'benevolent')",0.20721349,-0.1013533,0.27248922,0.11316928,0.2922647,0.1584081,2.5924466,2.571516,2.0194619,2.0592444,1.0712368,0.9674253,0.1038115
23,1.0371374,1.0657233,"('insincere', 'sincere')",-0.75338036,-0.46672705,-1.6320404,-1.292406,-0.68323195,-0.32721403,0.018506259,-0.037079968,6.3975754,6.201943,0.7307611,0.8573732,-0.1266121
38,0.9637564,1.0297167,"('untruthful', 'truthful')",-0.2653525,-0.3345385,-0.47158083,-0.44768196,0.21600056,0.29857695,0.5697915,0.6054715,-0.05431865,-0.062417872,0.1597161,0.1815212,-0.0218051
12,0.93588424,0.9305821,"('unsupportive', 'supportive')",-0.09806606,0.07593411,-0.17800876,-0.045667022,0.60435206,0.6841221,0.7793113,0.7083486,-1.647847,-1.6753752,0.0659376,0.1129908,-0.0470532
54,0.90330714,0.9195596,"('incapable', 'capable')",-0.22765653,-0.04175602,0.15676388,0.30841023,-0.06188402,0.11550567,1.1494255,1.4273273,0.7501159,0.80696213,0.445012,0.5893348,-0.1443228
62,0.8961793,0.9934238,"('incompetent', 'brilliant')",-0.91726416,-0.45722902,-1.2934272,-1.0160493,-0.58321327,-0.2313727,-1.3939689,-1.2760832,0.03579684,0.28593856,-0.5426495,-0.283562,-0.2590875
40,0.89428174,0.57427627,"('stingy', 'generous')",1.1601317,0.7766856,1.4000319,0.9580452,0.8086757,0.40068296,1.2248658,0.9084698,-1.6018614,-1.8280776,0.6476876,0.298347,0.3493406
14,0.8848777,1.1308676,"('antisocial', 'social')",0.67232853,1.1491097,-0.33690193,0.06394614,-0.023207292,0.35849392,-1.03553,-0.9650372,-0.6638958,-0.4189854,-0.0837215,0.2197325,-0.303454
42,0.871423,1.3589202,"('unreliable', 'reliable')",1.1431447,1.7424432,0.6524137,0.99839395,0.32731694,0.5998772,-1.2706035,-0.9665764,-3.189303,-2.7198224,-0.244268,0.1688726,-0.4131406
47,0.86205345,0.88780916,"('stupid', 'smart')",-0.21057014,-0.15374629,-0.55893666,-0.38363165,-0.11130896,0.041380968,-0.32797,-0.22568461,4.9167833,4.9259586,0.7616752,0.8486811,-0.0870059
48,-0.857948,-1.0556293,"('unintelligent', 'intelligent')",-1.0900115,-1.2497743,-2.3721948,-2.5228302,-1.5272067,-1.609148,-0.8505124,-1.1105275,0.6730959,0.6482754,-1.0041296,-1.149939,0.1458094
35,-0.85742074,-0.91591215,"('corrupt', 'incorrupt')",-1.1409992,-1.4897777,1.0221742,0.75641906,-0.050056525,-0.23744616,1.7702551,1.8834323,-0.8792106,-1.0228719,-0.022543,-0.1710261,0.1484831
8,0.84552103,0.44513485,"('unaffectionate', 'affectionate')",-0.5300907,-0.74285406,-0.32811385,-0.54540485,-0.28166226,-0.5524525,3.4609854,3.2145276,0.9751278,0.6204641,0.6902946,0.4065692,0.2837254
32,0.8399992,1.095902,"('unkind', 'kind')",0.86492515,1.232156,-1.1871915,-0.8123905,-0.569648,-0.24460308,0.071062304,0.35639286,1.2907151,1.5744548,0.2183104,0.533652,-0.3153416
13,0.82206494,1.0837529,"('impolite', 'polite')",-0.07479295,0.26889214,-0.39872172,-0.0944285,-0.44610223,-0.05802308,-1.0697262,-1.0299687,-0.9369634,-0.8493751,-0.3507069,-0.1131917,-0.2375152
5,0.78593975,0.67645025,"('distant', 'outgoing')",-1.2108577,-1.485655,1.4319468,1.1406525,0.4292652,0.18208101,3.0535493,3.2631857,-0.6638552,-0.93333375,0.6376647,0.4738968,0.1637679
73,0.7652658,0.8275636,"('helpless', 'self-reliant')",1.0888113,1.3250495,1.5585347,1.5916682,0.6815972,0.65722376,0.48613393,0.63205475,-3.5464866,-3.4920132,0.1723094,0.2569244,-0.084615
50,-0.73877907,-0.51991874,"('clumsy', 'skillful')",0.3331846,0.5537572,-0.55172557,-0.44494674,0.22070253,0.07355772,0.33972752,0.45596585,0.2827686,0.25386262,-0.0190202,0.0620463,-0.0810665
10,-0.73054886,-0.40290168,"('unsympathetic', 'sympathetic')",-1.4302154,-1.068558,-2.356363,-2.016762,-1.498974,-1.2431005,-2.6513054,-2.71071,0.07831532,0.24323075,-1.4315151,-1.1998003,-0.2317148
39,0.70924556,1.0023524,"('exploitative', 'cooperative')",0.32468337,0.8052965,-0.0952036,0.25542712,-0.005559318,0.4362053,1.2621151,1.5334748,0.16748923,0.47537896,0.3937951,0.7513559,-0.3575608
85,0.68348527,0.59948534,"('insignificant', 'prestigious')",0.072244704,0.003484713,1.8758472,1.6773034,0.5226027,0.4531392,3.686603,3.751722,-0.21738416,-0.23613633,1.1038998,1.0414998,0.0624
69,0.6173153,0.505935,"('lazy', 'industrious')",0.23110086,-0.14907792,0.89811623,0.7915107,0.4031119,0.31955403,1.6868266,1.8626004,-1.2858142,-1.3909662,0.4251095,0.3232593,0.1018502
43,0.58968794,0.7691509,"('irresponsible', 'responsible')",-0.8209778,-0.39149886,-1.8468617,-1.6054093,-0.7682632,-0.49703747,-2.1647713,-2.1031954,0.49808857,0.5847273,-0.752183,-0.5405438,-0.2116392
81,0.58819765,0.7420512,"('submissive', 'aggressive')",0.8529634,1.2177151,-0.68657947,-0.35823992,0.20854713,0.5171799,-2.4617927,-2.343531,-0.8994895,-0.5665328,-0.3996923,-0.1318929,-0.2677994
45,-0.5840859,-0.54891753,"('incompetent', 'competent')",-1.1447911,-1.0029224,-2.446127,-2.3729053,-1.3790859,-1.3753511,-2.1159,-2.3277,-0.65880287,-0.54870975,-1.3881321,-1.362751,-0.0253811
44,-0.5651254,-0.34491742,"('prejudiced', 'unprejudiced')",0.5428754,0.690516,1.0259404,1.1372062,0.06728765,0.29555705,-1.6863843,-1.4428875,-1.7822602,-1.4473114,-0.3996111,-0.1853062,-0.2143049
11,0.5456049,0.7597946,"('unhelpful', 'helpful')",-0.23148483,0.35337698,-1.0443085,-0.6859161,0.52377,0.9960214,-0.10961468,0.03248364,2.458887,2.5409284,0.3571423,0.6661148,-0.3089725
78,0.51685035,0.5165314,"('nonresilient', 'resilient')",-0.81831306,-0.80067205,-1.9223142,-2.0058722,-0.66915894,-0.91448766,0.34692556,0.012644913,-0.16110966,-0.45501956,-0.4511867,-0.6078125,0.1566258
58,0.51586473,0.46540433,"('undiscriminating', 'discriminating')",0.3113198,0.2789943,-0.46134445,-0.6348374,-0.03286648,-0.21335544,1.3492249,1.0282719,0.3239068,0.120681226,0.3343509,0.1741931,0.1601578
6,0.51441085,0.32675728,"('distant', 'open')",-1.5386163,-1.9274954,1.2876483,0.8938053,0.24838574,-0.12874477,3.328807,3.4139843,-0.33393073,-0.64562017,0.5844508,0.3221144,0.2623364
82,-0.5014333,-0.69999886,"('poor', 'rich')",-0.5615741,-0.33815852,-0.8155925,-0.5877279,0.36881164,0.45759758,-1.1005973,-1.1879992,6.4858327,6.2686634,0.6459079,0.6520627,-0.0061548
36,0.49270642,0.21616068,"('hostile', 'amicable')",-0.9021696,-1.2178326,0.9535762,0.7436305,0.4643415,0.1680302,3.8112416,3.6664095,-0.48777342,-0.6608995,0.7219872,0.4859165,0.2360707
33,0.49162725,0.3600654,"('wrong', 'right')",0.05114626,-0.06830834,0.80044246,0.67416704,0.16852935,0.22751331,1.8258629,1.9833435,-0.93204683,-0.9887786,0.4009269,0.364667,0.0362599
64,-0.48737818,-0.34743357,"('shy', 'confident')",0.76774204,1.0748923,-0.04921259,0.07633811,-0.17058979,-0.07725985,-1.4336723,-1.2704644,-6.5534186,-6.1362886,-1.3210882,-1.1133693,-0.2077189
21,0.45010185,0.7194232,"('immoral', 'moral')",-0.030881118,0.57484233,-1.2343566,-0.7217042,-0.87808794,-0.33838993,-1.5516098,-1.4678988,-1.1763803,-0.84675014,-0.7368689,-0.3467463,-0.3901226
31,-0.44227847,-0.731246,"('evil', 'good')",-0.0051397877,-0.39387554,0.86362535,0.46651012,-0.22044882,-0.66566753,1.5358584,1.4386921,-1.3370013,-1.6290867,0.0657692,-0.2524456,0.3182148
24,0.43383026,0.4367998,"('dishonest', 'honest')",0.062102456,0.12644845,-0.376303,-0.3125728,-0.6651646,-0.4813266,-0.20244166,-0.19788049,0.9823173,0.98538446,0.0390568,0.0928088,-0.053752
28,0.43163684,0.40939218,"('disloyal', 'loyal')",-1.0492947,-1.0065821,-0.92793643,-0.9999817,-0.92031515,-0.81663215,0.2482398,0.19222872,1.730699,1.544291,-0.0811618,-0.1128807,0.0317189
7,0.41770375,0.5874066,"('insensitive', 'sensitive')",-0.37754202,-0.08234833,-1.5577323,-1.3551785,-1.4360305,-1.2001429,-1.0533029,-1.0162696,0.5002534,0.48461407,-0.5844418,-0.4303197,-0.1541221
88,-0.39679214,-0.0628214,"('low', 'eminent')",0.0071575977,0.5707382,-0.8964641,-0.6667223,-0.6604177,-0.22778878,-0.18508571,-0.0136883445,0.38102514,0.6581515,-0.2917628,0.0429781,-0.3347409
46,0.37288287,0.3759606,"('uncompetitive', 'competitive')",-0.53741455,-0.14911526,-2.3081234,-2.1451643,-0.6112352,-0.49179295,-2.2353084,-2.6169586,-0.86880606,-0.7738894,-1.0313341,-0.9668267,-0.0645074
16,-0.3566472,-0.35562253,"('unpopular', 'popular')",-0.520597,-0.5396711,-0.41491288,-0.42324796,-0.9360478,-0.89370555,-0.7937203,-0.8164611,-0.33721024,-0.3480092,-0.5598559,-0.5627862,0.0029303
25,0.34221625,0.06969001,"('egoistic', 'altruistic')",-0.32795113,-0.33094648,0.7123507,0.6210331,0.13414633,0.13681638,1.444888,1.2875875,1.2160807,1.0777638,0.5869551,0.4769907,0.1099644
3,-0.32956842,-0.3128551,"('repellent', 'pleasant')",-0.6302107,-0.34747142,-1.6784308,-1.3566958,-0.6788788,-0.4144344,-2.1330764,-2.3332815,0.884054,0.87197906,-0.7610184,-0.6487932,-0.1122252
20,-0.3230227,-0.16347207,"('rough', 'thoughtful')",-0.7572573,-0.60955757,-0.40177405,-0.38066012,-0.47489887,-0.40067327,0.015543643,-0.022375366,0.64874524,0.6078522,-0.215444,-0.161481,-0.053963
30,0.31542245,0.64543366,"('intolerant', 'tolerant')",0.26562214,0.69893533,-1.3652105,-0.86749166,-0.5943228,-0.15367095,-1.0321895,-0.77412087,-0.16126305,0.28356382,-0.4286569,-0.0278918,-0.4007651
75,-0.2576055,-0.27379146,"('meek', 'impulsive')",0.6516569,0.5001453,1.985691,1.8211343,2.2578487,2.0459611,0.9181941,0.9588751,-0.54741406,-0.60616463,0.8347286,0.7410267,0.0937019
74,0.2350279,0.38153267,"('undedicated', 'dedicated')",0.33886313,0.59827435,-0.17862554,0.034232724,0.8904067,1.0487694,1.5480938,1.5678972,0.10167336,0.26567292,0.4892399,0.6493965,-0.1601566
59,0.22225796,0.16836184,"('foolish', 'wise')",-0.3943891,-0.47867435,0.33848208,0.35567492,0.061339125,0.07981675,1.425239,1.7243341,-0.28798833,-0.30163208,0.2274901,0.2579802,-0.0304901
51,0.21637836,0.18967678,"('uneducated', 'educated')",1.2163987,1.707288,-0.34512234,-0.122661114,1.3930695,1.4456501,-0.46864545,-0.58798647,1.0044366,0.97147244,0.5027525,0.6005733,-0.0978208
76,-0.2096172,0.08078647,"('anxious', 'daring')",0.6267121,1.0453373,-0.43404904,-0.12722956,0.004349865,0.27887094,-1.0641121,-0.9421822,-0.06083431,0.31770465,-0.1895918,0.1088813,-0.2984731
22,-0.18677607,-0.0632233,"('untrustworthy', 'trustworthy')",0.21129486,0.36815727,-0.8786869,-0.7754943,-0.8092874,-0.6374955,-2.0517316,-2.0885391,-1.2173152,-1.1256694,-0.8220837,-0.7203774,-0.1017063
52,0.17996675,-0.13679627,"('irrational', 'rational')",-0.8990715,-1.0296813,1.0067741,0.7839469,0.27021563,0.058705445,2.0592077,2.037619,-0.08042811,-0.14062265,0.4227774,0.2621952,0.1605822
86,-0.17367306,-0.30798167,"('uninfluential', 'influential')",-1.155862,-1.1932946,-1.6441061,-1.617933,-0.5841495,-0.6436678,-1.2274934,-1.5213695,-0.33110467,-0.5795766,-0.8527315,-0.9773038,0.1245723
84,-0.1687019,-0.093545735,"('inferior', 'superior')",-0.96229327,-0.8220139,-0.11294572,-0.155734,-0.77007866,-0.81053364,-0.22571775,-0.11218236,0.7872876,0.55334,-0.2420749,-0.2401116,-0.0019633
