,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
68,-1.4016536,-1.0677748,"('dependent', 'independent')",-1.1274438,-0.71881187,-0.7948148,-0.6305901,-1.1079708,-0.8057256,-0.3022452
18,-1.2615657,-0.98203117,"('disagreeable', 'welcoming')",-0.7578596,-0.6037178,-0.64033794,-0.4755627,-0.8865878,-0.6871039,-0.1994839
56,1.2481754,0.9835211,"('impractical', 'practical')",1.7833999,1.4481554,0.29555413,0.030371558,1.1090431,0.8206827,0.2883604
87,1.2119403,0.73126715,"('unsuccessful', 'successful')",1.3630408,0.94465137,0.8189738,0.66026723,1.1313183,0.7787286,0.3525897
36,-1.1854845,-1.4507245,"('hostile', 'amicable')",-1.0744809,-1.0984244,-0.06565739,-0.053970035,-0.7752076,-0.8677064,0.0924988
48,-1.160533,-0.9345801,"('unintelligent', 'intelligent')",-0.33754748,-0.076740935,0.24004197,0.44352415,-0.4193462,-0.1892656,-0.2300806
80,1.1343392,0.8990717,"('dominated', 'dominating')",0.6938119,0.6584522,-0.9273801,-0.9860145,0.300257,0.1905032,0.1097538
39,1.1250374,1.4479052,"('exploitative', 'cooperative')",-0.2331429,-0.02954198,-0.103304274,-0.1367952,0.2628634,0.4271894,-0.164326
10,-1.1099417,-0.98911065,"('unsympathetic', 'sympathetic')",-0.47861445,-0.3733709,0.08190976,-0.036579497,-0.5022155,-0.4663537,-0.0358618
1,-1.1078132,-1.2086306,"('unfriendly', 'friendly')",-0.6431618,-0.65689164,1.6200484,1.6917809,-0.0436422,-0.0579137,0.0142715
67,1.0208198,1.067212,"('doubtful', 'determined')",0.74301636,0.7810807,-0.07807334,-0.20161949,0.5619209,0.5488911,0.0130298
86,-0.9438619,-0.8330641,"('uninfluential', 'influential')",-0.16754314,0.029230267,-0.06411749,0.013384569,-0.3918409,-0.2634831,-0.1283578
60,0.9205954,1.1741846,"('inefficient', 'efficient')",1.6117778,1.6488519,0.24740402,0.19237928,0.9265924,1.0051386,-0.0785462
73,0.8819976,0.95292777,"('helpless', 'self-reliant')",0.7834942,0.8291184,-3.3070755,-3.1966949,-0.5471946,-0.4715496,-0.075645
26,-0.87311584,-1.1874049,"('hardhearted', 'benevolent')",1.2909212,1.2077581,1.4483385,1.4574794,0.622048,0.4926109,0.1294371
42,0.8546337,0.8765546,"('unreliable', 'reliable')",0.25763834,0.1365941,-2.9277666,-2.8830142,-0.6051648,-0.6232885,0.0181237
88,-0.8326364,-0.7788592,"('low', 'eminent')",0.5500443,0.20291896,-0.048731714,0.029164243,-0.1104413,-0.1822587,0.0718174
78,-0.81336796,-0.6782308,"('nonresilient', 'resilient')",0.09286833,0.44490424,0.20335995,0.40196544,-0.1723799,0.056213,-0.2285929
69,0.7924449,0.7351642,"('lazy', 'industrious')",1.6583436,1.6367798,-0.30540565,-0.068637684,0.7151276,0.7677688,-0.0526412
2,0.7735995,0.56331265,"('unlikable', 'likable')",0.35160506,0.24574059,0.2534531,0.30162042,0.4595526,0.3702246,0.089328
64,0.75516903,0.98791856,"('shy', 'confident')",0.453788,0.48726556,-6.880564,-6.8380423,-1.8905357,-1.7876194,-0.1029163
51,-0.7311651,-0.69302684,"('uneducated', 'educated')",0.14672434,0.26333818,0.27906412,0.3266392,-0.1017922,-0.0343498,-0.0674424
82,-0.7050344,-0.95383024,"('poor', 'rich')",0.08327635,-0.083880804,6.4650526,6.119695,1.9477649,1.6939947,0.2537702
31,-0.702962,-0.71697384,"('evil', 'good')",-1.2662652,-1.3673724,-1.0240036,-1.0223713,-0.9977436,-1.0355725,0.0378289
75,0.6881019,0.3278919,"('meek', 'impulsive')",-0.025873154,-0.22998719,0.02594557,-0.18269113,0.2293914,-0.0282621,0.2576535
8,-0.6713063,-0.78625333,"('unaffectionate', 'affectionate')",-0.57823604,-0.5623476,0.5881151,0.71811485,-0.2204758,-0.210162,-0.0103138
34,-0.66542697,-0.5188747,"('mean', 'honorable')",0.03932965,0.23683403,6.3313093,6.2271667,1.9017374,1.9817087,-0.0799713
0,-0.65770185,-0.72204626,"('unsociable', 'sociable')",-0.2872123,-0.5177091,-0.32793874,-0.6671956,-0.4242843,-0.6356503,0.211366
57,-0.6445965,-1.1122488,"('unimaginative', 'imaginative')",0.20511591,-0.090901956,-2.3534184,-2.547337,-0.9309663,-1.2501626,0.3191963
6,-0.64409995,-0.71368647,"('distant', 'open')",-0.54760313,-0.7893492,0.43316063,0.5032921,-0.2528475,-0.3332479,0.0804004
62,0.62046796,0.4751238,"('incompetent', 'brilliant')",0.79297197,0.51537657,0.39714554,0.21677761,0.6035285,0.402426,0.2011025
61,0.61731243,0.6063318,"('illogical', 'logical')",-0.60043794,-0.72437173,0.17529058,0.121297605,0.064055,0.0010859,0.0629691
33,0.6102622,0.7157099,"('wrong', 'right')",0.30889246,0.52625185,-0.51367205,-0.20068185,0.1351609,0.3470933,-0.2119324
16,-0.5884524,-0.5314964,"('unpopular', 'popular')",-0.64933145,-0.6406646,0.56191576,0.5519337,-0.2252894,-0.2067424,-0.018547
37,0.5854199,0.61210954,"('fake', 'genuine')",0.37975764,0.37514672,0.5655103,0.51892096,0.5102293,0.5020591,0.0081702
49,-0.58364236,-0.6538247,"('unable', 'able')",0.04210034,0.10126087,-0.15860185,-0.15953913,-0.2333813,-0.2373676,0.0039863
74,0.5757603,0.5198245,"('undedicated', 'dedicated')",0.47878766,0.54144186,0.09779843,0.14652424,0.3841155,0.4025969,-0.0184814
9,-0.5692439,-0.55064785,"('unaffectionate', 'caring')",-0.17461699,-0.084426045,1.0834519,1.2077913,0.113197,0.1909058,-0.0777088
28,-0.5677274,-0.5264313,"('disloyal', 'loyal')",0.12617338,0.044247992,0.9516728,0.8753994,0.1700396,0.131072,0.0389676
14,0.5431788,0.15845895,"('antisocial', 'social')",1.5399017,1.1065017,-0.28654012,-0.70187545,0.5988468,0.1876951,0.4111517
83,-0.50355035,-0.48100647,"('powerless', 'powerful')",-0.035154153,-0.0038704425,-1.1683059,-0.98103154,-0.5690035,-0.4886362,-0.0803673
54,-0.498481,-0.43700194,"('incapable', 'capable')",-0.24158059,-0.021916077,1.0152936,1.1283438,0.091744,0.2231419,-0.1313979
70,0.4915196,0.26698777,"('lethargic', 'energetic')",0.6011578,0.41412333,1.180905,0.77798176,0.7578608,0.4863643,0.2714965
79,-0.4813955,-0.90885055,"('wavering', 'unwavering')",-0.8690914,-1.1595616,0.124589995,0.03076903,-0.4086323,-0.6792144,0.2705821
27,-0.4808993,-0.010794974,"('hardhearted', 'softhearted')",-0.27865893,-0.043895535,1.2641404,1.6829327,0.1681941,0.5427474,-0.3745533
52,-0.45302427,-0.1949002,"('irrational', 'rational')",-1.1778122,-1.2516468,-0.58449125,-0.38789365,-0.7384426,-0.6114802,-0.1269624
23,-0.452783,-0.3228102,"('insincere', 'sincere')",-0.29567114,-0.25946456,6.004423,5.7091765,1.7519897,1.7089672,0.0430225
53,-0.4262054,-0.67431676,"('uncreative', 'creative')",0.1809346,0.24994081,0.9695869,1.029386,0.2414387,0.20167,0.0397687
12,0.41710052,0.5956451,"('unsupportive', 'supportive')",0.24793722,0.5240925,-1.7570738,-1.567216,-0.364012,-0.1491595,-0.2148525
84,0.41207188,0.5540054,"('inferior', 'superior')",-0.32002556,-0.22119834,0.6939477,0.82506824,0.261998,0.3859584,-0.1239604
76,0.4007919,0.30235842,"('anxious', 'daring')",0.3386007,0.23903272,0.29785192,0.17227717,0.3457482,0.2378894,0.1078588
77,0.37822706,0.81507134,"('unmotivated', 'motivated')",0.22418264,0.42868432,-0.9942008,-0.8956127,-0.130597,0.1160477,-0.2466447
17,-0.36511624,-0.38348985,"('nasty', 'nice')",-0.5204895,-0.5868284,-0.42476526,-0.47878206,-0.4367903,-0.4830334,0.0462431
21,-0.33068702,0.09565992,"('immoral', 'moral')",0.023391407,0.36587375,-0.9407066,-0.9009859,-0.4160008,-0.1464841,-0.2695167
55,-0.31376863,-0.2592208,"('incompetent', 'clever')",-0.32878128,-0.23681119,-0.010595437,-0.032060865,-0.2177151,-0.176031,-0.0416841
65,-0.30234483,-0.3893208,"('insecure', 'secure')",-0.78683937,-0.8719496,-0.4656108,-0.7777223,-0.518265,-0.6796642,0.1613992
29,0.29626682,0.3113058,"('unfair', 'fair')",-1.2788076,-1.3462734,-0.75112164,-0.8462305,-0.5778875,-0.6270661,0.0491786
85,-0.28319994,-0.13076302,"('insignificant', 'prestigious')",-0.4054412,-0.35987115,0.24065243,0.6866462,-0.1493296,0.0653373,-0.2146669
