,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
4,-0.8615946,-0.8092099,"('disliked', 'liked')",0.17902416,0.23333961,0.3314262,0.57128304,-6.837933,-7.0363493,-1.7972693,-1.7602341,-0.0370352
80,0.8452275,0.57053524,"('dominated', 'dominating')",0.36160576,0.15112868,0.40182197,0.19173649,-0.07433279,-0.1707033,0.3835806,0.1856743,0.1979063
66,0.8287431,0.616433,"('inactive', 'active')",2.0840912,1.8404884,0.73931986,0.6606734,-0.16491918,-0.30496502,0.8718087,0.7031575,0.1686512
67,0.8203,0.8019475,"('doubtful', 'determined')",0.38390657,0.3792283,0.010321993,0.060076475,0.20481214,0.07258946,0.3548352,0.3284604,0.0263748
19,-0.8164998,-0.7440413,"('inhospitable', 'hospitable')",0.51661074,0.60863036,0.08101144,0.18026656,-0.95982355,-0.8503388,-0.2946753,-0.2013708,-0.0933045
77,-0.78381836,-0.9305864,"('unmotivated', 'motivated')",-0.85472375,-1.025729,-0.36190015,-0.5878501,-0.7018007,-0.7294906,-0.6755607,-0.818414,0.1428533
56,0.770025,0.6553192,"('impractical', 'practical')",0.07765767,0.07175802,1.6672965,1.5940486,0.5965872,0.6779369,0.7778916,0.7497658,0.0281258
69,-0.7694323,-0.8637554,"('lazy', 'industrious')",0.45910427,0.31093103,0.2211039,0.31631055,-1.8658632,-1.9397722,-0.4887718,-0.5440715,0.0552997
29,-0.76740336,-0.7040144,"('unfair', 'fair')",-1.0892162,-0.8888607,-0.7819421,-0.5292701,-0.36163318,-0.3837156,-0.7500488,-0.6264652,-0.1235836
30,-0.7554949,-0.858617,"('intolerant', 'tolerant')",-0.90165323,-1.000031,0.3092751,0.23393807,0.5925059,0.58935165,-0.1888418,-0.2588396,0.0699978
14,0.6769336,0.38441426,"('antisocial', 'social')",0.30445856,0.13637261,0.7115357,0.62633824,0.06860931,0.08719749,0.4403843,0.3085807,0.1318036
26,-0.6260948,-0.6211372,"('hardhearted', 'benevolent')",0.6455082,0.4568012,1.2361469,1.1114621,1.0133415,0.85932285,0.5672255,0.4516122,0.1156133
2,0.6146849,0.50965184,"('unlikable', 'likable')",0.989954,0.965615,0.93692714,0.97817725,0.5002573,0.5551686,0.7604558,0.7521532,0.0083026
28,-0.60971856,-0.71021265,"('disloyal', 'loyal')",-0.9536198,-1.1286244,-0.27460557,-0.40248305,0.81750876,0.78811646,-0.2551088,-0.3633009,0.1081921
50,-0.5910864,-0.4455489,"('clumsy', 'skillful')",-0.80368274,-0.67739815,-1.0554004,-0.7912577,-0.55652714,-0.4073177,-0.7516742,-0.5803806,-0.1712936
12,0.5867389,0.53003347,"('unsupportive', 'supportive')",1.0017055,0.8817385,0.36240414,0.4692136,-1.8271315,-1.6194772,0.0309293,0.0653771,-0.0344478
43,-0.55596304,-0.68407136,"('irresponsible', 'responsible')",-0.67821413,-0.7950011,0.03188192,-0.03967978,0.99291885,1.2039329,-0.0523441,-0.0787048,0.0263607
71,0.5504647,0.63674545,"('diffident', 'self-confident')",1.2072027,1.1220717,0.7749247,0.7267592,0.11059616,0.11288844,0.6607971,0.6496162,0.0111809
23,0.5449617,0.35217598,"('insincere', 'sincere')",-1.814174,-1.9439325,-0.46553543,-0.61399686,5.799843,6.0630774,1.0162737,0.964331,0.0519427
9,-0.5202875,-0.36371905,"('unaffectionate', 'caring')",0.21179816,0.22041313,0.7857301,0.8100221,0.5987041,0.7996922,0.2689862,0.3666021,-0.0976159
24,-0.5030729,-0.47616047,"('dishonest', 'honest')",-0.92898947,-0.8473272,0.40820998,0.52145445,1.1846648,1.402613,0.0402031,0.150145,-0.1099419
47,0.4933601,0.51496196,"('stupid', 'smart')",0.19488505,0.32090124,0.91043085,1.0132567,4.43927,4.6869864,1.5094864,1.6340265,-0.1245401
86,0.49318853,0.20204227,"('uninfluential', 'influential')",1.0416123,0.7410157,1.8241727,1.4479015,0.24646823,0.17687428,0.9013605,0.6419585,0.259402
55,0.49034816,0.42537498,"('incompetent', 'clever')",-0.19153965,-0.16130896,-0.13824266,-0.19224922,1.237158,1.1688696,0.3494309,0.3101716,0.0392593
85,0.47900623,0.42249006,"('insignificant', 'prestigious')",0.5995079,0.4301595,0.34785166,0.34108666,-1.590249,-1.6268388,-0.0409708,-0.1082757,0.0673049
38,-0.46892828,-0.44608262,"('untruthful', 'truthful')",-0.28290474,-0.18096538,1.0917784,1.250738,-0.21561718,0.0063352436,0.031082,0.1575063,-0.1264243
70,0.45676392,0.22443138,"('lethargic', 'energetic')",-0.28643692,-0.45196944,0.3976858,0.36697015,0.7324575,0.8650229,0.3251176,0.2511137,0.0740039
83,0.4391937,0.4255276,"('powerless', 'powerful')",0.699313,0.63342434,1.026974,1.0089501,-0.5311521,-0.5805833,0.4085821,0.3718297,0.0367524
64,0.42994922,0.07007788,"('shy', 'confident')",-0.21933939,-0.43791667,-0.34360695,-0.35689202,-4.923365,-5.1080275,-1.2640905,-1.4581896,0.1940991
68,-0.4093396,-0.6057026,"('dependent', 'independent')",-0.36388254,-0.5476463,-0.14142251,-0.2554594,-1.4875972,-1.4162678,-0.6005605,-0.706269,0.1057085
5,0.4075386,0.6358721,"('distant', 'outgoing')",0.8162605,1.005947,-0.42594612,-0.23065929,-1.6175482,-1.4012662,-0.2049238,0.0024734,-0.2073972
74,0.38815492,0.3694395,"('undedicated', 'dedicated')",0.7653501,0.74023074,0.70704794,0.76153356,0.5589643,0.53617626,0.6048793,0.601845,0.0030343
15,-0.36728525,-0.35547,"('boring', 'funny')",0.558241,0.5204452,0.77301747,0.7353294,0.13229741,0.18215364,0.2740677,0.2706146,0.0034531
73,-0.31236058,-0.37332147,"('helpless', 'self-reliant')",0.9927696,1.0645192,0.506841,0.6649362,-3.3226836,-3.294855,-0.5338584,-0.4846803,-0.0491781
78,0.30502063,0.5303809,"('nonresilient', 'resilient')",-0.33749345,-0.32568103,-0.72615033,-0.7107596,0.02064142,0.25087097,-0.1844954,-0.0637972,-0.1206982
44,0.30482104,0.034290247,"('prejudiced', 'unprejudiced')",-0.36082497,-0.46211168,-1.4570122,-1.4336501,-1.4076747,-1.4406128,-0.7301727,-0.8255211,0.0953484
72,0.27398843,0.26268184,"('unambitious', 'ambitious')",0.097781636,0.1505823,0.91353077,1.0292126,0.020595849,0.105657056,0.3264742,0.3870335,-0.0605593
79,-0.2739076,-0.40061897,"('wavering', 'unwavering')",0.6007371,0.5678426,0.2360235,0.38252962,-1.010117,-0.88314253,-0.111816,-0.0833473,-0.0284687
49,-0.26558757,-0.331888,"('unable', 'able')",-0.50420964,-0.5515496,0.015374784,0.010781476,-0.57682526,-0.5490904,-0.3328119,-0.3554366,0.0226247
62,0.25978178,0.27631962,"('incompetent', 'brilliant')",-0.43131113,-0.30817986,0.21117985,0.38799548,0.29905015,0.6090783,0.0846752,0.2413034,-0.1566282
10,-0.2472983,-0.41017982,"('unsympathetic', 'sympathetic')",-1.4516573,-1.6705503,0.20787202,0.02216596,0.48162866,0.7075944,-0.2523637,-0.3377424,0.0853787
17,-0.24133813,-0.11591111,"('nasty', 'nice')",-0.16618437,0.028772162,-0.40719378,-0.30096892,-0.2302802,-0.26842833,-0.2612491,-0.1641341,-0.097115
61,-0.22627155,-0.31646845,"('illogical', 'logical')",-0.50061756,-0.592791,-0.40610954,-0.43154582,0.23213921,0.35329038,-0.2252149,-0.2468787,0.0216638
57,0.20205018,-0.111302376,"('unimaginative', 'imaginative')",0.3611747,-0.02019082,-0.6984189,-0.8314882,-3.0446477,-2.8944626,-0.7949604,-0.964361,0.1694006
65,0.19179562,-0.114432245,"('insecure', 'secure')",-2.0990689,-2.4444246,-1.1075445,-1.3047289,0.9170493,0.8418153,-0.5244421,-0.7554427,0.2310006
63,0.19130747,0.21424104,"('unperceptive', 'insightful')",-0.08693926,-0.1421763,0.77929634,0.8417389,0.16926257,0.5764926,0.2632318,0.3725741,-0.1093423
60,0.19094552,0.084693134,"('inefficient', 'efficient')",-1.7634912,-1.7583641,-0.50763774,-0.5062912,0.75852215,1.0153803,-0.3304153,-0.2911455,-0.0392698
40,-0.18876949,-0.23941897,"('stingy', 'generous')",0.33860892,0.2280031,-0.64282924,-0.5275259,-2.3884287,-2.3359604,-0.7203546,-0.7187256,-0.001629
52,-0.1844971,-0.028240956,"('irrational', 'rational')",0.58917654,0.5048897,-0.90707093,-0.8656164,-0.9896129,-1.0683683,-0.3730011,-0.364334,-0.0086671
32,-0.18151921,-0.19182041,"('unkind', 'kind')",-1.5693529,-1.6570841,-0.29962298,-0.3456696,1.0874075,1.275681,-0.2407719,-0.2297233,-0.0110486
58,-0.17367278,-0.27465636,"('undiscriminating', 'discriminating')",0.5068842,0.42322713,1.0423392,0.9773031,0.5180548,0.48631108,0.4734014,0.4030462,0.0703552
18,0.17364019,0.14196673,"('disagreeable', 'welcoming')",0.56300896,0.40277973,-0.66459095,-0.6726708,-1.0708636,-1.0080131,-0.2497014,-0.2839844,0.034283
6,0.17362046,0.39015204,"('distant', 'open')",0.7009605,0.8832179,-0.41459733,-0.17243621,-1.3368883,-1.2130325,-0.2192262,-0.0280247,-0.1912015
22,0.17137797,0.042227525,"('untrustworthy', 'trustworthy')",-0.036559485,-0.0033647753,0.9094145,0.9093274,0.19472513,0.25872502,0.3097396,0.3017288,0.0080108
84,-0.165785,-0.119502544,"('inferior', 'superior')",-0.51651394,-0.6778682,-0.4050884,-0.2800523,0.49420223,0.4886535,-0.1482963,-0.1471924,-0.0011039
20,-0.16504176,-0.1319614,"('rough', 'thoughtful')",-0.008721114,0.03725563,-0.57447547,-0.45241234,0.447191,0.5728548,-0.0752618,0.0064342,-0.081696
82,-0.12092364,0.11714606,"('poor', 'rich')",-0.9277286,-0.6382582,-0.82806796,-0.7629064,5.395992,5.555855,0.8798179,1.0679591,-0.1881412
88,-0.119207814,-0.116224155,"('low', 'eminent')",-0.82750297,-0.7859826,0.6347618,0.59327376,-0.18071036,0.0054499065,-0.1231648,-0.0758708,-0.047294
75,0.11373867,0.3444512,"('meek', 'impulsive')",1.6887854,1.947405,-0.22751305,0.047964647,-0.9131997,-0.7994587,0.1654528,0.3850905,-0.2196377
87,-0.0995406,-0.26953322,"('unsuccessful', 'successful')",0.29059643,0.15674107,0.6311049,0.5724019,0.10548891,0.04599794,0.2319124,0.1264019,0.1055105
0,0.08884133,-0.05523233,"('unsociable', 'sociable')",-0.6635258,-0.88176244,0.060601436,-0.07861427,0.46657363,0.4809399,-0.0118774,-0.1336673,0.1217899
54,-0.08244352,-0.15147439,"('incapable', 'capable')",0.26305073,0.26502582,0.39608952,0.47057596,0.28565186,0.55047905,0.2155872,0.2836516,-0.0680644
53,0.08180465,0.23669797,"('uncreative', 'creative')",0.5263492,0.50132686,-0.09473023,-0.121968165,0.48287994,0.7186185,0.2490759,0.3336688,-0.0845929
7,0.07178861,-0.03516638,"('insensitive', 'sensitive')",-0.9449007,-1.0874294,0.82161283,0.6932715,0.9584914,1.0637807,0.226748,0.1586141,0.0681339
3,0.026754346,-0.067185044,"('repellent', 'pleasant')",-0.80550885,-0.6849712,-0.57325345,-0.6101557,0.80827606,0.7674784,-0.135933,-0.1487084,0.0127754
33,-0.011555625,-0.05915273,"('wrong', 'right')",0.24189687,0.24374892,0.48772737,0.47546628,-0.6884549,-0.72141075,0.0074034,-0.0153371,0.0227405
