,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
31,-1.8707997,-1.7431775,"('evil', 'good')",-0.0071293265,0.020068455,0.050674126,0.1206927,-1.6920496,-1.6781116,-0.8798261,-0.820132,-0.0596941
48,-1.7790847,-1.8450109,"('unintelligent', 'intelligent')",-1.7287565,-1.9902523,-0.37856007,-0.44089204,0.30762863,0.45739698,-0.8946931,-0.9546896,0.0599965
8,-1.7006556,-1.4094018,"('unaffectionate', 'affectionate')",-0.0280415,0.1687992,0.015929013,0.16833167,-0.27174848,-0.019053016,-0.4961292,-0.272831,-0.2232982
39,-1.5320832,-1.6918775,"('exploitative', 'cooperative')",-0.8112246,-1.0423214,-0.11800736,-0.17185345,0.89956546,0.7641401,-0.3904374,-0.5354781,0.1450407
27,-1.4825355,-1.2566279,"('hardhearted', 'softhearted')",-0.80013597,-0.7493987,-0.07549161,-4.823692e-05,0.25663745,0.54897916,-0.5253814,-0.3642739,-0.1611075
41,-1.4423062,-1.4316314,"('unforgiving', 'forgiving')",-1.1985737,-1.3327078,-0.7355343,-0.727799,0.10232264,0.07778421,-0.8185229,-0.8535885,0.0350656
45,-1.386055,-1.3114811,"('incompetent', 'competent')",-1.644112,-1.4048842,-0.6622458,-0.48469284,-0.40299845,-0.3497159,-1.0238528,-0.8876935,-0.1361593
37,-1.3605132,-1.3358477,"('fake', 'genuine')",-1.8897203,-1.8408531,-0.0004594815,0.036040016,-0.19860005,0.05682719,-0.8623233,-0.7709584,-0.0913649
21,1.2830676,0.99672407,"('immoral', 'moral')",0.01819717,-0.31806976,1.1013354,0.7901482,0.07796836,0.14515501,0.6201422,0.4034894,0.2166528
51,1.2378994,0.96351784,"('uneducated', 'educated')",1.223234,1.110989,1.1802351,1.0211251,1.4132092,1.2799722,1.2636445,1.093901,0.1697435
36,-1.2058272,-1.2165972,"('hostile', 'amicable')",0.19546632,0.05100449,-0.2833203,-0.3057023,-0.96122795,-1.1545056,-0.5637273,-0.6564502,0.0927229
1,-1.1948664,-0.89499134,"('unfriendly', 'friendly')",-0.5749036,-0.549069,-0.10498887,0.0030280594,0.7345794,0.98073095,-0.2850449,-0.1150753,-0.1699696
76,1.1865354,1.0088382,"('anxious', 'daring')",0.11610703,-0.013838809,0.10293339,-0.072407305,0.6233842,0.66043675,0.50724,0.3957572,0.1114828
13,1.1479356,1.0258912,"('impolite', 'polite')",-0.5533604,-0.61101013,0.80324024,0.6416007,0.44721013,0.51468766,0.4612564,0.3927924,0.068464
11,1.0991161,1.1520183,"('unhelpful', 'helpful')",0.3151946,0.38836285,-0.36784703,-0.27488482,2.7204494,3.0042112,0.9417283,1.0674269,-0.1256986
42,1.078261,0.85943764,"('unreliable', 'reliable')",1.0534742,0.85296315,1.1889662,1.1950253,-1.7622857,-1.7326462,0.389604,0.293695,0.095909
35,-1.0649376,-1.0123855,"('corrupt', 'incorrupt')",0.37334535,0.49602097,0.39637053,0.5068372,-1.3600401,-1.4558463,-0.4138154,-0.3663434,-0.047472
81,1.0253392,0.6431616,"('submissive', 'aggressive')",0.22767347,-0.06058879,0.25891683,0.061754685,-0.2549184,-0.26187655,0.3142528,0.0956127,0.2186401
34,1.0133935,1.0344834,"('mean', 'honorable')",0.26600927,0.24739149,0.8834849,0.7461114,4.6550617,4.8186994,1.7044873,1.7116714,-0.0071841
59,-0.983838,-0.92891747,"('foolish', 'wise')",0.09464802,0.13525973,0.65621054,0.7984662,-0.67051977,-0.5831406,-0.2258748,-0.144583,-0.0812918
16,-0.92758983,-0.7566416,"('unpopular', 'popular')",-0.86436653,-0.81243694,-1.2238773,-1.0780737,-0.2836235,-0.31444338,-0.8248643,-0.7403989,-0.0844654
46,0.8929336,0.8106461,"('uncompetitive', 'competitive')",-0.6676439,-0.7794953,-0.32399395,-0.45499218,-0.26731074,-0.25001493,-0.0915037,-0.1684641,0.0769604
25,-0.87681067,-0.66493386,"('egoistic', 'altruistic')",0.30234724,0.35342067,-0.24042985,-0.08388917,0.5649239,0.6203418,-0.0624923,0.0562349,-0.1187272
