,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
65,-2.35354,-2.6662261,"('insecure', 'secure')",0.5637026,0.4062968,-0.35968807,-0.5516455,-0.9796205,-1.1651708,-0.7822865,-0.9941864,0.2118999
55,-2.3487706,-2.5319986,"('incompetent', 'clever')",0.39267072,0.3267536,0.20369431,-0.2165842,-0.8708097,-0.9940155,-0.6558038,-0.8539612,0.1981574
51,-2.1890678,-2.1231866,"('uneducated', 'educated')",-0.6105036,-0.52150244,0.7809134,0.6475692,-0.48483908,-0.48549035,-0.6258743,-0.6206526,-0.0052217
49,-2.0231493,-1.9090046,"('unable', 'able')",-0.38738146,-0.35257056,0.3728732,0.38611287,-0.08978068,0.28760168,-0.5318596,-0.3969651,-0.1348945
50,-2.0050085,-2.0948133,"('clumsy', 'skillful')",0.5184463,0.30567312,-0.27870113,-0.45425954,0.5487269,0.6847261,-0.3041341,-0.3896684,0.0855343
19,-1.9296031,-1.7286919,"('inhospitable', 'hospitable')",-1.5957751,-1.4875278,0.22410972,0.4036095,0.095741294,0.6009684,-0.8013818,-0.5529105,-0.2484713
33,1.8758032,1.9868037,"('wrong', 'right')",0.18864918,0.3578963,0.34728372,0.51693803,0.37513363,0.41764906,0.6967174,0.8198217,-0.1231043
68,-1.8486218,-1.8014706,"('dependent', 'independent')",0.8340695,0.8517378,0.6122221,0.8729298,-0.80797905,-0.6023207,-0.3025773,-0.1697809,-0.1327964
26,1.7736342,1.6004056,"('hardhearted', 'benevolent')",1.2186319,0.87913656,1.7208626,1.5265812,1.5724547,1.2235118,1.5713959,1.3074088,0.2639871
22,-1.7538269,-1.8543245,"('untrustworthy', 'trustworthy')",0.6239168,0.65491545,0.4970049,0.40652204,-1.4479154,-1.563978,-0.5202051,-0.5892162,0.0690111
18,-1.667471,-1.8432964,"('disagreeable', 'welcoming')",-0.6731572,-0.70189726,0.3041122,0.37567526,-0.16855742,-0.3679717,-0.5512683,-0.6343725,0.0831042
76,-1.5728375,-1.613336,"('anxious', 'daring')",1.0170963,0.8524791,-0.20294014,-0.54648876,-0.8532738,-0.6455648,-0.4029888,-0.4882276,0.0852388
44,-1.5274075,-1.5491211,"('prejudiced', 'unprejudiced')",-0.077115074,-0.18904611,-0.17233826,-0.46498457,-1.4604284,-1.4880452,-0.8093223,-0.9227993,0.113477
85,1.4916065,1.441098,"('insignificant', 'prestigious')",-0.9997237,-1.347432,0.19201952,-0.078336656,1.1158967,1.0015029,0.4499497,0.254208,0.1957417
82,-1.4381624,-1.3492515,"('poor', 'rich')",0.032063335,0.09272378,0.78485495,0.5430696,7.073754,7.5150456,1.6131275,1.7003969,-0.0872694
16,-1.4194051,-1.3107227,"('unpopular', 'popular')",-0.933486,-0.98805106,-0.42521977,-0.45114988,1.2150563,1.3045472,-0.3907636,-0.3613441,-0.0294195
17,-1.4087694,-1.3339146,"('nasty', 'nice')",-0.8391561,-0.8528275,-0.63425577,-0.7827857,-1.2561982,-1.2469856,-1.0345948,-1.0541283,0.0195335
45,-1.363758,-1.4042912,"('incompetent', 'competent')",0.34291464,0.34406257,-0.31954837,-0.1724546,-1.2253419,-1.1722587,-0.6414334,-0.6012355,-0.0401979
3,-1.3236202,-1.4681795,"('repellent', 'pleasant')",0.25515944,0.13667546,0.0857836,-0.33833045,0.9178708,0.75027436,-0.0162016,-0.22989,0.2136884
31,-1.2754356,-1.182124,"('evil', 'good')",-2.5971942,-2.5906882,-0.13469182,0.09707674,0.17059791,0.18268241,-0.9591808,-0.8732633,-0.0859175
64,-1.2368501,-1.3269738,"('shy', 'confident')",0.5409935,0.47702798,-0.25449476,-0.2782805,-7.278945,-7.6783433,-2.0573242,-2.2016425,0.1443183
70,-1.2312865,-1.3358189,"('lethargic', 'energetic')",0.5933325,0.5241152,0.47085625,0.10678259,0.008394152,0.16236265,-0.0396759,-0.1356396,0.0959637
46,-1.2096436,-1.2333938,"('uncompetitive', 'competitive')",1.4043826,1.4301883,-0.2954481,-0.50527644,-1.7378182,-1.5582588,-0.4596318,-0.4666852,0.0070534
75,-1.1986499,-1.0303122,"('meek', 'impulsive')",-0.72176343,-0.6781992,0.017287493,0.2157279,-0.045307852,0.26915216,-0.4871084,-0.3059078,-0.1812006
54,-1.178676,-1.1931504,"('incapable', 'capable')",-0.7023065,-0.75188076,0.3873912,0.080044836,1.080451,1.2929444,-0.1032851,-0.1430105,0.0397254
62,-1.149689,-1.1162404,"('incompetent', 'brilliant')",0.28574187,0.42516816,0.25019708,0.0947604,-0.8044152,-0.6132737,-0.3545413,-0.3023964,-0.0521449
29,-1.1387932,-1.0604959,"('unfair', 'fair')",-0.5067063,-0.35054687,-0.39903396,-0.10094037,-0.77902424,-0.8459244,-0.7058895,-0.5894768,-0.1164127
15,-1.13377,-1.1306586,"('boring', 'funny')",-0.94906265,-1.0606776,0.549739,0.35539797,0.454065,0.5006336,-0.2697572,-0.3338262,0.064069
1,1.1319675,1.1836224,"('unfriendly', 'friendly')",-0.61243343,-0.51545715,0.38791722,0.48574534,2.4699864,2.6560724,0.8443595,0.9524957,-0.1081362
56,1.1055521,1.0534233,"('impractical', 'practical')",1.5205934,1.7122455,0.6826672,0.73166037,-0.81631494,-0.7547569,0.6231244,0.6856431,-0.0625187
9,1.0950346,1.0424113,"('unaffectionate', 'caring')",0.50920594,0.554215,0.054526348,-0.045097213,1.6283962,1.9559273,0.8217908,0.8768641,-0.0550733
88,-1.0915058,-1.2683748,"('low', 'eminent')",-0.8096912,-1.192477,0.3709374,-0.1676729,0.19096802,0.24871239,-0.3348229,-0.5949531,0.2601302
73,1.0571283,0.97067153,"('helpless', 'self-reliant')",0.7962456,0.71275026,1.3244344,1.391666,-3.1339247,-3.051452,0.0109709,0.005909,0.0050619
71,1.0563998,0.94514084,"('diffident', 'self-confident')",0.77267325,0.87434316,0.75029635,0.7825064,1.0766256,1.304686,0.9139988,0.9766691,-0.0626703
35,-0.98502934,-0.8499554,"('corrupt', 'incorrupt')",-1.3857948,-1.4962662,-0.03965954,-0.15973403,0.082088225,-0.011832847,-0.5820988,-0.6294472,0.0473484
80,-0.97354466,-0.8865427,"('dominated', 'dominating')",1.2899265,1.3021514,-0.7392496,-1.0423588,-1.6154008,-1.719814,-0.5095671,-0.586641,0.0770739
58,0.96270907,1.0912358,"('undiscriminating', 'discriminating')",1.3455096,1.336793,-0.04811812,0.17743471,-0.4118626,-0.3331519,0.4620595,0.5680779,-0.1060184
25,0.8982221,0.95471656,"('egoistic', 'altruistic')",-0.29604203,-0.4865257,1.0828658,0.7738037,1.187931,1.0774089,0.7182442,0.5798509,0.1383933
11,-0.76918066,-0.80484027,"('unhelpful', 'helpful')",1.400301,1.3818184,0.75963175,0.5199821,0.35638806,0.5824026,0.436785,0.4198407,0.0169443
10,-0.76441693,-0.9962694,"('unsympathetic', 'sympathetic')",0.8971231,0.8131905,-0.8072833,-1.1311066,-0.9531483,-0.6932301,-0.4069313,-0.5018539,0.0949226
28,0.7253631,0.6245168,"('disloyal', 'loyal')",-0.10512895,-0.27655783,-0.1347629,-0.41314852,0.39587677,0.328499,0.220337,0.0658274,0.1545096
