,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
58,-0.54220915,-0.31239703,"('undiscriminating', 'discriminating')",1.121475,1.1628444,0.15188536,0.16076937,0.2437171,0.3370723,-0.0933552
8,0.5355722,0.6404749,"('unaffectionate', 'affectionate')",-0.06999458,-0.07626699,1.0696365,1.0669178,0.511738,0.5437086,-0.0319706
54,-0.5190847,-0.44930992,"('incapable', 'capable')",0.15441453,0.16505335,1.2749498,1.2341201,0.3034265,0.3166212,-0.0131947
24,0.5163495,0.6429769,"('dishonest', 'honest')",-0.18373126,0.04984752,0.5693936,0.6658895,0.3006706,0.4529046,-0.152234
10,-0.49838227,-0.5283146,"('unsympathetic', 'sympathetic')",0.07502176,0.1387037,-0.38701984,-0.2382831,-0.2701268,-0.209298,-0.0608288
46,-0.49312297,-0.6217396,"('uncompetitive', 'competitive')",1.5577295,1.4472378,-0.82084024,-0.8795894,0.0812554,-0.0180304,0.0992858
69,0.4926351,0.5480068,"('lazy', 'industrious')",0.29574987,0.27767998,-0.49215567,-0.43264875,0.0987431,0.1310127,-0.0322696
60,0.48037493,0.30157682,"('inefficient', 'efficient')",1.8454477,1.8379898,0.09983364,0.045788646,0.8085521,0.7284517,0.0801004
72,0.45825157,0.24392122,"('unambitious', 'ambitious')",0.66630876,0.5379791,-0.39007303,-0.6158148,0.2448291,0.0553618,0.1894673
67,-0.43437493,-0.14295211,"('doubtful', 'determined')",0.5259888,0.6118837,-0.8284569,-0.69638103,-0.2456143,-0.0758165,-0.1697978
7,0.42508698,0.39148262,"('insensitive', 'sensitive')",0.29692528,0.37715787,0.6910345,0.7711383,0.4710156,0.5132596,-0.042244
76,-0.41563845,-0.21066764,"('anxious', 'daring')",0.4755823,0.5078535,-0.058080316,-0.005118523,0.0006212,0.0973558,-0.0967346
21,0.3894204,0.44158357,"('immoral', 'moral')",0.35627764,0.5281813,-1.1695719,-0.99963164,-0.1412913,-0.0099556,-0.1313357
28,-0.38910094,-0.34334186,"('disloyal', 'loyal')",-0.10038722,-0.1913448,0.86119115,0.7451071,0.123901,0.0701401,0.0537609
47,0.3772974,0.32514396,"('stupid', 'smart')",0.5022287,0.70507413,5.426187,5.548841,2.1019044,2.1930197,-0.0911153
15,0.37249157,0.46743655,"('boring', 'funny')",-1.207064,-1.0923848,0.33660486,0.3510758,-0.1659892,-0.0912908,-0.0746984
39,0.36990738,0.48393172,"('exploitative', 'cooperative')",1.0649863,1.4044503,-0.15843731,-0.029651593,0.4254855,0.6195768,-0.1940913
65,0.347741,0.19551103,"('insecure', 'secure')",0.7742368,0.8256736,-0.3481913,-0.3892828,0.2579288,0.2106339,0.0472949
5,0.32299548,0.35168883,"('distant', 'outgoing')",-1.2248638,-1.2929566,0.34020668,0.31194586,-0.1872205,-0.209774,0.0225535
20,-0.31220883,-0.032974776,"('rough', 'thoughtful')",1.4269795,1.6250377,1.0946957,1.2816794,0.7364888,0.9579141,-0.2214253
75,-0.29701987,-0.18873273,"('meek', 'impulsive')",-1.2311738,-1.2621036,-0.27446926,-0.31846032,-0.6008876,-0.5897655,-0.0111221
22,0.29173598,0.5093387,"('untrustworthy', 'trustworthy')",0.7957139,1.0099486,-1.1552056,-1.0201644,-0.0225852,0.1663743,-0.1889595
36,0.28140336,0.2970569,"('hostile', 'amicable')",-1.7664857,-1.7965097,-0.022631345,0.05119631,-0.5025712,-0.4827522,-0.019819
51,0.26392028,0.011678094,"('uneducated', 'educated')",0.41100422,0.32947764,0.42127478,0.42634594,0.3653998,0.2558339,0.1095659
23,-0.24620232,-0.42557764,"('insincere', 'sincere')",0.58704257,0.6257697,6.0542445,5.946075,2.131695,2.0487556,0.0829394
31,-0.24617441,-0.1404465,"('evil', 'good')",-0.9707691,-0.97598743,-0.87584126,-0.898368,-0.697595,-0.6716007,-0.0259943
87,-0.21901293,-0.20921417,"('unsuccessful', 'successful')",1.2711471,1.165012,0.8049608,0.8329895,0.6190317,0.5962625,0.0227692
64,0.20938566,0.11870062,"('shy', 'confident')",1.1137968,1.0692284,-6.518163,-6.5854115,-1.7316602,-1.7991608,0.0675006
84,0.20460093,0.34831765,"('inferior', 'superior')",0.55490804,0.5136072,0.70072305,0.6336295,0.486744,0.4985181,-0.0117741
62,0.20301493,0.1776602,"('incompetent', 'brilliant')",0.90586746,0.9415463,0.68662864,0.54934436,0.5985037,0.5561837,0.04232
78,0.19038841,-0.08977753,"('nonresilient', 'resilient')",1.6369215,1.2022074,0.53720105,0.48522234,0.7881703,0.5325507,0.2556196
11,-0.17896077,-0.09666811,"('unhelpful', 'helpful')",0.024547406,0.10637611,2.2801526,2.286893,0.7085797,0.7655336,-0.0569539
13,0.16281009,0.15138036,"('impolite', 'polite')",-0.095182404,0.046802495,-0.24311921,-0.17147726,-0.0584972,0.0089019,-0.0673991
83,0.15976056,0.2952254,"('powerless', 'powerful')",0.055228587,0.032777566,-1.0028075,-0.9987668,-0.2626061,-0.2235879,-0.0390182
35,-0.13935567,-0.07539308,"('corrupt', 'incorrupt')",-1.8543361,-1.7220864,-0.39733034,-0.2988026,-0.7970074,-0.6987607,-0.0982467
61,-0.123102605,0.08428287,"('illogical', 'logical')",-0.19505352,-0.03488902,-0.039171413,0.10292471,-0.1191092,0.0507729,-0.1698821
3,-0.12251807,-0.12530649,"('repellent', 'pleasant')",0.48144203,0.50856984,0.029438961,0.019613093,0.1294543,0.1342921,-0.0048378
37,0.11454253,0.3145673,"('fake', 'genuine')",0.08997794,0.35768488,0.36669227,0.47783858,0.1904043,0.3833636,-0.1929593
17,0.09882563,0.35035288,"('nasty', 'nice')",-1.08798,-0.8275255,-0.55439425,-0.37915492,-0.5145162,-0.2854425,-0.2290737
0,-0.0852409,0.039635442,"('unsociable', 'sociable')",0.4079062,0.48141629,-0.62605876,-0.48441377,-0.1011312,0.0122126,-0.1133438
18,-0.07323471,0.0028610267,"('disagreeable', 'welcoming')",-0.25007194,-0.19124368,-0.354958,-0.33033222,-0.2260882,-0.172905,-0.0531832
79,0.07094175,0.16620746,"('wavering', 'unwavering')",-1.7053112,-1.7818537,0.21700646,0.13545933,-0.4724543,-0.4933956,0.0209413
32,-0.04870308,-0.20374075,"('unkind', 'kind')",0.49430466,0.57226175,0.8946939,0.8482413,0.4467652,0.4055874,0.0411778
41,-0.042838413,0.18001409,"('unforgiving', 'forgiving')",0.6460142,0.633904,0.0342025,0.07224115,0.2124594,0.2953864,-0.082927
4,-0.04057347,0.13636433,"('disliked', 'liked')",-0.3570361,-0.42323735,-6.3186584,-6.2916055,-2.238756,-2.1928261,-0.0459299
19,0.035315767,0.24542837,"('inhospitable', 'hospitable')",-1.4995548,-1.3690135,-0.051660605,0.11711965,-0.5052999,-0.3354885,-0.1698114
38,0.033120535,0.08238871,"('untruthful', 'truthful')",-0.39880705,-0.45904788,0.33792496,0.30653626,-0.0092538,-0.0233743,0.0141205
85,-0.031130228,0.065848656,"('insignificant', 'prestigious')",-0.91519916,-0.95045006,0.43425295,0.47732267,-0.1706922,-0.1357596,-0.0349326
57,-0.027960733,0.1251418,"('unimaginative', 'imaginative')",-0.80220497,-0.7501936,-2.5941331,-2.5399475,-1.1414329,-1.0549997,-0.0864332
52,-0.020161383,0.15612333,"('irrational', 'rational')",-0.8823714,-0.83424145,0.22372194,0.13297877,-0.2262703,-0.1817131,-0.0445572
53,0.01163413,0.092655115,"('uncreative', 'creative')",-0.2998549,-0.39458466,0.9185238,0.9511081,0.210101,0.2163929,-0.0062919
66,-0.0019806642,-0.04992854,"('inactive', 'active')",0.6933719,0.63251853,0.7394031,0.88815284,0.4769315,0.4902476,-0.0133161
81,-0.0014916658,-0.1749775,"('submissive', 'aggressive')",1.2200326,1.1364689,-0.7748512,-0.81773293,0.1478966,0.0479195,0.0999771
