,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
46,-1.2741815,-1.7324407,"('uncompetitive', 'competitive')",0.29077008,0.46792206,0.24941017,-0.044968985,0.08358398,-0.2516908,-0.6406379,-0.90325123,-0.258211,-0.4928859,0.2346749
43,-1.2113843,-1.4977304,"('irresponsible', 'responsible')",-0.31901258,-0.33900493,0.90148056,0.7151298,-0.12319389,-0.16310385,0.6650797,0.77273357,-0.0174061,-0.1023951,0.084989
5,1.1986893,1.5744866,"('distant', 'outgoing')",0.35175258,0.48896936,0.1372072,0.44985464,-0.34152484,-0.01863861,0.042676,0.3425008,0.2777601,0.5674346,-0.2896745
68,-1.1904707,-1.1992264,"('dependent', 'independent')",-1.4540129,-1.3954613,-1.8761059,-1.9998496,-1.9253678,-2.064002,-0.5803885,-0.7610757,-1.4052691,-1.483923,0.0786539
88,-1.1636857,-1.2371234,"('low', 'eminent')",-1.486898,-1.5864471,-0.6454927,-0.70096827,-0.8877749,-1.1285082,0.15060443,0.078069076,-0.8066494,-0.9149956,0.1083462
73,1.1318191,1.3933724,"('helpless', 'self-reliant')",1.0424893,1.0839274,0.2392058,0.28788373,0.5941606,0.70927536,-3.6086822,-3.7544076,-0.1202015,-0.0559898,-0.0642117
11,-1.1204817,-1.2543448,"('unhelpful', 'helpful')",0.058680505,0.11901012,0.39983833,0.34637767,-0.31144056,-0.27370477,2.049581,2.1738656,0.2152355,0.2222407,-0.0070052
0,-1.1194537,-1.6818157,"('unsociable', 'sociable')",-0.96293384,-1.1813382,0.32410386,-0.04286027,0.06318749,-0.34481883,-0.53485143,-0.646682,-0.4459895,-0.779503,0.3335135
82,-1.0969534,-1.0311246,"('poor', 'rich')",-0.5122942,-0.29072052,0.3297502,0.41682866,0.5113225,0.41880238,6.555761,6.7650824,1.1575172,1.2557736,-0.0982564
55,-1.0730865,-1.6250298,"('incompetent', 'clever')",-0.9821771,-1.0532894,-0.82986957,-1.0613909,-0.11060267,-0.3927984,-0.33990237,-0.4482366,-0.6671276,-0.9161489,0.2490213
49,-1.0047928,-1.0536075,"('unable', 'able')",-1.3988329,-1.3196971,-0.8915401,-0.7429568,-1.2861118,-1.2114222,-0.47823182,-0.30113512,-1.011902,-0.9257637,-0.0861383
47,-0.95201266,-1.0091027,"('stupid', 'smart')",-0.66199446,-0.61328346,0.18463893,0.16467659,0.6703364,0.50054306,5.7351036,6.0465117,0.9952144,1.017869,-0.0226546
6,0.932087,1.2975317,"('distant', 'open')",0.2228351,0.26798856,-0.29122928,-0.06954423,-0.9480406,-0.74806726,0.6108948,0.86867553,0.1053094,0.3233169,-0.2180075
35,0.87598336,1.2920737,"('corrupt', 'incorrupt')",0.40426177,0.37610057,-0.93788207,-0.6968732,-0.5223617,-0.35577452,0.22540891,0.08021137,0.009082,0.1391476,-0.1300656
20,-0.8610973,-0.7905613,"('rough', 'thoughtful')",-1.3269079,-1.1644822,-0.84261876,-0.9422633,-0.54077405,-0.689213,0.49957904,0.4037698,-0.6143638,-0.63655,0.0221862
83,-0.8610684,-0.984062,"('powerless', 'powerful')",-0.81025815,-0.77276546,0.3778008,0.3746388,-1.1901318,-1.0919111,-1.4487753,-1.3984358,-0.7864866,-0.7745071,-0.0119795
63,-0.8555225,-1.0493914,"('unperceptive', 'insightful')",0.6271724,0.71574754,0.903748,0.70855993,-0.18642135,-0.27578935,1.0948503,1.1487592,0.3167654,0.2495772,0.0671882
32,-0.81888056,-1.0264215,"('unkind', 'kind')",-0.78616816,-0.8860937,0.598249,0.23724368,0.32820317,-0.08461277,1.2170361,1.1303736,0.1076879,-0.1259021,0.23359
56,-0.8142537,-1.0436966,"('impractical', 'practical')",-0.6226895,-0.52249986,1.2167374,1.086903,-0.36735862,-0.3095792,-0.7015984,-0.586402,-0.2578326,-0.2750549,0.0172223
48,-0.80308735,-0.99448496,"('unintelligent', 'intelligent')",-1.4258142,-1.4574109,-0.27188092,-0.45772892,-0.94238067,-1.0990647,0.44104567,0.2586013,-0.6004234,-0.7500176,0.1495942
23,-0.8012171,-1.0173839,"('insincere', 'sincere')",-0.44833976,-0.46651438,0.8910242,0.70279247,-0.6465293,-0.7254894,6.008648,6.319032,1.0007172,0.9624874,0.0382298
50,-0.7986599,-0.71644336,"('clumsy', 'skillful')",-0.055777613,0.12990823,0.222236,0.29791605,0.27592167,0.30947527,0.8847089,0.71868783,0.1056858,0.1479088,-0.042223
39,0.7589721,0.47507435,"('exploitative', 'cooperative')",-0.33711097,-0.3999539,0.2944057,0.010338988,0.30615133,0.14607698,-0.03505082,-0.025691234,0.1974735,0.041169,0.1563045
76,-0.7355696,-1.1665349,"('anxious', 'daring')",-0.3108201,-0.2775766,-0.08585638,-0.32863203,0.34120488,0.17693083,-0.4611364,-0.33039656,-0.2504355,-0.3852418,0.1348063
9,0.70918775,0.8395408,"('unaffectionate', 'caring')",0.25649375,0.12043873,1.5748078,1.4248732,-0.50238997,-0.57007474,1.70297,1.8648794,0.7482139,0.7359315,0.0122824
45,-0.70526975,-1.0742687,"('incompetent', 'competent')",-0.3578219,-0.38035253,0.25534987,0.1018901,-0.13219354,-0.18872955,-0.38262838,-0.45823127,-0.2645127,-0.3999384,0.1354257
17,0.69429713,0.66253793,"('nasty', 'nice')",-0.05591702,-0.060612813,-0.06713595,-0.10803768,0.039305918,0.083834685,-0.7609139,-0.69070923,-0.0300728,-0.0225974,-0.0074754
21,-0.67744637,-1.2488445,"('immoral', 'moral')",-0.8237636,-0.75364107,0.66190696,0.25821075,0.27153587,-0.030133694,-0.7747023,-0.8867353,-0.2684939,-0.5322288,0.2637349
72,-0.674719,-0.671574,"('unambitious', 'ambitious')",-1.0480766,-1.1119132,0.05367011,-0.2530723,-1.1602691,-1.2316266,-1.0497594,-1.0513741,-0.7758308,-0.863912,0.0880812
18,0.65099317,0.6103241,"('disagreeable', 'welcoming')",0.22470088,0.19957682,-0.063469395,-0.12789585,-0.56412226,-0.57669944,-0.32518682,-0.3021486,-0.0154169,-0.0393686,0.0239517
57,-0.6463061,-0.91889685,"('unimaginative', 'imaginative')",-0.7842018,-0.83612794,0.18503433,5.660951e-05,-0.49203262,-0.6685992,-2.7961617,-3.126347,-0.9067336,-1.1099829,0.2032493
22,-0.61170596,-0.94916,"('untrustworthy', 'trustworthy')",0.28508037,0.18907088,-0.41329858,-0.7087214,0.4045696,0.19521265,-1.0180345,-1.0861462,-0.2706778,-0.4719488,0.201271
84,0.6099256,0.5255605,"('inferior', 'superior')",0.18298039,0.12681228,0.63861847,0.6117665,0.77225745,0.6651866,0.66422546,0.5986642,0.5736015,0.505598,0.0680035
61,0.6064453,0.43553874,"('illogical', 'logical')",-0.5505067,-0.57216597,0.37411585,0.294967,-0.37857184,-0.47244447,0.20761554,0.18763635,0.0518196,-0.0252937,0.0771133
60,-0.59648573,-1.0648456,"('inefficient', 'efficient')",-0.40952095,-0.4554913,0.43432224,0.124730125,-0.2231777,-0.32552767,-0.34544182,-0.25319338,-0.2280608,-0.3948656,0.1668048
3,-0.5847584,-0.7776004,"('repellent', 'pleasant')",0.034534935,0.05123818,0.06797791,-0.14134412,1.1355379,0.80759203,0.2977922,0.18779686,0.1902169,0.0255365,0.1646804
58,-0.56510884,-0.5728539,"('undiscriminating', 'discriminating')",-1.0901601,-0.9819142,0.5154607,0.43132004,0.75546694,0.7037251,0.17206421,0.06350226,-0.0424554,-0.0712441,0.0287887
4,0.56421566,0.7395313,"('disliked', 'liked')",0.5433507,0.57396764,-0.11647586,0.17040557,-0.22613603,-0.094051965,-6.603911,-6.821411,-1.1677913,-1.0863117,-0.0814796
59,0.5154818,0.7756608,"('foolish', 'wise')",1.0036504,0.9571914,1.3427045,1.4720703,0.6277476,0.7477958,0.8572622,0.8302596,0.8693693,0.9565956,-0.0872263
25,0.49732873,0.7299292,"('egoistic', 'altruistic')",0.11209666,0.05866818,1.3318168,1.4678649,0.9634393,0.985944,1.7819216,1.7525921,0.9373206,0.9989997,-0.0616791
1,0.46225813,0.6798461,"('unfriendly', 'friendly')",-0.2318159,-0.26004824,1.2168539,1.2782764,0.0021684729,-0.07388331,2.4330204,2.4929209,0.776497,0.8234224,-0.0469254
29,0.45013306,0.4056828,"('unfair', 'fair')",0.6151757,0.5865725,0.14478834,0.11989587,-0.03465414,-0.020400316,-0.08756348,-0.10908374,0.2175759,0.1965334,0.0210425
78,-0.44287586,-0.46023944,"('nonresilient', 'resilient')",0.3493917,0.5758486,0.49115786,0.57585645,0.4716526,0.47933558,0.769163,0.73645306,0.3276978,0.3814508,-0.053753
67,-0.42847544,-0.49572033,"('doubtful', 'determined')",-0.076377384,-0.2614166,0.28292078,0.19282565,0.33332813,0.31432316,-0.46162957,-0.37379926,-0.0700467,-0.1247575,0.0547108
7,-0.41267663,-0.78028464,"('insensitive', 'sensitive')",-0.19363375,-0.22968507,0.55162954,0.3414513,-0.18120024,-0.33442006,1.1663147,1.1378921,0.1860867,0.0269907,0.159096
66,-0.38096833,-0.35267904,"('inactive', 'active')",-0.37820423,-0.28690335,0.0766775,0.19699925,0.26777512,0.309832,1.5590651,1.5067451,0.228869,0.2747988,-0.0459298
2,-0.3734702,-0.35202,"('unlikable', 'likable')",-0.27759784,-0.29730004,-0.13135552,-0.051887676,0.7189103,0.6618321,0.7321664,0.7902112,0.1337306,0.1501671,-0.0164365
14,-0.36016887,-0.9406589,"('antisocial', 'social')",-0.8352614,-0.87774503,0.68148756,0.3857003,0.4494248,0.27766928,-0.7844528,-0.879025,-0.1697941,-0.4068119,0.2370178
38,-0.35210097,-0.2314346,"('untruthful', 'truthful')",0.2118648,0.22436315,0.18988137,0.19386074,-0.89146626,-0.77562666,0.26060992,0.29412282,-0.1162422,-0.0589429,-0.0572993
75,0.34857664,0.7305881,"('meek', 'impulsive')",0.964863,1.2051483,-0.566726,-0.2570931,-0.37076902,-0.08528866,-0.34494674,-0.3141527,0.0061996,0.2558404,-0.2496408
19,-0.34835324,-0.1873256,"('inhospitable', 'hospitable')",-0.71026427,-0.62506866,-1.146274,-0.9140072,-1.2360933,-1.202866,0.09317792,0.31188685,-0.6695613,-0.5234761,-0.1460852
31,0.34759495,0.7836106,"('evil', 'good')",-0.10901816,-0.17485872,-0.9474831,-0.7368881,-0.13668567,-0.017988846,-0.8599523,-0.8710145,-0.3411088,-0.2034279,-0.1376809
26,0.3208411,0.442819,"('hardhearted', 'benevolent')",-0.9883443,-1.0799005,1.3376404,1.1982363,1.7707647,1.5898855,1.6356068,1.5228248,0.8153017,0.734773,0.0805287
12,0.30146024,0.2151643,"('unsupportive', 'supportive')",0.6203369,0.6242435,1.3205943,1.1531277,-0.5584513,-0.5186414,-1.614835,-1.6502846,0.0138211,-0.0352781,0.0490992
77,-0.267007,-0.5553295,"('unmotivated', 'motivated')",0.35493222,0.45420033,0.043803733,-0.02920673,-0.37005383,-0.35308614,-0.86493754,-0.8894205,-0.2206525,-0.2745685,0.053916
69,0.25430954,0.6850602,"('lazy', 'industrious')",0.43922454,0.636941,0.34162107,0.607711,1.2470163,1.5335476,-0.11542362,-0.21036153,0.4333496,0.6505797,-0.2172301
16,-0.24825136,-0.11209119,"('unpopular', 'popular')",0.25723553,0.27388138,0.17840701,0.38564795,0.15877207,0.16857687,0.87764233,0.8346569,0.2447611,0.3101344,-0.0653733
64,-0.24437208,-0.42613673,"('shy', 'confident')",-0.38987437,-0.3584044,-0.2946983,-0.31595406,0.57441694,0.65170866,-6.859549,-7.0676765,-1.4428154,-1.5032927,0.0604773
80,0.2336224,-0.15833038,"('dominated', 'dominating')",0.0071809515,0.085309096,0.173868,0.07183514,0.93967384,0.8330481,-1.356167,-1.367501,-0.0003644,-0.1071278,0.1067634
62,-0.22923085,-0.5291209,"('incompetent', 'brilliant')",0.050621025,0.0724575,-0.012300558,0.019544853,-0.788924,-0.64653677,-0.3111598,-0.14910504,-0.2581988,-0.2465521,-0.0116467
79,0.2257934,0.5197569,"('wavering', 'unwavering')",-0.020009458,0.07735365,-0.13036427,0.09221307,-0.75963664,-0.63211656,0.42876166,0.45440567,-0.0510911,0.1023226,-0.1534137
30,0.22079375,-0.1633111,"('intolerant', 'tolerant')",-0.32580888,-0.47518286,0.32355917,0.10572118,0.3407683,0.1310673,0.79675376,0.7754005,0.2712132,0.074739,0.1964742
36,0.20831273,0.53375274,"('hostile', 'amicable')",-0.55577016,-0.49302784,-0.83868176,-0.744124,-0.39133203,-0.52933353,1.0060135,0.8027215,-0.1142915,-0.0860022,-0.0282893
37,-0.2041054,-0.23780432,"('fake', 'genuine')",-0.5087414,-0.56796134,-0.6777642,-0.83983976,-1.0868349,-1.2936916,0.30065042,0.22362217,-0.4353591,-0.543135,0.1077759
41,-0.17484476,-0.30750862,"('unforgiving', 'forgiving')",0.0389971,-0.0661986,0.36782348,0.13272089,0.48507252,0.22647771,0.10597125,-0.11617917,0.1646039,-0.0261376,0.1907415
42,0.15028732,0.023046419,"('unreliable', 'reliable')",0.1783575,0.2605372,0.51108414,0.45372668,0.479749,0.63510156,-3.0851152,-3.0944648,-0.3531275,-0.3444106,-0.0087169
28,-0.14801177,-0.35449228,"('disloyal', 'loyal')",0.20994069,0.067960545,0.85905886,0.5931789,-0.030866357,-0.28513727,1.4333826,1.2879214,0.4647008,0.2618863,0.2028145
54,-0.1370368,-0.06275291,"('incapable', 'capable')",0.11557786,0.10136929,0.37749726,0.3940217,-0.67276496,-0.5824934,1.3175061,1.4379182,0.2001559,0.2576126,-0.0574567
53,-0.119978905,-0.040540796,"('uncreative', 'creative')",-0.57094043,-0.55347186,2.0569904,2.0398757,0.4108945,0.24754353,1.5534215,1.4469835,0.6660774,0.628078,0.0379994
40,0.11410757,0.18852827,"('stingy', 'generous')",0.5525118,0.5336602,0.8010604,0.5604025,0.33219844,0.19283095,-1.4633075,-1.8197579,0.0673141,-0.0688672,0.1361813
71,-0.105410144,0.038449828,"('diffident', 'self-confident')",1.1275461,1.0745908,1.6510836,1.6968043,-0.63595986,-0.4873528,0.38939613,0.6250815,0.4853312,0.5895147,-0.1041835
44,0.09220609,0.18893898,"('prejudiced', 'unprejudiced')",-0.211443,-0.18655229,-0.9857746,-0.87130064,-0.86941016,-0.5428319,-1.8872178,-1.8065867,-0.7723279,-0.6436665,-0.1286614
74,0.08120469,-0.09210315,"('undedicated', 'dedicated')",0.09137443,0.07334801,-0.40310848,-0.53115547,-0.5718687,-0.7397997,0.0865861,-0.010197004,-0.1431624,-0.2599815,0.1168191
8,0.060505234,0.25599015,"('unaffectionate', 'affectionate')",-0.19433911,-0.30893582,0.821525,0.822551,-1.1119974,-1.0755181,1.073464,1.2212747,0.1298316,0.1830724,-0.0532408
13,-0.059613816,-0.46907765,"('impolite', 'polite')",-0.72077876,-0.8726172,-0.0035914164,-0.33437163,0.060099985,-0.09240967,-0.12894548,-0.09901823,-0.1705659,-0.3734988,0.2029329
24,0.033048123,-0.24938954,"('dishonest', 'honest')",-0.4078615,-0.5947836,-0.083757564,-0.34780052,-0.7052326,-0.87954044,0.8263887,0.84898096,-0.067483,-0.2445066,0.1770236
15,-0.032741994,0.08696969,"('boring', 'funny')",-0.4521665,-0.52337825,-0.2508715,-0.067878835,-0.118067905,-0.066116974,0.49302024,0.58710194,-0.0721655,0.0033395,-0.075505
87,0.009473838,-0.23592329,"('unsuccessful', 'successful')",-0.1281842,-0.11728316,1.0609337,0.9067043,1.0760459,1.0793431,1.0914851,1.068046,0.6219509,0.5401773,0.0817736
27,-0.00016423687,0.075719684,"('hardhearted', 'softhearted')",-0.33183658,-0.42258543,-0.51087445,-0.5852328,-0.6345627,-0.63514477,1.5156428,1.5066271,0.007641,-0.0121233,0.0197643
