,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
67,1.401,1.1720605,"('doubtful', 'determined')",-0.1569759,-0.15131107,0.6220121,0.5103747,0.1116374
6,-1.3794532,-1.1661843,"('distant', 'open')",0.38175657,0.44817123,-0.4988483,-0.3590065,-0.1398418
69,1.373584,1.0440508,"('lazy', 'industrious')",-0.29868954,-0.14368838,0.5374472,0.4501812,0.087266
56,1.2094076,1.221153,"('impractical', 'practical')",-0.08408458,-0.16666482,0.5626615,0.5272441,0.0354174
5,-1.1941276,-1.0815309,"('distant', 'outgoing')",-0.11422902,-0.029074173,-0.6541783,-0.5553026,-0.0988757
86,-1.1772373,-0.65374786,"('uninfluential', 'influential')",-0.16933872,-0.101713374,-0.673288,-0.3777306,-0.2955574
57,-1.1690116,-0.9490969,"('unimaginative', 'imaginative')",-2.6977892,-2.412823,-1.9334004,-1.6809599,-0.2524405
10,-1.1657839,-1.0541949,"('unsympathetic', 'sympathetic')",-0.22123657,-0.23128022,-0.6935102,-0.6427376,-0.0507726
31,-1.1538413,-0.8337008,"('evil', 'good')",-1.0104487,-0.77887255,-1.082145,-0.8062867,-0.2758583
18,-1.1092649,-0.9735122,"('disagreeable', 'welcoming')",-0.48321345,-0.36624303,-0.7962391,-0.6698776,-0.1263615
52,-1.1042912,-0.8045844,"('irrational', 'rational')",-0.18395889,-0.0066964403,-0.644125,-0.4056404,-0.2384846
39,1.0465599,1.0118434,"('exploitative', 'cooperative')",0.11054675,0.23110901,0.5785533,0.6214762,-0.0429229
60,1.0239135,1.237573,"('inefficient', 'efficient')",0.16613519,0.25327513,0.5950243,0.7454241,-0.1503998
36,-0.9463843,-0.54587066,"('hostile', 'amicable')",-0.049267694,0.082086876,-0.497826,-0.2318919,-0.2659341
1,-0.9368796,-0.4863297,"('unfriendly', 'friendly')",1.6438991,1.7813057,0.3535098,0.647488,-0.2939782
88,-0.892488,-0.5959159,"('low', 'eminent')",0.18249859,0.24624424,-0.3549947,-0.1748358,-0.1801589
26,-0.8748168,-0.5026671,"('hardhearted', 'benevolent')",1.4216254,1.6795341,0.2734043,0.5884335,-0.3150292
66,-0.87132525,-1.0132017,"('inactive', 'active')",0.87532556,0.9264582,0.0020002,-0.0433718,0.045372
3,-0.8479893,-0.9499156,"('repellent', 'pleasant')",0.14366294,0.050951257,-0.3521632,-0.4494822,0.097319
28,-0.8381006,-0.4445637,"('disloyal', 'loyal')",0.9590097,0.9547102,0.0604545,0.2550732,-0.1946187
16,-0.83474344,-0.8186922,"('unpopular', 'popular')",0.4998449,0.5883567,-0.1674493,-0.1151678,-0.0522815
79,-0.8191501,-0.7385798,"('wavering', 'unwavering')",0.04600689,0.07128332,-0.3865716,-0.3336482,-0.0529234
24,-0.79801154,-0.52067244,"('dishonest', 'honest')",0.8155087,0.85115695,0.0087486,0.1652423,-0.1564937
9,-0.76912254,-0.35535118,"('unaffectionate', 'caring')",1.1256733,1.2457141,0.1782754,0.4451814,-0.266906
8,-0.7664055,-0.44342276,"('unaffectionate', 'affectionate')",0.90788734,0.96232456,0.0707409,0.2594509,-0.18871
0,-0.7295782,-0.5583489,"('unsociable', 'sociable')",-0.4989146,-0.49231222,-0.6142464,-0.5253305,-0.0889159
73,0.6956001,0.69369686,"('helpless', 'self-reliant')",-2.6147184,-2.4124284,-0.9595592,-0.8593658,-0.1001934
45,-0.6901285,-0.6894666,"('incompetent', 'competent')",-0.12271645,-0.14493625,-0.4064225,-0.4172014,0.0107789
27,-0.68148005,-0.7587537,"('hardhearted', 'softhearted')",1.4891608,1.396052,0.4038404,0.3186491,0.0851913
29,-0.6768898,-0.65675306,"('unfair', 'fair')",-0.60435927,-0.56091815,-0.6406245,-0.6088356,-0.0317889
4,-0.67042404,-0.65396315,"('disliked', 'liked')",-6.265694,-5.884299,-3.4680591,-3.2691309,-0.1989282
85,-0.6637019,-0.4966534,"('insignificant', 'prestigious')",0.6392804,0.8501735,-0.0122108,0.17676,-0.1889708
71,0.64525574,0.553087,"('diffident', 'self-confident')",0.741667,0.58801454,0.6934614,0.5705508,0.1229106
50,0.59990317,0.476963,"('clumsy', 'skillful')",0.42444313,0.401596,0.5121732,0.4392795,0.0728937
68,-0.5982947,-0.75554806,"('dependent', 'independent')",-0.32321087,-0.3640742,-0.4607528,-0.5598111,0.0990583
65,-0.5671826,-0.36875817,"('insecure', 'secure')",-0.85723376,-0.78324807,-0.7122082,-0.5760031,-0.1362051
84,0.56377995,0.48251966,"('inferior', 'superior')",1.1780425,1.2265123,0.8709112,0.854516,0.0163952
17,-0.54720885,-0.44097057,"('nasty', 'nice')",-0.46479473,-0.273991,-0.5060018,-0.3574808,-0.148521
51,-0.54111326,-0.48337466,"('uneducated', 'educated')",0.5692519,0.6156052,0.0140693,0.0661153,-0.052046
40,-0.5363356,-0.5709277,"('stingy', 'generous')",-1.3682407,-1.2603402,-0.9522882,-0.9156339,-0.0366543
20,0.5058119,0.5730778,"('rough', 'thoughtful')",1.3267483,1.4248664,0.9162801,0.9989721,-0.082692
37,0.4871008,0.50011855,"('fake', 'genuine')",0.6191016,0.61602455,0.5531012,0.5580716,-0.0049704
32,-0.47669846,-0.27111983,"('unkind', 'kind')",0.46900475,0.4512545,-0.0038469,0.0900673,-0.0939142
64,-0.47057617,-0.7311456,"('shy', 'confident')",-6.724731,-6.350836,-3.5976536,-3.5409908,-0.0566628
61,-0.45892403,-0.42797622,"('illogical', 'logical')",0.05365687,-0.07210004,-0.2026336,-0.2500381,0.0474045
19,-0.4498965,-0.2490029,"('inhospitable', 'hospitable')",0.31002358,0.37284285,-0.0699365,0.06192,-0.1318565
82,-0.44859824,-0.39310607,"('poor', 'rich')",6.205726,5.8547406,2.8785639,2.7308173,0.1477466
70,-0.4473007,-0.6459867,"('lethargic', 'energetic')",0.73921674,0.58959967,0.145958,-0.0281935,0.1741515
7,-0.41546512,-0.38714403,"('insensitive', 'sensitive')",0.8551974,0.71843225,0.2198662,0.1656441,0.0542221
41,-0.41369894,-0.06883934,"('unforgiving', 'forgiving')",-0.23625293,-0.1162104,-0.3249759,-0.0925249,-0.232451
75,0.39901385,0.4121102,"('meek', 'impulsive')",-0.18538621,-0.14444333,0.1068138,0.1338334,-0.0270196
11,-0.3950615,-0.4648321,"('unhelpful', 'helpful')",1.7658305,1.7492036,0.6853845,0.6421857,0.0431988
22,-0.36974078,-0.34930822,"('untrustworthy', 'trustworthy')",-1.1840705,-1.1733027,-0.7769057,-0.7613055,-0.0156002
77,-0.3616738,-0.4168144,"('unmotivated', 'motivated')",-1.0032983,-1.0164833,-0.6824861,-0.7166488,0.0341627
47,0.34313798,0.4050923,"('stupid', 'smart')",5.1758056,4.9146495,2.7594719,2.6598709,0.099601
83,0.33902535,0.5335726,"('powerless', 'powerful')",-0.8657085,-0.86422575,-0.2633415,-0.1653266,-0.0980149
30,0.3114655,0.4199578,"('intolerant', 'tolerant')",1.2380954,1.2996528,0.7747805,0.8598053,-0.0850248
55,-0.29318032,-0.1176873,"('incompetent', 'clever')",0.09493965,0.10985969,-0.0991203,-0.0039138,-0.0952065
15,-0.27362478,0.12214481,"('boring', 'funny')",0.23665705,0.49835747,-0.0184839,0.3102511,-0.328735
48,-0.27275994,-0.081326276,"('unintelligent', 'intelligent')",0.7439794,0.73748696,0.2356097,0.3280804,-0.0924707
2,0.27241135,0.43516138,"('unlikable', 'likable')",0.4437313,0.50075376,0.3580713,0.4679576,-0.1098863
72,-0.26851982,-0.111717775,"('unambitious', 'ambitious')",-0.6539369,-0.594211,-0.4612284,-0.3529644,-0.108264
53,-0.26134917,0.05915488,"('uncreative', 'creative')",0.80317485,0.7487733,0.2709128,0.4039641,-0.1330513
14,-0.26000506,-0.12163422,"('antisocial', 'social')",-0.86942333,-0.72127813,-0.5647142,-0.4214562,-0.143258
46,-0.25833324,-0.36760947,"('uncompetitive', 'competitive')",-0.6965078,-0.86436075,-0.4774205,-0.6159851,0.1385646
74,0.24321015,0.1913919,"('undedicated', 'dedicated')",0.1383576,0.08127642,0.1907839,0.1363342,0.0544497
62,0.24280185,0.30178627,"('incompetent', 'brilliant')",0.6931564,0.6086158,0.4679791,0.455201,0.0127781
