,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
12,-0.19620119,-0.2403289,"('unsupportive', 'supportive')",-1.6123958,-1.4546006,-0.9042985,-0.8474647,-0.0568338
78,-0.1814476,-0.46249476,"('nonresilient', 'resilient')",0.556269,0.43879315,0.1874107,-0.0118508,0.1992615
35,0.16600473,0.15433033,"('corrupt', 'incorrupt')",-0.03351096,0.095103785,0.0662469,0.1247171,-0.0584702
25,0.16128461,0.28284982,"('egoistic', 'altruistic')",1.299593,1.3878257,0.7304388,0.8353378,-0.104899
49,0.15084325,0.123769276,"('unable', 'able')",-0.0040119514,-0.07388989,0.0734157,0.0249397,0.048476
33,0.14895341,0.08559716,"('wrong', 'right')",-0.36950964,-0.3091335,-0.1102781,-0.1117682,0.0014901
42,-0.14809813,-0.34675527,"('unreliable', 'reliable')",-2.8588336,-2.8062258,-1.5034659,-1.5764905,0.0730246
54,-0.14265181,-0.03490077,"('incapable', 'capable')",1.2455914,1.1741347,0.5514698,0.569617,-0.0181472
13,-0.13475458,0.11757262,"('impolite', 'polite')",-0.40795836,-0.30936706,-0.2713565,-0.0958972,-0.1754593
21,-0.12718892,-0.044931002,"('immoral', 'moral')",-0.81403804,-0.89830315,-0.4706135,-0.4716171,0.0010036
23,-0.11952751,0.017393595,"('insincere', 'sincere')",5.741321,5.4231186,2.8108969,2.7202561,0.0906408
43,0.11592692,0.054520763,"('irresponsible', 'responsible')",0.75717807,0.70784587,0.4365525,0.3811833,0.0553692
76,0.108472794,0.13673162,"('anxious', 'daring')",0.3329439,0.2514262,0.2207083,0.1940789,0.0266294
58,-0.10194926,0.03726645,"('undiscriminating', 'discriminating')",0.0687114,0.050843414,-0.0166189,0.0440549,-0.0606738
87,0.09715035,0.105858475,"('unsuccessful', 'successful')",0.9333521,0.983056,0.5152512,0.5444573,-0.0292061
44,-0.086554244,-0.59036195,"('prejudiced', 'unprejudiced')",-1.4685432,-1.5236245,-0.7775487,-1.0569932,0.2794445
81,0.08169282,-0.023940131,"('submissive', 'aggressive')",-0.8559817,-0.94154716,-0.3871444,-0.4827437,0.0955993
59,-0.048228864,0.066819124,"('foolish', 'wise')",0.42969117,0.6785048,0.1907312,0.372662,-0.1819308
34,0.029501738,-0.10495422,"('mean', 'honorable')",6.122093,5.7185864,3.0757976,2.8068161,0.2689815
38,0.028521024,-0.024223674,"('untruthful', 'truthful')",0.20756626,0.27060306,0.1180436,0.1231897,-0.0051461
80,0.013822358,-0.18197654,"('dominated', 'dominating')",-1.278451,-1.4317329,-0.6323143,-0.8068547,0.1745404
63,0.002390854,-0.10279599,"('unperceptive', 'insightful')",1.2015027,1.0523589,0.6019468,0.4747815,0.1271653
