,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.9784558,3.6928008,"('insignificant', 'prestigious')",4.410608,3.8808808,0.78728527,0.36138004,1.0406626,0.23985286,2.5542529,2.0437286,0.5105243
36,3.134447,2.5906417,"('hostile', 'amicable')",3.835565,2.944282,0.2944584,-0.48313594,0.71007746,-0.007862493,1.993637,1.2609812,0.7326558
10,-2.8156962,-2.8228884,"('unsympathetic', 'sympathetic')",-2.5647674,-2.2925406,-0.839099,-0.6085149,-0.35550168,0.1793297,-1.643766,-1.3861535,-0.2576125
82,-2.7753341,-2.3775287,"('poor', 'rich')",-2.2514367,-1.9384577,-1.0648614,-0.91291153,5.851878,6.404867,-0.0599384,0.2939923,-0.3539307
45,-2.6798482,-2.6613898,"('incompetent', 'competent')",-2.3524785,-1.9506207,-0.89975137,-0.31854147,-0.7310679,-0.43714628,-1.6657865,-1.3419245,-0.323862
55,-2.4934766,-2.3225565,"('incompetent', 'clever')",-2.5229938,-2.1703498,-0.07437961,0.2267029,-0.1967912,0.20399408,-1.3219103,-1.0155524,-0.3063579
81,-2.4103878,-2.3199046,"('submissive', 'aggressive')",-1.7352021,-1.1752604,0.7655205,1.0190544,-0.8947009,-0.3538001,-1.0686926,-0.7074776,-0.361215
60,-2.3705597,-2.08072,"('inefficient', 'efficient')",-2.136173,-1.496499,0.4832437,0.97219074,-0.3246072,0.3198584,-1.0870241,-0.5712925,-0.5157316
70,-2.3119607,-2.1717598,"('lethargic', 'energetic')",-1.5569726,-1.0796455,-0.12371205,0.34766304,0.519278,1.1339158,-0.8683418,-0.4424566,-0.4258852
5,2.2742832,2.1675925,"('distant', 'outgoing')",2.308178,1.9425058,-0.7655985,-0.87901866,-0.19857001,-0.5999008,0.9045732,0.6577947,0.2467785
33,2.258952,2.0769565,"('wrong', 'right')",2.2315876,1.8331294,0.5211712,0.2698625,-0.49078023,-0.9200893,1.1302326,0.8149648,0.3152678
9,2.2240837,2.04814,"('unaffectionate', 'caring')",2.549964,2.379216,0.7172722,0.54192656,1.3452832,1.1620005,1.7091508,1.5328207,0.1763301
52,2.1886077,1.743804,"('irrational', 'rational')",2.004984,1.4187343,-0.49195355,-0.7537161,0.11063011,-0.4133497,0.953067,0.4988681,0.4541989
66,2.1661146,1.9072747,"('inactive', 'active')",2.408862,2.147302,1.986362,1.9615698,1.4599661,1.0594456,2.0053263,1.768898,0.2364283
71,2.1566164,2.1590564,"('diffident', 'self-confident')",3.3485634,3.1161582,1.0144032,1.0690228,0.84136796,0.755798,1.8402379,1.7750088,0.0652291
22,-2.141947,-2.252522,"('untrustworthy', 'trustworthy')",-2.1451447,-2.096455,-0.25194994,0.08606904,-1.0163242,-0.9794961,-1.3888414,-1.310601,-0.0782404
69,1.9672844,1.7225697,"('lazy', 'industrious')",2.6467545,2.2146945,0.7570623,0.56498045,-0.6206459,-1.2329882,1.1876138,0.817314,0.3702998
6,1.9416125,1.779631,"('distant', 'open')",1.9955499,1.5926275,-0.8298275,-0.9923377,0.520409,0.084233984,0.9069359,0.6160387,0.2908972
79,1.7829148,1.8668666,"('wavering', 'unwavering')",1.6040736,1.491459,-0.68339515,-0.699913,0.21874604,0.0006193789,0.7305848,0.664758,0.0658268
1,1.7497787,1.4242976,"('unfriendly', 'friendly')",2.2035778,1.816047,0.37813365,0.2569897,1.9224671,1.5558306,1.5634893,1.2632912,0.3001981
73,1.7209408,1.7189494,"('helpless', 'self-reliant')",1.8085486,1.6858846,0.5111559,0.31834805,-3.373588,-3.5132496,0.1667644,0.0524831,0.1142813
35,1.7045003,1.4911761,"('corrupt', 'incorrupt')",1.9134673,1.3793198,-0.41706383,-0.8646469,0.120504886,-0.46535566,0.8303522,0.3851233,0.4452289
