,international_male,international_female,tuple,game_male,game_female,technology_male,technology_female,average_male,average_female,male-female
60,1.2934122,1.1812613,"('inefficient', 'efficient')",-0.52609766,-0.22823852,2.1339803,2.4068239,0.9670982,1.1199489,-0.1528507
21,1.2925272,1.22662,"('immoral', 'moral')",-0.042191222,0.05583893,1.3995934,1.5350417,0.8833098,0.9391669,-0.0558571
0,1.2596061,0.9991092,"('unsociable', 'sociable')",-0.07152656,-0.15742874,1.2139155,1.352805,0.8006651,0.7314951,0.06917
17,-1.237277,-1.1022582,"('nasty', 'nice')",-0.6761832,-0.7589623,-0.081650585,-0.050194256,-0.665037,-0.6371382,-0.0278988
55,1.2058988,1.1830896,"('incompetent', 'clever')",-0.20449856,-0.031706385,1.9595087,2.0485733,0.9869696,1.0666521,-0.0796825
27,-1.147387,-0.826281,"('hardhearted', 'softhearted')",-0.30275613,-0.33844543,-0.21620508,-0.11175719,-0.5554494,-0.4254946,-0.1299548
51,1.1271288,1.1529614,"('uneducated', 'educated')",-1.3045505,-1.2968942,0.8440298,0.93213123,0.2222027,0.2627328,-0.0405301
26,1.0797962,1.1929493,"('hardhearted', 'benevolent')",1.4003074,1.2901005,0.32904783,0.31893247,0.9363838,0.9339941,0.0023897
29,-1.0546515,-1.0497255,"('unfair', 'fair')",-0.025715116,-0.117215544,-0.965081,-0.91855615,-0.6818159,-0.6951657,0.0133498
48,1.0191752,0.9688838,"('unintelligent', 'intelligent')",0.49883232,0.49234277,1.2104089,1.2061441,0.9094721,0.8891236,0.0203485
6,-1.0107723,-0.9174241,"('distant', 'open')",0.52255267,0.22289318,-2.2185438,-2.0728664,-0.9022545,-0.9224658,0.0202113
70,1.0100033,1.1737685,"('lethargic', 'energetic')",-1.7150196,-1.3987391,0.66650665,0.8321162,-0.0128365,0.2023819,-0.2152184
63,0.9718322,1.0988725,"('unperceptive', 'insightful')",-0.49371725,-0.39449424,0.925744,1.1583077,0.467953,0.6208953,-0.1529423
57,0.9322177,0.8151217,"('unimaginative', 'imaginative')",-0.20897451,-0.20944887,-1.7247605,-1.5447994,-0.3338391,-0.3130422,-0.0207969
7,0.91777754,0.99503696,"('insensitive', 'sensitive')",-0.6685736,-0.39881992,0.98010373,1.232978,0.4097692,0.6097317,-0.1999625
52,-0.8892104,-1.0553573,"('irrational', 'rational')",1.6338273,1.353276,-1.8157933,-1.9450365,-0.3570588,-0.5490393,0.1919805
59,-0.86827594,-0.7259938,"('foolish', 'wise')",1.19132,1.0678377,-0.46175623,-0.6133931,-0.0462374,-0.0905164,0.044279
18,0.84520745,1.003998,"('disagreeable', 'welcoming')",-0.61827093,-0.5611732,-0.75790536,-0.66256666,-0.1769896,-0.0732473,-0.1037423
78,0.81077963,0.9083924,"('nonresilient', 'resilient')",0.13399483,0.05282051,1.3979893,1.4281704,0.7809212,0.7964611,-0.0155399
66,0.8065748,0.9209462,"('inactive', 'active')",-1.4498761,-1.6072748,-0.4592198,-0.4546834,-0.367507,-0.3803373,0.0128303
62,0.7987887,0.84712225,"('incompetent', 'brilliant')",-0.0074889064,0.23832202,1.3162737,1.5321537,0.7025245,0.8725327,-0.1700082
12,0.7492274,0.84700817,"('unsupportive', 'supportive')",-0.26704985,-0.18097639,-1.1840911,-1.0106454,-0.2339712,-0.1148712,-0.1191
20,0.7420898,0.6930257,"('rough', 'thoughtful')",-0.37571788,-0.24157667,1.0166878,1.0700179,0.4610199,0.5071557,-0.0461358
2,0.73841256,0.88854176,"('unlikable', 'likable')",0.3102722,0.4465327,0.1259825,0.29562205,0.3915557,0.5435655,-0.1520098
28,0.7226839,0.65205437,"('disloyal', 'loyal')",0.7682096,0.6110762,1.2922602,1.3809913,0.9277178,0.881374,0.0463438
75,-0.72195005,-0.6389514,"('meek', 'impulsive')",0.039391845,0.073416725,-0.23875262,-0.36353233,-0.3071036,-0.309689,0.0025854
8,-0.7130165,-0.6541464,"('unaffectionate', 'affectionate')",1.0859158,0.9585418,-0.75371706,-0.8495387,-0.1269393,-0.1817144,0.0547751
84,0.68566173,0.5620757,"('inferior', 'superior')",0.56751543,0.46776596,0.33395755,0.32663453,0.5290449,0.4521587,0.0768862
23,0.6640327,0.625981,"('insincere', 'sincere')",-0.70605177,-0.5066633,5.1376557,5.309576,1.6985456,1.8096312,-0.1110856
36,-0.6377747,-0.6591358,"('hostile', 'amicable')",-0.22368287,-0.48479965,-1.4878678,-1.6935552,-0.7831085,-0.9458302,0.1627217
10,0.6340646,0.510297,"('unsympathetic', 'sympathetic')",-1.5781986,-1.6132473,0.52802217,0.72287613,-0.1387039,-0.1266914,-0.0120125
64,-0.60489905,-0.53103155,"('shy', 'confident')",-0.6653209,-0.6377582,-4.086503,-3.8864727,-1.7855743,-1.6850875,-0.1004868
53,-0.6004199,-0.62390906,"('uncreative', 'creative')",0.652312,0.6139835,0.20879966,0.29131925,0.0868973,0.0937979,-0.0069006
69,0.58859265,0.8040434,"('lazy', 'industrious')",0.34402925,0.2862156,-1.8109905,-1.9699345,-0.2927895,-0.2932251,0.0004356
82,-0.5567405,-0.6444501,"('poor', 'rich')",-0.2501168,-0.34645075,5.091901,4.9238944,1.4283479,1.3109978,0.1173501
16,-0.5539917,-0.5137061,"('unpopular', 'popular')",-0.51997143,-0.6897065,0.08910985,-0.04024122,-0.3282844,-0.4145513,0.0862669
44,0.4906831,0.4864711,"('prejudiced', 'unprejudiced')",-1.14024,-0.9672062,-0.9033911,-0.97623956,-0.5176493,-0.4856582,-0.0319911
50,-0.43445525,-0.19688195,"('clumsy', 'skillful')",-0.49365056,-0.51208806,0.9941664,1.1350534,0.0220202,0.1420278,-0.1200076
33,-0.4103782,-0.3294162,"('wrong', 'right')",0.26345736,0.20353399,-0.23421527,-0.18074185,-0.1270454,-0.102208,-0.0248374
1,-0.409198,-0.45527756,"('unfriendly', 'friendly')",1.2388643,1.0034904,-0.033751264,0.007728383,0.265305,0.1853138,0.0799912
3,0.37126455,0.23891044,"('repellent', 'pleasant')",-0.8691683,-0.72538435,0.90297765,0.92899287,0.1350246,0.1475063,-0.0124817
61,-0.35813475,-0.37176275,"('illogical', 'logical')",0.410868,0.42731914,0.83594096,1.0486292,0.2962247,0.3680619,-0.0718372
67,0.35523736,0.35553533,"('doubtful', 'determined')",0.7689852,0.833514,-0.39544436,-0.41027442,0.242926,0.2595916,-0.0166656
38,-0.35209936,-0.22253892,"('untruthful', 'truthful')",-0.7217292,-0.58624995,0.12973666,0.3184451,-0.3146973,-0.1634479,-0.1512494
25,-0.35014,-0.3614496,"('egoistic', 'altruistic')",1.4380345,1.388915,-0.5002581,-0.50689477,0.1958788,0.1735235,0.0223553
30,0.3407563,0.38883367,"('intolerant', 'tolerant')",-0.4485865,-0.31002474,0.9865665,1.1208687,0.2929121,0.3998925,-0.1069804
49,0.3174848,0.40507358,"('unable', 'able')",0.3059274,0.39695317,0.4683263,0.5685507,0.3639128,0.4568592,-0.0929464
9,0.30013606,0.2827592,"('unaffectionate', 'caring')",0.8445576,0.82830125,0.044040367,0.1519874,0.3962446,0.4210159,-0.0247713
47,-0.27461603,-0.3880533,"('stupid', 'smart')",-0.5327765,-0.42176044,5.0007806,4.9959416,1.397796,1.3953759,0.0024201
86,0.2718501,0.23017074,"('uninfluential', 'influential')",-0.356246,-0.49668074,0.13060522,0.3072803,0.0154031,0.0135901,0.001813
45,0.25773603,0.27235824,"('incompetent', 'competent')",-1.0333488,-1.1174304,0.56424224,0.55528665,-0.0704568,-0.0965952,0.0261384
72,-0.21849865,-0.16167217,"('unambitious', 'ambitious')",-0.5686932,-0.44918862,-0.5738271,-0.36580962,-0.453673,-0.3255568,-0.1281162
41,0.19999789,0.21176848,"('unforgiving', 'forgiving')",-0.62976974,-0.6953772,-0.29483402,-0.16778529,-0.2415353,-0.2171313,-0.024404
22,0.19480255,0.19229038,"('untrustworthy', 'trustworthy')",-1.1510373,-0.9091528,0.42255268,0.6198516,-0.177894,-0.032337,-0.145557
71,-0.18709865,-0.08350332,"('diffident', 'self-confident')",0.9110225,1.0326226,0.3725036,0.41782868,0.3654758,0.4556493,-0.0901735
42,0.1863387,0.41222042,"('unreliable', 'reliable')",-0.8035457,-0.7857616,-2.8938997,-2.6254485,-1.1703689,-0.9996632,-0.1707057
58,-0.15290442,-0.046319194,"('undiscriminating', 'discriminating')",-0.4637675,-0.49692085,-0.08960734,0.077531464,-0.2354264,-0.1552362,-0.0801902
73,-0.14952672,-0.2352731,"('helpless', 'self-reliant')",-0.14657955,-0.251249,-2.9126139,-2.8899157,-1.0695734,-1.1254792,0.0559058
40,-0.14063919,-0.0032869354,"('stingy', 'generous')",-0.7454105,-0.8959483,-2.9109745,-2.8177326,-1.2656748,-1.2389893,-0.0266855
15,-0.12254056,-0.041603692,"('boring', 'funny')",1.5643109,1.4049265,-0.970381,-0.99312556,0.1571298,0.1233991,0.0337307
37,-0.11412848,-0.12158742,"('fake', 'genuine')",-0.846213,-0.8059379,-0.4010396,-0.29181197,-0.4537937,-0.4064457,-0.047348
54,-0.09554574,-0.082157016,"('incapable', 'capable')",1.3470938,1.4286118,0.84555304,0.94324064,0.6990337,0.7632318,-0.0641981
83,0.08601641,0.11009374,"('powerless', 'powerful')",0.16056877,0.17452382,0.29359138,0.44951263,0.1800589,0.24471,-0.0646511
68,0.06413107,0.0011541601,"('dependent', 'independent')",-0.98455787,-0.99605507,-1.0737418,-1.1164788,-0.6647228,-0.7037932,0.0390704
34,0.048123308,0.07936251,"('mean', 'honorable')",-0.90760416,-0.7710179,3.1027646,3.0677395,0.7477612,0.792028,-0.0442668
24,-0.044893175,-0.036515646,"('dishonest', 'honest')",-0.7579152,-0.72210145,-0.7955168,-0.60375875,-0.5327751,-0.4541253,-0.0786498
77,-0.025384441,-0.2282471,"('unmotivated', 'motivated')",0.069532454,0.116166726,0.93581146,1.0430263,0.3266532,0.3103153,0.0163379
32,-0.02396854,0.09116954,"('unkind', 'kind')",-0.44377774,-0.39315712,0.8023758,0.95119303,0.1115432,0.2164018,-0.1048586
88,0.0009334106,0.017354388,"('low', 'eminent')",-0.3845821,-0.3480183,-0.16041093,-0.106794655,-0.1813532,-0.1458195,-0.0355337
