,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,0.926122,1.0321283,"('dominated', 'dominating')",-1.0086045,-0.8629808,-0.0412413,0.0845738,-0.1258151
87,0.9234478,0.9197127,"('unsuccessful', 'successful')",0.8870848,0.8962359,0.9052663,0.9079743,-0.002708
70,0.9190086,1.0112536,"('lethargic', 'energetic')",0.8572154,1.3612164,0.888112,1.186235,-0.298123
56,0.8387344,0.9919712,"('impractical', 'practical')",-0.21055037,0.31074312,0.314092,0.6513572,-0.3372652
67,0.8335943,0.9591267,"('doubtful', 'determined')",-0.35414463,-0.2084348,0.2397248,0.3753459,-0.1356211
65,0.7840011,0.6560825,"('insecure', 'secure')",-0.5510267,-0.1571486,0.1164872,0.249467,-0.1329798
21,0.7525407,0.8031282,"('immoral', 'moral')",-0.5880205,-0.47222322,0.0822601,0.1654525,-0.0831924
57,-0.742865,-0.74919873,"('unimaginative', 'imaginative')",-2.2718165,-2.3672557,-1.5073408,-1.5582272,0.0508864
42,0.73003197,0.5370266,"('unreliable', 'reliable')",-2.9016514,-2.8603866,-1.0858097,-1.16168,0.0758703
44,0.7285114,0.4287828,"('prejudiced', 'unprejudiced')",-1.3354539,-1.479382,-0.3034712,-0.5252996,0.2218284
29,-0.69054556,-0.7535857,"('unfair', 'fair')",-0.82986045,-0.90154105,-0.760203,-0.8275634,0.0673604
75,-0.66517574,-0.2481448,"('meek', 'impulsive')",-0.46433997,-0.29547027,-0.5647578,-0.2718076,-0.2929502
14,0.6604902,0.6337002,"('antisocial', 'social')",-0.43810147,-0.049481172,0.1111944,0.2921095,-0.1809151
4,-0.6339217,-0.27425584,"('disliked', 'liked')",-6.5817947,-6.6188316,-3.6078582,-3.4465437,-0.1613145
18,-0.6310551,-0.6811112,"('disagreeable', 'welcoming')",-0.45114475,-0.4750427,-0.5410999,-0.578077,0.0369771
73,0.6064031,0.5176515,"('helpless', 'self-reliant')",-2.9736314,-3.0257423,-1.1836141,-1.2540454,0.0704313
78,-0.6040838,-0.44617167,"('nonresilient', 'resilient')",0.24818684,0.20439729,-0.1779485,-0.1208872,-0.0570613
88,-0.5600966,-0.23384722,"('low', 'eminent')",0.22557044,0.3169994,-0.1672631,0.0415761,-0.2088392
58,-0.5497462,-0.4778143,"('undiscriminating', 'discriminating')",0.22913295,0.14600244,-0.1603066,-0.1659059,0.0055993
82,-0.54746014,-0.18178281,"('poor', 'rich')",5.9972057,6.4527125,2.7248728,3.1354649,-0.4105921
68,-0.5366649,-0.55561197,"('dependent', 'independent')",-0.5970836,-0.6680998,-0.5668743,-0.6118559,0.0449816
16,-0.51018053,-0.29425147,"('unpopular', 'popular')",0.49739254,0.33950332,-0.006394,0.0226259,-0.0290199
71,-0.5071649,-0.62735194,"('diffident', 'self-confident')",0.4701238,0.43893078,-0.0185205,-0.0942106,0.0756901
25,-0.495834,-0.6248779,"('egoistic', 'altruistic')",1.4569478,1.2707741,0.4805569,0.3229481,0.1576088
20,0.49306095,0.54378206,"('rough', 'thoughtful')",1.3474454,1.3217992,0.9202532,0.9327906,-0.0125374
38,-0.44389564,-0.2747088,"('untruthful', 'truthful')",-0.26277745,0.006240925,-0.3533365,-0.1342339,-0.2191026
10,0.4327978,0.37561262,"('unsympathetic', 'sympathetic')",-0.11026776,0.16275617,0.161265,0.2691844,-0.1079194
61,0.42796123,0.2294333,"('illogical', 'logical')",0.25363412,0.23609197,0.3407977,0.2327626,0.1080351
51,0.4221233,0.5787681,"('uneducated', 'educated')",0.6380309,0.699495,0.5300771,0.6391315,-0.1090544
15,-0.4218733,-0.11425052,"('boring', 'funny')",0.252327,0.30941218,-0.0847732,0.0975808,-0.182354
3,0.40869632,0.19483212,"('repellent', 'pleasant')",0.22050843,0.34956154,0.3146024,0.2721968,0.0424056
12,-0.38312477,-0.3087479,"('unsupportive', 'supportive')",-1.9595852,-1.70366,-1.171355,-1.0062039,-0.1651511
45,0.3462204,0.4297953,"('incompetent', 'competent')",0.04112654,0.16146494,0.1936735,0.2956301,-0.1019566
37,0.3337037,0.27624732,"('fake', 'genuine')",0.4968968,0.5567633,0.4153003,0.4165053,-0.001205
17,-0.33300337,-0.2362066,"('nasty', 'nice')",-0.79433054,-0.76775295,-0.5636669,-0.5019798,-0.0616871
2,0.322542,0.45244715,"('unlikable', 'likable')",0.13190131,0.32416022,0.2272217,0.3883037,-0.161082
13,0.31069443,0.45848903,"('impolite', 'polite')",-0.3519935,-0.0705067,-0.0206495,0.1939912,-0.2146407
49,-0.29617044,0.042336375,"('unable', 'able')",-0.37354773,-0.015516445,-0.3348591,0.01341,-0.3482691
7,0.29316652,0.19692649,"('insensitive', 'sensitive')",0.8841083,1.1206292,0.5886374,0.6587778,-0.0701404
55,0.28141552,0.22392347,"('incompetent', 'clever')",0.2855992,0.4989179,0.2835073,0.3614207,-0.0779134
0,-0.27281597,-0.2846358,"('unsociable', 'sociable')",-0.29730353,-0.19756337,-0.2850598,-0.2410996,-0.0439602
54,-0.2646433,-0.30238032,"('incapable', 'capable')",1.0378925,1.2726222,0.3866246,0.485121,-0.0984964
83,-0.25120145,-0.3701086,"('powerless', 'powerful')",-0.75995517,-0.7297937,-0.5055783,-0.5499512,0.0443729
28,-0.23545423,-0.5040706,"('disloyal', 'loyal')",0.8073384,0.754784,0.2859421,0.1253567,0.1605854
26,-0.22109537,-0.29031116,"('hardhearted', 'benevolent')",1.8556976,1.598475,0.8173012,0.6540819,0.1632193
64,0.21086282,-0.034366973,"('shy', 'confident')",-6.868362,-6.8273616,-3.3287497,-3.4308643,0.1021146
74,0.16994038,0.29499537,"('undedicated', 'dedicated')",0.017288506,0.010101927,0.0936144,0.1525486,-0.0589342
23,-0.16019304,-0.047872342,"('insincere', 'sincere')",5.5557995,6.074091,2.6978033,3.0131092,-0.3153059
72,-0.10742247,0.07637479,"('unambitious', 'ambitious')",-0.7671793,-0.258505,-0.4373009,-0.0910651,-0.3462358
34,-0.09470463,0.15013932,"('mean', 'honorable')",5.8671503,6.2013946,2.8862228,3.1757669,-0.2895441
33,-0.09326821,-0.2107088,"('wrong', 'right')",-0.65391624,-0.85787994,-0.3735922,-0.5342944,0.1607022
59,-0.09231864,-0.08691635,"('foolish', 'wise')",0.084183455,0.004921767,-0.0040676,-0.0409973,0.0369297
41,-0.08971338,0.065289244,"('unforgiving', 'forgiving')",0.094406486,0.109032616,0.0023466,0.0871609,-0.0848143
40,-0.07922158,-0.067852244,"('stingy', 'generous')",-1.2213975,-1.3879414,-0.6503096,-0.7278968,0.0775872
50,0.06908138,0.032253295,"('clumsy', 'skillful')",0.29563162,0.21076061,0.1823565,0.121507,0.0608495
69,-0.059548654,-0.23537476,"('lazy', 'industrious')",-0.3449747,-0.6530769,-0.2022617,-0.4442258,0.2419641
24,0.052802444,0.033929806,"('dishonest', 'honest')",0.5656527,0.89798373,0.3092276,0.4659568,-0.1567292
47,-0.037388854,0.23684964,"('stupid', 'smart')",5.0535326,5.642299,2.5080719,2.9395745,-0.4315026
32,0.031508632,0.28694242,"('unkind', 'kind')",0.6134374,1.0202845,0.322473,0.6536134,-0.3311404
27,-0.030397534,-0.2454024,"('hardhearted', 'softhearted')",1.448149,1.1811354,0.7088757,0.4678665,0.2410092
63,-0.027441137,0.25535002,"('unperceptive', 'insightful')",0.9956194,1.382005,0.4840891,0.8186775,-0.3345884
77,0.021189313,-0.32562196,"('unmotivated', 'motivated')",-0.88840646,-0.82041836,-0.4336086,-0.5730202,0.1394116
84,-0.014973387,-0.0050165355,"('inferior', 'superior')",0.8210361,0.7673227,0.4030313,0.3811531,0.0218782
43,-0.0062568337,0.071394175,"('irresponsible', 'responsible')",0.6357411,1.0604482,0.3147421,0.5659212,-0.2511791
48,0.005822446,0.18259102,"('unintelligent', 'intelligent')",0.7487899,0.94956475,0.3773062,0.5660779,-0.1887717
11,0.003977392,0.30245474,"('unhelpful', 'helpful')",1.4738041,1.9689732,0.7388908,1.1357139,-0.3968231
46,0.00394585,-0.0031231246,"('uncompetitive', 'competitive')",-0.38470706,-0.3253686,-0.1903806,-0.1642459,-0.0261347
22,-0.0011549164,0.10668273,"('untrustworthy', 'trustworthy')",-1.2828575,-0.8393931,-0.6420062,-0.3663552,-0.275651
