,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.1102757,-1.9962367,"('hostile', 'amicable')",-0.18118349,-0.45762765,-1.1457297,-1.2269322,0.0812025
6,-1.9101934,-1.9549744,"('distant', 'open')",-0.12604593,-0.25163448,-1.0181197,-1.1033044,0.0851847
8,-1.7104607,-1.5788478,"('unaffectionate', 'affectionate')",0.4913042,0.64110976,-0.6095783,-0.468869,-0.1407093
5,-1.6952292,-1.6304592,"('distant', 'outgoing')",-0.6094549,-0.64545536,-1.1523421,-1.1379573,-0.0143848
1,-1.6327386,-1.5066936,"('unfriendly', 'friendly')",1.5318676,1.3534049,-0.0504355,-0.0766444,0.0262089
31,-1.6161406,-1.701244,"('evil', 'good')",-1.1191859,-1.4446942,-1.3676633,-1.5729691,0.2053058
53,-1.4954286,-1.4855275,"('uncreative', 'creative')",0.97319955,0.91531265,-0.2611145,-0.2851074,0.0239929
60,1.399044,1.4607481,"('inefficient', 'efficient')",0.11612756,0.6463602,0.7575858,1.0535542,-0.2959684
81,1.3352067,1.664925,"('submissive', 'aggressive')",-0.6126036,-0.10897133,0.3613016,0.7779768,-0.4166752
76,1.1976472,1.2293363,"('anxious', 'daring')",0.12387337,0.5387073,0.6607603,0.8840218,-0.2232615
39,1.1763127,0.7902804,"('exploitative', 'cooperative')",-0.08509748,-0.0053036334,0.5456076,0.3924884,0.1531192
86,-1.1329075,-1.1732906,"('uninfluential', 'influential')",-0.11155834,-0.04980976,-0.6222329,-0.6115502,-0.0106827
62,1.1279464,1.4810536,"('incompetent', 'brilliant')",0.41868177,1.0773805,0.7733141,1.279217,-0.5059029
85,-1.1082407,-1.1992787,"('insignificant', 'prestigious')",0.54720783,0.064193524,-0.2805164,-0.5675426,0.2870262
9,-1.0565319,-1.1650095,"('unaffectionate', 'caring')",0.9324907,1.0571474,-0.0620206,-0.0539311,-0.0080895
52,-1.0457518,-0.9787686,"('irrational', 'rational')",-0.24980745,-0.47783393,-0.6477796,-0.7283013,0.0805217
66,-1.0438061,-1.2787552,"('inactive', 'active')",0.7880871,0.44123238,-0.1278595,-0.4187614,0.2909019
30,1.0248038,0.9636303,"('intolerant', 'tolerant')",1.4272166,1.6519173,1.2260102,1.3077738,-0.0817636
79,-0.9975427,-0.8066176,"('wavering', 'unwavering')",-0.14934666,-0.25506207,-0.5734447,-0.5308399,-0.0426048
35,-0.9518993,-0.9941871,"('corrupt', 'incorrupt')",-0.39077547,-0.8759331,-0.6713374,-0.9350601,0.2637227
19,-0.9384502,-0.9087005,"('inhospitable', 'hospitable')",-0.33138427,-0.49479535,-0.6349173,-0.701748,0.0668307
