,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,male-female
5,1.2939986,1.3439087,"('distant', 'outgoing')",1.1268482,1.2047215,1.6426008,1.7211267,-0.505865,-0.4422608,0.8893957,0.956874,-0.0674783
59,1.2722074,1.2244103,"('foolish', 'wise')",1.1674186,1.2117602,0.99516284,1.025599,0.06509792,0.004802149,0.8749716,0.866643,0.0083286
45,-1.2716789,-1.1690837,"('incompetent', 'competent')",-2.4869726,-2.2842464,0.16436082,0.44261602,-0.6922842,-0.51678,-1.0716437,-0.8818735,-0.1897702
76,-1.2174739,-1.0172662,"('anxious', 'daring')",-1.4939679,-1.5414457,-0.9636918,-0.9496357,-0.2003404,-0.0664783,-0.9688685,-0.8937065,-0.075162
7,-1.2170748,-1.0015948,"('insensitive', 'sensitive')",-1.0604055,-1.044114,-0.11538349,-0.030297697,0.26245704,0.42212534,-0.5326016,-0.4134703,-0.1191313
0,-1.2164539,-1.1890528,"('unsociable', 'sociable')",-1.723224,-1.8056321,0.60460734,0.6138513,0.061572574,0.019638974,-0.5683745,-0.5902987,0.0219242
77,-1.1670053,-1.1720604,"('unmotivated', 'motivated')",-0.67694783,-0.764592,-0.10515652,-0.12096821,-1.1379561,-1.2041785,-0.7717664,-0.8154497,0.0436833
28,-1.0542364,-1.0961992,"('disloyal', 'loyal')",-1.1456299,-1.1580439,0.20683654,0.15785062,1.2628238,1.1863799,-0.1825515,-0.2275031,0.0449516
36,1.052272,0.8055284,"('hostile', 'amicable')",1.8571668,1.7539946,0.115372784,-0.084036626,0.2555243,0.07812753,0.820084,0.6384035,0.1816805
78,-1.0421348,-1.0305526,"('nonresilient', 'resilient')",0.00607423,-0.03286865,0.21579851,0.18128386,-0.08678516,-0.14728814,-0.2267618,-0.2573564,0.0305946
66,1.0410438,0.98414516,"('inactive', 'active')",0.56878716,0.5056077,-0.27681208,-0.2248808,0.7319833,0.70661527,0.5162505,0.4928718,0.0233787
23,-1.0382373,-1.0319017,"('insincere', 'sincere')",-1.6730344,-1.6646851,0.16382399,0.1987792,6.15911,6.2334046,0.9029156,0.9338992,-0.0309836
20,-1.0347728,-1.1090443,"('rough', 'thoughtful')",-0.26780945,-0.3837314,-0.38353413,-0.34270465,0.28250384,0.36689472,-0.3509032,-0.3671464,0.0162432
49,-1.0330837,-0.85593987,"('unable', 'able')",-0.7483266,-0.683928,-0.28425473,-0.163117,-1.0320235,-0.8715877,-0.7744222,-0.6436431,-0.1307791
43,-0.95711756,-0.85921514,"('irresponsible', 'responsible')",-1.4371276,-1.4004408,0.3642114,0.48354608,0.5706521,0.76774526,-0.3648454,-0.2520912,-0.1127542
80,-0.912606,-0.7620082,"('dominated', 'dominating')",-0.37459803,-0.39752448,-0.7051997,-0.5964524,-0.81531286,-0.7179117,-0.7019292,-0.6184742,-0.083455
52,0.90550846,0.8049446,"('irrational', 'rational')",0.8349931,0.76978666,0.547557,0.42086482,-0.09799559,-0.16034828,0.5475158,0.4588119,0.0887039
6,0.89698374,0.9246578,"('distant', 'open')",0.99883413,1.1283758,1.4392622,1.5110335,-0.053396657,0.051664885,0.8204209,0.903933,-0.0835121
88,-0.8868224,-0.9724567,"('low', 'eminent')",-1.1898067,-1.2833639,-0.05003547,-0.1545822,-0.19124705,-0.23833853,-0.5794779,-0.6621854,0.0827075
75,0.88421893,0.7798716,"('meek', 'impulsive')",0.82157665,0.80492556,-0.62281156,-0.64490354,-0.51233935,-0.5321322,0.1426612,0.1019403,0.0407209
22,-0.8570623,-0.7972616,"('untrustworthy', 'trustworthy')",-0.9915942,-1.0216588,-1.3265526,-1.180047,-0.91613775,-0.7666718,-1.0228367,-0.9414098,-0.0814269
4,0.84152585,0.7973637,"('disliked', 'liked')",0.54578084,0.64391905,0.90126127,0.95436466,-6.9887514,-6.980301,-1.1750458,-1.1461633,-0.0288825
82,-0.82108855,-0.796249,"('poor', 'rich')",-0.9893305,-0.9392362,-0.3584489,-0.34199086,6.1661286,6.1936097,0.9993151,1.0290334,-0.0297183
17,-0.79164183,-0.7069308,"('nasty', 'nice')",-0.67830986,-0.62847185,-1.1911683,-1.0790181,-0.8538081,-0.70418155,-0.878732,-0.7796506,-0.0990814
27,-0.76255316,-0.900856,"('hardhearted', 'softhearted')",-0.48576403,-0.46461064,0.16480604,0.15980197,1.0280825,1.0138916,-0.0138572,-0.0479433,0.0340861
67,0.7475155,0.6819396,"('doubtful', 'determined')",0.17905849,0.17442115,0.5339415,0.5861017,-0.3599626,-0.3634424,0.2751382,0.269755,0.0053832
51,-0.71202314,-0.69902694,"('uneducated', 'educated')",-1.0518363,-1.1082876,-0.18765858,-0.13567105,0.09799352,0.105176516,-0.4633811,-0.4594522,-0.0039289
47,-0.6854157,-0.6012124,"('stupid', 'smart')",-0.6745799,-0.6076693,0.21145882,0.31019527,5.451314,5.5552535,1.0756943,1.1641418,-0.0884475
24,-0.6762852,-0.59314376,"('dishonest', 'honest')",-1.4820875,-1.5956367,0.0700468,-0.00413727,0.90533435,0.9942888,-0.2957478,-0.2996573,0.0039095
34,-0.63872606,-0.68069553,"('mean', 'honorable')",-0.2658463,-0.3984717,-0.20851657,-0.23857367,5.3739634,5.4226665,1.0652186,1.0262314,0.0389872
13,-0.6322322,-0.55576277,"('impolite', 'polite')",-1.3738542,-1.3954602,-0.3272416,-0.17295712,-0.16751742,-0.14947857,-0.6252114,-0.5684147,-0.0567967
16,0.5969584,0.43786675,"('unpopular', 'popular')",0.9423774,0.7947102,-0.029213263,-0.15248103,0.20103368,0.061733082,0.427789,0.2854573,0.1423317
84,0.5967672,0.57086366,"('inferior', 'superior')",1.3677354,1.26171,0.7663699,0.8017966,0.78685576,0.7305997,0.879432,0.8412425,0.0381895
39,0.5734114,0.6773684,"('exploitative', 'cooperative')",0.9505654,0.82098716,0.8522607,0.93413967,0.5106933,0.5721101,0.7217327,0.7511514,-0.0294187
79,0.5717333,0.4975789,"('wavering', 'unwavering')",0.97139305,1.0441347,0.42532974,0.3939783,-0.41925728,-0.43185532,0.3872997,0.3759591,0.0113406
37,-0.56770766,-0.60369766,"('fake', 'genuine')",-0.33256066,-0.34660646,0.3349738,0.27098578,0.30989558,0.3464008,-0.0638497,-0.0832294,0.0193797
68,-0.5642677,-0.6224826,"('dependent', 'independent')",-0.74929935,-0.89360964,-0.60440266,-0.64955956,-1.3994148,-1.4458904,-0.8293461,-0.9028856,0.0735395
29,0.5356364,0.49492535,"('unfair', 'fair')",0.16660134,0.052935567,0.047946952,0.016347451,-0.8625104,-0.8373133,-0.0280814,-0.0682762,0.0401948
31,0.5120701,0.4637182,"('evil', 'good')",1.3471255,1.3449017,-0.50331426,-0.473683,-1.4143656,-1.3172256,-0.014621,0.0044278,-0.0190488
64,0.5085355,0.61549026,"('shy', 'confident')",-0.39392143,-0.32199153,0.021384299,0.16433485,-6.14332,-6.0842915,-1.5018305,-1.4066144,-0.0952161
56,-0.4815192,-0.34418124,"('impractical', 'practical')",-0.8719392,-0.7391737,0.88391864,1.0484223,-0.6400655,-0.48095676,-0.2774013,-0.1289724,-0.1484289
87,0.45752347,0.4931929,"('unsuccessful', 'successful')",-0.005759511,-0.019850347,0.9421431,0.9836337,-0.081491,-0.13590485,0.328104,0.3302678,-0.0021638
32,-0.45385775,-0.5245384,"('unkind', 'kind')",-1.2419531,-1.3610537,0.32548556,0.27164817,1.0939513,1.1854516,-0.0690935,-0.1071231,0.0380296
83,-0.4465859,-0.49752063,"('powerless', 'powerful')",0.050077833,-0.09921129,0.16653672,0.12028267,-1.5210586,-1.4728355,-0.4377575,-0.4873212,0.0495637
74,0.4204683,0.44465244,"('undedicated', 'dedicated')",-0.030557493,0.07267293,0.8363528,0.99385065,0.14704293,0.22206156,0.3433266,0.4333094,-0.0899828
61,-0.41308185,-0.40269968,"('illogical', 'logical')",-0.8583623,-0.9582717,0.027043372,0.014004858,-0.1331315,-0.097210035,-0.3443831,-0.3610441,0.016661
25,0.37199974,0.24974807,"('egoistic', 'altruistic')",1.5462902,1.4711494,0.77786946,0.671814,1.3730052,1.3315282,1.0172911,0.93106,0.0862311
8,-0.3717082,-0.517853,"('unaffectionate', 'affectionate')",-0.30817243,-0.32258743,1.1653571,1.0084763,0.637565,0.6686158,0.2807604,0.2091629,0.0715975
50,0.35928077,0.21333984,"('clumsy', 'skillful')",0.8175786,0.7499094,0.46678576,0.39621866,0.26928252,0.23529154,0.4782319,0.3986899,0.079542
38,0.24719274,0.1387717,"('untruthful', 'truthful')",-0.6494345,-0.59885657,0.13451305,0.15538612,0.29884204,0.35107946,0.0077783,0.0115952,-0.0038169
40,0.23773089,0.26314348,"('stingy', 'generous')",0.21731514,0.24027121,0.6356768,0.6809312,-2.1795835,-2.1067302,-0.2722152,-0.2305961,-0.0416191
42,-0.2086589,-0.14043745,"('unreliable', 'reliable')",0.014822595,0.04391028,0.72702104,0.81083566,-3.0449526,-2.8585086,-0.627942,-0.53605,-0.091892
19,-0.20769717,-0.23161368,"('inhospitable', 'hospitable')",0.3273301,0.36662892,0.08005277,0.15293217,-0.3646453,-0.3538454,-0.0412399,-0.0164745,-0.0247654
53,-0.17863637,-0.09461039,"('uncreative', 'creative')",0.9976419,0.9689704,0.37672418,0.3131889,0.7163472,0.73466825,0.4780192,0.4805543,-0.0025351
2,-0.14452621,-0.16255677,"('unlikable', 'likable')",0.35442752,0.23629934,0.7779567,0.766988,0.62615025,0.7105403,0.4035021,0.3878177,0.0156844
1,0.10793051,-0.039324246,"('unfriendly', 'friendly')",0.35628358,0.3247162,1.4749762,1.361563,2.0644975,2.028702,1.000922,0.9189142,0.0820078
18,-0.10702601,-0.14602043,"('disagreeable', 'welcoming')",-0.7372089,-0.81275415,0.23949628,0.19862139,-0.6387329,-0.6073232,-0.3108679,-0.3418691,0.0310012
54,0.10599109,-0.016504675,"('incapable', 'capable')",0.05709106,-0.016538588,0.8655561,0.83265847,0.7053533,0.7296413,0.4334979,0.3823141,0.0511838
12,-0.087694734,-0.04653564,"('unsupportive', 'supportive')",-0.37306672,-0.30167755,1.014453,1.0916733,-1.7476171,-1.6694082,-0.2984814,-0.231487,-0.0669944
41,0.081291154,0.100418255,"('unforgiving', 'forgiving')",-0.7123062,-0.7060914,0.31317583,0.3850271,0.51614124,0.4474947,0.0495755,0.0567122,-0.0071367
58,-0.08096376,-0.19839172,"('undiscriminating', 'discriminating')",-0.020568132,-0.08109329,0.3154434,0.3340537,-0.045399178,-0.024244556,0.0421281,0.007581,0.0345471
26,-0.06376255,-0.1308258,"('hardhearted', 'benevolent')",0.013406072,0.058861595,1.5864606,1.6513089,1.2259257,1.2496651,0.6905074,0.7072525,-0.0167451
63,-0.06340021,-0.05638456,"('unperceptive', 'insightful')",-0.5737131,-0.49153554,0.45657307,0.56986445,0.31240273,0.34409723,0.0329656,0.0915104,-0.0585448
72,-0.037761793,-0.051311065,"('unambitious', 'ambitious')",-0.42853323,-0.44926468,-0.34541732,-0.3740106,-0.46447957,-0.30281714,-0.319048,-0.2943509,-0.0246971
9,-0.032523625,-0.18001556,"('unaffectionate', 'caring')",-0.13768965,-0.22919455,1.3317492,1.192757,1.2958008,1.2794887,0.6143342,0.5157589,0.0985753
44,-0.025345083,-0.03603943,"('prejudiced', 'unprejudiced')",-0.2306543,-0.26830116,-0.60537994,-0.5785143,-1.3358791,-1.3057781,-0.5493146,-0.5471582,-0.0021564
15,0.024188798,-0.010616131,"('boring', 'funny')",0.79316443,0.8094751,0.7999246,0.840215,-0.10935256,-0.033803567,0.3769813,0.4013176,-0.0243363
