,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.1121001,-2.1876593,"('unsympathetic', 'sympathetic')",-0.060059983,-0.103536576,-1.0860801,-1.1455979,0.0595178
45,-1.9558377,-1.8025289,"('incompetent', 'competent')",-0.45333463,-0.42327192,-1.2045861,-1.1129004,-0.0916857
85,1.9529253,1.9102229,"('insignificant', 'prestigious')",0.33166033,0.5956385,1.1422929,1.2529306,-0.1106377
36,1.8964884,1.6408253,"('hostile', 'amicable')",-0.21151361,-0.18613875,0.8424874,0.7273433,0.1151441
6,1.6577755,1.7576051,"('distant', 'open')",-0.024228059,0.1328018,0.8167737,0.9452034,-0.1284297
65,-1.6299639,-1.85833,"('insecure', 'secure')",-0.0001763627,-0.019641645,-0.8150701,-0.9389858,0.1239157
21,-1.5945997,-1.9408998,"('immoral', 'moral')",-0.42358235,-0.5676204,-1.009091,-1.2542601,0.2451691
68,-1.5817333,-1.7343493,"('dependent', 'independent')",-0.42212936,-0.4537248,-1.0019313,-1.0940371,0.0921058
22,-1.5738999,-1.5786883,"('untrustworthy', 'trustworthy')",-0.9456426,-0.8919473,-1.2597712,-1.2353178,-0.0244534
5,1.5354437,1.5153673,"('distant', 'outgoing')",-0.72409123,-0.52746016,0.4056762,0.4939536,-0.0882774
14,-1.4205062,-1.5692914,"('antisocial', 'social')",-0.8560263,-0.9286795,-1.1382663,-1.2489854,0.1107191
3,-1.4118629,-1.457127,"('repellent', 'pleasant')",0.21093018,0.10692206,-0.6004663,-0.6751025,0.0746362
28,-1.3948823,-1.5237501,"('disloyal', 'loyal')",0.83828425,0.7855711,-0.278299,-0.3690895,0.0907905
51,-1.3861384,-1.5352014,"('uneducated', 'educated')",1.3593397,1.2519505,-0.0133994,-0.1416255,0.1282261
70,-1.3675885,-1.2887373,"('lethargic', 'energetic')",0.85314,0.8189891,-0.2572243,-0.2348741,-0.0223502
71,1.3543699,1.2983211,"('diffident', 'self-confident')",0.6154356,0.78265804,0.9849027,1.0404896,-0.0555869
86,-1.2664381,-1.5575061,"('uninfluential', 'influential')",0.13095307,-0.002422519,-0.5677425,-0.7799643,0.2122218
37,-1.2620019,-1.0859672,"('fake', 'genuine')",0.046570137,0.26242262,-0.6077158,-0.4117723,-0.1959435
55,-1.2541881,-1.3635944,"('incompetent', 'clever')",0.69368374,0.4953825,-0.2802522,-0.434106,0.1538538
73,1.2524822,1.3576847,"('helpless', 'self-reliant')",-3.260003,-3.1925747,-1.0037605,-0.917445,-0.0863155
80,-1.1564789,-1.047829,"('dominated', 'dominating')",-0.7767811,-0.9629308,-0.96663,-1.0053799,0.0387499
33,1.1356831,1.1277187,"('wrong', 'right')",-1.0204946,-0.9653969,0.0575942,0.0811609,-0.0235667
35,1.0680518,1.1308392,"('corrupt', 'incorrupt')",-0.6882579,-0.58047235,0.189897,0.2751834,-0.0852864
82,-1.0558451,-0.92820555,"('poor', 'rich')",6.6163054,6.761637,2.78023,2.9167159,-0.1364859
57,-1.0393827,-1.0715735,"('unimaginative', 'imaginative')",-2.815761,-2.8066046,-1.9275719,-1.9390891,0.0115172
69,1.0257766,1.0202785,"('lazy', 'industrious')",-1.4332417,-1.2254546,-0.2037326,-0.1025881,-0.1011445
15,1.0213267,1.03855,"('boring', 'funny')",0.025794232,0.12065749,0.5235605,0.5796037,-0.0560432
81,-1.0008316,-1.0642588,"('submissive', 'aggressive')",-0.32261914,-0.5034998,-0.6617254,-0.7838793,0.1221539
1,0.99033,1.0179183,"('unfriendly', 'friendly')",1.2971991,1.625748,1.1437645,1.3218331,-0.1780686
62,-0.96768546,-0.78421474,"('incompetent', 'brilliant')",0.4940265,0.52206284,-0.2368295,-0.1310759,-0.1057536
23,-0.96452147,-0.9512061,"('insincere', 'sincere')",6.466098,6.475645,2.7507882,2.7622194,-0.0114312
25,0.9626665,0.8144296,"('egoistic', 'altruistic')",1.3982842,1.4506738,1.1804754,1.1325517,0.0479237
18,-0.93236685,-1.2745599,"('disagreeable', 'welcoming')",-0.7148346,-0.61783344,-0.8236007,-0.9461967,0.122596
9,0.8664267,0.8149754,"('unaffectionate', 'caring')",0.83705556,0.98278826,0.8517411,0.8988818,-0.0471407
83,0.858561,0.73874736,"('powerless', 'powerful')",-0.4032638,-0.49852723,0.2276486,0.1201101,0.1075385
49,-0.8563211,-0.9654401,"('unable', 'able')",-0.052406415,0.015546005,-0.4543638,-0.474947,0.0205832
77,-0.85463345,-1.0664029,"('unmotivated', 'motivated')",-0.9760459,-1.0614932,-0.9153397,-1.063948,0.1486083
30,-0.84033316,-0.9571763,"('intolerant', 'tolerant')",0.7779942,0.73165905,-0.0311695,-0.1127586,0.0815891
48,-0.75138026,-0.7539302,"('unintelligent', 'intelligent')",0.80848527,0.91185737,0.0285525,0.0789636,-0.0504111
56,-0.74670446,-0.68590117,"('impractical', 'practical')",0.2478274,0.21193525,-0.2494385,-0.236983,-0.0124555
43,-0.7263553,-0.807836,"('irresponsible', 'responsible')",0.6822431,0.71638864,-0.0220561,-0.0457237,0.0236676
11,-0.68347996,-0.5976806,"('unhelpful', 'helpful')",2.1872613,2.2249076,0.7518907,0.8136135,-0.0617228
34,0.6796726,0.71289927,"('mean', 'honorable')",6.594498,6.7497096,3.6370854,3.7313044,-0.094219
72,-0.67674994,-0.619277,"('unambitious', 'ambitious')",-0.8511025,-0.8020341,-0.7639262,-0.7106556,-0.0532706
8,0.6592063,0.70445144,"('unaffectionate', 'affectionate')",0.19707386,0.44651937,0.4281401,0.5754854,-0.1473453
26,0.65558463,0.64847547,"('hardhearted', 'benevolent')",1.1592199,1.1969454,0.9074023,0.9227104,-0.0153081
16,0.6524061,0.53474945,"('unpopular', 'popular')",0.42491224,0.4049393,0.5386592,0.4698444,0.0688148
46,-0.6148071,-0.7901439,"('uncompetitive', 'competitive')",0.13469397,0.024220195,-0.2400566,-0.3829619,0.1429053
54,0.5827177,0.6531831,"('incapable', 'capable')",1.3062427,1.4942304,0.9444802,1.0737067,-0.1292265
87,0.57415044,0.5955955,"('unsuccessful', 'successful')",1.0740492,1.0857139,0.8240998,0.8406547,-0.0165549
64,-0.5738486,-0.77888143,"('shy', 'confident')",-6.938051,-6.974197,-3.75595,-3.8765392,0.1205892
13,-0.56132805,-0.6820791,"('impolite', 'polite')",-0.15552026,-0.2953112,-0.3584242,-0.4886951,0.1302709
0,-0.55902624,-0.82097894,"('unsociable', 'sociable')",-0.27402672,-0.33607945,-0.4165265,-0.5785292,0.1620027
7,-0.54814625,-0.51011604,"('insensitive', 'sensitive')",0.8644999,0.94282436,0.1581768,0.2163542,-0.0581774
24,-0.54486436,-0.567986,"('dishonest', 'honest')",0.7173782,0.7305561,0.0862569,0.081285,0.0049719
79,0.4852469,0.50332344,"('wavering', 'unwavering')",0.09736632,0.2584164,0.2913066,0.3808699,-0.0895633
60,-0.48195,-0.55179375,"('inefficient', 'efficient')",0.5905706,0.54183024,0.0543103,-0.0049818,0.0592921
19,-0.43492058,-0.4038171,"('inhospitable', 'hospitable')",-0.07293441,0.01603517,-0.2539275,-0.193891,-0.0600365
41,-0.39418897,-0.61636585,"('unforgiving', 'forgiving')",-0.4917407,-0.4109252,-0.4429649,-0.5136455,0.0706806
29,-0.393187,-0.21941662,"('unfair', 'fair')",-0.4735694,-0.3570347,-0.4333782,-0.2882257,-0.1451525
27,0.38874167,0.48998007,"('hardhearted', 'softhearted')",0.8430615,0.8219872,0.6159016,0.6559836,-0.040082
59,0.367263,0.35039896,"('foolish', 'wise')",-0.16583589,0.034116402,0.1007136,0.1922577,-0.0915441
39,0.35478482,0.29754484,"('exploitative', 'cooperative')",0.08772876,0.10546139,0.2212568,0.2015031,0.0197537
88,-0.3453107,-0.43670857,"('low', 'eminent')",0.34676096,0.2770453,0.0007251,-0.0798316,0.0805567
52,0.31969664,0.23037103,"('irrational', 'rational')",-0.8158689,-0.68882436,-0.2480861,-0.2292267,-0.0188594
75,0.31927747,0.64271516,"('meek', 'impulsive')",-0.47468245,-0.2752763,-0.0777025,0.1837194,-0.2614219
31,0.3139687,0.36610726,"('evil', 'good')",-1.8200843,-1.576868,-0.7530578,-0.6053804,-0.1476774
76,0.313496,0.31666428,"('anxious', 'daring')",0.9802705,0.8858105,0.6468832,0.6012374,0.0456458
32,-0.28967792,-0.46419472,"('unkind', 'kind')",1.0277748,1.0745436,0.3690484,0.3051744,0.063874
67,-0.2833609,-0.24846995,"('doubtful', 'determined')",-0.7427557,-0.74606025,-0.5130583,-0.4972651,-0.0157932
84,0.27398017,0.21973793,"('inferior', 'superior')",0.9992205,1.054659,0.6366003,0.6371984,-0.0005981
4,0.24924366,0.10853485,"('disliked', 'liked')",-6.9222045,-6.9330854,-3.3364804,-3.4122753,0.0757949
74,-0.24043886,-0.23470002,"('undedicated', 'dedicated')",0.41573468,0.28014877,0.0876479,0.0227244,0.0649235
20,-0.2332507,0.024046842,"('rough', 'thoughtful')",1.1633003,1.2645028,0.4650248,0.6442748,-0.17925
42,-0.22553924,-0.3155342,"('unreliable', 'reliable')",-2.9852853,-2.902283,-1.6054122,-1.6089085,0.0034963
66,0.21262448,0.2807382,"('inactive', 'active')",0.7347367,0.7592163,0.4736806,0.5199773,-0.0462967
2,0.2124013,0.05861993,"('unlikable', 'likable')",0.4837696,0.5440054,0.3480855,0.3013127,0.0467728
38,-0.14490606,-0.04206659,"('untruthful', 'truthful')",-0.17513363,-0.07861628,-0.1600198,-0.0603414,-0.0996784
58,0.1351521,0.0913614,"('undiscriminating', 'discriminating')",0.25201994,0.32670954,0.193586,0.2090355,-0.0154495
53,-0.12273471,-0.09731217,"('uncreative', 'creative')",0.7222734,0.832109,0.2997693,0.3673984,-0.0676291
17,0.08877341,0.04972954,"('nasty', 'nice')",-0.6628882,-0.59965116,-0.2870574,-0.2749608,-0.0120966
50,0.069278434,0.0047774836,"('clumsy', 'skillful')",0.5739547,0.6195418,0.3216166,0.3121597,0.0094569
78,-0.0656674,-0.03418904,"('nonresilient', 'resilient')",0.58506453,0.6858975,0.2596986,0.3258542,-0.0661556
61,0.0641205,-0.08538374,"('illogical', 'logical')",0.38267037,0.3197314,0.2233954,0.1171738,0.1062216
44,-0.046120927,0.067044824,"('prejudiced', 'unprejudiced')",-1.5125148,-1.4238278,-0.7793179,-0.6783915,-0.1009264
12,0.017631838,-0.051796123,"('unsupportive', 'supportive')",-1.5749533,-1.4893887,-0.7786607,-0.7705924,-0.0080683
