,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
60,-0.7534092,-0.8150624,"('inefficient', 'efficient')",2.6494634,2.6807554,0.095393986,0.10695602,0.416083,0.3874379,0.6018828,0.5900217,0.0118611
52,0.69235337,0.76234424,"('irrational', 'rational')",-1.9401672,-1.9685004,-1.0376174,-0.86606544,-0.3895706,-0.15941866,-0.6687505,-0.55791,-0.1108405
77,-0.6914346,-0.8071516,"('unmotivated', 'motivated')",0.9409976,0.61455595,-0.22025606,-0.45028666,-0.7680364,-0.9489631,-0.1846824,-0.3979614,0.213279
71,0.68452466,0.7022366,"('diffident', 'self-confident')",-0.16597608,-0.28922945,-0.6211683,-0.9596823,0.34818053,0.18390042,0.0613902,-0.0906937,0.1520839
6,0.64147204,0.9042509,"('distant', 'open')",-3.254634,-3.3211546,-1.9450828,-1.9661604,0.11415909,0.21822277,-1.1110214,-1.0412104,-0.069811
19,-0.6369566,-0.38492012,"('inhospitable', 'hospitable')",-2.3701625,-2.2329233,-0.46697113,-0.42478365,-0.45518932,-0.32602212,-0.9823199,-0.8421623,-0.1401576
58,-0.6154356,-0.75923586,"('undiscriminating', 'discriminating')",0.80979687,0.60557187,0.040203363,-0.07383585,-0.15475197,-0.34962955,0.0199532,-0.1442823,0.1642355
66,0.6117879,0.55259717,"('inactive', 'active')",0.48917782,0.31353596,0.2686547,0.081010275,0.9062357,0.7266385,0.568964,0.4184455,0.1505185
82,-0.57345665,-0.5316721,"('poor', 'rich')",0.28989053,0.6851752,1.0858458,1.2660148,6.571837,6.7425513,1.8435292,2.0405173,-0.1969881
27,-0.5711805,-0.59776443,"('hardhearted', 'softhearted')",-1.3312289,-1.4528016,-0.706626,-0.7181504,1.1288389,1.1152332,-0.3700491,-0.4133708,0.0433217
54,-0.5701436,-0.38215223,"('incapable', 'capable')",-0.9719733,-0.7231983,-0.8263881,-0.80418617,0.7650188,0.912277,-0.4008715,-0.2493149,-0.1515566
5,0.55818504,0.8212297,"('distant', 'outgoing')",-2.9084518,-2.9816556,-1.7745153,-1.7592736,-0.6224838,-0.58458555,-1.1868165,-1.1260713,-0.0607452
36,0.55758923,0.7294387,"('hostile', 'amicable')",-2.3822298,-2.2673888,-0.33302173,-0.062281743,0.25916013,0.38901615,-0.4746255,-0.3028039,-0.1718216
2,0.5421976,0.6747875,"('unlikable', 'likable')",1.935684,2.177585,1.6428602,1.7674805,1.0351317,1.1182212,1.2889683,1.4345186,-0.1455503
7,-0.52562773,-0.7235454,"('insensitive', 'sensitive')",0.9969224,0.8780815,-0.22442603,-0.40960482,0.80068004,0.6404099,0.2618872,0.0963353,0.1655519
87,0.46039954,0.4846326,"('unsuccessful', 'successful')",1.8551517,1.9057708,1.6431546,1.5846611,0.6563388,0.6212146,1.1537611,1.1490698,0.0046913
70,-0.4521206,-0.6138206,"('lethargic', 'energetic')",1.91187,1.8957208,0.23888074,0.009895563,1.1099108,0.921917,0.7021353,0.5534282,0.1487071
13,-0.44457567,-0.4494861,"('impolite', 'polite')",1.4851922,1.4611529,0.7396994,0.7110176,-0.084336095,-0.19546838,0.423995,0.381804,0.042191
74,-0.43991727,-0.40798622,"('undedicated', 'dedicated')",1.4305421,1.5296687,0.48477829,0.49128684,0.5033506,0.48273346,0.4946884,0.5239257,-0.0292373
14,-0.41704115,-0.5507568,"('antisocial', 'social')",2.9363744,3.017338,0.5647506,0.7167243,-0.4539004,-0.48045412,0.6575459,0.6757129,-0.018167
4,0.4169055,0.4108448,"('disliked', 'liked')",-0.6723384,-0.7279552,0.061641973,-0.14235654,-5.9534984,-6.226706,-1.5368223,-1.6715432,0.1347209
80,-0.40289763,-0.50998086,"('dominated', 'dominating')",2.1779928,2.0156558,0.32729,0.26809025,-1.4136221,-1.4884605,0.1721908,0.0713261,0.1008647
16,0.35875463,0.3370811,"('unpopular', 'popular')",-0.30417573,-0.38373995,0.33007425,0.28031927,0.94729006,0.9000741,0.3329858,0.2834336,0.0495522
31,0.3484359,0.42916343,"('evil', 'good')",-2.380953,-2.6606302,-0.45063233,-0.5753897,-1.3119677,-1.4536357,-0.9487793,-1.0651231,0.1163438
81,-0.31901821,-0.30147865,"('submissive', 'aggressive')",2.6549366,2.681478,-0.08543631,-0.15148748,-0.51831555,-0.5543992,0.4330416,0.4185281,0.0145135
29,-0.31084344,-0.29447404,"('unfair', 'fair')",-0.69141996,-0.62179846,-1.1688348,-1.1056607,-1.1144632,-1.164906,-0.8213904,-0.7967098,-0.0246806
68,-0.2992665,-0.3796079,"('dependent', 'independent')",-0.003371179,0.058590747,-1.1293374,-1.1985213,-0.6478242,-0.91606987,-0.5199499,-0.6089021,0.0889522
37,-0.27069718,-0.4065345,"('fake', 'genuine')",0.27388474,0.23165525,-0.71115094,-0.68848026,0.42407763,0.5744175,-0.0709714,-0.0722355,0.0012641
84,0.2626167,0.21775411,"('inferior', 'superior')",0.23858695,0.26100498,0.35726732,0.22765972,0.36089888,0.24576299,0.3048425,0.2380455,0.066797
25,0.22253805,0.33062068,"('egoistic', 'altruistic')",-0.93085134,-0.7543249,-0.3590201,-0.39405352,1.1550521,1.2352833,0.0219297,0.1043814,-0.0824517
17,-0.22161712,-0.11089618,"('nasty', 'nice')",-1.4395972,-1.3660738,-0.62883204,-0.4910576,-0.64788204,-0.65450275,-0.7344821,-0.6556326,-0.0788495
47,0.17951538,0.26949486,"('stupid', 'smart')",0.7810993,0.74146307,0.38449788,0.4850458,5.0861487,5.154956,1.6078153,1.6627399,-0.0549246
56,-0.15501407,-0.08240908,"('impractical', 'practical')",1.8685707,2.1450756,0.6343363,0.74405444,0.20108822,0.13406745,0.6372453,0.7351971,-0.0979518
40,0.15362519,0.09910086,"('stingy', 'generous')",0.47824532,0.44789505,-1.1754869,-1.2632985,-1.5010734,-1.5360296,-0.5111724,-0.5630831,0.0519107
50,0.152009,0.1286149,"('clumsy', 'skillful')",-0.1920028,-0.033574548,0.7384328,0.8834049,0.4805327,0.5993224,0.2947429,0.3944419,-0.099699
83,-0.11690028,-0.07398519,"('powerless', 'powerful')",0.56872994,0.79792607,-1.4418727,-1.379267,-0.85013163,-0.7765995,-0.4600437,-0.3579814,-0.1020623
18,0.11361678,0.2263154,"('disagreeable', 'welcoming')",-0.93978524,-0.66537356,-1.7752472,-1.720298,-0.49417394,-0.40454337,-0.7738974,-0.6409749,-0.1329225
26,-0.10987386,0.016099222,"('hardhearted', 'benevolent')",0.55065984,0.8297968,0.33231696,0.39055207,1.2483125,1.5692152,0.5053539,0.7014158,-0.1960619
64,0.09023892,0.057604346,"('shy', 'confident')",1.5995142,1.4887246,0.06936892,0.079756156,-6.2851043,-6.504642,-1.1314955,-1.2196393,0.0881438
34,0.086286575,0.10178367,"('mean', 'honorable')",0.26271796,0.35040942,0.22281288,0.20634936,5.998888,6.1147766,1.6426764,1.6933298,-0.0506534
79,-0.049744107,0.19629303,"('wavering', 'unwavering')",-2.4022071,-2.1759017,-0.7386606,-0.69422925,0.20043044,0.22923525,-0.7475454,-0.6111507,-0.1363947
88,0.02914518,0.18855992,"('low', 'eminent')",-0.8153211,-0.37656248,-0.42256504,-0.13585138,0.5930516,0.76327854,-0.1539223,0.1098562,-0.2637785
76,-0.028813627,-0.16133296,"('anxious', 'daring')",1.9783559,1.9847629,0.9530017,0.8423086,0.51138693,0.48971492,0.8534827,0.7888634,0.0646193
30,-0.00299922,-0.06961246,"('intolerant', 'tolerant')",1.0775625,1.1031677,0.39282042,0.46549866,1.2050694,1.2796156,0.6681132,0.6946673,-0.0265541
