,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
52,0.9487086,0.7025952,"('irrational', 'rational')",-1.9863261,-2.2240307,-0.86519706,-0.9368197,0.5306827,0.026077028,-0.343033,-0.6080446,0.2650116
53,-0.9286297,-1.1386292,"('uncreative', 'creative')",-0.17452201,-0.25522587,0.3509518,0.2672056,1.5468684,1.3630447,0.1986671,0.0590988,0.1395683
77,-0.9251881,-0.9820092,"('unmotivated', 'motivated')",0.64313185,0.6813677,-0.3726694,-0.56105846,-1.2579889,-1.1390684,-0.4781787,-0.500192,0.0220133
49,-0.91305923,-0.83728325,"('unable', 'able')",-0.95979834,-0.87619656,-1.0534936,-0.88558877,-0.814231,-0.59692407,-0.9351455,-0.7989982,-0.1361473
38,-0.8788611,-0.78312314,"('untruthful', 'truthful')",-1.1789286,-1.1290295,-1.1566571,-1.0239743,0.039780162,0.16468434,-0.7936667,-0.6928607,-0.100806
65,-0.8551018,-0.7765499,"('insecure', 'secure')",2.0018632,2.0148885,1.0396866,0.761609,-0.46598354,-0.09355478,0.4301161,0.4765983,-0.0464822
72,-0.8513719,-0.8689946,"('unambitious', 'ambitious')",1.3054038,1.3205954,-0.4740728,-0.555315,-0.68741757,-0.44529152,-0.1768646,-0.1372514,-0.0396132
36,0.8416465,0.5314421,"('hostile', 'amicable')",-2.3018851,-2.573841,-0.16729824,0.007089462,1.026508,0.483008,-0.1502572,-0.3880754,0.2378182
1,-0.8408696,-1.0798804,"('unfriendly', 'friendly')",-1.2503844,-1.5704935,-1.1110877,-1.0829461,2.1539776,1.719249,-0.262091,-0.5035177,0.2414267
7,-0.8383591,-0.82695955,"('insensitive', 'sensitive')",0.90916854,0.93956554,-0.18347284,-0.49448788,0.7165828,0.7757885,0.1509798,0.0984766,0.0525032
57,-0.82586986,-1.0308206,"('unimaginative', 'imaginative')",0.3733022,0.53979766,-0.65705454,-0.760636,-2.403468,-2.2553973,-0.8782725,-0.8767641,-0.0015084
61,-0.8079058,-0.85570055,"('illogical', 'logical')",0.20755701,0.1485605,0.1551444,-0.048722554,0.20814615,0.06961586,-0.0592646,-0.1715617,0.1122971
82,-0.80116457,-0.68674487,"('poor', 'rich')",0.23517254,0.45875925,1.0482398,1.2741102,6.604844,6.8026567,1.771773,1.9621953,-0.1904223
5,0.7828803,0.6992147,"('distant', 'outgoing')",-3.134144,-3.326544,-1.9997731,-1.7991219,-0.5993332,-0.83017844,-1.2375926,-1.3141574,0.0765648
31,0.7725157,0.60018396,"('evil', 'good')",-2.2834423,-2.577524,-0.45145473,-0.33089232,-0.65664786,-1.0487882,-0.6547573,-0.8392551,0.1844978
24,-0.7724805,-0.79109335,"('dishonest', 'honest')",0.02841105,-0.052606635,-1.2854348,-1.4575369,0.9581826,1.120348,-0.2678304,-0.2952222,0.0273918
13,-0.76415056,-0.6961025,"('impolite', 'polite')",1.3392985,1.4715874,0.8375418,0.57572234,-0.60260534,-0.38735086,0.2025211,0.2409641,-0.038443
20,-0.744249,-0.7282477,"('rough', 'thoughtful')",1.9167404,2.0093322,0.4159984,0.13877988,0.6678024,0.48888773,0.564073,0.4771881,0.0868849
32,-0.74037755,-0.8114728,"('unkind', 'kind')",1.1479679,1.1330425,0.35993505,0.27861384,1.4380542,1.6281158,0.5513949,0.5570748,-0.0056799
14,-0.71398145,-0.65636444,"('antisocial', 'social')",2.9951854,3.1562462,0.6069079,0.46335277,-0.77628064,-0.5003052,0.5279578,0.6157323,-0.0877745
67,0.6985959,0.8297883,"('doubtful', 'determined')",1.0976336,1.2314658,0.34658092,0.46820343,-0.78671134,-0.5312069,0.3390248,0.4995627,-0.1605379
70,-0.69825196,-0.649789,"('lethargic', 'energetic')",1.672393,1.8621693,-0.037119076,-0.03456352,0.6575033,0.89737403,0.3986313,0.5187977,-0.1201664
66,0.59241825,0.4407763,"('inactive', 'active')",0.18811274,0.1588769,-0.023358487,-0.023863718,0.9181609,0.611372,0.4188334,0.2967904,0.122043
19,-0.56189907,-0.5376611,"('inhospitable', 'hospitable')",-2.639335,-2.6631756,-0.9492932,-0.49535504,-0.31467047,-0.32391992,-1.1162994,-1.0050279,-0.1112715
71,0.5544616,0.4977232,"('diffident', 'self-confident')",-0.31944698,-0.42776042,-0.967048,-0.92335004,0.47384894,0.35240218,-0.0645461,-0.1252463,0.0607002
22,-0.53354466,-0.5664786,"('untrustworthy', 'trustworthy')",1.530885,1.4691476,-0.4100026,-0.51630247,-1.4248,-1.3648763,-0.2093656,-0.2446274,0.0352618
74,-0.50579745,-0.459637,"('undedicated', 'dedicated')",1.4128973,1.6532272,0.5032814,0.57800037,0.44934237,0.6187234,0.4649309,0.5975785,-0.1326476
81,-0.49738583,-0.3938665,"('submissive', 'aggressive')",2.555537,2.771401,-0.10130819,-0.3582798,-1.1683873,-0.66538334,0.1971139,0.3384678,-0.1413539
58,-0.48635805,-0.6459679,"('undiscriminating', 'discriminating')",0.68728894,0.6759619,0.0029331427,-0.027088389,-0.0449468,-0.24641418,0.0397293,-0.0608771,0.1006064
56,-0.4782949,-0.19385444,"('impractical', 'practical')",1.7533209,2.2826967,0.50156605,0.53228325,-0.3925216,0.14234895,0.3460176,0.6908687,-0.3448511
2,0.4742858,0.5256184,"('unlikable', 'likable')",1.9086825,2.003165,1.3075643,1.4389312,0.9403495,1.1127813,1.1577204,1.270124,-0.1124036
87,0.43583897,0.4159425,"('unsuccessful', 'successful')",1.5151857,1.6448008,1.3165358,1.280151,0.67707896,0.7132412,0.9861599,1.0135338,-0.0273739
37,-0.43279988,-0.40092,"('fake', 'genuine')",0.32555294,0.33713168,-0.41460988,-0.59017605,0.7037557,0.6936136,0.0454747,0.0099123,0.0355624
54,-0.40055904,-0.45310086,"('incapable', 'capable')",-0.8967281,-0.92845786,-1.053176,-0.86611927,1.0139419,1.085403,-0.3341303,-0.2905687,-0.0435616
30,-0.37911993,-0.25889456,"('intolerant', 'tolerant')",0.68908286,0.82009745,0.041631542,0.05679575,0.60353076,0.86112005,0.2387813,0.3697797,-0.1309984
27,-0.3777093,-0.48522508,"('hardhearted', 'softhearted')",-1.143782,-1.3481722,-0.29234093,-0.42102447,1.5040069,1.1508728,-0.0774564,-0.2758872,0.1984308
80,-0.3737893,-0.3345722,"('dominated', 'dominating')",2.1379395,2.2364106,0.2936969,0.061085023,-1.6541773,-1.5399116,0.1009174,0.1057529,-0.0048355
40,0.3679926,0.14292291,"('stingy', 'generous')",0.8137943,0.45306283,-0.8688153,-1.1843923,-1.0429542,-1.3222134,-0.1824957,-0.477655,0.2951593
25,0.35556015,0.24009615,"('egoistic', 'altruistic')",-0.6295445,-0.8023199,-0.439128,-0.28188077,1.5667269,1.437247,0.2134036,0.1482856,0.065118
4,0.3470061,0.28419858,"('disliked', 'liked')",-1.3629676,-1.3406987,-0.9907733,-0.5235605,-6.4916406,-6.261429,-2.1245937,-1.9603724,-0.1642213
76,-0.33016583,-0.2891839,"('anxious', 'daring')",1.5436614,1.8327172,0.518867,0.57629603,-0.24776384,0.16875362,0.3711497,0.5721458,-0.2009961
68,-0.3262583,-0.2828288,"('dependent', 'independent')",0.09824684,0.02903334,-1.0970422,-1.1353699,-0.80024266,-0.7777281,-0.5313241,-0.5417234,0.0103993
17,-0.27007535,-0.2950898,"('nasty', 'nice')",-1.4651031,-1.5955393,-0.62801874,-0.6976496,-0.669113,-0.7350919,-0.7580776,-0.8308427,0.0727651
29,-0.23919602,-0.2052817,"('unfair', 'fair')",-0.45539436,-0.45423496,-1.2268414,-1.2177724,-0.7238667,-0.96659577,-0.6613246,-0.7109712,0.0496466
84,0.19981375,0.14942148,"('inferior', 'superior')",0.31665456,0.18892176,0.22887784,0.27127326,0.43317685,0.246252,0.2946307,0.2139671,0.0806636
26,0.18557164,-0.03332177,"('hardhearted', 'benevolent')",0.91538554,0.7920928,0.3024976,0.3659654,1.8620166,1.669003,0.8163679,0.6984348,0.1179331
16,0.13693914,0.05188488,"('unpopular', 'popular')",-0.8450303,-0.92143977,-0.015630305,0.09259843,0.8685672,0.63038886,0.0362114,-0.0366419,0.0728533
79,0.12484732,0.112450026,"('wavering', 'unwavering')",-2.6060076,-2.5494714,-1.0667175,-0.646063,0.30993226,0.23537804,-0.8094864,-0.7119266,-0.0975598
47,0.11574054,0.20702058,"('stupid', 'smart')",0.84296715,1.0770508,0.58664584,0.5623506,5.343781,5.186146,1.7222836,1.758142,-0.0358584
18,0.068007715,-0.047247246,"('disagreeable', 'welcoming')",-0.8791664,-1.2038285,-1.819647,-1.8814405,-0.3113082,-0.47685748,-0.7355285,-0.9023435,0.166815
64,0.0526874,0.013038628,"('shy', 'confident')",1.2915475,1.2024299,-0.17829871,-0.39459944,-7.064281,-6.594113,-1.4745862,-1.443311,-0.0312752
50,0.04307544,0.036198687,"('clumsy', 'skillful')",-0.4507744,-0.41642034,0.80519783,0.9038532,0.50130856,0.55854404,0.2247019,0.2705439,-0.045842
34,-0.032350738,0.11653758,"('mean', 'honorable')",0.40820527,0.49538577,0.4359357,0.40368757,6.411518,6.214443,1.8058271,1.8075135,-0.0016864
88,-0.024778223,-0.13497618,"('low', 'eminent')",-1.0069485,-0.9724733,-0.79768807,-0.5442496,0.36863714,0.54485506,-0.3651944,-0.276711,-0.0884834
83,-0.016766563,0.017083913,"('powerless', 'powerful')",0.64654946,0.77147883,-1.5422764,-1.474543,-0.86254,-0.8195114,-0.4437584,-0.3763729,-0.0673855
