,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
69,2.6555989,2.4539874,"('lazy', 'industrious')",-0.3317594,-0.5894087,0.8051356,0.80417764,-0.39753786,-0.67192245,0.6828592,0.4992085,0.1836507
10,-2.5810926,-2.703201,"('unsympathetic', 'sympathetic')",1.1164654,1.1595846,-0.7526934,-1.2479045,-0.14736393,0.06610538,-0.5911711,-0.6813539,0.0901828
46,-2.308361,-2.2475774,"('uncompetitive', 'competitive')",2.8833077,3.0367723,-0.52279884,-0.8198559,-0.7442811,-0.52522194,-0.1730333,-0.1389708,-0.0340625
55,-2.0522833,-1.9440104,"('incompetent', 'clever')",2.6057844,2.9154036,0.05625525,-0.20698813,-0.05235806,0.19281654,0.1393496,0.2393054,-0.0999558
86,-2.0315259,-2.167252,"('uninfluential', 'influential')",0.62708557,0.6030903,-1.5598313,-1.7409678,-0.287956,-0.26802456,-0.8130569,-0.8932885,0.0802316
48,-1.9889514,-1.9485809,"('unintelligent', 'intelligent')",0.13411829,0.20351605,-0.7623281,-0.971925,0.5007091,0.50560826,-0.5291131,-0.5528454,0.0237323
43,-1.7764032,-1.6122388,"('irresponsible', 'responsible')",1.2311484,1.5404421,-0.5202674,-0.57126397,0.55569714,0.8088587,-0.1274563,0.0414495,-0.1689058
63,-1.7338262,-1.7033094,"('unperceptive', 'insightful')",1.8001943,1.8773898,0.2997396,0.1937753,0.5993093,0.8084845,0.2413543,0.294085,-0.0527307
78,-1.722078,-1.7644155,"('nonresilient', 'resilient')",0.6109669,0.6734681,0.30438974,0.11918846,-0.20854461,-0.35847196,-0.2538165,-0.3325577,0.0787412
44,1.6116065,1.6890103,"('prejudiced', 'unprejudiced')",-0.14594898,-0.13071084,-0.5151553,-0.4575781,-1.5012815,-1.3496096,-0.1376948,-0.0622221,-0.0754727
0,-1.5946794,-1.6360188,"('unsociable', 'sociable')",0.9940506,1.0281863,-0.3706117,-0.69124526,-0.7555422,-0.69851935,-0.4316956,-0.4993993,0.0677037
35,1.5649595,1.3456895,"('corrupt', 'incorrupt')",-2.471632,-2.6517577,-0.43260396,-0.14483556,0.13270985,-0.20095485,-0.3016416,-0.4129646,0.111323
28,-1.4646909,-1.669443,"('disloyal', 'loyal')",0.21461114,0.1503203,-0.7627813,-0.9774913,1.7755119,1.5650473,-0.0593373,-0.2328917,0.1735544
23,-1.4176582,-1.3622657,"('insincere', 'sincere')",0.88111204,0.91262543,-0.31447306,-0.4499774,6.1583304,6.10044,1.3268278,1.3002056,0.0266222
73,1.3734977,1.4229293,"('helpless', 'self-reliant')",-0.2124338,-0.23245546,0.048929453,0.18108983,-3.5364106,-3.3539631,-0.5816043,-0.4955999,-0.0860044
8,-1.3329793,-1.5315533,"('unaffectionate', 'affectionate')",-1.0557791,-1.300376,-2.0532482,-2.0686119,0.77298737,0.55255306,-0.9172548,-1.086997,0.1697422
21,-1.3326473,-1.2767538,"('immoral', 'moral')",1.6155336,1.8143685,0.34261936,0.16461214,-1.1273696,-0.9620907,-0.125466,-0.0649659,-0.0605001
45,-1.3124502,-1.2312242,"('incompetent', 'competent')",0.9547888,1.2482226,-0.36753216,-0.50887614,-0.41842487,-0.23993705,-0.2859046,-0.1829537,-0.1029509
39,1.310988,1.1952401,"('exploitative', 'cooperative')",2.5104113,2.3052542,1.7903697,1.5372342,0.4062902,0.3847371,1.5045147,1.3556165,0.1488982
59,1.2833486,1.1187799,"('foolish', 'wise')",-1.9610413,-2.1287146,-0.13906658,-0.038177907,0.38517317,0.10952089,-0.1078965,-0.2346479,0.1267514
85,1.2761834,0.8847825,"('insignificant', 'prestigious')",-2.3566594,-2.7225816,-1.125162,-1.0204083,1.2097827,0.69678205,-0.2489638,-0.5403563,0.2913925
9,-1.263076,-1.4554904,"('unaffectionate', 'caring')",-0.8878878,-1.1007823,-1.71115,-1.8152492,1.4912013,1.2954072,-0.5927281,-0.7690287,0.1763006
15,1.2105422,1.2025332,"('boring', 'funny')",-1.307356,-1.3213408,0.27291283,0.4664285,0.22588044,0.032735318,0.1004949,0.0950891,0.0054058
51,-1.2059239,-1.1647607,"('uneducated', 'educated')",1.4946731,1.5835545,0.7885735,0.97163534,0.6286506,0.75435627,0.4264933,0.5361964,-0.1097031
12,-1.2014134,-1.2109522,"('unsupportive', 'supportive')",1.140332,1.2476552,-1.0997093,-1.153887,-1.8280793,-1.6797698,-0.7472175,-0.6992384,-0.0479791
3,-1.1269177,-1.1964498,"('repellent', 'pleasant')",1.5619025,1.5106783,1.0375743,0.7560462,0.45350286,0.50535566,0.4815155,0.3939076,0.0876079
33,1.1080643,0.9188709,"('wrong', 'right')",-0.33932987,-0.6043637,0.024584124,-0.035672463,-0.56801474,-0.8302168,0.056326,-0.1378455,0.1941715
75,1.0764318,1.1152197,"('meek', 'impulsive')",-0.8096677,-0.7714247,-0.98709124,-0.61074436,-0.25375903,-0.20324352,-0.2435216,-0.1175482,-0.1259734
11,-1.0390866,-0.9323684,"('unhelpful', 'helpful')",0.6555703,0.75989026,0.306306,0.15028071,2.1952252,2.252644,0.5295038,0.5576116,-0.0281078
60,-1.0329409,-0.824729,"('inefficient', 'efficient')",2.8413513,3.1329563,0.35871023,9.3411654e-05,-0.3039957,0.27958673,0.4657812,0.6469769,-0.1811957
42,1.0271236,0.9991223,"('unreliable', 'reliable')",1.5507771,1.6722028,-0.24276924,-0.11343138,-3.258712,-2.841044,-0.2308952,-0.0707875,-0.1601077
41,-1.022442,-1.2125952,"('unforgiving', 'forgiving')",0.7833968,0.5818011,0.4268226,0.2177741,0.43209505,0.10407821,0.1549681,-0.0772355,0.2322036
62,-1.0167807,-0.8001007,"('incompetent', 'brilliant')",1.1165493,1.5076067,-0.5979077,-0.5723342,-0.02304082,0.45503473,-0.130295,0.1475517,-0.2778467
6,0.99850136,0.8445341,"('distant', 'open')",-3.5850384,-3.771087,-2.0593486,-1.9168828,0.3733787,0.043215707,-1.0681267,-1.2000549,0.1319282
