,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
69,2.4360912,2.260643,"('lazy', 'industrious')",1.1752398,1.3963661,1.8056655,1.8285046,-0.0228391
71,2.4124112,2.3942037,"('diffident', 'self-confident')",1.0458952,1.0458124,1.7291532,1.720008,0.0091452
85,2.2949607,2.6357493,"('insignificant', 'prestigious')",1.5060035,1.8905364,1.9004822,2.2631428,-0.3626606
81,-2.1357992,-2.4387248,"('submissive', 'aggressive')",-0.23024043,-0.36904442,-1.1830198,-1.4038846,0.2208648
82,-2.0474026,-2.2219434,"('poor', 'rich')",-0.98189414,-1.2000266,-1.5146484,-1.7109849,0.1963365
59,1.9590038,1.9538534,"('foolish', 'wise')",1.0818461,1.2345333,1.520425,1.5941933,-0.0737683
6,1.8746089,2.1620443,"('distant', 'open')",0.6339125,0.9736136,1.2542607,1.5678289,-0.3135682
10,-1.6919602,-1.7309704,"('unsympathetic', 'sympathetic')",-0.9103949,-1.0867356,-1.3011775,-1.4088531,0.1076756
14,-1.6821901,-1.7399399,"('antisocial', 'social')",0.51836723,0.34101284,-0.5819114,-0.6994635,0.1175521
33,1.5070351,1.6159292,"('wrong', 'right')",1.0135798,1.1962414,1.2603076,1.4060853,-0.1457777
45,-1.5020328,-1.4113355,"('incompetent', 'competent')",-0.15624188,-0.36026868,-0.8291373,-0.8858021,0.0566648
70,-1.5016804,-1.6230431,"('lethargic', 'energetic')",-0.5984464,-0.7804494,-1.0500634,-1.2017462,0.1516828
21,-1.493992,-1.6134149,"('immoral', 'moral')",0.31813526,0.20235255,-0.5879284,-0.7055312,0.1176028
35,1.4600387,1.8511405,"('corrupt', 'incorrupt')",0.7137163,0.9606661,1.0868775,1.4059033,-0.3190258
51,-1.4533312,-1.4621824,"('uneducated', 'educated')",-0.7629878,-0.76368344,-1.1081595,-1.1129329,0.0047734
36,1.435664,1.8612103,"('hostile', 'amicable')",0.9220253,1.1746602,1.1788447,1.5179353,-0.3390906
84,1.3933275,1.6141402,"('inferior', 'superior')",0.69338226,0.6987027,1.0433549,1.1564214,-0.1130665
57,-1.3870656,-1.3126173,"('unimaginative', 'imaginative')",-1.292351,-1.3281264,-1.3397083,-1.3203719,-0.0193364
25,1.3474505,1.3774703,"('egoistic', 'altruistic')",0.78068763,1.0440776,1.064069,1.2107739,-0.1467049
13,-1.3212382,-1.5903416,"('impolite', 'polite')",-0.5643716,-0.6390329,-0.9428049,-1.1146872,0.1718823
62,-1.2638258,-1.3969532,"('incompetent', 'brilliant')",-0.58377355,-0.72683764,-0.9237996,-1.0618954,0.1380958
86,-1.2121949,-1.0290227,"('uninfluential', 'influential')",-0.2952282,-0.29911843,-0.7537116,-0.6640705,-0.0896411
75,-1.1967,-0.82907546,"('meek', 'impulsive')",-0.88754386,-0.8129162,-1.0421219,-0.8209958,-0.2211261
22,-1.1719177,-1.1686985,"('untrustworthy', 'trustworthy')",-0.352573,-0.61409837,-0.7622454,-0.8913984,0.129153
31,1.1427817,1.7563723,"('evil', 'good')",0.6613671,0.8470474,0.9020745,1.3017099,-0.3996354
73,1.0875055,1.2503136,"('helpless', 'self-reliant')",0.01584592,0.15942568,0.5516757,0.7048696,-0.1531939
39,1.0744904,0.93588334,"('exploitative', 'cooperative')",0.4715422,0.45234585,0.7730163,0.6941146,0.0789017
49,-1.0660586,-1.1145719,"('unable', 'able')",-0.17342424,-0.23579136,-0.6197414,-0.6751816,0.0554402
76,-1.0624232,-1.1191509,"('anxious', 'daring')",0.561773,0.40800893,-0.2503251,-0.355571,0.1052459
1,1.0598775,1.3646629,"('unfriendly', 'friendly')",1.0636497,1.138591,1.0617635,1.251627,-0.1898635
5,1.0572126,1.3581101,"('distant', 'outgoing')",0.6635359,0.93775684,0.8603742,1.1479335,-0.2875593
55,-1.0562472,-1.3131986,"('incompetent', 'clever')",0.030070938,-0.39815685,-0.5130882,-0.8556777,0.3425895
20,-1.0117197,-1.0900328,"('rough', 'thoughtful')",0.2978804,0.30048814,-0.3569196,-0.3947724,0.0378528
66,-0.95403725,-0.9571601,"('inactive', 'active')",0.90239817,1.1121802,-0.0258195,0.0775101,-0.1033296
68,-0.9253724,-1.0435779,"('dependent', 'independent')",-1.5158422,-1.590367,-1.2206073,-1.3169725,0.0963652
46,-0.922181,-1.2052425,"('uncompetitive', 'competitive')",0.043427967,-0.2902878,-0.4393765,-0.7477652,0.3083887
60,-0.91813457,-1.1991051,"('inefficient', 'efficient')",0.22625436,-0.09889443,-0.3459401,-0.6489998,0.3030597
3,-0.90109605,-1.0326184,"('repellent', 'pleasant')",-0.7308083,-0.71553415,-0.8159522,-0.8740762,0.058124
52,0.89653015,1.3424438,"('irrational', 'rational')",0.8066372,1.111896,0.8515837,1.22717,-0.3755863
30,-0.88143545,-0.89517695,"('intolerant', 'tolerant')",-0.44026822,-0.62438947,-0.6608518,-0.7597832,0.0989314
72,-0.87381864,-0.84701693,"('unambitious', 'ambitious')",-1.3412409,-1.3825827,-1.1075298,-1.1147997,0.0072699
18,-0.8725835,-0.62971157,"('disagreeable', 'welcoming')",0.615882,0.67238826,-0.1283508,0.0213383,-0.1496891
15,0.85623205,1.0182655,"('boring', 'funny')",1.3614899,1.3855473,1.108861,1.2019064,-0.0930454
41,-0.84217185,-0.27219474,"('unforgiving', 'forgiving')",-0.013048328,-0.100605346,-0.4276101,-0.1864,-0.2412101
26,0.7657943,1.0647721,"('hardhearted', 'benevolent')",2.1522107,2.16034,1.4590025,1.6125561,-0.1535536
58,-0.74984163,-0.51100355,"('undiscriminating', 'discriminating')",-0.29337084,-0.5355248,-0.5216062,-0.5232642,0.001658
29,0.74464166,1.0643765,"('unfair', 'fair')",-0.49683195,-0.574311,0.1239049,0.2450327,-0.1211278
67,0.69394535,0.77569276,"('doubtful', 'determined')",-0.1288695,-0.053962685,0.2825379,0.360865,-0.0783271
43,-0.6072535,-1.0114403,"('irresponsible', 'responsible')",-0.19546922,-0.5398777,-0.4013613,-0.775659,0.3742977
2,0.59248817,0.5146064,"('unlikable', 'likable')",1.4314462,1.3724457,1.0119672,0.943526,0.0684412
9,0.57188785,0.7611151,"('unaffectionate', 'caring')",0.6575781,0.78785634,0.614733,0.7744857,-0.1597527
50,0.55153465,0.41031456,"('clumsy', 'skillful')",1.2576529,1.3149848,0.9045938,0.8626497,0.0419441
64,-0.54647934,-0.72234124,"('shy', 'confident')",0.11844567,0.120899126,-0.2140168,-0.300721,0.0867042
79,0.5373009,0.8467787,"('wavering', 'unwavering')",0.23672856,0.512874,0.3870147,0.6798264,-0.2928117
8,0.5097431,0.6119929,"('unaffectionate', 'affectionate')",0.8321359,0.8827058,0.6709395,0.7473494,-0.0764099
12,0.4807269,0.6089913,"('unsupportive', 'supportive')",0.42518616,0.46561563,0.4529565,0.5373034,-0.0843469
80,-0.44142178,-0.8122227,"('dominated', 'dominating')",-0.22969818,-0.30037272,-0.33556,-0.5562977,0.2207377
78,0.44069213,0.25343138,"('nonresilient', 'resilient')",0.13941595,0.013645723,0.290054,0.1335385,0.1565155
0,-0.42748755,-0.639744,"('unsociable', 'sociable')",0.36900324,0.18084416,-0.0292422,-0.2294499,0.2002077
44,-0.4208606,-0.6595486,"('prejudiced', 'unprejudiced')",-1.1221067,-1.1666297,-0.7714837,-0.9130892,0.1416055
16,0.40931928,0.48991135,"('unpopular', 'popular')",0.4058212,0.41340995,0.4075702,0.4516606,-0.0440904
53,0.3907349,0.5169325,"('uncreative', 'creative')",0.05557423,0.17058668,0.2231546,0.3437596,-0.120605
61,0.38405845,0.29145086,"('illogical', 'logical')",0.6920306,0.63035023,0.5380445,0.4609005,0.077144
56,-0.35167357,-0.47362843,"('impractical', 'practical')",-0.25996473,-0.35891205,-0.3058192,-0.4162703,0.1104511
42,-0.3474311,-0.1686059,"('unreliable', 'reliable')",0.5532851,0.6094793,0.102927,0.2204367,-0.1175097
19,0.33764,0.68660605,"('inhospitable', 'hospitable')",-0.7107902,-0.42893395,-0.1865751,0.1288361,-0.3154112
23,-0.3372194,-0.60402095,"('insincere', 'sincere')",-0.79207575,-0.92220557,-0.5646476,-0.7631133,0.1984657
28,-0.33407754,-0.20181449,"('disloyal', 'loyal')",0.11978113,0.09409455,-0.1071482,-0.05386,-0.0532882
74,0.32718068,0.45820045,"('undedicated', 'dedicated')",0.62006384,0.5686608,0.4736223,0.5134306,-0.0398083
38,0.26348934,0.37538317,"('untruthful', 'truthful')",-0.89160687,-0.7759986,-0.3140588,-0.2003077,-0.1137511
32,0.25748837,0.08733535,"('unkind', 'kind')",0.4081502,0.25468028,0.3328193,0.1710078,0.1618115
63,0.23017655,0.07564208,"('unperceptive', 'insightful')",0.41139707,0.30186382,0.3207868,0.1887529,0.1320339
87,0.17039908,-0.1586736,"('unsuccessful', 'successful')",2.0622199,2.0512962,1.1163095,0.9463113,0.1699982
65,-0.1617089,-0.51661575,"('insecure', 'secure')",-0.37213933,-0.7203841,-0.2669241,-0.6184999,0.3515758
34,-0.14341639,-0.2803083,"('mean', 'honorable')",0.17375293,0.15891384,0.0151683,-0.0606972,0.0758655
4,0.13869071,0.62829477,"('disliked', 'liked')",0.35762617,0.4661884,0.2481584,0.5472416,-0.2990832
40,0.13496915,0.44931963,"('stingy', 'generous')",-0.6704333,-0.5852232,-0.2677321,-0.0679518,-0.1997803
77,-0.13362804,-0.25061798,"('unmotivated', 'motivated')",-0.19655617,-0.114442065,-0.1650921,-0.18253,0.0174379
7,-0.10984972,-0.21081385,"('insensitive', 'sensitive')",-0.60642165,-0.8149935,-0.3581357,-0.5129037,0.154768
24,-0.10448357,-0.15380114,"('dishonest', 'honest')",0.33445814,0.30204564,0.1149873,0.0741223,0.040865
83,-0.10166547,0.035864357,"('powerless', 'powerful')",0.042956542,0.07868065,-0.0293545,0.0572725,-0.086627
17,-0.08941475,0.2823825,"('nasty', 'nice')",0.15771782,0.3341476,0.0341515,0.308265,-0.2741135
27,-0.083333164,-0.16462989,"('hardhearted', 'softhearted')",-0.48843545,-0.56104964,-0.2858843,-0.3628398,0.0769555
11,-0.07760257,-0.16600007,"('unhelpful', 'helpful')",-1.0589143,-1.1545113,-0.5682585,-0.6602557,0.0919972
47,-0.053155683,-0.3894524,"('stupid', 'smart')",0.6858597,0.5431535,0.316352,0.0768506,0.2395014
54,-0.04423839,-0.15643612,"('incapable', 'capable')",0.45419407,0.6411609,0.2049778,0.2423624,-0.0373846
48,0.03193306,-0.011570826,"('unintelligent', 'intelligent')",-0.025696605,-0.16797303,0.0031182,-0.0897719,0.0928901
88,-0.023269193,-0.22296526,"('low', 'eminent')",0.27202916,0.32053,0.12438,0.0487824,0.0755976
37,0.02153603,-0.05284474,"('fake', 'genuine')",-0.033403527,-0.044034477,-0.0059337,-0.0484396,0.0425059
