,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
1,-2.0180447,-2.5891259,"('unfriendly', 'friendly')",1.9752433,1.5905728,-0.0214007,-0.4992765,0.4778758
86,-1.9449323,-1.8617139,"('uninfluential', 'influential')",0.10608149,0.46764556,-0.9194254,-0.6970342,-0.2223912
27,-1.5783002,-1.8135107,"('hardhearted', 'softhearted')",0.39126527,0.04862852,-0.5935175,-0.882441,0.2889235
10,-1.5404568,-1.3449447,"('unsympathetic', 'sympathetic')",-0.7259039,-0.6393235,-1.1331804,-0.9921341,-0.1410463
69,1.5368018,1.5192723,"('lazy', 'industrious')",0.5844939,0.47252864,1.0606478,0.9959005,0.0647473
9,-1.5075041,-1.7089562,"('unaffectionate', 'caring')",1.1657829,1.0616364,-0.1708606,-0.3236599,0.1527993
8,-1.473702,-1.8224138,"('unaffectionate', 'affectionate')",0.99115694,0.68273884,-0.2412725,-0.5698375,0.328565
13,-1.4725872,-1.3436866,"('impolite', 'polite')",-1.4219903,-1.2131358,-1.4472888,-1.2784111,-0.1688777
18,-1.3893051,-1.752394,"('disagreeable', 'welcoming')",-0.70573235,-0.9939646,-1.0475187,-1.3731793,0.3256606
23,-1.3845342,-1.451334,"('insincere', 'sincere')",3.1116915,1.9826217,0.8635786,0.2656438,0.5979348
51,-1.3627175,-1.0756077,"('uneducated', 'educated')",-0.4474694,-0.26959026,-0.9050934,-0.672599,-0.2324944
0,-1.3169925,-1.3026338,"('unsociable', 'sociable')",-0.84804994,-0.6417399,-1.0825212,-0.9721868,-0.1103344
73,1.2943714,1.080979,"('helpless', 'self-reliant')",-1.7420868,-0.9689598,-0.2238577,0.0560096,-0.2798673
48,-1.2688072,-0.9831385,"('unintelligent', 'intelligent')",-0.2685751,-0.16991201,-0.7686911,-0.5765253,-0.1921658
45,-1.2185998,-1.1157968,"('incompetent', 'competent')",0.3644733,1.2009351,-0.4270632,0.0425692,-0.4696324
32,-1.1871973,-1.1916574,"('unkind', 'kind')",0.09655859,-0.08387421,-0.5453194,-0.6377658,0.0924464
24,-1.1805965,-1.3274486,"('dishonest', 'honest')",0.3516056,0.33777067,-0.4144954,-0.494839,0.0803436
11,-1.1538557,-1.1205329,"('unhelpful', 'helpful')",0.36327934,0.22853589,-0.3952882,-0.4459985,0.0507103
43,-1.1490781,-1.1761776,"('irresponsible', 'responsible')",0.81015825,0.8606046,-0.1694599,-0.1577865,-0.0116734
63,-1.1344149,-1.2999274,"('unperceptive', 'insightful')",0.689155,0.9679662,-0.22263,-0.1659806,-0.0566494
84,1.1260107,1.221371,"('inferior', 'superior')",0.48523998,0.41093692,0.8056253,0.816154,-0.0105287
57,-1.1234651,-0.91325915,"('unimaginative', 'imaginative')",-1.0242671,0.066107616,-1.0738661,-0.4235758,-0.6502903
38,-1.0687742,-1.1921468,"('untruthful', 'truthful')",-0.16948175,-0.017267613,-0.619128,-0.6047072,-0.0144208
39,1.042949,1.0874524,"('exploitative', 'cooperative')",0.57337487,0.709126,0.8081619,0.8982892,-0.0901273
19,-0.97797686,-1.2528093,"('inhospitable', 'hospitable')",-0.45773193,-0.53934115,-0.7178544,-0.8960752,0.1782208
88,-0.9685189,-1.0015672,"('low', 'eminent')",-0.15874201,-0.29155046,-0.5636305,-0.6465589,0.0829284
