,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,male-female
46,-0.9600307,-0.7120323,"('uncompetitive', 'competitive')",-0.6040255,-0.2555794,-0.7820281,-0.4838059,-0.2982222
81,-0.952393,-0.68114007,"('submissive', 'aggressive')",-1.2747853,-0.98950154,-1.1135892,-0.8353208,-0.2782684
72,-0.9096457,-1.0894663,"('unambitious', 'ambitious')",0.80829585,0.81323993,-0.0506749,-0.1381132,0.0874383
41,-0.8847444,-1.2209759,"('unforgiving', 'forgiving')",0.22944903,0.5915074,-0.3276477,-0.3147343,-0.0129134
60,-0.8663695,-0.5885553,"('inefficient', 'efficient')",-0.7804539,-0.44104263,-0.8234117,-0.5147989,-0.3086128
53,-0.8657159,-0.99674934,"('uncreative', 'creative')",1.2160201,0.9444222,0.1751521,-0.0261636,0.2013157
12,-0.8465067,-0.74559987,"('unsupportive', 'supportive')",-1.0750862,-0.3883977,-0.9607965,-0.5669988,-0.3937977
20,0.8071625,1.1149764,"('rough', 'thoughtful')",1.2935461,1.1891346,1.0503542,1.1520555,-0.1017013
7,-0.8066421,-0.5356758,"('insensitive', 'sensitive')",0.15984726,0.29110214,-0.3233974,-0.1222868,-0.2011106
55,-0.8015856,-0.4334235,"('incompetent', 'clever')",-0.23505716,0.087280765,-0.5183214,-0.1730714,-0.34525
62,-0.7496496,-0.48293182,"('incompetent', 'brilliant')",-0.116227366,0.29486218,-0.4329385,-0.0940348,-0.3389037
21,-0.7151884,-0.6453738,"('immoral', 'moral')",-1.2941287,-1.3288308,-1.0046585,-0.9871023,-0.0175562
29,0.70078176,0.81435436,"('unfair', 'fair')",-0.4347954,-0.34682184,0.1329932,0.2337663,-0.1007731
82,-0.69906205,-0.93045324,"('poor', 'rich')",4.0197635,2.5626862,1.6603507,0.8161165,0.8442342
26,-0.67970556,-0.57174385,"('hardhearted', 'benevolent')",2.7596161,3.0006251,1.0399553,1.2144406,-0.1744853
15,-0.6785062,-0.5077454,"('boring', 'funny')",-0.18662952,-0.15188973,-0.4325679,-0.3298176,-0.1027503
35,0.6769761,0.7090627,"('corrupt', 'incorrupt')",0.048952326,-0.17160273,0.3629642,0.26873,0.0942342
78,-0.61604613,-0.57208085,"('nonresilient', 'resilient')",0.5379424,0.71559393,-0.0390519,0.0717565,-0.1108084
77,-0.59763086,-0.39858553,"('unmotivated', 'motivated')",-0.87094206,-0.7842467,-0.7342864,-0.5914161,-0.1428703
42,0.58885986,0.5479166,"('unreliable', 'reliable')",-1.6333466,-0.7114846,-0.5222434,-0.081784,-0.4404594
44,0.5811952,0.79369545,"('prejudiced', 'unprejudiced')",-1.462793,-1.316304,-0.4407989,-0.2613043,-0.1794946
47,-0.5660662,-0.5715247,"('stupid', 'smart')",3.7928166,2.8603249,1.6133752,1.1444001,0.4689751
68,-0.54335326,-0.47664946,"('dependent', 'independent')",-0.9665465,-0.91998404,-0.7549499,-0.6983168,-0.0566331
70,-0.50956136,-0.25914732,"('lethargic', 'energetic')",-0.21605924,0.33900377,-0.3628103,0.0399282,-0.4027385
49,-0.5089618,-0.4285526,"('unable', 'able')",-0.583864,-0.6454476,-0.5464129,-0.5370001,-0.0094128
17,-0.5079048,-0.48220038,"('nasty', 'nice')",-1.202304,-1.2264938,-0.8551044,-0.8543471,-0.0007573
67,0.49499005,0.4769728,"('doubtful', 'determined')",-0.91458,-0.9342196,-0.209795,-0.2286234,0.0188284
76,-0.49398538,-0.5745555,"('anxious', 'daring')",-0.49351114,-0.60991424,-0.4937482,-0.5922348,0.0984866
28,-0.45471552,-0.5748541,"('disloyal', 'loyal')",0.874047,0.65313447,0.2096657,0.0391402,0.1705255
71,-0.4232713,-0.13772622,"('diffident', 'self-confident')",0.2476384,0.70874554,-0.0878164,0.2855096,-0.373326
6,-0.4119618,-0.7534563,"('distant', 'open')",0.64296454,0.33778143,0.1155014,-0.2078374,0.3233388
30,-0.362031,-0.38145316,"('intolerant', 'tolerant')",0.18941846,0.3375641,-0.0863063,-0.0219445,-0.0643618
22,-0.33442086,-0.20516363,"('untrustworthy', 'trustworthy')",-0.7629004,-0.16190484,-0.5486606,-0.1835342,-0.3651264
25,-0.26910666,-0.6885832,"('egoistic', 'altruistic')",1.7993127,1.1534487,0.765103,0.2324328,0.5326702
50,0.25757912,0.06488852,"('clumsy', 'skillful')",-0.18429509,-0.47842574,0.036642,-0.2067686,0.2434106
36,0.24426672,-0.14816561,"('hostile', 'amicable')",1.4244894,0.96731067,0.8343781,0.4095725,0.4248056
65,-0.22562128,0.032288708,"('insecure', 'secure')",-0.17465201,-0.04653264,-0.2001366,-0.007122,-0.1930146
79,0.21916881,-0.10445339,"('wavering', 'unwavering')",-0.029855464,-0.14295003,0.0946567,-0.1237017,0.2183584
59,0.21404605,-0.14536253,"('foolish', 'wise')",0.44917992,-0.032806937,0.331613,-0.0890847,0.4206977
54,-0.20481208,-0.35583916,"('incapable', 'capable')",0.8754608,0.4046438,0.3353243,0.0244023,0.310922
14,-0.18558161,0.21187541,"('antisocial', 'social')",0.2574106,0.85420763,0.0359145,0.5330415,-0.497127
34,0.18400155,0.16337131,"('mean', 'honorable')",3.1410708,2.147092,1.6625361,1.1552317,0.5073044
4,-0.17944703,-0.32199937,"('disliked', 'liked')",-3.9110785,-2.228506,-2.0452628,-1.2752527,-0.7700101
33,0.16957512,0.14424045,"('wrong', 'right')",0.21022224,0.19954363,0.1898987,0.171892,0.0180067
66,0.16570236,0.25110596,"('inactive', 'active')",1.0863037,1.0754288,0.626003,0.6632674,-0.0372644
2,0.15677914,-0.24216406,"('unlikable', 'likable')",0.6417036,0.42647228,0.3992414,0.0921541,0.3070873
75,0.15666156,0.07600349,"('meek', 'impulsive')",-0.9592672,-0.76079893,-0.4013028,-0.3423977,-0.0589051
64,0.1522853,0.49769703,"('shy', 'confident')",-4.26106,-2.811841,-2.0543876,-1.1570719,-0.8973157
74,0.10153842,-0.06782091,"('undedicated', 'dedicated')",1.0868446,1.4325663,0.5941915,0.6823727,-0.0881812
37,0.093232825,0.27087644,"('fake', 'genuine')",0.5671541,0.5932898,0.3301935,0.4320831,-0.1018896
16,-0.092022896,-0.5322292,"('unpopular', 'popular')",0.16102159,-0.28849438,0.0344993,-0.4103618,0.4448611
56,-0.0887897,0.15041712,"('impractical', 'practical')",0.14003256,0.3932797,0.0256214,0.2718484,-0.246227
5,-0.07944173,-0.3419761,"('distant', 'outgoing')",0.546197,0.44303992,0.2333776,0.0505319,0.1828457
31,0.07658293,-0.23114079,"('evil', 'good')",0.21121143,0.45167935,0.1438972,0.1102693,0.0336279
87,-0.065646484,0.18464866,"('unsuccessful', 'successful')",1.3624116,1.638437,0.6483825,0.9115428,-0.2631603
52,0.049761828,-0.48391846,"('irrational', 'rational')",0.54693925,-0.29793552,0.2983505,-0.390927,0.6892775
83,-0.047651332,0.18518335,"('powerless', 'powerful')",-0.6903945,-0.37967524,-0.3690229,-0.0972459,-0.271777
85,-0.046225518,-0.62999,"('insignificant', 'prestigious')",0.7601243,0.39821988,0.3569494,-0.115885,0.4728344
80,-0.023622267,0.6895029,"('dominated', 'dominating')",-0.15155686,0.78631616,-0.0875896,0.7379096,-0.8254992
40,0.022068538,-0.2501965,"('stingy', 'generous')",-1.1431582,-0.8078921,-0.5605448,-0.5290443,-0.0315005
61,-0.013871037,-0.11508834,"('illogical', 'logical')",0.904346,0.82718873,0.4452375,0.3560502,0.0891873
58,0.006690737,-0.14366847,"('undiscriminating', 'discriminating')",0.93940115,1.3618606,0.4730459,0.6090961,-0.1360502
3,-0.004494398,-0.16306223,"('repellent', 'pleasant')",-0.19655582,-0.4344583,-0.1005251,-0.2987603,0.1982352
