,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
26,2.7766838,2.2822595,"('hardhearted', 'benevolent')",1.912676,1.6049508,2.039966,1.9937184,2.2431086,1.9603097,0.2827989
69,2.7410662,3.031525,"('lazy', 'industrious')",1.8776674,2.2883139,-0.335292,-0.3148063,1.4278138,1.668344,-0.2405302
21,-2.5231671,-2.7758667,"('immoral', 'moral')",-1.0779372,-1.4185624,-1.1937242,-1.3605919,-1.5982761,-1.8516738,0.2533977
85,2.4259756,2.1483583,"('insignificant', 'prestigious')",1.8479916,1.7668517,-0.5578602,-0.5699901,1.2387024,1.1150733,0.1236291
76,-2.3448875,-2.154741,"('anxious', 'daring')",-1.3974661,-1.458133,0.16225182,0.28210402,-1.1933672,-1.1102567,-0.0831105
55,-2.235215,-2.7489355,"('incompetent', 'clever')",-0.52729386,-1.091157,-0.08441546,-0.23978192,-0.9489748,-1.3599582,0.4109834
36,2.1702917,1.9758531,"('hostile', 'amicable')",-0.19940558,-0.18610545,-0.2963817,-0.26289052,0.5581681,0.5089524,0.0492157
60,-2.1409302,-2.395252,"('inefficient', 'efficient')",-0.22589026,-0.57979256,-0.42595208,-0.58960783,-0.9309241,-1.1882175,0.2572934
13,-2.1211379,-2.279716,"('impolite', 'polite')",-0.8964161,-0.9862598,-0.5695883,-0.7198945,-1.1957142,-1.3286235,0.1329093
43,-1.9963549,-2.3558698,"('irresponsible', 'responsible')",-1.0106298,-1.3415399,0.2358738,0.41678762,-0.9237037,-1.0935407,0.169837
63,-1.9891354,-2.4728935,"('unperceptive', 'insightful')",-0.07131112,-0.34393746,0.6134293,0.6203777,-0.4823391,-0.732151,0.2498119
65,-1.9447354,-2.1676705,"('insecure', 'secure')",-1.5143472,-1.7332467,-0.0394864,-0.17484342,-1.1661897,-1.3585868,0.1923971
45,-1.8564432,-2.413298,"('incompetent', 'competent')",-0.6364129,-1.0367492,-0.16854721,-0.3283615,-0.8871344,-1.2594695,0.3723351
1,1.8027425,1.0398949,"('unfriendly', 'friendly')",1.5568099,1.0104963,1.6229149,1.3874339,1.6608224,1.1459417,0.5148807
5,1.7951022,1.7392514,"('distant', 'outgoing')",0.2005899,0.36686713,-0.82631934,-0.73276937,0.3897909,0.457783,-0.0679921
40,1.7945063,1.2657927,"('stingy', 'generous')",1.267067,0.88061243,-2.028752,-2.0454519,0.3442737,0.0336511,0.3106226
35,1.7692246,2.1129925,"('corrupt', 'incorrupt')",-0.24405424,0.11125002,-0.6824765,-0.6943234,0.280898,0.509973,-0.229075
33,1.753417,1.725239,"('wrong', 'right')",1.2103446,1.32096,-0.42260534,-0.5531803,0.8470521,0.8310063,0.0160458
62,-1.7324427,-2.0458093,"('incompetent', 'brilliant')",-0.37980965,-0.69686997,-0.5495056,-0.55898005,-0.8872526,-1.100553,0.2133004
46,-1.6926787,-2.2706099,"('uncompetitive', 'competitive')",-0.28448108,-0.8768799,-0.18626447,-0.40297443,-0.7211414,-1.1834881,0.4623467
6,1.6898595,1.5754,"('distant', 'open')",0.31602514,0.40716845,-0.5257888,-0.40045905,0.4933653,0.5273698,-0.0340045
74,1.6760455,1.3961271,"('undedicated', 'dedicated')",0.615339,0.3097064,0.69344175,0.44853422,0.994942,0.7181226,0.2768194
70,-1.6596545,-1.8341962,"('lethargic', 'energetic')",-1.3942579,-1.7439244,0.35655752,0.30356762,-0.8991183,-1.0915177,0.1923994
81,-1.6582175,-1.6927023,"('submissive', 'aggressive')",-0.26274943,-0.47183433,-0.40125358,-0.37579706,-0.7740735,-0.8467779,0.0727044
0,-1.6253908,-2.1416347,"('unsociable', 'sociable')",0.23850156,-0.13468167,-0.16815014,-0.30934522,-0.5183465,-0.8618872,0.3435407
22,-1.5238452,-1.7861135,"('untrustworthy', 'trustworthy')",-1.1422651,-1.4195784,-1.0010687,-1.2974037,-1.222393,-1.5010319,0.2786389
