,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
51,-1.4736456,-1.2620177,"('uneducated', 'educated')",-0.517656,-0.57617337,0.92526096,0.82908505,-0.3553468,-0.3363686,-0.0189782
11,-1.4678696,-1.5019764,"('unhelpful', 'helpful')",-0.22742328,-0.37667665,2.5012794,2.5844464,0.2686621,0.2352645,0.0333976
39,1.3970469,1.2443347,"('exploitative', 'cooperative')",0.38641533,0.29183626,0.07016011,-0.052701194,0.6178741,0.4944899,0.1233842
10,-1.3904897,-2.028936,"('unsympathetic', 'sympathetic')",-1.0535252,-1.7089396,0.16708721,0.06598809,-0.7589759,-1.2239625,0.4649866
14,-1.3734515,-1.8368472,"('antisocial', 'social')",-0.4220475,-0.8226941,-0.53202754,-0.85396963,-0.7758422,-1.1711703,0.3953281
56,-1.3685083,-1.4464464,"('impractical', 'practical')",0.79387605,0.4947266,-0.18857037,-0.24056563,-0.2544009,-0.3974285,0.1430276
3,-1.3545003,-1.438823,"('repellent', 'pleasant')",-1.5913416,-1.8167303,0.4359494,0.35082737,-0.8366308,-0.9682419,0.1316111
59,1.3499495,1.5334388,"('foolish', 'wise')",-0.007948615,0.20795621,-0.1161499,-0.115661606,0.408617,0.5419111,-0.1332941
9,1.2943646,0.77297646,"('unaffectionate', 'caring')",0.82222384,0.45233324,0.84210306,0.7383354,0.9862305,0.6545484,0.3316821
66,1.2694495,1.2483778,"('inactive', 'active')",-0.29669744,-0.44024426,0.9006874,0.64683944,0.6244798,0.484991,0.1394888
80,-1.2558683,-1.0863982,"('dominated', 'dominating')",-1.0717704,-1.2089802,-0.029167354,-0.13230786,-0.785602,-0.8092287,0.0236267
44,-1.1929957,-0.94541496,"('prejudiced', 'unprejudiced')",-1.44689,-1.1726495,-1.9020212,-1.968096,-1.5139689,-1.3620536,-0.1519153
42,-1.1876397,-1.504691,"('unreliable', 'reliable')",-0.24606538,-0.47548693,-2.1859531,-1.9606621,-1.2065527,-1.3136133,0.1070606
7,-1.1839802,-1.5259027,"('insensitive', 'sensitive')",-0.5940504,-0.8714587,0.1562123,0.13237973,-0.5406061,-0.7549939,0.2143878
30,-1.1490364,-1.3609565,"('intolerant', 'tolerant')",-0.80912274,-1.0018796,-0.24479648,-0.12815918,-0.7343186,-0.8303318,0.0960132
71,1.1359966,0.81280607,"('diffident', 'self-confident')",1.0155648,1.076482,0.090509,0.10970594,0.7473567,0.6663314,0.0810253
15,1.1180767,1.2501482,"('boring', 'funny')",-0.28199878,-0.08556052,0.56276083,0.48518407,0.4662796,0.5499239,-0.0836443
53,1.1105287,0.5156763,"('uncreative', 'creative')",0.61680615,0.1581235,1.0733305,1.1444927,0.9335551,0.6060975,0.3274576
77,-1.0728152,-1.2387898,"('unmotivated', 'motivated')",0.15338954,-0.07890902,-1.2645453,-1.1540371,-0.7279903,-0.823912,0.0959217
64,-1.0623006,-1.2896423,"('shy', 'confident')",-0.5809625,-0.6938126,-5.655996,-5.6507397,-2.4330864,-2.5447315,0.1116451
52,1.0586215,1.0837054,"('irrational', 'rational')",-0.21369818,-0.15548974,-0.5505834,-0.47303918,0.0981133,0.1517255,-0.0536122
29,-1.0036932,-0.9054781,"('unfair', 'fair')",-0.9024983,-0.8965336,-0.9587697,-0.8915785,-0.954987,-0.8978634,-0.0571236
8,0.98832935,0.55373925,"('unaffectionate', 'affectionate')",1.0238435,0.649581,0.57676804,0.56616277,0.8629804,0.5898277,0.2731527
31,0.9673674,0.88173246,"('evil', 'good')",0.34597057,0.39744797,-1.4988744,-1.2898207,-0.0618455,-0.0035468,-0.0582987
38,-0.94542253,-0.81489515,"('untruthful', 'truthful')",-0.10490757,-0.27842444,-0.074512534,-0.06989904,-0.3749475,-0.3877396,0.0127921
82,-0.8514509,-0.95521575,"('poor', 'rich')",-0.84183633,-0.9138718,5.927758,5.9279733,1.4114903,1.3529619,0.0585284
18,0.8337695,0.52257365,"('disagreeable', 'welcoming')",0.038708404,-0.2800099,-1.1282063,-1.2941235,-0.0852428,-0.3505199,0.2652771
23,-0.83330107,-0.9742997,"('insincere', 'sincere')",-0.4129816,-0.617545,5.2325954,5.184928,1.328771,1.1976944,0.1310766
47,-0.77155447,-1.0733123,"('stupid', 'smart')",0.06504824,-0.15375106,4.694767,4.382672,1.3294202,1.0518696,0.2775506
27,0.76556176,0.20126972,"('hardhearted', 'softhearted')",-0.91003716,-0.99578923,0.54921603,0.4744157,0.1349135,-0.1067013,0.2416148
57,-0.6979039,-1.4817367,"('unimaginative', 'imaginative')",-0.2362373,-0.7778121,-2.5338078,-2.8442037,-1.155983,-1.7012507,0.5452677
84,0.6903711,0.52040595,"('inferior', 'superior')",1.1398109,1.0295286,0.9629117,0.76675737,0.9310312,0.7722306,0.1588006
73,0.66810316,0.76556355,"('helpless', 'self-reliant')",0.34622386,0.5029646,-3.441543,-3.404202,-0.809072,-0.7118913,-0.0971807
28,-0.6614069,-1.0679104,"('disloyal', 'loyal')",0.68917,0.12329413,1.4732149,1.5292075,0.500326,0.1948637,0.3054623
32,-0.65381205,-1.020872,"('unkind', 'kind')",0.24965994,0.00983531,1.0894367,0.9518926,0.2284282,-0.0197147,0.2481429
17,-0.63345957,-0.48732272,"('nasty', 'nice')",-0.673709,-0.5511041,-0.5902032,-0.5568882,-0.6324573,-0.5317717,-0.1006856
48,-0.5630585,-0.8751861,"('unintelligent', 'intelligent')",0.14736477,-0.09847218,-0.3255357,-0.04466181,-0.2470765,-0.33944,0.0923635
54,0.5552091,0.52656305,"('incapable', 'capable')",-0.23315087,-0.1480876,0.79751873,0.8977053,0.3731923,0.4253936,-0.0522013
25,0.53657246,0.36495972,"('egoistic', 'altruistic')",0.73192257,0.78548723,0.8384108,1.1267505,0.702302,0.7590658,-0.0567638
78,-0.5292314,-0.89546585,"('nonresilient', 'resilient')",0.99758077,0.6359306,0.65433675,0.63371396,0.3742287,0.1247262,0.2495025
68,-0.5259482,-0.41580087,"('dependent', 'independent')",-1.3165613,-1.1794254,-1.5422754,-1.6530648,-1.1282616,-1.0827637,-0.0454979
4,0.49727234,0.34977064,"('disliked', 'liked')",-0.033338435,-0.043854255,-6.2037134,-6.093891,-1.9132598,-1.9293249,0.0160651
88,0.44798955,0.40156877,"('low', 'eminent')",-0.30895597,-0.35121992,-0.05494793,-0.050020836,0.0280286,0.0001093,0.0279193
2,0.44774684,0.13636994,"('unlikable', 'likable')",0.6283628,0.4346401,0.76858073,0.53565615,0.6148968,0.3688887,0.2460081
12,0.39772576,-0.021198452,"('unsupportive', 'supportive')",0.75713265,0.55101204,-1.621043,-1.4762155,-0.1553949,-0.3154673,0.1600724
41,-0.39598057,-0.8923727,"('unforgiving', 'forgiving')",0.86512434,0.49642664,0.32016492,0.10025532,0.2631029,-0.0985636,0.3616665
19,0.36552635,0.40778795,"('inhospitable', 'hospitable')",-0.47942594,-0.4354079,-0.032264367,-0.1210128,-0.0487213,-0.0495443,0.000823
49,-0.35176265,-0.5633581,"('unable', 'able')",-0.9452736,-1.1487033,-0.79626226,-1.1023456,-0.6977661,-0.9381356,0.2403695
58,0.29640034,-0.18858658,"('undiscriminating', 'discriminating')",0.72627354,0.38544863,0.6839581,0.51101166,0.5688773,0.2359579,0.3329194
79,0.28624168,0.5437115,"('wavering', 'unwavering')",-0.3038072,-0.13425852,-0.22198752,0.25404713,-0.079851,0.2211667,-0.3010177
83,-0.25967473,-0.39417264,"('powerless', 'powerful')",0.10662537,0.018427119,-1.3189816,-1.1347387,-0.490677,-0.5034947,0.0128177
24,-0.24694102,-0.36521628,"('dishonest', 'honest')",-0.69853425,-0.98855734,0.45426017,0.44123122,-0.1637384,-0.3041808,0.1404424
61,-0.24270956,-0.49848783,"('illogical', 'logical')",-0.5347514,-0.72270906,-0.57253325,-0.76124007,-0.4499981,-0.6608123,0.2108142
20,0.18781628,-0.08593474,"('rough', 'thoughtful')",0.44298935,0.18313345,0.6251952,0.5507186,0.4186669,0.2159724,0.2026945
72,0.15631668,-0.039269708,"('unambitious', 'ambitious')",0.26012805,0.10390917,-0.7772247,-0.7682403,-0.12026,-0.2345336,0.1142736
87,-0.13943855,-0.24984634,"('unsuccessful', 'successful')",0.008257747,0.029645398,0.56004167,0.2121844,0.1429536,-0.0026722,0.1456258
86,0.13900758,-0.3660344,"('uninfluential', 'influential')",0.56248623,0.0767934,0.13863355,0.15442279,0.2800424,-0.0449394,0.3249818
16,-0.08145155,-0.02035696,"('unpopular', 'popular')",-0.27864435,-0.053571343,0.24637528,0.6466225,-0.0379069,0.1908981,-0.228805
34,0.07897878,0.13267225,"('mean', 'honorable')",-0.30703878,-0.30830157,4.6692696,4.707132,1.4804033,1.5105009,-0.0300976
67,0.07378338,0.26523143,"('doubtful', 'determined')",0.49705413,0.78995574,0.23995186,0.5702463,0.2702631,0.5418111,-0.271548
37,-0.05232547,0.07171488,"('fake', 'genuine')",-0.37202603,-0.62233526,0.6572884,0.5486877,0.0776456,-0.0006442,0.0782898
75,-0.035869192,0.13322768,"('meek', 'impulsive')",-0.7595868,-0.35833192,-0.39996672,-0.22967444,-0.3984742,-0.1515929,-0.2468813
50,-0.0048642475,0.11380081,"('clumsy', 'skillful')",-0.8926731,-0.88837826,0.46589953,0.68486965,-0.1438793,-0.0299026,-0.1139767
