,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,male-female
12,0.7789074,0.934852,"('unsupportive', 'supportive')",0.6540344,0.5263971,-1.4512272,-1.5953048,-0.0060951,-0.0446852,0.0385901
46,-0.74816644,-0.2108289,"('uncompetitive', 'competitive')",-0.6934154,-0.8341373,-0.8504663,-0.7607262,-0.7640161,-0.6018975,-0.1621186
17,-0.74100405,-0.80609787,"('nasty', 'nice')",-0.7406143,-0.68452847,-0.11120899,-0.026081918,-0.5309425,-0.5055694,-0.0253731
52,0.7375007,0.1810535,"('irrational', 'rational')",0.8474626,0.6081426,0.07686653,-0.2021587,0.5539433,0.1956791,0.3582642
47,-0.7356241,-0.43243107,"('stupid', 'smart')",0.43513522,0.47065532,5.445981,5.5872245,1.715164,1.8751496,-0.1599856
39,0.6726651,0.8610153,"('exploitative', 'cooperative')",-0.26573607,-0.02989192,-0.0064848745,0.19935784,0.1334814,0.3434937,-0.2100123
45,-0.6628476,-0.02524344,"('incompetent', 'competent')",-0.19774687,-0.08318581,0.23485199,0.092571,-0.2085808,-0.0052861,-0.2032947
31,-0.66161615,-0.45458615,"('evil', 'good')",-0.07484262,-0.0651514,-0.7953974,-1.0470378,-0.5106187,-0.5222584,0.0116397
36,0.62862366,0.18926147,"('hostile', 'amicable')",0.015180428,-0.35923612,-0.09253596,-0.5472474,0.183756,-0.239074,0.42283
11,0.6239505,0.6844682,"('unhelpful', 'helpful')",-0.6242831,-0.6111935,2.5844543,2.640396,0.8613739,0.9045569,-0.043183
8,0.5952656,0.2757436,"('unaffectionate', 'affectionate')",0.9496726,0.64629054,0.9960975,0.93019617,0.8470119,0.6174101,0.2296018
34,-0.5881358,-0.18311785,"('mean', 'honorable')",-0.07308092,-0.07577349,5.1327095,5.4021955,1.4904976,1.7144346,-0.223937
0,-0.5858923,-0.44867873,"('unsociable', 'sociable')",0.17819315,0.0018394627,0.3308223,0.13299452,-0.0256256,-0.1046149,0.0789893
4,-0.545631,-0.15871479,"('disliked', 'liked')",-0.07856656,-0.02036187,-6.5992618,-6.914184,-2.4078197,-2.3644203,-0.0433994
62,-0.5382544,0.12141835,"('incompetent', 'brilliant')",-0.63107777,-0.33835378,-0.11848649,0.26280037,-0.4292729,0.0152883,-0.4445612
28,-0.5181093,-0.16438377,"('disloyal', 'loyal')",-0.26804662,-0.2014439,1.0323036,1.0333778,0.0820492,0.2225167,-0.1404675
20,-0.4649389,-0.40213442,"('rough', 'thoughtful')",-0.40699562,-0.30281392,0.02673687,0.035956636,-0.2817326,-0.2229972,-0.0587354
21,-0.4508971,0.08455607,"('immoral', 'moral')",-0.052140117,0.046837773,-0.6906772,-0.49713936,-0.3979048,-0.1219152,-0.2759896
65,-0.44228244,-0.25868347,"('insecure', 'secure')",-0.46203846,-0.35008526,0.0761089,0.30105287,-0.2760707,-0.1025719,-0.1734988
79,0.43521932,0.17812353,"('wavering', 'unwavering')",-0.54602367,-0.58130276,-0.4803985,-0.63423944,-0.1970676,-0.3458062,0.1487386
73,0.43304747,0.7517959,"('helpless', 'self-reliant')",0.18396947,0.27742857,-3.4822245,-3.3105564,-0.9550692,-0.760444,-0.1946252
59,0.3949355,0.31969017,"('foolish', 'wise')",0.09675371,0.18227407,0.041009013,-0.10265482,0.1775661,0.1331031,0.044463
14,0.38905802,0.65215975,"('antisocial', 'social')",1.02371,0.9936649,0.24771078,0.1773674,0.5534929,0.6077307,-0.0542378
1,0.38540024,0.17849785,"('unfriendly', 'friendly')",0.9558085,0.7610022,2.0528378,1.8550638,1.1313488,0.9315213,0.1998275
13,0.38478184,0.81783056,"('impolite', 'polite')",-0.0156961,-0.04491957,-0.10319245,0.09378036,0.0886311,0.2888971,-0.200266
43,-0.37931943,0.088341616,"('irresponsible', 'responsible')",-1.1086973,-0.8601155,0.5656679,0.580413,-0.3074496,-0.063787,-0.2436626
88,0.37381184,0.14539364,"('low', 'eminent')",-0.7416541,-0.8607049,-0.2730296,-0.3541994,-0.213624,-0.3565036,0.1428796
32,-0.36864635,-0.090211816,"('unkind', 'kind')",0.3250813,0.21650273,1.4029108,1.481412,0.4531153,0.535901,-0.0827857
63,0.36330613,0.6961945,"('unperceptive', 'insightful')",-0.050807297,-0.17647769,0.7568159,0.6247796,0.3564382,0.3814988,-0.0250606
7,-0.35747212,-0.00403969,"('insensitive', 'sensitive')",-0.40924197,-0.18799274,0.5913851,0.5767757,-0.058443,0.1282478,-0.1866908
70,-0.35022926,0.22938702,"('lethargic', 'energetic')",-0.81661475,-0.77028,0.30479854,0.5039048,-0.2873485,-0.0123294,-0.2750191
78,-0.34583214,-0.15169337,"('nonresilient', 'resilient')",0.032578744,-0.34266043,-0.024732461,-0.24066636,-0.112662,-0.2450067,0.1323447
2,0.34056816,0.83878297,"('unlikable', 'likable')",0.06376347,0.19437692,0.738329,0.9141911,0.3808869,0.649117,-0.2682301
72,-0.33213112,-0.16102582,"('unambitious', 'ambitious')",0.057886012,0.15758067,-0.680678,-0.54680127,-0.3183077,-0.1834155,-0.1348922
25,0.32791522,0.29098633,"('egoistic', 'altruistic')",1.4415109,1.3726207,1.5644013,1.6145768,1.1112758,1.092728,0.0185478
58,-0.3180107,-0.17223877,"('undiscriminating', 'discriminating')",0.016708247,-0.08644179,0.31306845,0.16996244,0.003922,-0.0295727,0.0334947
19,-0.31178737,-0.3187221,"('inhospitable', 'hospitable')",-0.64343727,-0.73704064,0.07170152,0.14552552,-0.2945077,-0.3034124,0.0089047
44,-0.31154054,-0.46743208,"('prejudiced', 'unprejudiced')",-1.3277528,-1.0818081,-1.805919,-1.5193112,-1.1484041,-1.0228504,-0.1255537
23,-0.29443178,-0.0367662,"('insincere', 'sincere')",0.17315085,0.38890848,6.1089654,6.503592,1.9958947,2.2852448,-0.2893501
68,-0.29139647,-0.27175024,"('dependent', 'independent')",-1.6301943,-1.6781888,-1.6300677,-1.6328499,-1.1838862,-1.194263,0.0103768
57,-0.28358722,-0.16518137,"('unimaginative', 'imaginative')",-0.48741096,-0.51729465,-2.9484022,-3.2451878,-1.2398001,-1.3092213,0.0694212
6,0.25724432,0.14759749,"('distant', 'open')",-0.139054,-0.25378892,-0.19779526,-0.4776913,-0.026535,-0.1946276,0.1680926
81,-0.25376806,-0.0902513,"('submissive', 'aggressive')",0.036124527,-0.01920639,-0.36617962,-0.4870674,-0.1946077,-0.1988417,0.004234
37,-0.2329905,-0.3174657,"('fake', 'genuine')",-1.2267894,-1.1373945,0.32491302,0.37675256,-0.3782889,-0.3593692,-0.0189197
41,-0.23008111,0.25471154,"('unforgiving', 'forgiving')",0.2534638,0.30981052,0.771429,0.6218282,0.2649372,0.3954501,-0.1305129
67,0.21310359,0.14694417,"('doubtful', 'determined')",0.012429588,0.087046176,-0.04120911,-0.19449334,0.0614414,0.0131657,0.0482757
35,0.18238023,-0.07623695,"('corrupt', 'incorrupt')",-0.41029683,-0.3776333,-0.8174786,-0.9503779,-0.348465,-0.4680827,0.1196177
42,-0.17816502,0.19687328,"('unreliable', 'reliable')",-0.24015082,-0.10205087,-2.9707773,-3.0092735,-1.1296977,-0.9714837,-0.158214
56,0.16178106,0.78195286,"('impractical', 'practical')",0.7377762,1.1452206,-0.6130079,-0.30636474,0.0955165,0.5402696,-0.4447531
83,-0.12810199,0.06580953,"('powerless', 'powerful')",0.008436464,0.15112017,-1.5107569,-1.3049419,-0.5434741,-0.3626707,-0.1808034
38,0.12547676,0.33628064,"('untruthful', 'truthful')",-0.14838743,-0.06454367,0.08340177,0.11486933,0.0201637,0.1288688,-0.1087051
76,-0.107832335,0.15315808,"('anxious', 'daring')",-1.2130754,-1.1276879,-0.16502687,0.086346254,-0.4953115,-0.2960612,-0.1992503
48,-0.10287745,-0.24865602,"('unintelligent', 'intelligent')",-0.38471085,-0.65923536,-0.27977216,-0.3436104,-0.2557868,-0.4171673,0.1613805
27,0.0870132,-0.09119659,"('hardhearted', 'softhearted')",-0.6175123,-0.7490295,0.9774092,0.81721705,0.14897,-0.0076697,0.1566397
5,-0.07389935,0.037123308,"('distant', 'outgoing')",0.06893462,-0.037885334,-0.28261954,-0.42289343,-0.0958614,-0.1412185,0.0453571
50,0.07262593,-0.13429451,"('clumsy', 'skillful')",-0.3519861,-0.5621557,0.05858975,-0.010347024,-0.0735901,-0.2355991,0.162009
85,-0.066856466,-0.30490735,"('insignificant', 'prestigious')",0.5338682,0.34701344,-0.619046,-0.69785994,-0.0506781,-0.2185846,0.1679065
40,-0.057731412,0.35385454,"('stingy', 'generous')",0.42769155,0.5391994,-2.3403783,-2.3165896,-0.6568061,-0.4745119,-0.1822942
24,0.03907435,0.52700144,"('dishonest', 'honest')",-0.21957669,0.029056802,0.86689395,1.0755529,0.2287972,0.5438704,-0.3150732
84,-0.03813057,-0.011528609,"('inferior', 'superior')",0.24894801,0.33156073,0.3365727,0.35513228,0.1824634,0.2250548,-0.0425914
71,-0.037109576,0.11456078,"('diffident', 'self-confident')",1.050151,1.0231773,0.21981557,0.18625443,0.4109523,0.4413308,-0.0303785
75,0.025028232,-0.060364313,"('meek', 'impulsive')",-1.1495852,-1.0607326,-0.50484216,-0.59380597,-0.5431331,-0.5716343,0.0285012
86,-0.01676751,0.2123829,"('uninfluential', 'influential')",0.2617597,-0.030219208,0.35661227,-0.09640668,0.2005348,0.0285857,0.1719491
30,-0.012252171,0.39405292,"('intolerant', 'tolerant')",-0.28705734,-0.24690808,0.68611354,0.7735349,0.1289347,0.3068932,-0.1779585
54,7.02329e-05,-0.37607726,"('incapable', 'capable')",0.5476794,0.29591173,1.1950897,1.0606501,0.5809464,0.3268282,0.2541182
